"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0.958061101894881,0.938174018075577,0.931791391724948,0.928292735886918,0.922710981521704,0.924364425890142,0.927237583568336,0.940794331728166,0.947178944582115,0.928009773404124,0.944718367366302,0.934642480849432,0.933558543311141,0.948604446541122,0.947077811426702,0.959448393953284
"2",0.953604108788052,0.938393875057297,0.928230663648885,0.926361116521297,0.920031000253111,0.918968698325584,0.921748192413349,0.923952562752726,0.921095795223366,0.931006306912319,0.950259987471431,0.928727541728775,0.946857295955454,0.948548063884562,0.942986002603578,0.940835133383849
"3",0.952677475842827,0.934722300032979,0.933212703505795,0.918892456279674,0.917059712780812,0.919692723157927,0.926676219586456,0.915891901312003,0.921954005424652,0.919347560836271,0.919197593322889,0.93347200528032,0.942988318190942,0.925465282136175,0.944727964024874,0.956621694581954
"4",0.95392419275783,0.938459612251047,0.932747733327838,0.925006723403876,0.922096430302374,0.919879923234366,0.920586683943559,0.919831783916236,0.920392789627483,0.912897397529191,0.917909470777229,0.922658421020734,0.932240034252984,0.936276798390494,0.924724862999305,0.935843562174887
"5",0.954749743883003,0.942244418262683,0.935916632036605,0.934118459918303,0.91980533590266,0.920179711522189,0.9192219815305,0.903031199607214,0.924245960755227,0.906487603046193,0.915537015004998,0.91885634812439,0.904630070671786,0.925927849728028,0.933321473432779,0.930988278247723
"6",0.959194344743562,0.94521009878772,0.938718705828825,0.929381517466615,0.919361955174156,0.913457290770007,0.90848540398988,0.914466711504667,0.906355007872297,0.9027478912486,0.903707226976737,0.922679340967013,0.915494008831311,0.935388610257559,0.936631621492154,0.916791289502481
"7",0.961671987094423,0.949908262009518,0.937028241949008,0.932020069560305,0.923201677965652,0.905683140939167,0.90536848906512,0.909213249350879,0.908790095697397,0.900522340013341,0.92179672410778,0.901310853213402,0.905666941856097,0.925720679110701,0.90307555313935,0.930124194289649
"8",0.962272171302609,0.949007418163248,0.939528589106322,0.929699588087611,0.919090483681215,0.91382943862843,0.907359792730965,0.901218157456025,0.913331665677633,0.902717105551197,0.917059086891191,0.89743724788207,0.902968478706335,0.914154301640102,0.944026897832783,0.909375003717571
"9",0.962335262663109,0.950916497767777,0.940089269908496,0.931844987234123,0.921478577891485,0.917131389989241,0.911785354189526,0.907685954109217,0.899168801254872,0.905845873655593,0.899847070014061,0.8971218179613,0.930274029058448,0.932227783514313,0.900101413454196,0.920051151595943
"10",0.963701053652343,0.952085972222562,0.936688787819574,0.931520130382529,0.924826694501315,0.915255840362624,0.914586842386591,0.902198671797902,0.89624437896786,0.907779964210703,0.900252092112218,0.899782634754921,0.913232082192094,0.929416501630669,0.906731883873594,0.901551758187486
"11",0.961139309052736,0.9471863973001,0.934479086047716,0.92801778243281,0.921078490967254,0.922126690151305,0.915271705164069,0.902660569245563,0.898326562151648,0.921801242591163,0.893110940396151,0.914049279877059,0.910393481793459,0.897576488450674,0.911215370906512,0.947760279026847
"12",0.962074864811328,0.9489115864921,0.937620493570602,0.931133644579417,0.923497653669289,0.918245603414483,0.913531712629183,0.917829667875763,0.915378822487608,0.907593323129569,0.906751148990157,0.939841714765815,0.927341788907183,0.916563586179386,0.917515440305109,0.935702328738379
"13",0.962698431967143,0.951273664145491,0.93644743517136,0.934471320863756,0.92112393937031,0.918546918009335,0.907886278019694,0.910080158779584,0.914081594359379,0.920300563319406,0.912384686378236,0.920952561004959,0.927317567698741,0.952420090596051,0.952516768015983,0.951587218186975
"14",0.961331767516613,0.948874490319949,0.93641762956302,0.93023965502267,0.918197290073708,0.924250289653671,0.907059928617188,0.915419040292792,0.902882376114551,0.924804374683959,0.915233142834535,0.926945121686269,0.923451141821916,0.917770606286838,0.932360389865345,0.951572355476009
"15",0.962442512084157,0.953897263646234,0.939628216491266,0.937383541494169,0.927290582211888,0.925794883813494,0.921759874619274,0.918633823754155,0.917483601031819,0.932187227967691,0.917947356046502,0.931826302240558,0.933002662054465,0.921903798255207,0.939971973337224,0.944765448265931
"16",0.968208999180061,0.949798016746794,0.946763143246685,0.940704976029691,0.934691256976184,0.932467319410626,0.925667371724705,0.932035837231593,0.926298360161788,0.936770657039532,0.917026146279933,0.932454319570887,0.921953690799445,0.936827827436397,0.961157952633934,0.956090871309736
