Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-49.13	659.64	-44.94	2446.12	0	1325.07	15368.5
2	-0	-0	-0	2149	0	976.7	-0	-65.77	679.47	-48.68	2434.16	0	1331.87	8776.54
3	-0	-0	-0	2149	0	976.7	-0	-54.02	695.65	-35.25	2417.74	0	1333.79	16739.3
4	-0	-0	-0	2149	0	976.7	-0	-53.71	696.11	-41.58	2428.38	0	1327.87	10951
5	-0	-0	-0	2149	0	976.7	-0	-57.22	718.08	-57.37	2438.8	0	1328.2	8476.11
6	-0	-0	-0	2149	0	976.7	-0	-51.19	721.44	-55.24	2440.83	0	1321.87	10799.7
7	-0	-0	-0	2149	0	976.7	-0	-55.54	733.49	-51.8	2427.64	0	1326.37	8893.39
8	-0	-0	-0	2149	0	976.7	-0	-50.05	738.07	-50.2	2416.31	0	1334.77	18632
9	-0	-0	-0	2149	0	976.7	-0	-54.93	742.19	-52.03	2397.89	0	1335.12	12106
10	-0	-0	-0	2149	0	976.7	-0	-48.22	745.54	-55.47	2427.4	0	1330.13	12576.8
11	-0	-0	-0	2149	0	976.7	-0	-46.54	745.7	-66.68	2421.79	0	1328.45	13170.3
12	-0	-0	-0	2149	0	976.7	-0	-51.35	752.41	-69.66	2411.23	0	1330.46	11377.7
13	-0	-0	-0	2149	0	976.7	-0	-40.51	746.61	-64.77	2413.28	0	1329.31	10228.7
14	-0	-0	-0	2149	0	976.7	-0	-48.14	753.48	-72.71	2402.36	0	1332	12020.5
15	-0	-0	-0	2149	0	976.7	-0	-35.93	752.56	-71.72	2409.52	0	1333.79	13224.2
16	-0	-0	-0	2149	0	976.7	-0	-45.39	750.43	-64.09	2397.5	0	1336.08	14827.6
17	-0	-0	-0	2149	0	976.7	-0	-41.12	753.48	-72.71	2398.12	0	1335.85	11834.8
18	-0	-0	-0	2149	0	976.7	-0	-39.9	748.6	-73.62	2396.18	0	1334.82	10119
19	-0	-0	-0	2149	0	976.7	-0	-41.81	753.17	-71.95	2401.17	0	1332.32	11905.7
20	-0	-0	-0	2149	0	976.7	-0	-34.71	753.02	-69.73	2397.81	0	1333.3	14158.5
21	-0	-0	-0	2149	0	976.7	-0	-40.13	754.39	-75.07	2396.91	0	1332.81	11836.5
22	-0	-0	-0	2149	0	976.7	-0	-35.48	757.45	-60.04	2380.61	0	1341.27	15576.9
23	-0	-0	-0	2149	0	976.7	-0	-36.24	747.07	-59.59	2377.52	0	1338.58	14131
24	-0	-0	-0	2149	0	976.7	-0	-33.04	755.62	-63.4	2377.26	0	1340.62	15368.3
