Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-131.912	829.991	139.879	-124.015	826.839	-162.645	-301.117	861.58	28.5928	-300.008	856.203	-58.226	NaN	NaN	NaN	-206.3	876.613	154.022	-195.857	738.248	164.683	-261.271	420.337	97.6849	-272.394	363.852	93.1154	-224.034	345.696	44.3983	-368.58	68.8919	52.8411	-418.661	52.6755	5.34187	-234.523	38.8061	1.45101	-283.62	27.3092	72.606	-203.008	731.493	-192.176	-40.0241	426.556	-155.313	-20.3752	373.735	-158.292	39.1487	382.08	-122.101	83.2338	75.4646	-126.467	45.5508	51.2067	-69.8297	216.956	92.2053	-87.2808	181.162	60.9102	-143.002
0.007	-127.08	829.261	139.626	-118.641	825.975	-162.942	-296.082	860.851	28.0345	-294.798	854.891	-59.3692	NaN	NaN	NaN	-201.282	875.764	153.355	-191.519	737.661	164.285	-258.235	420.146	97.3233	-269.834	363.825	92.8746	-221.518	345.118	44.2958	-368.289	69.3521	52.6742	-418.411	53.5472	5.08826	-234.383	38.7762	1.46757	-283.641	27.3105	72.4733	-197.23	730.48	-192.584	-33.7491	425.918	-154.975	-14.3193	373.046	-157.963	44.6556	380.925	-120.962	86.999	74.109	-125.469	48.8854	49.9338	-69.0913	220.45	90.3109	-85.6404	184.822	59.2105	-141.568
0.013	-122.218	828.561	139.372	-113.15	825.108	-163.407	-291.165	860.178	27.0096	-289.473	853.976	-60.1404	NaN	NaN	NaN	-196.617	875.223	153.163	-186.804	737.065	164.073	-255.103	419.985	96.9979	-267.218	363.757	92.587	-218.892	344.467	44.1636	-368.036	69.8759	52.4809	-418.161	54.5249	4.82688	-234.365	38.659	1.49684	-283.656	27.3354	72.3663	-191.486	729.538	-192.973	-27.6119	425.385	-154.697	-8.44783	372.36	-157.625	50.7563	379.801	-120.171	90.1321	72.5896	-124.501	51.5572	48.6017	-68.3017	223.444	88.0732	-84.047	187.89	57.2342	-140.101
0.02	-117.255	827.9	138.937	-107.486	824.178	-163.596	-286.024	859.452	26.1835	-284.061	853.139	-60.866	NaN	NaN	NaN	-191.609	874.379	152.552	-182.273	736.627	163.663	-251.964	419.924	96.6772	-264.622	363.763	92.3316	-216.305	344.067	43.9515	-367.697	70.6252	52.301	-417.848	55.5563	4.55691	-234.209	38.6229	1.51457	-283.663	27.3446	72.2768	-185.694	728.699	-193.386	-21.4828	424.679	-154.384	-2.70976	371.692	-157.524	55.7746	378.577	-119.641	92.7758	70.9221	-123.49	53.7739	47.1314	-67.4206	225.877	85.4735	-82.4807	190.238	55.2751	-138.895
0.027	-112.311	827.291	138.754	-101.683	823.224	-163.963	-280.803	858.707	25.3163	-278.557	852.329	-61.6916	NaN	NaN	NaN	-186.466	873.723	151.287	-177.674	736.156	163.196	-248.834	419.875	96.329	-261.8	363.74	92.0272	-213.56	343.516	43.8632	-367.385	71.2717	52.1249	-417.546	56.6362	4.33993	-234.067	38.5887	1.54286	-283.664	27.3095	72.1085	-179.551	727.73	-193.829	-15.4702	423.913	-154.094	2.95058	370.763	-157.097	61.1726	377.16	-118.995	94.8794	69.1458	-122.457	55.2688	46.2169	-66.6369	227.857	82.6448	-80.8638	192.114	52.7407	-137.511
0.033	-107.217	826.681	138.515	-95.7376	822.373	-164.377	-275.482	858.091	24.4223	-272.92	851.525	-62.5144	NaN	NaN	NaN	-181.547	873.29	150.844	-172.813	735.651	162.739	-245.597	419.874	96.0168	-259.012	363.856	91.7361	-210.749	343.108	43.6736	-367.057	72.047	52.0559	-417.25	57.8473	4.21521	-233.975	38.5759	1.55708	-283.641	27.3295	72.0808	-173.4	726.804	-194.284	-9.61808	423.089	-153.729	8.25219	369.832	-156.793	66.4828	375.617	-118.31	96.5312	67.4644	-121.446	56.3711	45.3736	-65.9477	229.442	79.3708	-79.3436	193.861	49.8533	-135.864
0.04	-102.05	826.016	138.086	-89.5672	821.504	-164.817	-270.099	857.456	23.4345	-267.232	850.817	-63.4783	NaN	NaN	NaN	-176.444	872.693	150.384	-168.103	735.245	162.268	-242.206	419.802	95.6781	-256.162	363.932	91.4593	-207.906	342.729	43.4343	-366.694	72.8547	52.0953	-416.914	59.1029	4.14206	-233.851	38.5355	1.59767	-283.619	27.371	72.0714	-167.264	726.006	-194.813	-3.85295	422.169	-153.421	13.5759	368.662	-156.084	71.9404	374.008	-117.588	97.726	65.9787	-120.518	57.1085	44.8824	-65.1954	230.862	75.4645	-77.5941	194.845	47.283	-134.433
0.047	-96.8281	825.423	137.681	-83.3681	821.083	-165.122	-264.714	856.885	22.4224	-261.632	850.201	-64.4632	NaN	NaN	NaN	-171.306	872.061	149.894	-163.269	734.816	161.733	-238.847	419.886	95.2597	-253.119	363.978	91.1767	-204.957	342.235	43.3171	-366.245	73.7347	52.2311	-416.502	60.4815	4.28676	-233.571	38.603	1.63267	-283.529	27.3974	72.0724	-161.053	725.278	-195.534	1.67267	421.303	-153.252	18.5329	367.692	-155.718	76.8483	372.664	-117.169	98.9644	65.0552	-119.517	58.0777	45.7182	-64.4832	232.893	70.3425	-76.1543	196.107	43.9774	-133.044
0.053	-91.5613	824.865	137.336	-77.3164	821.023	-165.415	-259.318	856.442	21.4556	-255.942	849.999	-64.8669	NaN	NaN	NaN	-165.973	871.474	149.201	-158.458	734.504	161.113	-235.222	419.862	94.7222	-250.034	364.18	90.8862	-202.015	341.775	43.1789	-365.704	74.723	52.4828	-416.15	61.9739	4.57066	-233.489	38.5733	1.64662	-283.417	27.4202	72.1055	-154.689	724.809	-196.177	7.03762	420.622	-153.146	23.45	367.151	-155.663	82.2983	372	-116.958	101.076	65.5061	-118.789	60.2198	47.0714	-63.7476	236.05	64.7669	-75.1236	197.614	40.185	-132.197
0.06	-86.2373	824.335	136.763	-71.4009	821.025	-165.661	-253.825	856.017	20.5165	-250.237	849.621	-65.5963	NaN	NaN	NaN	-160.588	871.067	148.625	-153.243	734.064	160.438	-231.471	420.016	94.2617	-246.759	364.3	90.5479	-199.298	341.6	43.0564	-365.15	75.8304	52.7818	-415.712	63.6143	4.91015	-233.224	38.48	1.61508	-283.27	27.4628	72.1214	-147.502	724.819	-196.348	12.1927	420.398	-152.973	28.6946	366.778	-155.541	87.6851	371.707	-116.81	104.131	66.3231	-118.686	62.4974	48.3827	-63.4859	239.213	60.1447	-74.8488	199.269	36.9508	-131.815
