Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	1.02194	7.61487	11.5928	1.44989	6.52154	11.8399	2.19867	4.04931	33.9116	0.05805	8.96593	35.3488	-5.14757	-32.6639	6.91752	0.186758	-25.8244	8.83632	11.4084	15.2064	1.55954	5.90101	8.99266	3.64289	9.27302	6.19372	21.5018	5.59851	1.53069	19.3047
1	1.19469	7.72199	11.632	1.63432	6.71799	11.865	2.45117	4.07944	33.5858	0.253787	9.0697	35.0805	-5.022	-33.3076	7.3802	0.37341	-26.5346	9.40721	11.3816	15.2026	1.15061	6.21427	9.38812	3.07475	9.50394	6.59037	20.3184	6.07898	1.46026	17.913
2	1.369	7.75887	11.7336	1.8293	6.8693	11.9386	2.75457	4.15708	33.2555	0.476553	9.17739	34.7876	-4.91992	-34.1793	7.94899	0.597058	-27.5179	10.087	11.3941	15.569	0.03959	6.68392	10.0649	1.8573	9.97909	6.87452	18.3818	6.81595	1.41392	15.7628
3	1.55423	7.7136	11.8943	2.0467	6.95405	12.0488	3.11941	4.32533	32.9262	0.744013	9.32775	34.4797	-4.88122	-35.258	8.48048	0.820977	-28.698	10.7698	11.4223	16.2819	-1.75437	7.25205	10.9515	0.0538917	10.6771	7.01183	15.8637	7.76156	1.3562	13.0443
4	1.76469	7.57556	12.0954	2.29609	6.95338	12.1754	3.55465	4.61362	32.6038	1.06757	9.55865	34.168	-4.89456	-36.4213	8.92725	1.05	-29.9112	11.4238	11.3803	17.202	-3.8499	7.78075	11.8877	-1.90738	11.4094	6.9725	13.1378	8.72543	1.25277	10.1963
5	2.0155	7.34004	12.305	2.58378	6.85812	12.2909	4.06308	5.01428	32.2967	1.45385	9.87796	33.8641	-4.88912	-37.3695	9.38129	1.32839	-30.8765	12.1246	11.18	18.0146	-5.66822	8.13462	12.61	-3.45077	11.9133	6.74656	10.5727	9.45887	1.08496	7.65795
6	2.32118	7.01054	12.484	2.91628	6.67003	12.3661	4.64768	5.47436	32.0125	1.91491	10.2523	33.5735	-4.78416	-37.7158	9.9898	1.6941	-31.3007	12.9765	10.7898	18.3134	-6.74424	8.18052	12.8426	-4.17384	11.9911	6.3747	8.36849	9.71826	0.867658	5.65156
7	2.69294	6.59839	12.6011	3.29996	6.39818	12.3816	5.31473	5.91081	31.753	2.46718	10.6209	33.2876	-4.55079	-37.1956	10.8205	2.13779	-31.0309	14.0006	10.2478	17.8066	-6.90351	7.87444	12.429	-3.99463	11.6011	5.95353	6.60295	9.42819	0.657885	4.21458
8	3.13293	6.1201	12.6451	3.73666	6.05416	12.338	6.06877	6.24332	31.5075	3.1224	10.9249	32.9832	-4.2226	-35.8074	11.8213	2.60319	-30.1129	15.1161	9.61322	16.4592	-6.26358	7.31213	11.3981	-3.1319	10.8544	5.60129	5.28442	8.75158	0.521333	3.26103
9	3.63107	5.59323	12.6267	4.22201	5.64935	12.2547	6.90612	6.42405	31.2483	3.8829	11.1326	32.6264	-3.86691	-33.8221	12.8755	3.01951	-28.7645	16.1947	8.93128	14.5306	-5.12456	6.60412	9.97846	-1.93109	9.94232	5.39028	4.34529	7.90628	0.469098	2.6351
10	4.16723	5.03433	12.5692	4.74809	5.19453	12.1593	7.80991	6.45072	30.9338	4.74008	11.2449	32.1813	-3.55302	-31.6691	13.8579	3.3315	-27.3213	17.1084	8.22174	12.4913	-3.81039	5.83604	8.53966	-0.691122	9.02205	5.29609	3.66876	7.0534	0.45891	2.19595
11	4.71466	4.45775	12.496	5.3033	4.70275	12.076	8.74903	6.37003	30.5178	5.67156	11.2838	31.6196	-3.32922	-29.768	14.6599	3.51026	-26.1213	17.7603	7.49636	10.8097	-2.56151	5.09643	7.43537	0.406627	8.16688	5.24184	3.14677	6.29669	0.45048	1.85783
12	5.24337	3.87509	12.4217	5.86684	4.19166	12.0168	9.68359	6.26696	29.9618	6.63927	11.2821	30.927	-3.20876	-28.3862	15.2122	3.55461	-25.367	18.109	6.7965	9.73512	-1.49837	4.45899	6.84914	1.29942	7.40869	5.18259	2.71508	5.68362	0.431573	1.58044
