Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	800.705	937.343	1358.71	793.485	936.392	1104.69	597.589	999.382	1271.14	601.528	1004.09	1203.16	702.862	1036.62	1052.46	723.959	1034.54	1410.25	741.87	797.221	1443.49	723.784	479.276	1395.29	713.302	422.181	1404	763.824	407.655	1353.88	676.156	81.3494	1406.33	631.516	60.6879	1366.76	828.575	51.1727	1350.4	798.494	38.0649	1426.55	697.667	832.819	1022.54	731.564	473.127	1065.32	718.443	416.964	1056.67	765.323	396.827	1104.9	674.084	79.7016	1058.51	624.558	52.7696	1096.23	822.589	48.9197	1112.86	790.172	35.0342	1035.29	726.153	463.512	1264.11	701.133	92.0168	1320.57	825.499	47.2521	1375.76	739.451	466.803	1190.75	696.066	91.6653	1143.96	822.292	44.5313	1080.02
0.007	800.706	937.341	1358.7	793.492	936.387	1104.69	597.597	999.391	1271.14	601.536	1004.08	1203.16	702.873	1036.61	1052.46	723.969	1034.54	1410.25	741.885	797.218	1443.49	723.796	479.289	1395.33	713.313	422.182	1404	763.849	407.652	1353.88	676.148	81.3606	1406.34	631.514	60.6994	1366.76	828.569	51.1681	1350.38	798.487	38.0621	1426.56	697.68	832.819	1022.54	731.573	473.124	1065.31	718.442	416.962	1056.66	765.337	396.818	1104.9	674.085	79.6989	1058.5	624.555	52.7771	1096.22	822.585	48.926	1112.86	790.173	35.0322	1035.3	726.164	463.529	1264.1	701.128	92.0259	1320.57	825.492	47.2473	1375.75	739.449	466.799	1190.75	696.078	91.6693	1143.97	822.295	44.53	1080.02
0.013	800.709	937.339	1358.71	793.504	936.394	1104.69	597.613	999.376	1271.15	601.539	1004.07	1203.15	702.88	1036.61	1052.45	723.99	1034.55	1410.25	741.897	797.22	1443.48	723.81	479.273	1395.29	713.308	422.151	1403.97	763.836	407.646	1353.88	676.161	81.3575	1406.34	631.515	60.6961	1366.75	828.576	51.1714	1350.39	798.488	38.0644	1426.56	697.688	832.81	1022.54	731.582	473.123	1065.31	718.443	416.961	1056.67	765.334	396.814	1104.9	674.088	79.7042	1058.51	624.565	52.7764	1096.23	822.592	48.9188	1112.86	790.175	35.0269	1035.3	726.173	463.51	1264.12	701.141	92.0234	1320.57	825.496	47.2489	1375.76	739.467	466.798	1190.75	696.071	91.6616	1143.97	822.303	44.5234	1080.02
0.02	800.726	937.327	1358.7	793.506	936.39	1104.7	597.625	999.382	1271.15	601.543	1004.08	1203.17	702.885	1036.6	1052.45	723.998	1034.55	1410.25	741.908	797.217	1443.48	723.831	479.272	1395.28	713.327	422.178	1404	763.847	407.637	1353.88	676.162	81.3555	1406.34	631.516	60.6967	1366.76	828.582	51.1585	1350.38	798.494	38.0681	1426.56	697.694	832.81	1022.54	731.594	473.124	1065.32	718.463	416.964	1056.67	765.348	396.817	1104.9	674.098	79.7013	1058.51	624.562	52.7717	1096.22	822.593	48.9224	1112.86	790.18	35.0231	1035.3	726.183	463.531	1264.11	701.143	92.0284	1320.57	825.506	47.259	1375.76	739.481	466.797	1190.75	696.065	91.6676	1143.97	822.301	44.5241	1080.02
0.027	800.738	937.331	1358.7	793.507	936.389	1104.69	597.626	999.381	1271.15	601.549	1004.07	1203.16	702.887	1036.6	1052.45	724.003	1034.55	1410.24	741.925	797.207	1443.48	723.84	479.27	1395.28	713.336	422.153	1403.97	763.853	407.64	1353.88	676.16	81.3614	1406.33	631.519	60.7014	1366.75	828.571	51.1622	1350.38	798.499	38.0664	1426.56	697.706	832.812	1022.54	731.604	473.118	1065.32	718.468	416.962	1056.68	765.342	396.824	1104.9	674.097	79.6885	1058.51	624.565	52.7681	1096.22	822.597	48.9196	1112.87	790.177	35.0268	1035.3	726.201	463.52	1264.11	701.15	92.03	1320.57	825.509	47.252	1375.76	739.486	466.804	1190.75	696.075	91.6621	1143.97	822.311	44.5214	1080.02
0.033	800.74	937.337	1358.73	793.518	936.396	1104.69	597.634	999.378	1271.15	601.556	1004.08	1203.17	702.873	1036.6	1052.46	724.015	1034.55	1410.23	741.934	797.221	1443.48	723.852	479.269	1395.29	713.344	422.176	1404	763.877	407.652	1353.87	676.165	81.3589	1406.34	631.522	60.6979	1366.76	828.59	51.1602	1350.38	798.505	38.0741	1426.56	697.705	832.807	1022.54	731.601	473.119	1065.32	718.463	416.954	1056.67	765.352	396.82	1104.91	674.105	79.6921	1058.51	624.558	52.7722	1096.22	822.601	48.9218	1112.87	790.189	35.0297	1035.3	726.206	463.535	1264.11	701.149	92.022	1320.57	825.512	47.2582	1375.75	739.51	466.79	1190.75	696.082	91.6572	1143.97	822.306	44.5297	1080.01
0.04	800.755	937.331	1358.72	793.512	936.387	1104.69	597.634	999.374	1271.15	601.555	1004.07	1203.16	702.868	1036.59	1052.46	724.017	1034.55	1410.22	741.95	797.207	1443.47	723.857	479.274	1395.27	713.349	422.175	1403.99	763.878	407.643	1353.87	676.163	81.3628	1406.33	631.524	60.7009	1366.75	828.589	51.1712	1350.38	798.501	38.0722	1426.55	697.711	832.809	1022.54	731.607	473.123	1065.31	718.47	416.958	1056.67	765.357	396.821	1104.91	674.1	79.6966	1058.51	624.558	52.7771	1096.22	822.6	48.9213	1112.88	790.184	35.0306	1035.3	726.219	463.535	1264.11	701.153	92.0257	1320.57	825.515	47.2549	1375.74	739.496	466.795	1190.76	696.08	91.6599	1143.97	822.307	44.526	1080.02
0.047	800.757	937.325	1358.72	793.527	936.397	1104.69	597.649	999.369	1271.16	601.556	1004.07	1203.17	702.87	1036.59	1052.45	724.029	1034.55	1410.22	741.96	797.211	1443.47	723.874	479.271	1395.27	713.355	422.181	1404	763.883	407.651	1353.87	676.167	81.3631	1406.33	631.517	60.6955	1366.75	828.584	51.1594	1350.38	798.5	38.0659	1426.56	697.71	832.802	1022.54	731.605	473.124	1065.32	718.468	416.958	1056.68	765.362	396.824	1104.91	674.106	79.6948	1058.51	624.56	52.7745	1096.23	822.598	48.9265	1112.87	790.185	35.0409	1035.3	726.232	463.54	1264.1	701.156	92.0208	1320.57	825.513	47.2587	1375.75	739.503	466.795	1190.74	696.085	91.6552	1143.97	822.308	44.5265	1080.02
0.053	800.768	937.332	1358.72	793.525	936.393	1104.68	597.65	999.376	1271.14	601.57	1004.07	1203.16	702.858	1036.59	1052.45	724.019	1034.54	1410.21	741.965	797.221	1443.47	723.876	479.268	1395.28	713.358	422.142	1403.96	763.883	407.64	1353.87	676.164	81.3595	1406.33	631.519	60.7	1366.74	828.588	51.1564	1350.38	798.5	38.0699	1426.56	697.706	832.804	1022.53	731.612	473.115	1065.32	718.481	416.964	1056.67	765.351	396.827	1104.92	674.11	79.7083	1058.5	624.562	52.7606	1096.23	822.605	48.9212	1112.87	790.194	35.03	1035.29	726.237	463.535	1264.09	701.15	92.0216	1320.57	825.508	47.2465	1375.74	739.495	466.795	1190.76	696.078	91.6589	1143.96	822.305	44.5203	1080.03
0.06	800.776	937.329	1358.7	793.53	936.394	1104.67	597.661	999.364	1271.15	601.568	1004.07	1203.16	702.857	1036.58	1052.44	724.027	1034.55	1410.21	741.975	797.211	1443.46	723.88	479.263	1395.27	713.362	422.146	1403.97	763.892	407.64	1353.88	676.168	81.3563	1406.32	631.518	60.6996	1366.74	828.585	51.1619	1350.39	798.495	38.0688	1426.56	697.712	832.802	1022.53	731.601	473.122	1065.32	718.47	416.958	1056.67	765.347	396.816	1104.91	674.108	79.6946	1058.52	624.562	52.7683	1096.22	822.595	48.922	1112.87	790.191	35.0293	1035.3	726.277	463.548	1264.11	701.158	92.022	1320.56	825.513	47.2493	1375.75	739.513	466.802	1190.76	696.079	91.6665	1143.97	822.312	44.524	1080.02
