Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	1.50619	7.66434	10.8027	0.793978	4.51887	11.9075	-1.3988	-1.79804	36.1872	-0.188997	4.02754	33.1501	0.881253	-22.7448	5.01346	2.64503	-29.5781	3.24664	9.59736	13.6468	-0.362507	9.04308	12.6425	1.26977	11.643	4.12415	22.8306	11.7356	9.15438	21.9852
1	1.63256	7.98745	10.8121	0.960012	4.85078	12.0199	-1.19807	-1.88731	35.9313	0.107235	3.98886	32.9406	0.872077	-22.1642	6.38015	2.70392	-28.9479	4.68886	8.58129	12.7505	-0.1266	8.40644	12.189	1.11851	10.737	4.04739	20.9355	11.4238	8.52032	19.6491
2	1.79842	8.30858	10.8248	1.18597	5.18021	12.1104	-0.916437	-1.98677	35.4539	0.463435	3.99433	32.5054	0.820777	-22.0956	7.31141	2.72902	-28.6268	5.611	7.60626	12.0925	-0.773273	7.63215	11.7035	0.181918	10.0885	4.21788	18.4957	11.2126	8.1081	16.8854
3	2.04155	8.5611	10.821	1.51242	5.43484	12.1535	-0.50314	-2.00119	34.7843	0.914847	4.12456	31.8697	0.730577	-22.7516	7.76794	2.72606	-28.6962	5.99362	6.66811	11.8958	-2.27424	6.63526	11.2101	-1.32734	9.67616	4.55297	15.6011	10.8974	7.93658	13.9334
4	2.41699	8.64914	10.7717	1.97312	5.53099	12.1348	0.10634	-1.86208	34.06	1.5086	4.37018	31.1895	0.690177	-23.6408	8.1411	2.80033	-28.7304	6.33681	5.70007	11.9856	-3.91564	5.36645	10.5942	-2.6906	9.29357	4.72955	12.6129	10.2296	7.79373	11.0789
5	2.9658	8.5037	10.6513	2.56519	5.4186	12.0617	0.97084	-1.66491	33.4747	2.29078	4.59991	30.6669	0.80565	-23.7008	9.02803	3.02964	-28.2116	7.19809	4.66652	11.7062	-4.89104	3.80158	9.76014	-3.34514	8.68972	4.50387	9.82601	9.05548	7.4721	8.46241
6	3.66731	8.12382	10.4599	3.23223	5.10817	11.9582	2.09989	-1.63748	33.1401	3.25127	4.69832	30.3723	1.01009	-22.3794	10.5908	3.33799	-27.1426	8.6247	3.6156	10.6639	-4.94232	2.0116	8.87505	-3.18601	7.79203	3.97674	7.48093	7.427	6.97273	6.28281
7	4.43005	7.57894	10.225	3.88411	4.66515	11.8379	3.42004	-1.91308	32.9627	4.30709	4.66649	30.1702	1.10821	-20.114	12.4479	3.57465	-25.9165	10.251	2.57818	9.16432	-4.33878	0.271357	8.18773	-2.47288	6.72215	3.38366	5.72169	5.68408	6.43598	4.67211
8	5.14305	6.97141	9.98193	4.43944	4.18289	11.7051	4.79796	-2.4173	32.696	5.34552	4.56582	29.8444	0.999647	-17.8072	14.0929	3.66076	-24.7927	11.7028	1.60025	7.8381	-3.43962	-1.17868	7.72208	-1.49267	5.67424	2.8804	4.52078	4.14229	5.98493	3.56904
9	5.7326	6.40468	9.75947	4.85876	3.75466	11.5688	6.08392	-2.97652	32.1241	6.26984	4.44153	29.249	0.743917	-16.0907	15.1921	3.60805	-23.8149	12.7523	0.78621	7.05737	-2.4683	-2.2643	7.36096	-0.442082	4.82094	2.5354	3.75255	2.93705	5.66375	2.83082
10	6.18889	5.96646	9.57109	5.14402	3.45143	11.4431	7.1735	-3.44765	31.1804	7.01727	4.30381	28.3505	0.469113	-15.0963	15.6514	3.47752	-23.0314	13.3027	0.203127	6.79269	-1.54027	-3.02863	7.07893	0.554815	4.23649	2.3425	3.27366	2.0781	5.4698	2.33072
11	6.54938	5.71102	9.42727	5.31192	3.3075	11.3482	8.03555	-3.773	29.9472	7.55695	4.14592	27.2056	0.275923	-14.7566	15.5555	3.33933	-22.5589	13.364	-0.172267	6.91818	-0.711673	-3.55486	6.98851	1.44473	3.89349	2.25525	2.96929	1.51324	5.37344	1.98458
12	6.84763	5.64597	9.34825	5.37426	3.31543	11.3019	8.67917	-3.96879	28.5871	7.88557	3.93625	25.9274	0.205363	-14.9421	15.0791	3.23547	-22.444	13.0446	-0.410327	7.32153	0.00632333	-3.91067	7.19615	2.2253	3.71649	2.23577	2.76326	1.17264	5.337	1.73882
13	7.08215	5.738	9.35085	5.33726	3.42829	11.3124	9.12302	-4.09673	27.2484	8.02487	3.63713	24.6421	0.2444	-15.398	14.41	3.17183	-22.5842	12.5065	-0.57665	7.82474	0.63624	-4.1404	7.6878	2.91304	3.63466	2.26627	2.60877	0.98823	5.32874	1.5591
14	7.22908	5.925	9.4276	5.21312	3.57786	11.3758	9.39735	-4.22529	26.0044	8.01822	3.22536	23.4438	0.33957	-15.8304	13.6884	3.1341	-22.7589	11.9037	-0.707953	8.25405	1.20777	-4.27465	8.31932	3.52506	3.60058	2.32659	2.48104	0.904763	5.33127	1.42255
