Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-29.6	590.06	34.1	2508.35	0	1151.82	22671.2	2.98	-40.44	8.32	2847.9	0	1628.26	33555.4
2	-34.79	565.34	40.51	2494.82	0	1169.19	24789.1	1.07	-48.07	-0.38	3041.68	0	1685.01	26196.9
3	-17.4	589.14	40.82	2545.42	0	1152.57	25351.6	7.63	-46.69	13.28	2924.98	0	1581.89	38963.5
4	-30.52	572.51	30.52	2501.08	0	1153.01	20977.4	-2.21	-41.66	9.16	2887.89	0	1619.32	36962.5
5	-30.9	572.2	49.06	2495.12	0	1169.59	26748	-0	-0	-0	2149	0	1465.7	-0
6	-18.77	577.39	36.54	2537.94	0	1148.56	23396.3	2.06	-45.47	11.22	2891.27	0	1590.91	35018.5
7	-32.58	563.66	33.57	2476.07	0	1155.28	21478.5	4.81	-42.42	8.39	2809.89	0	1649.98	35110.3
8	-25.56	573.12	50.51	2503.07	0	1164.73	27419.4	-0	-0	-0	2149	0	1465.7	-0
9	-17.4	559.08	34.94	2523.42	0	1150.17	22601.4	-3.28	-45.62	8.39	2949.08	0	1608.95	33898.8
10	-36.01	572.66	40.51	2444.75	0	1155.62	21522	9.54	-38.76	6.18	2848.46	0	1678.75	33790.6
11	-16.63	547.79	46.39	2528.77	0	1166.1	28531	-0	-0	-0	2149	0	1465.7	-0
12	-18.01	567.17	37.46	2491.89	0	1147.25	22633.3	6.71	-40.44	7.78	2813.3	0	1636.95	35360.2
13	-35.86	550.84	40.97	2438.94	0	1163.49	22659	1.75	-46.23	5.34	2843.15	0	1669.01	32936.3
14	-4.58	552.37	47	2539.93	0	1159.35	29903.4	1.22	-49.13	4.27	3044.9	0	1631.31	28824.5
15	-25.18	557.1	31.13	2457.42	0	1148.19	20341.2	6.41	-41.81	9.23	2797.07	0	1621.45	36090.5
16	-28.69	541.53	43.95	2447.42	0	1169.48	23722.8	-0	-44.86	5.57	2979.61	0	1664.32	32709.9
17	-2.67	553.59	40.74	2532.5	0	1151.56	28931.8	3.74	-48.98	7.1	2960	0	1610.73	32281.8
18	-28.69	547.49	30.59	2439.07	0	1154.34	19911.2	1.53	-42.27	5.26	2816.69	0	1659	34756.8
19	-25.71	538.64	45.09	2446.92	0	1172.14	24942.5	3.28	-46.39	3.05	3021.62	0	1664.95	28929.6
20	0.31	552.98	33.65	2531.35	0	1146.59	26967.2	-0.08	-45.78	9.54	3041.02	0	1584.74	34902.9
21	-26.93	535.28	32.81	2425.44	0	1163.92	21250.8	-0	-0	-0	2149	0	1465.7	-0
22	-20.6	548.55	44.4	2449.22	0	1167.74	27200	2.67	-49.74	3.36	2980.71	0	1658.61	29323.5
23	5.49	537.87	28.38	2528.47	0	1148.18	24392.8	-0	-0	-0	2149	0	1465.7	-0
24	-25.48	547.94	35.86	2407.2	0	1163.95	22343.2	4.81	-47.76	5.11	2773.37	0	1656.78	34164.7
25	-12.89	532.68	39.22	2472.36	0	1171.43	26823.5	-0	-0	-0	2149	0	1465.7	-0
26	7.02	555.27	24.72	2495.03	0	1139.91	21785.1	-1.14	-47.15	9.99	2937.39	0	1605.2	36836.7
27	-27.08	544.59	38.83	2408.47	0	1168.57	25920.8	5.42	-43.18	3.05	2847.12	0	1673.19	30093.8
28	-1.45	534.36	37.08	2486.2	0	1167.92	26117.5	-0	-0	-0	2149	0	1465.7	-0
29	2.98	562.74	22.28	2467.52	0	1137.97	20205.7	4.35	-44.71	9.92	2792.93	0	1630.29	35734.6
30	-23.12	533.29	40.13	2422.83	0	1175.17	27709.9	1.22	-46.39	1.91	2982.82	0	1662.85	29180.8
31	8.01	548.4	33.34	2483.72	0	1156.43	24779.3	-0	-0	-0	2149	0	1465.7	-0
32	-5.95	555.11	24.57	2449.72	0	1143.93	22234.3	3.05	-43.18	8.93	2830.98	0	1637.58	36005.9
33	-16.48	532.99	38.45	2433.08	0	1173.95	28066.1	3.43	-46.23	2.59	3043.27	0	1674.03	29065.3
34	13.73	552.52	31.36	2491.02	0	1149.15	23841	-1.37	-45.78	5.49	3017.45	0	1615.23	32230.1
35	-14.42	543.21	26.7	2427.93	0	1152.77	23546.5	6.87	-42.72	8.54	2849.45	0	1659.27	36170.8
36	-7.1	540.47	38.15	2435.25	0	1166.93	28550.4	-0	-0	-0	2149	0	1465.7	-0
37	15.03	547.18	29.98	2496.48	0	1147.17	25147.1	0.76	-43.33	5.87	3043.1	0	1622.16	32639.4
38	-18.23	545.5	29.83	2398.48	0	1154.8	24878.8	4.81	-44.86	8.09	2822.9	0	1646.47	35854.7
39	8.85	543.98	36.09	2454.52	0	1160.22	26545.2	-0	-0	-0	2149	0	1465.7	-0
40	9.08	548.55	28.31	2478.07	0	1143.79	26304.8	5.11	-43.18	7.25	2968.78	0	1626.68	33880.2
41	-13.28	545.81	32.27	2385.01	0	1158.34	23255.7	1.14	-45.01	7.78	2851.33	0	1644.24	37506.4
42	13.43	537.41	34.33	2464.82	0	1158.28	27312.7	-0	-0	-0	2149	0	1465.7	-0
43	8.16	553.59	28.46	2461.79	0	1141.72	26787.8	7.02	-47.3	8.54	2862.26	0	1617.28	35178.8
44	-8.7	534.67	34.87	2385.74	0	1165.19	23916.7	-0.76	-39.22	5.57	2964.47	0	1654.04	35513.5
45	12.97	543.67	31.51	2462.72	0	1150.58	27343.4	-0	-0	-0	2149	0	1465.7	-0
46	9.77	545.5	27.77	2452.96	0	1144.18	26313.8	2.37	-47.61	5.49	2866.2	0	1630.05	34094
47	-10.68	535.43	35.78	2371.07	0	1165.38	25107.3	-0	-0	-0	2149	0	1465.7	-0
48	16.94	541.99	28.38	2468.84	0	1145.94	25990.4	1.53	-51.42	8.54	2988.61	0	1611.25	31859.3
49	6.18	542.76	27.39	2427.24	0	1146.6	24898.1	4.43	-42.42	4.65	2902.11	0	1652.2	33822.4
50	-7.48	533.14	34.87	2368.19	0	1164.78	26315.1	1.98	-40.74	3.74	3031.04	0	1660.51	30744.4
51	23.96	543.21	30.14	2472.58	0	1145.14	25735.8	0.76	-51.42	9.23	2974.59	0	1608.08	34683.4
52	0.08	544.28	26.63	2395.29	0	1147.6	25912.5	4.81	-39.22	3.43	2921.87	0	1663.61	32083.1
53	4.73	528.56	35.1	2383.55	0	1165.41	26544.5	-0.46	-50.2	3.51	2953.7	0	1634.7	30484.9
54	22.89	547.49	29.45	2458.1	0	1143.65	24698.5	7.17	-40.44	9.38	2997.28	0	1640.12	36490.2
55	-0.61	538.64	25.25	2375.56	0	1149.98	25407.4	-1.3	-47.61	4.04	2875.05	0	1638.52	32118.8
56	12.28	535.74	36.54	2396.14	0	1161.67	26777.4	7.17	-42.88	3.43	3034.39	0	1659.46	29737.2
57	17.78	550.69	26.7	2430.75	0	1142.23	25514.7	-0	-45.62	9.16	2929.27	0	1618.73	35585.9
58	3.2	534.97	27.92	2367.86	0	1155.12	24399	4.5	-43.49	5.65	2850.25	0	1648.86	33174.4
59	12.59	539.55	33.72	2403.42	0	1156.65	27501.5	-0	-0	-0	2149	0	1465.7	-0
60	17.4	543.82	28.84	2412.44	0	1146.81	24962.7	1.3	-47.76	10.68	2904.82	0	1600.71	39859.8
