Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	816.122	876.832	1365.73	821.416	886.305	1092.42	605.974	909.128	1259.39	607.8	907.523	1182.09	741.299	949.818	1058.02	716.764	946.618	1406.78	720.147	793.555	1417.95	687.965	460.504	1402.79	672.469	402.627	1411.31	723.243	384.739	1355.3	670.644	65.9334	1412.38	620.151	53.5733	1361.58	815.736	41.0502	1347.7	783.731	27.5455	1419.6	739.711	802.453	1033.06	705.855	458.725	1050.11	702.512	394.699	1044.1	747.174	377.948	1097.21	678.562	67.9429	1041.56	621.722	50.945	1078.93	820.724	38.158	1108.23	787.574	29.7357	1034.25	681.359	439.095	1263.53	689.771	86.3987	1329.93	814.584	33.9578	1375.06	708.081	441.435	1189.83	691.463	79.9378	1127.2	821.63	33.267	1079.21
0.007	816.2	876.831	1365.7	821.445	886.302	1092.4	606.025	909.17	1259.4	607.851	907.543	1182.11	741.304	949.831	1058	716.857	946.634	1406.79	720.235	793.553	1417.93	688.02	460.503	1402.79	672.525	402.63	1411.29	723.295	384.735	1355.28	670.65	65.9381	1412.37	620.167	53.5762	1361.57	815.736	41.0383	1347.68	783.738	27.5454	1419.58	739.721	802.462	1033.05	705.85	458.716	1050.12	702.501	394.71	1044.11	747.178	377.939	1097.19	678.563	67.9464	1041.56	621.729	50.9481	1078.94	820.731	38.158	1108.23	787.579	29.7185	1034.25	681.407	439.097	1263.52	689.763	86.3929	1329.92	814.599	33.9544	1375.05	708.113	441.434	1189.84	691.459	79.9351	1127.21	821.639	33.2699	1079.21
0.013	816.282	876.829	1365.67	821.444	886.297	1092.36	606.091	909.188	1259.42	607.901	907.563	1182.12	741.319	949.84	1057.98	716.958	946.636	1406.79	720.31	793.557	1417.92	688.077	460.51	1402.77	672.585	402.634	1411.27	723.344	384.729	1355.25	670.661	65.9469	1412.36	620.163	53.5915	1361.58	815.746	41.0413	1347.67	783.734	27.5539	1419.58	739.71	802.46	1033.04	705.859	458.72	1050.11	702.521	394.705	1044.1	747.18	377.944	1097.18	678.559	67.9446	1041.57	621.729	50.9508	1078.94	820.74	38.1593	1108.22	787.576	29.7208	1034.25	681.457	439.096	1263.5	689.77	86.3882	1329.9	814.602	33.9565	1375.05	708.127	441.42	1189.83	691.467	79.9409	1127.21	821.629	33.267	1079.21
0.02	816.36	876.82	1365.63	821.458	886.301	1092.33	606.15	909.199	1259.43	607.955	907.585	1182.14	741.336	949.855	1057.97	717.047	946.637	1406.78	720.393	793.55	1417.89	688.152	460.504	1402.74	672.646	402.641	1411.27	723.394	384.724	1355.23	670.657	65.9536	1412.36	620.163	53.5907	1361.55	815.754	41.0293	1347.66	783.739	27.5506	1419.57	739.697	802.479	1033.03	705.842	458.724	1050.11	702.529	394.701	1044.1	747.193	377.931	1097.17	678.553	67.9414	1041.56	621.733	50.9631	1078.95	820.728	38.1604	1108.23	787.576	29.7203	1034.25	681.513	439.073	1263.48	689.774	86.3804	1329.88	814.606	33.9495	1375.04	708.144	441.421	1189.82	691.476	79.9463	1127.22	821.638	33.2632	1079.2
0.027	816.44	876.812	1365.6	821.458	886.296	1092.29	606.205	909.211	1259.46	607.992	907.596	1182.15	741.333	949.868	1057.94	717.156	946.629	1406.78	720.482	793.55	1417.88	688.209	460.505	1402.73	672.706	402.635	1411.23	723.456	384.714	1355.21	670.674	65.9524	1412.35	620.169	53.5971	1361.56	815.768	41.0198	1347.66	783.734	27.5541	1419.56	739.688	802.466	1033.02	705.839	458.713	1050.11	702.527	394.702	1044.1	747.191	377.94	1097.15	678.562	67.9417	1041.58	621.728	50.9591	1078.95	820.74	38.1559	1108.22	787.578	29.707	1034.24	681.549	439.078	1263.45	689.785	86.3686	1329.88	814.608	33.9522	1375.04	708.164	441.421	1189.82	691.48	79.9596	1127.22	821.642	33.2619	1079.2
0.033	816.524	876.813	1365.58	821.457	886.294	1092.24	606.262	909.232	1259.47	608.031	907.604	1182.16	741.341	949.875	1057.92	717.254	946.629	1406.77	720.556	793.55	1417.86	688.274	460.499	1402.71	672.765	402.629	1411.22	723.509	384.712	1355.2	670.667	65.9752	1412.33	620.165	53.6069	1361.55	815.765	41.0247	1347.66	783.746	27.5523	1419.55	739.672	802.469	1033.02	705.83	458.715	1050.09	702.516	394.695	1044.09	747.198	377.941	1097.14	678.561	67.9471	1041.56	621.735	50.9669	1078.94	820.742	38.1621	1108.21	787.574	29.7174	1034.23	681.622	439.064	1263.43	689.797	86.369	1329.87	814.608	33.9421	1375.04	708.173	441.417	1189.81	691.498	79.9203	1127.21	821.648	33.2589	1079.2
0.04	816.583	876.81	1365.55	821.466	886.307	1092.19	606.308	909.241	1259.48	608.069	907.618	1182.17	741.334	949.884	1057.9	717.349	946.625	1406.75	720.635	793.545	1417.84	688.336	460.501	1402.68	672.827	402.617	1411.2	723.577	384.708	1355.17	670.684	65.9664	1412.33	620.17	53.6063	1361.53	815.767	41.0253	1347.65	783.737	27.5586	1419.56	739.66	802.474	1033	705.826	458.718	1050.08	702.513	394.699	1044.08	747.214	377.944	1097.12	678.553	67.9534	1041.58	621.738	50.9595	1078.95	820.746	38.1626	1108.21	787.584	29.7082	1034.23	681.657	439.066	1263.41	689.805	86.3747	1329.84	814.611	33.9281	1375.03	708.19	441.412	1189.8	691.501	79.9539	1127.21	821.645	33.2623	1079.19
0.047	816.664	876.814	1365.51	821.471	886.304	1092.16	606.349	909.246	1259.49	608.095	907.623	1182.18	741.324	949.891	1057.87	717.438	946.622	1406.75	720.717	793.544	1417.83	688.415	460.491	1402.67	672.904	402.63	1411.18	723.643	384.712	1355.14	670.696	65.9718	1412.31	620.175	53.6224	1361.52	815.777	41.0191	1347.64	783.743	27.5541	1419.55	739.64	802.464	1032.99	705.817	458.727	1050.06	702.508	394.701	1044.07	747.205	377.942	1097.09	678.544	67.9504	1041.57	621.744	50.9658	1078.95	820.743	38.1619	1108.21	787.575	29.706	1034.23	681.716	439.054	1263.39	689.794	86.3671	1329.83	814.61	33.935	1375.03	708.203	441.408	1189.8	691.511	79.9611	1127.2	821.656	33.2615	1079.19
0.053	816.738	876.819	1365.45	821.467	886.303	1092.1	606.392	909.256	1259.51	608.128	907.628	1182.21	741.32	949.892	1057.85	717.531	946.614	1406.75	720.784	793.546	1417.82	688.488	460.497	1402.64	672.964	402.628	1411.15	723.708	384.697	1355.12	670.701	65.9833	1412.31	620.175	53.6119	1361.5	815.784	41.0172	1347.63	783.764	27.5537	1419.53	739.636	802.457	1032.98	705.807	458.715	1050.06	702.498	394.704	1044.05	747.222	377.946	1097.06	678.545	67.9347	1041.57	621.739	50.9638	1078.94	820.751	38.1599	1108.21	787.574	29.6987	1034.22	681.767	439.062	1263.36	689.809	86.3576	1329.82	814.62	33.9462	1375.01	708.218	441.401	1189.78	691.525	79.9564	1127.2	821.66	33.2567	1079.19
0.06	816.81	876.816	1365.41	821.47	886.306	1092.06	606.44	909.253	1259.52	608.15	907.633	1182.2	741.313	949.898	1057.83	717.61	946.607	1406.74	720.856	793.538	1417.8	688.552	460.497	1402.61	673.025	402.628	1411.12	723.77	384.702	1355.09	670.711	65.995	1412.31	620.19	53.6148	1361.51	815.79	41.0159	1347.62	783.761	27.5609	1419.53	739.612	802.471	1032.96	705.794	458.709	1050.04	702.473	394.703	1044.04	747.218	377.949	1097.06	678.549	67.9299	1041.56	621.744	50.9729	1078.94	820.757	38.1642	1108.21	787.583	29.7042	1034.22	681.821	439.057	1263.35	689.806	86.3591	1329.82	814.63	33.94	1375.02	708.241	441.401	1189.77	691.526	79.9704	1127.18	821.655	33.2572	1079.17
