Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-4.2245	2.45599	11.0055	-2.71107	3.41692	9.90069	1.71319	10.3217	38.5135	-0.847941	5.27129	38.3738	-3.33338	-26.674	11.0034	0.741954	-22.5955	6.42042	15.5046	7.73999	-1.43809	9.08588	5.30234	0.563152	16.6239	9.02384	20.4599	11.9963	11.0755	25.1188
1	-4.07435	2.49568	11.0394	-2.61469	3.50298	9.86732	2.15678	10.7161	38.7015	-0.5865	5.58899	38.3404	-2.98183	-27.3265	12.7015	0.800143	-22.4552	7.35662	15.06	8.04225	-2.21919	8.9112	5.27664	0.121723	16.6763	8.64517	18.0312	12.1149	10.4091	23.6133
2	-3.82855	2.48813	11.0575	-2.43769	3.55959	9.87171	2.65516	11.098	38.7886	-0.198343	5.98374	38.3691	-2.61082	-27.9266	14.3382	0.902547	-22.4686	8.72351	14.3273	8.52358	-3.39211	8.61598	4.97279	-0.884894	16.5058	7.98008	15.0868	12.2524	10.0023	21.1057
3	-3.46476	2.41395	11.0477	-2.16477	3.56263	9.90566	3.21331	11.4738	38.8081	0.301988	6.45148	38.4873	-2.20114	-28.235	15.9755	1.09235	-22.6514	10.4294	13.2107	8.92795	-4.5607	8.22455	4.473	-2.35839	15.8879	7.04179	11.9124	12.3817	9.80898	17.8201
4	-2.98966	2.26611	11.0049	-1.79642	3.48583	9.96245	3.82495	11.8641	38.8413	0.881654	7.02325	38.7427	-1.67932	-28.045	17.7652	1.438	-22.9148	12.4407	11.655	8.89618	-5.19677	7.71274	3.88209	-3.80665	14.6355	6.00216	8.91389	12.3505	9.66536	14.3034
5	-2.43563	2.06397	10.9274	-1.35021	3.31896	10.0368	4.46919	12.2828	38.9547	1.49898	7.69399	39.1834	-0.973275	-27.3352	19.8089	2.01601	-23.067	14.7991	9.7249	8.22148	-5.02893	6.92247	3.26042	-4.65494	12.7874	5.08897	6.38479	11.8864	9.40076	11.0783
6	-1.84466	1.8485	10.8144	-0.852073	3.08002	10.1166	5.11985	12.7242	39.127	2.1214	8.38088	39.7981	-0.094935	-26.2903	22.0248	2.84306	-22.9401	17.4882	7.60079	7.0054	-4.18016	5.68154	2.62618	-4.65611	10.6052	4.42741	4.41078	10.8002	8.95713	8.38523
7	-1.24836	1.66496	10.666	-0.328404	2.81513	10.1826	5.76175	13.1689	39.2358	2.73289	8.98914	40.468	0.850467	-25.2156	24.1646	3.83285	-22.531	20.3097	5.50246	5.58768	-2.9804	3.99305	2.01439	-3.96142	8.41396	3.99694	2.93687	9.16274	8.38297	6.23652
8	-0.66105	1.54454	10.4901	0.199978	2.58594	10.211	6.39392	13.5987	39.1255	3.32872	9.46218	40.9904	1.73369	-24.4041	25.9582	4.83819	-22.011	22.9344	3.63033	4.32586	-1.70444	2.05107	1.49521	-2.90573	6.47486	3.71557	1.87182	7.25441	7.77971	4.55284
9	-0.08284	1.49426	10.3058	0.720441	2.44484	10.1791	7.02323	13.9906	38.69	3.90751	9.77794	41.16	2.46322	-23.997	27.242	5.73274	-21.6104	25.0722	2.13059	3.40991	-0.465883	0.145096	1.1308	-1.73773	4.94201	3.52275	1.13941	5.41392	7.26857	3.26596
