Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-133.62	897.148	-6.50688	-108.803	918.828	-263.53	-315.894	936.876	-105.58	-309.986	952	-192.055	-189.676	992.947	-310.257	-216.37	976.664	23.7598	-201.798	789.531	46.81	-79.806	457.363	-10.202	-106.644	423.111	-14.1461	-55.1821	377.325	-54.0309	-316.339	166.651	-64.7609	-351.369	166.631	-119.118	-222.144	56.6661	-73.543	-261.843	69.1043	-30.5652	-164.66	839.302	-348.594	-155.682	452.876	-266.602	-162.886	401.141	-265.474	-125.149	395.152	-209.613	-190.384	56.5871	-223.86	-238.366	41.2677	-189.313	-59.1507	38.1378	-162.925	-77.6837	23.0855	-227.073
0.007	-127.378	898.296	-6.95286	-104.392	918.719	-263.988	-310.69	937.005	-104.656	-305.204	951.879	-191.569	-185.765	992.52	-310.661	-210.491	977.753	23.7924	-195.229	790.549	47.3526	-69.3127	459.387	-11.0707	-96.6858	424.595	-14.0027	-43.7477	379.465	-54.4104	-299.798	162.504	-64.1295	-335.025	161.474	-118.093	-203.09	55.5583	-73.3538	-242.271	67.0093	-29.8198	-160.907	838.876	-348.685	-153.729	452.833	-266.285	-161.067	400.982	-264.923	-123.304	394.712	-209.219	-189.925	56.3047	-222.498	-238.343	41.5523	-189.011	-58.8172	38.0083	-162.693	-77.6353	23.1271	-227.017
0.013	-122.31	899.174	-7.40968	-100.02	918.541	-264.466	-305.546	937.09	-103.83	-300.251	951.792	-190.796	-182.415	992.364	-310.589	-204.497	978.736	23.9634	-188.682	791.581	47.9285	-59.4237	461.232	-11.4638	-86.4217	425.937	-14.3924	-32.429	381.685	-54.6419	-282.987	158.298	-63.5101	-318.421	155.974	-116.854	-182.6	54.489	-73.0406	-222.4	64.8169	-29.4458	-157.294	838.429	-348.688	-151.504	452.511	-265.738	-159.093	400.843	-264.329	-121.293	394.361	-208.734	-189.771	56.7005	-222.263	-238.3	41.3794	-188.993	-58.5102	37.8054	-162.418	-77.5685	23.1124	-226.949
0.02	-116.859	900.091	-7.84068	-95.8095	918.164	-265.126	-300.267	937.186	-102.76	-295.436	951.519	-190.143	-177.778	992.168	-310.614	-198.382	979.52	24.0995	-182.092	792.499	48.5911	-49.6654	463.064	-11.9568	-76.066	426.923	-14.6261	-21.316	383.848	-54.9759	-265.872	153.878	-62.4377	-301.664	150.408	-116.405	-162.27	53.4422	-72.6604	-202.256	62.4278	-28.9104	-153.815	837.934	-348.601	-149.317	452.39	-265.176	-156.959	400.617	-263.68	-119.194	394.055	-208.12	-189.537	56.9184	-221.781	-238.318	41.5512	-188.745	-58.254	37.694	-162.221	-77.5319	23.1556	-226.886
0.027	-111.303	900.954	-8.21256	-90.6685	917.978	-265.627	-295.017	937.244	-101.66	-290.679	951.352	-189.532	-172.872	991.771	-310.454	-192.293	980.193	24.3328	-175.982	793.365	49.3957	-40.2514	464.93	-12.5011	-66.2205	428.072	-15.3776	-10.3965	386.05	-55.2776	-248.611	149.328	-61.7194	-284.593	144.535	-115.359	-141.797	52.4341	-72.1826	-182.154	60.2872	-27.9838	-150.654	837.278	-348.633	-146.941	452.025	-264.292	-154.751	400.364	-263.037	-116.983	393.546	-207.375	-189.4	57.067	-221.433	-237.618	41.2108	-187.728	-58.0264	37.6096	-161.995	-77.4985	23.2109	-226.815
0.033	-105.85	901.75	-8.48442	-86.7041	917.523	-265.97	-289.733	937.37	-100.43	-285.845	951.163	-188.595	-167.714	991.241	-310.127	-186.196	980.752	24.7026	-169.197	794.301	50.0048	-30.9631	466.686	-13.1457	-56.3821	428.88	-15.5997	0.29773	388.12	-55.5946	-231.072	144.527	-60.709	-267.349	138.595	-114.824	-121.216	51.5202	-71.2262	-161.291	58.001	-27.3789	-147.182	836.624	-348.334	-144.182	451.701	-263.833	-152.249	400.192	-262.322	-114.752	393.156	-206.617	-189.207	57.1798	-221.018	-237.228	41.4912	-187.21	-57.8182	37.5179	-161.857	-77.4567	23.2871	-226.743
0.04	-100.383	902.426	-8.70983	-82.4069	917.104	-266.309	-284.538	937.368	-99.4893	-281.192	951.005	-187.812	-165.683	991.229	-310.565	-180.092	981.237	25.2256	-162.466	795.029	51.0664	-21.9431	468.111	-13.4393	-46.4574	429.579	-16.181	10.8416	390.112	-55.9389	-213.41	140	-59.837	-249.383	132.535	-113.487	-100.601	50.754	-70.608	-140.908	55.9881	-26.4162	-143.751	835.953	-347.947	-141.42	451.378	-263.16	-149.487	399.861	-261.581	-112.357	392.804	-205.717	-188.992	57.3594	-220.675	-237.125	41.6228	-186.824	-57.6194	37.4134	-161.756	-77.4099	23.3354	-226.653
0.047	-94.8675	903.045	-8.8677	-78.1297	916.62	-266.591	-279.369	937.486	-98.2956	-276.478	950.905	-186.928	-159.894	990.625	-310.327	-174.119	981.461	25.8349	-155.809	795.772	52.0105	-12.937	469.563	-13.7312	-37.0928	430.195	-16.4613	21.1805	392.048	-56.3727	-195.432	135.252	-58.7319	-231.292	126.368	-112.086	-79.5535	50.2113	-69.5543	-119.943	53.9443	-25.1907	-140.294	835.224	-347.424	-138.661	451.073	-262.358	-146.735	399.541	-260.723	-109.742	391.946	-204.727	-188.559	57.3156	-219.709	-237.055	41.7839	-186.59	-57.4275	37.3697	-161.736	-77.3621	23.3913	-226.576
0.053	-89.2283	903.475	-9.04451	-74.0099	916.119	-266.752	-274.21	937.562	-97.1639	-271.853	950.829	-185.987	-155.206	990.018	-310.078	-168.62	981.601	26.3312	-148.615	796.381	53.3535	-4.12291	471.008	-14.282	-27.8281	430.56	-16.481	31.2437	393.892	-56.772	-177.326	130.548	-57.7628	-213.173	120.628	-110.992	-58.6194	49.5672	-68.5034	-98.9518	52.0828	-24.2984	-136.77	834.575	-346.779	-135.578	450.668	-261.566	-143.866	399.193	-259.901	-107.191	391.364	-203.761	-188.221	57.5593	-219.254	-236.995	41.9761	-186.332	-57.637	37.5512	-162.135	-77.3335	23.447	-226.48
0.06	-83.6961	903.918	-9.03631	-69.7229	915.602	-266.892	-268.992	937.59	-95.9879	-267.281	950.874	-185.048	-150.546	989.372	-309.814	-163.533	981.725	26.7506	-142.312	797.014	54.2952	4.3651	472.187	-14.6058	-18.5296	430.886	-16.7798	41.2401	395.764	-57.3332	-158.993	125.981	-56.2108	-194.501	113.98	-109.66	-37.6259	48.9456	-67.49	-77.8058	50.3195	-23.1128	-133.562	833.992	-346.235	-132.413	450.227	-260.755	-140.855	398.92	-259.144	-105.107	390.799	-202.48	-187.948	57.6819	-218.969	-236.924	42.1096	-186.11	-57.3381	37.5147	-161.915	-77.2711	23.489	-226.365
