Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0135592	0.004585	-0.412746	0.0509118	0.00994273	-0.380243	0.0200433	-0.000789167	-0.251714	0.0734491	0.00380091	-0.224406	0.0008325	0.00298417	0.00722167	-0.00435909	0.00551182	0.00680545	0.041845	0.554804	0.0210633	0.0286064	0.52756	0.0287873
1	-0.0217325	0.00372417	-0.442943	0.0615955	0.00995273	-0.406196	0.0263675	-0.000640833	-0.263883	0.0887582	0.00510727	-0.232214	-0.00189667	-0.00258917	-0.0092025	-0.0144991	0.000721818	-0.00722909	0.0655533	1.53467	0.0226533	0.0148118	1.52212	0.0558491
2	-0.01829	0.00157167	-0.424305	0.0674655	0.00618455	-0.37888	0.0309625	-0.0007225	-0.245943	0.0931764	0.00378	-0.213509	-0.00836167	-0.014505	-0.0422758	-0.0272782	-0.0128782	-0.0395055	0.006665	2.61876	-0.000318333	-0.0899509	2.67582	0.0650218
3	0.00839083	-0.00143333	-0.386994	0.0799191	3.45455e-05	-0.327434	0.0367642	-0.00345667	-0.224681	0.0952082	-0.00175	-0.192967	-0.0172275	-0.0296275	-0.0801333	-0.0381845	-0.0324927	-0.0791755	-0.192168	3.39413	-0.0374042	-0.311147	3.5655	0.0520391
4	0.04397	-0.00336583	-0.337721	0.0873427	-0.00536818	-0.276222	0.0409692	-0.00687417	-0.221453	0.09895	-0.00848636	-0.192866	-0.0253175	-0.0434875	-0.107518	-0.0455755	-0.0516318	-0.109527	-0.423573	3.92021	-0.0711358	-0.531868	4.19984	0.0334291
5	0.0840317	-0.000511667	-0.285266	0.108116	-0.00436636	-0.228975	0.0515892	-0.00627333	-0.21475	0.112036	-0.0105618	-0.188558	-0.0311308	-0.0525967	-0.123513	-0.05085	-0.0646182	-0.128105	-0.550279	4.33846	-0.08731	-0.638205	4.69578	0.0244645
6	0.130703	0.00623917	-0.255222	0.156349	0.00120273	-0.201597	0.0769	-0.00326833	-0.193563	0.138644	-0.00885091	-0.165284	-0.0354617	-0.0557975	-0.131473	-0.0548691	-0.0704873	-0.137402	-0.593545	4.68893	-0.07624	-0.675976	5.09846	0.0353045
7	0.178179	0.0115592	-0.257071	0.222863	0.00471545	-0.211541	0.109214	-0.00282667	-0.17239	0.176184	-0.00834727	-0.143615	-0.0386492	-0.0552308	-0.129431	-0.0574455	-0.07108	-0.135623	-0.634108	4.96476	-0.0349225	-0.714422	5.43832	0.0737227
8	0.228896	0.0130658	-0.277891	0.294997	0.00441182	-0.226375	0.141234	-0.00594917	-0.164222	0.218475	-0.0106482	-0.131633	-0.0407025	-0.0533483	-0.117452	-0.0587836	-0.0690482	-0.123325	-0.672817	5.2004	0.0314925	-0.757973	5.77011	0.142966
9	0.283267	0.0119192	-0.279016	0.355619	0.00184727	-0.209734	0.171786	-0.0102058	-0.160767	0.255711	-0.0140045	-0.119233	-0.0417317	-0.05142	-0.100024	-0.0588391	-0.0668127	-0.104551	-0.690455	5.43226	0.108209	-0.802875	6.10887	0.227524
10	0.337503	0.0097175	-0.250888	0.408188	0.000624545	-0.169271	0.202975	-0.0131858	-0.155571	0.290375	-0.0158582	-0.105515	-0.0422567	-0.0494108	-0.0811675	-0.0586409	-0.0642464	-0.0833482	-0.693248	5.68535	0.180187	-0.841707	6.46548	0.303061
