Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	807.047	847.325	1349.86	831.973	854.513	1134.12	642.926	907.083	1269.01	651.853	907.138	1181.37	754.807	920.691	1088.13	723.815	917.399	1384.65	722.374	775.311	1404.44	703.77	421.427	1380.97	697.764	376.233	1385.76	743.35	357.367	1342.24	670.813	62.973	1398.33	633.058	48.1704	1358.94	806.937	37.1354	1344	771.796	27.6735	1413.64	739.104	776.243	1063.15	714.991	417.276	1080.86	690.455	371.521	1070.77	739.819	352.612	1112.9	668.926	63.2366	1058.99	628.691	46.3231	1089.54	807.355	34.2572	1111.58	776.811	27.9706	1043.16	712.944	404.267	1271.34	686.935	76.7265	1329.12	806.464	33.0367	1371.01	714.804	407.339	1187.45	687.376	70.9523	1129.64	808.078	31.2458	1082.68
0.007	807.069	847.313	1349.87	831.999	854.506	1134.12	642.938	907.081	1269.02	651.875	907.144	1181.38	754.829	920.681	1088.14	723.843	917.398	1384.65	722.397	775.305	1404.45	703.78	421.416	1380.97	697.772	376.228	1385.77	743.352	357.361	1342.24	670.815	62.973	1398.33	633.052	48.1577	1358.96	806.947	37.1248	1343.99	771.798	27.668	1413.64	739.113	776.239	1063.15	714.99	417.273	1080.87	690.459	371.517	1070.78	739.809	352.611	1112.89	668.932	63.2328	1059	628.688	46.3231	1089.54	807.356	34.2535	1111.59	776.81	27.9651	1043.17	712.954	404.271	1271.34	686.937	76.725	1329.12	806.456	33.0293	1371.01	714.821	407.356	1187.47	687.371	70.9445	1129.65	808.077	31.2525	1082.68
0.013	807.086	847.314	1349.87	832.005	854.496	1134.13	642.964	907.081	1269.02	651.896	907.145	1181.37	754.857	920.683	1088.13	723.868	917.394	1384.66	722.417	775.305	1404.45	703.787	421.414	1380.97	697.78	376.234	1385.77	743.36	357.36	1342.24	670.822	62.9637	1398.33	633.056	48.1682	1358.96	806.94	37.1277	1344	771.791	27.678	1413.63	739.139	776.245	1063.16	714.999	417.28	1080.86	690.443	371.514	1070.77	739.815	352.604	1112.89	668.935	63.2401	1059	628.687	46.3307	1089.53	807.359	34.2536	1111.59	776.818	27.9643	1043.17	712.966	404.267	1271.33	686.941	76.7188	1329.13	806.458	33.0382	1371	714.817	407.344	1187.46	687.366	70.9588	1129.65	808.074	31.2593	1082.69
0.02	807.11	847.313	1349.88	832.031	854.505	1134.13	642.993	907.09	1269.02	651.919	907.146	1181.38	754.881	920.682	1088.14	723.888	917.396	1384.65	722.433	775.303	1404.46	703.804	421.431	1380.98	697.785	376.233	1385.78	743.369	357.354	1342.24	670.816	62.9734	1398.33	633.059	48.1696	1358.95	806.934	37.1304	1344	771.821	27.8431	1413.79	739.132	776.255	1063.16	715.007	417.287	1080.87	690.463	371.516	1070.78	739.816	352.602	1112.89	668.935	63.2405	1059.01	628.693	46.334	1089.55	807.358	34.2568	1111.59	776.81	27.9625	1043.17	712.97	404.26	1271.35	686.939	76.7312	1329.12	806.448	33.0311	1371	714.823	407.343	1187.46	687.369	70.9641	1129.65	808.072	31.2563	1082.68
0.027	807.133	847.319	1349.89	832.04	854.501	1134.14	643.007	907.089	1269.02	651.946	907.155	1181.38	754.9	920.686	1088.14	723.91	917.397	1384.66	722.455	775.301	1404.46	703.809	421.417	1380.97	697.792	376.231	1385.78	743.387	357.355	1342.24	670.821	62.9602	1398.33	633.062	48.1534	1358.95	806.937	37.1302	1343.99	771.789	27.6765	1413.65	739.154	776.252	1063.16	715.012	417.279	1080.86	690.473	371.516	1070.78	739.818	352.599	1112.89	668.942	63.2407	1059	628.688	46.3216	1089.54	807.357	34.253	1111.59	776.81	27.9632	1043.16	712.976	404.253	1271.34	686.937	76.7196	1329.12	806.454	33.0422	1371.01	714.828	407.333	1187.46	687.372	70.9577	1129.64	808.076	31.2465	1082.68
0.033	807.161	847.322	1349.89	832.075	854.508	1134.14	643.039	907.084	1269.02	651.965	907.155	1181.39	754.906	920.693	1088.14	723.927	917.398	1384.66	722.472	775.306	1404.45	703.808	421.424	1380.98	697.81	376.221	1385.77	743.393	357.345	1342.23	670.818	62.9646	1398.32	633.06	48.1467	1358.96	806.935	37.1387	1344	771.792	27.6757	1413.65	739.173	776.248	1063.15	715.003	417.284	1080.87	690.475	371.52	1070.78	739.823	352.609	1112.89	668.936	63.2386	1059	628.688	46.3276	1089.53	807.359	34.2596	1111.58	776.82	27.9608	1043.15	712.982	404.268	1271.33	686.938	76.7213	1329.12	806.461	33.036	1371	714.831	407.342	1187.46	687.377	70.9574	1129.64	808.073	31.2585	1082.68
0.04	807.184	847.318	1349.89	832.091	854.5	1134.14	643.065	907.091	1269.03	651.996	907.163	1181.4	754.93	920.682	1088.15	723.948	917.402	1384.66	722.491	775.3	1404.45	703.825	421.412	1380.99	697.816	376.228	1385.78	743.397	357.338	1342.23	670.813	62.9737	1398.32	633.06	48.155	1358.95	806.94	37.1285	1343.99	771.787	27.6841	1413.65	739.203	776.245	1063.16	715.025	417.287	1080.86	690.488	371.522	1070.78	739.822	352.595	1112.9	668.939	63.2396	1058.99	628.697	46.3394	1089.53	807.353	34.2497	1111.58	776.811	27.9546	1043.15	713.015	404.256	1271.36	686.935	76.7238	1329.12	806.452	33.0362	1371.01	714.846	407.342	1187.47	687.383	70.9614	1129.64	808.081	31.2581	1082.68
0.047	807.217	847.312	1349.91	832.124	854.496	1134.14	643.091	907.099	1269.02	652.017	907.166	1181.39	754.954	920.677	1088.15	723.967	917.404	1384.67	722.519	775.3	1404.46	703.848	421.42	1380.97	697.836	376.214	1385.78	743.414	357.331	1342.24	670.809	62.9673	1398.32	633.044	48.1511	1358.95	806.933	37.1349	1343.99	771.788	27.6789	1413.64	739.213	776.249	1063.17	715.026	417.279	1080.87	690.502	371.523	1070.78	739.833	352.599	1112.89	668.941	63.2443	1059	628.685	46.3411	1089.53	807.366	34.2496	1111.57	776.809	27.956	1043.15	712.999	404.258	1271.36	686.938	76.7124	1329.11	806.46	33.0347	1371.01	714.846	407.337	1187.46	687.383	70.9634	1129.63	808.074	31.2464	1082.68
0.053	807.244	847.307	1349.91	832.146	854.49	1134.14	643.114	907.099	1269.03	652.041	907.17	1181.4	754.97	920.678	1088.15	723.984	917.411	1384.66	722.541	775.302	1404.47	703.864	421.409	1380.99	697.866	376.221	1385.78	743.44	357.337	1342.24	670.809	62.9715	1398.33	633.057	48.1521	1358.95	806.93	37.1314	1344	771.779	27.6853	1413.65	739.235	776.243	1063.17	715.046	417.277	1080.87	690.507	371.524	1070.78	739.843	352.601	1112.89	668.937	63.2398	1058.99	628.683	46.3348	1089.53	807.366	34.248	1111.58	776.8	27.9586	1043.14	713.022	404.256	1271.37	686.937	76.7143	1329.13	806.446	33.039	1371.01	714.869	407.359	1187.47	687.38	70.9663	1129.64	808.068	31.2499	1082.67
0.06	807.272	847.311	1349.91	832.162	854.484	1134.14	643.144	907.101	1269.03	652.07	907.174	1181.4	754.997	920.678	1088.15	724.003	917.417	1384.67	722.56	775.305	1404.47	703.884	421.416	1380.97	697.879	376.218	1385.78	743.448	357.329	1342.24	670.816	62.9708	1398.31	633.055	48.1486	1358.95	806.939	37.1288	1343.98	771.82	27.8401	1413.79	739.276	776.244	1063.17	715.049	417.287	1080.86	690.512	371.526	1070.77	739.85	352.604	1112.89	668.936	63.2477	1058.99	628.684	46.3427	1089.53	807.367	34.2574	1111.58	776.801	27.9498	1043.14	713.033	404.252	1271.35	686.918	76.7184	1329.11	806.454	33.0391	1371	714.867	407.343	1187.47	687.38	70.9718	1129.63	808.083	31.2434	1082.67
