Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-17.09	606.08	-54.78	2298.53	0	1347.07	39233
2	-0	-0	-0	2149	0	976.7	-0	-18.23	605.16	-51.73	2283.95	0	1349.5	39097.3
3	-0	-0	-0	2149	0	976.7	-0	-13.2	596.77	-52.49	2281.45	0	1347.75	41201.2
4	-0	-0	-0	2149	0	976.7	-0	-17.85	599.98	-45.01	2285.99	0	1354.7	41728.2
5	-0	-0	-0	2149	0	976.7	-0	-17.01	592.96	-39.37	2254.44	0	1360.05	40668.1
6	-0	-0	-0	2149	0	976.7	-0	-11.83	589.6	-39.75	2270.02	0	1358.7	43227.8
7	-0	-0	-0	2149	0	976.7	-0	-19.15	583.95	-42.72	2255.67	0	1356.41	40149.1
8	-0	-0	-0	2149	0	976.7	-0	-4.81	574.95	-46.77	2278.39	0	1345.55	41542.7
9	-0	-0	-0	2149	0	976.7	-0	-17.55	574.34	-47.38	2264.69	0	1349.13	38769
10	-0	-0	-0	2149	0	976.7	-0	-6.26	572.36	-49.44	2267.02	0	1346.1	39687.4
11	-0	-0	-0	2149	0	976.7	-0	-5.26	571.9	-44.1	2259.32	0	1349.75	42546.6
12	-0	-0	-0	2149	0	976.7	-0	-9.38	569.46	-44.1	2261.19	0	1349.15	42200.6
13	0	0	0	2149	0	976.7	0	0.23	572.36	-37.69	2245.86	0	1358.07	43869.3
14	-0	-0	-0	2149	0	976.7	-0	-10.38	561.22	-34.03	2232.52	0	1360.93	42026.8
15	-0	-0	-0	2149	0	976.7	-0	-2.06	566.71	-34.48	2231.61	0	1363.62	41453.9
16	-0	-0	-0	2149	0	976.7	-0	-2.98	553.59	-44.4	2246.71	0	1348.76	41663.6
17	-0	-0	-0	2149	0	976.7	-0	-6.48	554.66	-49.67	2253.72	0	1344.01	38614.5
18	-0	-0	-0	2149	0	976.7	-0	1.83	553.28	-44.02	2246.51	0	1347.81	41343.4
19	-0	-0	-0	2149	0	976.7	-0	-3.66	546.26	-47.53	2235.72	0	1345.73	40638.3
20	-0	-0	-0	2149	0	976.7	-0	1.07	565.03	-39.14	2240.22	0	1358.96	40862.9
21	-0	-0	-0	2149	0	976.7	-0	7.17	550.08	-38.83	2232.05	0	1352.23	44703.2
22	-0	-0	-0	2149	0	976.7	-0	0.92	560.61	-33.72	2213.64	0	1363.96	44995.6
23	-0	-0	-0	2149	0	976.7	-0	3.36	550.08	-36.85	2223.74	0	1358.18	41185.3
24	-0	-0	-0	2149	0	976.7	-0	10.6	557.86	-42.5	2213.4	0	1358.06	42508.6
25	-0	-0	-0	2149	0	976.7	-0	-0.69	550.23	-39.14	2229.57	0	1353.64	39869.1
26	-0	-0	-0	2149	0	976.7	-0	11.22	550.38	-49.9	2223.41	0	1344.3	44761.8
27	-0	-0	-0	2149	0	976.7	-0	5.19	559.54	-49.59	2228.47	0	1347.13	42780.5
28	-0	-0	-0	2149	0	976.7	-0	5.72	550.84	-44.63	2214.03	0	1349.94	39242.9
29	-0	-0	-0	2149	0	976.7	-0	14.04	572.51	-39.06	2204.17	0	1361.46	45139.1
30	0	0	0	2149	0	976.7	0	5.49	559.39	-38.3	2208.01	0	1357.02	43327.1
31	-0	-0	-0	2149	0	976.7	-0	24.72	574.49	-35.17	2197.32	0	1363.89	46641.7
32	-0	-0	-0	2149	0	976.7	-0	10.07	562.59	-37.46	2198.12	0	1359.72	42057
33	-0	-0	-0	2149	0	976.7	-0	21.82	571.29	-42.34	2207.69	0	1357.96	41644
34	-0	-0	-0	2149	0	976.7	-0	17.47	564.73	-47.84	2198.4	0	1349.01	42655.7
35	-0	-0	-0	2149	0	976.7	-0	14.04	576.48	-45.93	2212.41	0	1350.37	43911.5
36	-0	-0	-0	2149	0	976.7	-0	18.39	576.48	-49.13	2200.67	0	1350.75	43563.1
37	-0	-0	-0	2149	0	976.7	-0	19	581.82	-43.41	2189.01	0	1355.5	41220.2
38	-0	-0	-0	2149	0	976.7	-0	19.76	588.99	-40.66	2198.31	0	1359.87	44827.6
39	-0	-0	-0	2149	0	976.7	-0	21.29	588.23	-40.97	2175.3	0	1359.15	44990.7
40	-0	-0	-0	2149	0	976.7	-0	28	599.52	-35.1	2186.53	0	1363.97	45841.4
41	-0	-0	-0	2149	0	976.7	-0	20.83	589.45	-46.77	2188.9	0	1354.8	42881.2
42	-0	-0	-0	2149	0	976.7	-0	28.31	602.11	-44.4	2188.99	0	1357.05	42556.1
43	-0	-0	-0	2149	0	976.7	-0	23.12	596.16	-45.62	2188.2	0	1354.08	44449.2
44	-0	-0	-0	2149	0	976.7	-0	27.01	603.18	-45.17	2181.62	0	1355.31	44020.6
45	-0	-0	-0	2149	0	976.7	-0	27.01	612.34	-45.85	2187.02	0	1357.59	43437.7
46	-0	-0	-0	2149	0	976.7	-0	28.46	612.34	-45.47	2173.69	0	1356.98	46392.5
47	-0	-0	-0	2149	0	976.7	-0	37.61	625.31	-38.15	2177.38	0	1366.03	46443.6
48	-0	-0	-0	2149	0	976.7	-0	26.63	619.05	-43.79	2162.04	0	1361.2	45439.9
49	-0	-0	-0	2149	0	976.7	-0	39.67	631.1	-42.19	2176.25	0	1364.37	46621.9
50	-0	-0	-0	2149	0	976.7	-0	28.08	630.19	-48.37	2164.15	0	1359.55	42685.3
51	-0	-0	-0	2149	0	976.7	-0	35.86	630.8	-46.46	2163.25	0	1359.99	47661.8
52	-0	-0	-0	2149	0	976.7	-0	39.9	643.92	-46.92	2174.29	0	1362.35	44806.7
53	-0	-0	-0	2149	0	976.7	-0	37.31	634.92	-54.02	2159.09	0	1355.35	44223.8
54	-0	-0	-0	2149	0	976.7	-0	43.49	654.45	-47.38	2170.68	0	1363.42	47702.6
55	-0	-0	-0	2149	0	976.7	-0	36.09	650.79	-49.13	2147.75	0	1363.43	47342
56	-0	-0	-0	2149	0	976.7	-0	50.81	659.33	-47.07	2155.5	0	1366.04	47187.7
57	-0	-0	-0	2149	0	976.7	-0	36.7	661.16	-50.05	2156.73	0	1364.27	43380.6
58	-0	-0	-0	2149	0	976.7	-0	46.16	665.59	-55.01	2149.26	0	1362.44	45807.1
59	-0	-0	-0	2149	0	976.7	-0	47.61	669.25	-53.71	2155.68	0	1361.57	43389.3
60	-0	-0	-0	2149	0	976.7	-0	43.56	672	-57.83	2149.52	0	1360.57	46645.5
61	-0	-0	-0	2149	0	976.7	-0	49.9	678.86	-59.36	2159.61	0	1357.31	43560.4
62	-0	-0	-0	2149	0	976.7	-0	42.88	677.19	-59.2	2140.98	0	1359.43	44686.4
63	-0	-0	-0	2149	0	976.7	-0	56.38	694.12	-53.86	2146.06	0	1363.28	51783.4
64	-0	-0	-0	2149	0	976.7	-0	54.02	689.7	-47.53	2128.76	0	1368.73	44480.2
