Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	2.38826	0.705975	8.66255	1.65197	4.56195	8.62349	4.79233	4.60689	25.7831	1.38364	1.04188	22.9905	-0.4484	-17.134	-0.694365	2.48924	-25.1156	-5.18702	10.9424	-1.16536	2.12919	15.2391	-1.92277	2.47586	12.8864	12.4365	21.9566	18.1114	22.5546	26.8334
1	2.54639	0.758915	8.52015	1.81975	4.59485	8.5588	5.10804	4.33162	25.4725	1.74568	0.716121	22.8214	-0.38877	-17.169	0.326115	2.67291	-24.964	-4.13799	11.1585	-1.42673	1.82304	15.502	-2.3194	2.40014	13.2766	12.8606	20.5164	18.6362	23.0703	25.6961
2	2.70643	0.790535	8.39953	2.01155	4.58465	8.50038	5.43361	4.18061	25.1072	2.14676	0.4905	22.5409	-0.322805	-17.5867	1.26128	2.83578	-25.2978	-3.26666	11.3743	-1.2856	0.977455	15.2556	-2.23325	1.66435	13.7749	13.149	18.6059	18.8606	23.4496	23.898
3	2.87206	0.794275	8.30482	2.22875	4.53702	8.45505	5.75399	4.26136	24.6401	2.56397	0.490979	22.0772	-0.25117	-18.6203	1.86543	2.92113	-26.4203	-2.89294	11.4797	-0.531025	-0.447055	14.259	-1.34304	0.101887	14.2945	13.2303	16.3981	18.5908	23.5014	21.4576
4	3.05419	0.765525	8.22991	2.47661	4.45734	8.42658	6.06672	4.63721	24.0624	2.98511	0.801084	21.4119	-0.15417	-20.1809	2.16213	2.93914	-28.297	-3.00866	11.2121	0.762395	-2.11367	12.2021	0.353253	-1.9516	14.5505	13.0164	14.1104	17.523	23.0488	18.4557
5	3.2648	0.696455	8.16176	2.76192	4.34537	8.41333	6.38968	5.26843	23.4255	3.41348	1.39133	20.6177	0.00756	-21.785	2.43131	2.99702	-30.3559	-3.26767	10.3065	2.12077	-3.4656	8.99945	2.27309	-3.75478	14.1895	12.5135	11.8889	15.4666	22.1437	15.0928
6	3.51133	0.575435	8.08918	3.0878	4.19296	8.4051	6.75673	5.96659	22.831	3.86107	2.11238	19.8311	0.25672	-22.742	2.96591	3.19684	-31.7626	-3.3099	8.75781	2.86306	-4.07458	5.13582	3.56858	-4.75355	13.0731	11.9055	9.85106	12.6526	21.0927	11.7709
7	3.78975	0.39709	8.00634	3.44509	3.98858	8.3835	7.19001	6.50711	22.3587	4.33243	2.7793	19.1594	0.573875	-22.5457	3.86493	3.55768	-31.9139	-2.98199	6.79958	2.55417	-3.89544	1.35932	3.70637	-4.94277	11.3612	11.3861	8.09534	9.61538	20.1661	8.88486
8	4.08179	0.167605	7.90779	3.81231	3.72531	8.33178	7.68475	6.78029	21.9925	4.8234	3.27213	18.616	0.904725	-21.1747	5.01535	4.03208	-30.7376	-2.31128	4.69984	1.27595	-3.22979	-1.78678	2.69504	-4.61686	9.37707	10.9979	6.63068	6.86603	19.4565	6.63556
9	4.36145	-0.10204	7.78943	4.16335	3.40715	8.24379	8.21028	6.8028	21.6382	5.32546	3.55882	18.1385	1.19447	-19.077	6.20416	4.53643	-28.6773	-1.43536	2.60908	-0.46889	-2.44136	-4.11307	0.990194	-4.04008	7.37784	10.6843	5.40325	4.69731	18.9557	5.03483
10	4.60595	-0.3956	7.64881	4.47495	3.05034	8.1244	8.72387	6.66574	21.1872	5.82439	3.67477	17.6411	1.40597	-16.9325	7.22552	4.9863	-26.4157	-0.543447	0.63605	-2.05179	-1.74629	-5.70621	-0.783649	-3.35738	5.52732	10.4027	4.37859	3.15426	18.6305	3.97237
11	4.79882	-0.696215	7.48668	4.73173	2.67841	7.98923	9.18739	6.48794	20.5673	6.29848	3.69993	17.0572	1.53007	-15.2974	7.94551	5.33309	-24.5395	0.188114	-1.10177	-3.04683	-1.18857	-6.77642	-2.12935	-2.64796	3.938	10.156	3.54665	2.11499	18.4368	3.28356
12	4.92656	-0.98743	7.31282	4.92699	2.319	7.86142	9.57278	6.37773	19.7633	6.72336	3.71146	16.3603	1.58335	-14.397	8.32305	5.57028	-23.3353	0.652149	-2.54526	-3.35673	-0.725005	-7.51864	-2.83453	-1.96194	2.64654	9.95155	2.88602	1.4127	18.3259	2.81812
13	4.98436	-1.247	7.15029	5.05732	1.99975	7.76101	9.86277	6.40234	18.8121	7.07725	3.75102	15.5599	1.59424	-14.1595	8.39168	5.7163	-22.7684	0.831226	-3.70873	-3.14754	-0.30495	-8.0525	-2.97597	-1.32193	1.62072	9.79195	2.36027	0.920336	18.2622	2.47875
14	4.97736	-1.45741	7.02023	5.11945	1.74384	7.69718	10.049	6.57208	17.7735	7.34306	3.82756	14.6854	1.59084	-14.366	8.22814	5.79571	-22.6309	0.776131	-4.62915	-2.68375	0.103725	-8.43351	-2.7824	-0.726951	0.813225	9.68448	1.93553	0.566824	18.23	2.2172
15	4.90841	-1.61414	6.92938	5.11182	1.5679	7.67126	10.1285	6.82143	16.7061	7.51015	3.92781	13.7761	1.58737	-14.748	7.92606	5.83141	-22.7166	0.5641	-5.33127	-2.18412	0.52109	-8.69057	-2.46341	-0.164976	0.197045	9.62663	1.5919	0.315433	18.2236	2.01171
16	4.78157	-1.72258	6.88294	5.03579	1.4798	7.68323	10.1079	7.05173	15.6706	7.57521	4.03228	12.8718	1.59138	-15.0815	7.57358	5.84393	-22.9099	0.261403	-5.8491	-1.76705	0.957795	-8.85126	-2.12763	0.375839	-0.25416	9.59966	1.31594	0.142694	18.239	1.84967
17	4.61268	-1.78418	6.88716	4.8952	1.47959	7.73036	10.01	7.18323	14.7192	7.54125	4.11846	11.9983	1.60905	-15.2737	7.23238	5.84981	-23.1847	-0.0928286	-6.23194	-1.44596	1.41961	-8.94334	-1.7844	0.902896	-0.576405	9.58756	1.09614	0.0305957	18.2734	1.72041
18	4.42286	-1.79731	6.93734	4.69675	1.56251	7.80474	9.86615	7.1707	13.8695	7.41914	4.15339	11.1622	1.63751	-15.3702	6.92855	5.85613	-23.5579	-0.4811	-6.5214	-1.13812	1.90951	-8.986	-1.38374	1.41984	-0.805205	9.58461	0.92067	-0.0352243	18.3246	1.61428
19	4.22676	-1.77207	7.01513	4.45047	1.71824	7.89441	9.7013	7.00152	13.1008	7.22897	4.08738	10.3568	1.66368	-15.4647	6.66021	5.85655	-24.0218	-0.890006	-6.73683	-0.72882	2.42589	-8.98394	-0.87544	1.92679	-0.968825	9.58861	0.77746	-0.0670929	18.3891	1.52323
20	4.02902	-1.72881	7.09957	4.16822	1.93076	7.98509	9.52628	6.68825	12.3779	6.99624	3.87547	9.57059	1.67524	-15.5931	6.41348	5.8394	-24.5049	-1.30234	-6.8834	-0.17141	2.95841	-8.9349	-0.27112	2.41814	-1.08715	9.59722	0.65612	-0.0757986	18.4631	1.44092
21	3.82153	-1.68985	7.17483	3.86194	2.17931	8.06499	9.33845	6.2521	11.6738	6.74459	3.50306	8.79345	1.66726	-15.6775	6.18014	5.7984	-24.891	-1.698	-6.96897	0.460085	3.48947	-8.83868	0.346677	2.88477	-1.17197	9.6099	0.549515	-0.0697271	18.5438	1.36222
