Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	50.74	470.12	19.53	2052.44	0	1169.41	3107.69	-0	-0	-0	2149	0	1465.7	-0
2	47.07	471.19	18.01	2045.32	0	1175.34	7159.57	-0	-0	-0	2149	0	1465.7	-0
3	45.39	502.93	17.01	2047.93	0	1166.78	7849.1	-0	-0	-0	2149	0	1465.7	-0
4	62.56	503.85	15.87	2029.54	0	1173.98	-21.23	-0	-0	-0	2149	0	1465.7	-0
5	45.47	527.5	16.1	2019.52	0	1172.91	7447.23	-0	-0	-0	2149	0	1465.7	-0
6	67.75	540.62	14.04	2031.69	0	1169.1	3889.26	-0	-0	-0	2149	0	1465.7	-0
7	64.32	557.86	12.21	2010.03	0	1169	5158.1	-0	-0	-0	2149	0	1465.7	-0
8	55.62	572.05	15.41	2005.22	0	1172.42	3061.58	-0	-0	-0	2149	0	1465.7	-0
9	83.24	579.83	9.31	2009.89	0	1169.6	3880.54	-0	-0	-0	2149	0	1465.7	-0
10	62.56	600.89	16.78	1994.29	0	1173.11	5405.18	-0	-0	-0	2149	0	1465.7	-0
11	82.63	599.67	11.52	2002.01	0	1175.08	1685.12	-0	-0	-0	2149	0	1465.7	-0
12	82.24	619.05	12.89	1982.77	0	1172.02	3684.73	-0	-0	-0	2149	0	1465.7	-0
13	76.14	625.92	9.69	1980.61	0	1172.5	3280.18	-0	-0	-0	2149	0	1465.7	-0
14	92.85	636.9	11.22	1985.83	0	1172.21	3192.44	-0	-0	-0	2149	0	1465.7	-0
15	87.28	635.22	8.7	1956.32	0	1171.63	5710	-0	-0	-0	2149	0	1465.7	-0
16	97.81	655.52	13.96	1977.31	0	1169.6	3666.53	-0	-0	-0	2149	0	1465.7	-0
17	96.44	643.77	9.31	1947.9	0	1173.36	3047.13	-0	-0	-0	2149	0	1465.7	-0
18	105.9	661.01	13.89	1961.65	0	1170.82	5109.91	-0	-0	-0	2149	0	1465.7	-0
19	98.11	653.53	16.25	1945.34	0	1174.07	2472.52	-0	-0	-0	2149	0	1465.7	-0
20	114.97	652.16	9.69	1935.41	0	1170.93	5331.01	-0	-0	-0	2149	0	1465.7	-0
21	112.53	661.93	18.62	1947.91	0	1170.44	4878.34	-0	-0	-0	2149	0	1465.7	-0
22	108.03	647.58	11.22	1912.2	0	1171.46	6410.41	-0	-0	-0	2149	0	1465.7	-0
23	127.41	662.08	14.57	1935.55	0	1167.02	3500.61	-0	-0	-0	2149	0	1465.7	-0
24	106.51	636.9	10.38	1909.87	0	1172.97	8411.79	-0	-0	-0	2149	0	1465.7	-0
25	127.26	645.29	15.56	1912.92	0	1170.16	2702.92	-0	-0	-0	2149	0	1465.7	-0
26	116.42	626.98	12.97	1903.04	0	1171.77	7529.72	-0	-0	-0	2149	0	1465.7	-0
27	120.7	626.37	13.73	1901.63	0	1172.82	6987.12	-0	-0	-0	2149	0	1465.7	-0
28	135.12	610.2	9.77	1896.28	0	1171.05	938.91	-0	-0	-0	2149	0	1465.7	-0
29	111.85	603.79	6.87	1873.87	0	1170.25	10517.6	-0	-0	-0	2149	0	1465.7	-0
30	136.8	583.5	12.59	1889.13	0	1173.55	3186.76	-0	-0	-0	2149	0	1465.7	-0
31	127.41	584.72	4.81	1883.37	0	1164.15	8386.18	-0	-0	-0	2149	0	1465.7	-0
32	123.9	551.15	6.41	1859.24	0	1172.55	7336.87	-0	-0	-0	2149	0	1465.7	-0
33	140.38	545.5	6.71	1873.39	0	1169.97	5082.12	-0	-0	-0	2149	0	1465.7	-0
34	120.24	509.03	6.56	1853.5	0	1176.49	7061.11	-77.9	782.01	-37.38	2442.28	0	1302.76	3603.61
35	130.39	509.95	-7.4	1861.09	0	1164.14	9598.47	-141.98	703.58	148.01	2487.01	0	1303.1	51309
36	115.2	485.38	0.15	1864.19	0	1170.2	7363.23	-6.79	607.3	8.32	2440.39	0	1277.56	27854.2
37	139.24	433.35	5.57	1823.12	0	1180.55	3480.02	-92.7	595.86	-51.65	2536.91	0	1282.24	-45384.5
38	117.57	427.7	-12.66	1832.22	0	1164.4	9542.52	-65.69	758.21	114.44	2465.01	0	1284.62	38732.9
39	102.62	386.51	-19.38	1839.16	0	1172.94	15939.4	-56	812.68	141.3	2468.39	0	1297.68	58458.5
40	153.73	349.43	6.18	1805.82	0	1180.36	-4190.3	-120.93	855.71	-12.97	2467.71	0	1288.49	-21637.7
