Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.03845	0.02757	-0.348845	-0.0536338	0.0175577	-0.311173	-0.0738	0.00308	-0.223115	-0.05959	0.00621308	-0.188266	0.00672	0.010205	0.00971	0.00290308	0.00703692	0.00757615	0.038435	0.473195	-0.08344	0.0133823	0.526692	-0.0330254
1	-0.008635	0.02893	-0.3441	-0.0221562	0.0212331	-0.306117	-0.063485	0.00178	-0.18511	-0.0335338	0.00813385	-0.159805	0.01404	0.01422	0.012785	0.00459	0.0106877	0.0115354	-0.09147	1.75785	-0.141775	-0.165057	1.80495	-0.00538846
2	0.059365	0.034115	-0.35425	0.0365654	0.0242169	-0.322595	-0.03325	0.002355	-0.12279	0.0174362	0.00877538	-0.122713	0.012275	0.016355	0.014545	-0.000835385	0.0112877	0.0141785	-0.40467	3.71757	-0.151005	-0.538891	3.70397	0.08762
3	0.12127	0.03429	-0.403635	0.0801454	0.0197254	-0.374488	0.00723	0.0005	-0.056065	0.07428	0.00316769	-0.0858254	-0.00357	0.010495	0.012715	-0.0133769	0.00541615	0.0168746	-0.906985	5.75324	-0.041575	-1.08241	5.69085	0.246925
4	0.08685	0.02052	-0.50687	0.0638323	0.00641	-0.468908	0.019685	-0.00863	0.00082	0.10593	-0.0102031	-0.0498946	-0.025755	-0.00477	0.00937	-0.0258754	-0.00640231	0.0222238	-1.43008	7.3085	0.14343	-1.60109	7.25862	0.390458
5	0.04181	0.005275	-0.55946	0.104102	-0.000326154	-0.563356	0.031125	-0.02042	0.09594	0.15236	-0.0210546	0.0188438	-0.043495	-0.021445	0.010235	-0.0310869	-0.0149431	0.0371608	-1.77651	8.21718	0.28672	-1.93516	8.34799	0.462574
6	0.15841	0.004235	-0.58647	0.286928	0.00704308	-0.684544	0.10334	-0.025	0.233915	0.247737	-0.02032	0.125711	-0.05101	-0.02991	0.020075	-0.0273577	-0.0144015	0.0637515	-1.94013	8.64598	0.36364	-2.09952	9.11112	0.494162
7	0.403605	0.003365	-0.718315	0.521934	0.0130877	-0.870626	0.21258	-0.02272	0.363795	0.353538	-0.0111846	0.240193	-0.04616	-0.031225	0.04184	-0.0167892	-0.00727538	0.102088	-2.01483	8.95198	0.431255	-2.17048	9.74245	0.53879
8	0.62358	-0.016745	-0.91314	0.703727	0.00364231	-1.03396	0.293435	-0.02178	0.47239	0.432513	-0.00156385	0.349767	-0.035615	-0.033135	0.072325	-0.00607615	0.00167077	0.145668	-2.05166	9.40306	0.49762	-2.19477	10.3482	0.599448
9	0.756345	-0.051645	-1.02977	0.806712	-0.0195692	-1.07352	0.33554	-0.025575	0.573885	0.483382	0.00284923	0.448764	-0.028665	-0.035455	0.10228	0.00100846	0.0109477	0.185362	-2.06788	10.0197	0.5364	-2.19426	10.9249	0.664209
10	0.806275	-0.085475	-1.00247	0.841645	-0.0463977	-0.96345	0.35412	-0.03368	0.67195	0.51281	-0.000262308	0.527936	-0.027165	-0.034905	0.124175	0.00593615	0.0202323	0.216312	-2.06985	10.68	0.548595	-2.17345	11.4116	0.725996
11	0.803885	-0.10376	-0.842685	0.829369	-0.0660246	-0.744008	0.36189	-0.041825	0.76102	0.525958	-0.00762308	0.579915	-0.028895	-0.03039	0.1359	0.0108985	0.0305815	0.239322	-2.05045	11.2469	0.546435	-2.12337	11.7307	0.780175
12	0.8025	-0.10291	-0.617435	0.794237	-0.0726615	-0.499827	0.372375	-0.043505	0.830805	0.525122	-0.0135723	0.600776	-0.03165	-0.021555	0.140805	0.0165323	0.0431085	0.258481	-1.99097	11.6245	0.54413	-2.03018	11.8274	0.824075
13	0.8222	-0.09052	-0.41536	0.757895	-0.0672777	-0.310848	0.38575	-0.03783	0.86857	0.511477	-0.0141769	0.591382	-0.03303	-0.009885	0.144775	0.0224546	0.05746	0.2779	-1.87431	11.7571	0.553055	-1.88855	11.6833	0.853183
14	0.843125	-0.07713	-0.287785	0.734698	-0.0539931	-0.212666	0.39282	-0.028665	0.86919	0.487694	-0.00868385	0.557207	-0.031575	0.00272	0.15158	0.0278385	0.0721862	0.299694	-1.70872	11.6341	0.572065	-1.71005	11.3174	0.863457
15	0.84382	-0.067975	-0.226	0.730996	-0.0382862	-0.194136	0.388835	-0.019495	0.839925	0.456936	0.000941538	0.505601	-0.02767	0.0151	0.16146	0.0317392	0.0859285	0.323554	-1.52562	11.2911	0.592125	-1.51705	10.7809	0.854285
16	0.82196	-0.06276	-0.196915	0.739535	-0.0244015	-0.211465	0.37435	-0.012175	0.789975	0.420835	0.0113715	0.442992	-0.022255	0.026565	0.173215	0.0340254	0.0979208	0.347912	-1.34928	10.7932	0.6063	-1.32783	10.1434	0.82909
17	0.78473	-0.059455	-0.171205	0.740312	-0.0131438	-0.21939	0.351025	-0.007585	0.727145	0.379648	0.01953	0.374007	-0.01591	0.03657	0.185475	0.0356738	0.108015	0.371151	-1.18521	10.2151	0.61192	-1.15093	9.47539	0.793295
18	0.73714	-0.056605	-0.137865	0.714781	-0.00380385	-0.200145	0.32081	-0.00591	0.657685	0.333923	0.0239238	0.302519	-0.009085	0.044885	0.197215	0.0379585	0.116591	0.392253	-1.02908	9.62083	0.60676	-0.989257	8.83045	0.751292
19	0.68245	-0.05333	-0.106555	0.65806	0.00434077	-0.163555	0.285245	-0.00658	0.585435	0.285035	0.0249262	0.232272	-0.002285	0.051555	0.20797	0.0414446	0.124155	0.410933	-0.87738	9.05237	0.58943	-0.844871	8.23865	0.704635
20	0.62891	-0.04733	-0.081825	0.581528	0.0124277	-0.127656	0.24731	-0.007835	0.514585	0.23569	0.0242892	0.166772	0.00389	0.056955	0.21785	0.0457269	0.131136	0.427485	-0.730585	8.53219	0.56109	-0.719901	7.71257	0.652892
21	0.58962	-0.036895	-0.06396	0.505044	0.02179	-0.0998346	0.211185	-0.00759	0.449025	0.189671	0.0239123	0.108791	0.008625	0.06176	0.227555	0.0500615	0.13785	0.442631	-0.59269	8.06895	0.524625	-0.615691	7.25843	0.596131
22	0.57244	-0.02355	-0.052295	0.44502	0.0312477	-0.0788431	0.179585	-0.0047	0.391545	0.150075	0.0246162	0.0598023	0.011315	0.06664	0.23777	0.0540738	0.144502	0.457169	-0.46963	7.66265	0.483965	-0.532052	6.88206	0.53735
23	0.57082	-0.00971	-0.03721	0.404528	0.0377169	-0.06121	0.15187	0.000435	0.34321	0.118509	0.0261238	0.0192608	0.01238	0.072205	0.249065	0.0579662	0.15135	0.471619	-0.366195	7.31112	0.442945	-0.466168	6.58719	0.482949
24	0.56963	0.001995	-0.01771	0.377899	0.0407515	-0.0410908	0.12613	0.00618	0.301375	0.0954092	0.0279508	-0.0143431	0.01312	0.07902	0.262205	0.0621169	0.158668	0.486248	-0.282945	7.01188	0.40459	-0.413249	6.37253	0.440325
25	0.55674	0.009355	-0.001895	0.359906	0.0427969	-0.0181431	0.101125	0.010555	0.26209	0.0805562	0.0300677	-0.04345	0.01494	0.08738	0.278	0.0665777	0.166743	0.501368	-0.21557	6.76423	0.371595	-0.367567	6.23197	0.414617
26	0.52688	0.01282	0.00308	0.349734	0.0452831	-0.00085	0.07679	0.012275	0.22203	0.0737331	0.0328538	-0.07049	0.01866	0.097165	0.29667	0.0711192	0.175902	0.517382	-0.15835	6.57203	0.346365	-0.32347	6.15756	0.407108
27	0.486535	0.015155	0.00291	0.348272	0.0484369	0.00687462	0.05537	0.012035	0.182055	0.0739169	0.0366938	-0.0963577	0.02433	0.108205	0.318055	0.0756192	0.186468	0.534793	-0.10731	6.44135	0.33155	-0.276691	6.14336	0.415658
28	0.447035	0.019045	0.008025	0.353934	0.0527677	0.0114046	0.038795	0.01156	0.14485	0.0787715	0.04155	-0.120954	0.03089	0.12037	0.342385	0.0804631	0.198768	0.5543	-0.05981	6.37613	0.329675	-0.224675	6.1876	0.436073
29	0.419835	0.025595	0.018325	0.362544	0.05841	0.0206354	0.0275	0.012245	0.11186	0.0857169	0.0470415	-0.144429	0.037015	0.13375	0.370325	0.0863638	0.213105	0.576793	-0.013575	6.37664	0.341255	-0.166372	6.29139	0.463336
30	0.415125	0.035195	0.031515	0.369781	0.0646938	0.0359846	0.021525	0.01505	0.08326	0.0932823	0.0527062	-0.167955	0.042285	0.148955	0.40249	0.0939131	0.229583	0.603023	0.03345	6.4428	0.36417	-0.101589	6.45578	0.492845
31	0.43427	0.047245	0.04632	0.37567	0.0714054	0.0543569	0.01967	0.01998	0.05824	0.101056	0.0582577	-0.193278	0.04693	0.166715	0.439505	0.103415	0.24814	0.633581	0.082885	6.57414	0.39457	-0.0306077	6.6788	0.521428
32	0.466815	0.06047	0.06604	0.381678	0.0784015	0.0737046	0.018765	0.02613	0.03615	0.108755	0.0637438	-0.2204	0.051275	0.18732	0.48187	0.114871	0.268675	0.669132	0.13664	6.76825	0.428535	0.0456662	6.95465	0.547391
33	0.50634	0.074305	0.09256	0.391763	0.08539	0.0930854	0.01849	0.03276	0.01569	0.11664	0.0693808	-0.247951	0.05601	0.211125	0.529685	0.127972	0.291117	0.710328	0.196995	7.02004	0.464515	0.125775	7.27495	0.570697
34	0.54598	0.0877	0.122775	0.409918	0.0922362	0.112543	0.01867	0.039185	-0.004545	0.125025	0.0751654	-0.274505	0.062795	0.238515	0.583025	0.142463	0.315558	0.757802	0.26511	7.32052	0.503475	0.208181	7.63102	0.593058
35	0.57407	0.098905	0.150795	0.435968	0.0989746	0.132819	0.017535	0.04462	-0.02609	0.13388	0.0809754	-0.299292	0.073465	0.26955	0.641915	0.158389	0.342295	0.811673	0.34025	7.6577	0.54661	0.292156	8.01459	0.617395
36	0.588505	0.107285	0.173855	0.468567	0.105945	0.154771	0.01518	0.04886	-0.049145	0.14353	0.0867715	-0.322382	0.08868	0.30383	0.70598	0.175824	0.371604	0.871342	0.42007	8.02039	0.59399	0.378448	8.41812	0.646542
37	0.599025	0.114415	0.19513	0.505975	0.11331	0.180848	0.013645	0.052465	-0.0719	0.154256	0.0926623	-0.343322	0.107965	0.340915	0.77504	0.194784	0.403569	0.935612	0.501105	8.39968	0.645175	0.469026	8.83455	0.682079
38	0.618505	0.121645	0.22182	0.546428	0.120756	0.213086	0.014965	0.056125	-0.08994	0.165711	0.0986508	-0.360823	0.13026	0.380405	0.84888	0.215401	0.438104	1.00286	0.580025	8.78806	0.700085	0.566233	9.25712	0.723701
39	0.652035	0.12851	0.251945	0.587477	0.127718	0.252038	0.01928	0.059555	-0.10121	0.177299	0.104567	-0.373499	0.15435	0.4216	0.926835	0.237945	0.47491	1.0711	0.65501	9.17774	0.75854	0.671774	9.67938	0.769142
40	0.698785	0.134055	0.280565	0.625653	0.133537	0.29658	0.025185	0.062195	-0.105905	0.188103	0.110169	-0.380205	0.179205	0.463545	1.00753	0.2626	0.513463	1.1381	0.727855	9.5601	0.819455	0.786464	10.0936	0.814844
41	0.75341	0.13829	0.31125	0.658834	0.137977	0.344525	0.0317	0.06372	-0.1047	0.197434	0.115368	-0.380108	0.20447	0.5055	1.08878	0.289258	0.553151	1.20143	0.80432	9.92853	0.88071	0.91062	10.4884	0.857304
42	0.80415	0.14082	0.34858	0.686572	0.141201	0.393378	0.03757	0.063695	-0.099105	0.204713	0.120198	-0.372661	0.230535	0.54678	1.16781	0.317411	0.593096	1.25857	0.89205	10.2808	0.93749	1.04419	10.8475	0.894192
43	0.837955	0.14039	0.38758	0.709628	0.143295	0.440244	0.04074	0.061575	-0.09136	0.210138	0.124519	-0.357565	0.25804	0.586695	1.24159	0.346228	0.631976	1.3067	0.997815	10.6155	0.981895	1.18606	11.1501	0.92467
44	0.852385	0.136765	0.42359	0.727816	0.143828	0.484057	0.03961	0.05714	-0.08311	0.214017	0.12785	-0.334435	0.287285	0.62462	1.30708	0.374653	0.66804	1.34274	1.12617	10.9251	1.00707	1.33233	11.3748	0.948599
45	0.85291	0.13054	0.457665	0.739448	0.141866	0.529312	0.033825	0.05109	-0.073205	0.215303	0.129355	-0.301436	0.31729	0.65986	1.36175	0.401281	0.699156	1.36342	1.27683	11.1926	1.00962	1.47456	11.5027	0.965312
46	0.846865	0.122745	0.49378	0.741349	0.136372	0.585408	0.02454	0.044695	-0.0586	0.211858	0.128276	-0.254731	0.3459	0.69177	1.40328	0.424193	0.722983	1.36561	1.44111	11.3932	0.992475	1.59977	11.5205	0.972989
47	0.840465	0.114455	0.53881	0.728901	0.126714	0.660846	0.01254	0.039245	-0.035425	0.201615	0.124534	-0.190622	0.37037	0.719685	1.42922	0.441089	0.73762	1.34715	1.6035	11.5032	0.961895	1.69485	11.4214	0.96856
48	0.8294	0.10588	0.60104	0.702215	0.113198	0.752791	-0.002265	0.036105	0.002825	0.184204	0.118733	-0.10965	0.38797	0.742805	1.43687	0.449872	0.741937	1.30747	1.7436	11.5062	0.923905	1.7543	11.2021	0.948147
49	0.801985	0.09693	0.684225	0.662895	0.0964931	0.848801	-0.02072	0.036195	0.06076	0.160591	0.111633	-0.0177477	0.396985	0.76003	1.42377	0.449607	0.735119	1.24718	1.84665	11.3912	0.880835	1.78521	10.8549	0.907743
50	0.754615	0.087365	0.7825	0.608027	0.07697	0.929322	-0.042915	0.039125	0.1357	0.132649	0.103324	0.0742615	0.397615	0.769565	1.38763	0.440725	0.715932	1.1667	1.91165	11.1446	0.829835	1.80158	10.3595	0.843483
51	0.686985	0.076965	0.877105	0.534332	0.0551538	0.973318	-0.066885	0.04302	0.21626	0.102337	0.0931708	0.153272	0.391295	0.768255	1.32594	0.423955	0.682065	1.0653	1.94889	10.7396	0.764905	1.81258	9.6799	0.752297
