Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	785.631	922.693	1364.58	795.356	919.214	1104.18	596.969	958.459	1270.19	599.491	963.544	1183.74	717.226	994.238	1059.67	705.217	1002.62	1395.08	712.115	841.045	1431.46	692.162	464.576	1388.52	678.294	415.617	1397.01	718.23	389.562	1331.67	670.725	73.4357	1393.89	623.787	45.3998	1363.8	807.08	40.0792	1339.64	785.515	32.6507	1402.77	724.06	852.611	1029.21	703.219	461.698	1058.98	695.682	412.496	1052.96	732.242	399.232	1108.47	681.103	66.4216	1050.22	634.301	45.3142	1081.27	814.815	40.3648	1103.83	794.568	29.3876	1038.56	671.085	447.037	1261.37	680.764	76.3823	1321.01	809.012	37.7248	1365.22	677.65	449.642	1185.23	688.736	73.8213	1122.5	817.77	37.0514	1078.27
0.007	785.607	922.69	1364.55	795.329	919.212	1104.16	596.955	958.463	1270.16	599.462	963.541	1183.71	717.191	994.241	1059.64	705.181	1002.62	1395.06	712.105	841.044	1431.44	692.154	464.564	1388.51	678.28	415.632	1397	718.223	389.555	1331.65	670.736	73.4283	1393.89	623.791	45.4031	1363.79	807.083	40.0824	1339.64	785.519	32.6451	1402.77	724.038	852.617	1029.18	703.218	461.702	1058.96	695.672	412.491	1052.94	732.226	399.244	1108.45	681.109	66.4185	1050.23	634.297	45.3123	1081.26	814.804	40.3634	1103.84	794.571	29.3886	1038.57	671.098	447.029	1261.35	680.768	76.3799	1321.01	809.005	37.7232	1365.22	677.641	449.639	1185.21	688.735	73.8255	1122.5	817.774	37.0502	1078.27
0.013	785.579	922.686	1364.52	795.29	919.225	1104.14	596.927	958.458	1270.14	599.44	963.546	1183.69	717.167	994.253	1059.61	705.149	1002.62	1395.04	712.08	841.047	1431.42	692.143	464.566	1388.51	678.274	415.633	1396.99	718.216	389.559	1331.65	670.734	73.4322	1393.89	623.792	45.4019	1363.79	807.085	40.0704	1339.64	785.52	32.6488	1402.77	724.005	852.623	1029.16	703.206	461.704	1058.95	695.666	412.494	1052.92	732.237	399.258	1108.44	681.113	66.4174	1050.23	634.3	45.3103	1081.26	814.802	40.3644	1103.84	794.572	29.3979	1038.56	671.065	447.033	1261.33	680.762	76.4067	1321.01	809.011	37.7254	1365.21	677.629	449.652	1185.2	688.737	73.8205	1122.49	817.765	37.0546	1078.26
0.02	785.553	922.695	1364.51	795.274	919.228	1104.12	596.9	958.453	1270.12	599.408	963.544	1183.66	717.133	994.258	1059.6	705.119	1002.62	1395.02	712.079	841.074	1431.49	692.144	464.566	1388.49	678.262	415.632	1396.96	718.221	389.557	1331.64	670.736	73.434	1393.9	623.783	45.4049	1363.79	807.075	40.0722	1339.64	785.519	32.6474	1402.77	723.982	852.627	1029.14	703.186	461.704	1058.93	695.649	412.494	1052.9	732.226	399.268	1108.43	681.108	66.4181	1050.22	634.298	45.3122	1081.26	814.81	40.3673	1103.83	794.576	29.3909	1038.57	671.084	447.014	1261.31	680.769	76.3851	1321	809.015	37.7288	1365.21	677.641	449.649	1185.18	688.738	73.8209	1122.49	817.77	37.0534	1078.27
0.027	785.525	922.69	1364.49	795.246	919.228	1104.1	596.878	958.453	1270.11	599.378	963.541	1183.64	717.11	994.255	1059.58	705.079	1002.62	1395.01	712.038	841.054	1431.38	692.129	464.57	1388.48	678.261	415.623	1396.95	718.207	389.555	1331.63	670.738	73.4258	1393.89	623.78	45.4022	1363.79	807.081	40.0734	1339.64	785.516	32.6542	1402.77	723.954	852.636	1029.11	703.173	461.706	1058.92	695.644	412.5	1052.88	732.219	399.276	1108.41	681.114	66.4159	1050.22	634.299	45.3146	1081.25	814.803	40.3614	1103.84	794.576	29.3972	1038.56	671.072	447.018	1261.29	680.76	76.3822	1320.99	809.013	37.7271	1365.21	677.624	449.648	1185.16	688.742	73.8198	1122.49	817.767	37.0489	1078.26
0.033	785.484	922.693	1364.48	795.222	919.232	1104.08	596.853	958.454	1270.06	599.345	963.542	1183.62	717.094	994.263	1059.57	705.056	1002.62	1394.98	712.012	841.043	1431.37	692.111	464.583	1388.47	678.254	415.63	1396.95	718.203	389.557	1331.62	670.733	73.4313	1393.89	623.782	45.4015	1363.79	807.088	40.0767	1339.63	785.516	32.6572	1402.77	723.922	852.642	1029.09	703.164	461.713	1058.9	695.634	412.498	1052.88	732.211	399.281	1108.4	681.117	66.423	1050.22	634.295	45.3083	1081.26	814.8	40.3715	1103.84	794.572	29.395	1038.58	671.039	447.012	1261.27	680.768	76.3838	1321	809.005	37.7278	1365.22	677.599	449.64	1185.15	688.735	73.8277	1122.48	817.766	37.0534	1078.25
0.04	785.451	922.69	1364.46	795.208	919.246	1104.06	596.818	958.455	1270.03	599.325	963.532	1183.6	717.076	994.265	1059.56	705.019	1002.62	1394.97	711.984	841.052	1431.36	692.103	464.578	1388.46	678.245	415.634	1396.92	718.191	389.561	1331.61	670.726	73.4383	1393.89	623.776	45.3989	1363.79	807.078	40.068	1339.64	785.52	32.6521	1402.77	723.905	852.641	1029.07	703.15	461.72	1058.89	695.629	412.5	1052.85	732.21	399.295	1108.39	681.12	66.4185	1050.21	634.304	45.3071	1081.25	814.801	40.3648	1103.83	794.572	29.403	1038.57	671.042	447.011	1261.26	680.765	76.3772	1321	809.011	37.7309	1365.22	677.598	449.648	1185.14	688.735	73.8202	1122.49	817.765	37.0494	1078.26
0.047	785.416	922.696	1364.45	795.184	919.249	1104.05	596.799	958.44	1270.02	599.295	963.53	1183.57	717.051	994.271	1059.54	704.983	1002.62	1394.94	711.958	841.049	1431.33	692.083	464.57	1388.46	678.23	415.613	1396.91	718.192	389.561	1331.61	670.739	73.4286	1393.88	623.782	45.4015	1363.8	807.08	40.07	1339.63	785.523	32.6573	1402.77	723.882	852.646	1029.06	703.143	461.73	1058.88	695.621	412.496	1052.85	732.195	399.3	1108.39	681.113	66.4149	1050.2	634.305	45.3026	1081.25	814.801	40.3691	1103.84	794.575	29.4013	1038.57	671.034	447.012	1261.24	680.772	76.3801	1320.98	809.008	37.7405	1365.21	677.579	449.652	1185.11	688.732	73.8256	1122.48	817.765	37.0526	1078.26
0.053	785.384	922.696	1364.43	795.163	919.255	1104.03	596.772	958.439	1270	599.26	963.542	1183.55	717.035	994.269	1059.53	704.952	1002.62	1394.92	711.924	841.05	1431.32	692.08	464.58	1388.42	678.228	415.633	1396.91	718.185	389.563	1331.61	670.737	73.4342	1393.89	623.781	45.3964	1363.8	807.079	40.0706	1339.64	785.515	32.6573	1402.76	723.862	852.653	1029.03	703.125	461.731	1058.87	695.627	412.496	1052.83	732.199	399.309	1108.36	681.11	66.4007	1050.22	634.297	45.2997	1081.24	814.798	40.3685	1103.84	794.572	29.3982	1038.57	671.035	447.001	1261.23	680.778	76.3763	1320.99	809.013	37.7331	1365.22	677.564	449.658	1185.1	688.74	73.8209	1122.48	817.768	37.0516	1078.27
0.06	785.351	922.698	1364.41	795.146	919.262	1104.02	596.742	958.442	1269.98	599.236	963.538	1183.52	717.02	994.273	1059.53	704.926	1002.63	1394.89	711.884	841.057	1431.3	692.067	464.58	1388.43	678.213	415.62	1396.9	718.185	389.566	1331.59	670.735	73.4287	1393.88	623.785	45.399	1363.79	807.089	40.0706	1339.63	785.515	32.6569	1402.77	723.84	852.658	1029.01	703.127	461.73	1058.86	695.615	412.486	1052.82	732.199	399.309	1108.36	681.117	66.4049	1050.21	634.299	45.2939	1081.24	814.805	40.3735	1103.83	794.577	29.3946	1038.58	671.004	447.004	1261.22	680.769	76.3782	1320.99	809.013	37.7348	1365.22	677.573	449.652	1185.07	688.744	73.8211	1122.48	817.77	37.0545	1078.27
