Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.115117	-0.01792	-0.46342	-0.0967733	-0.01866	-0.643697	-0.0212933	-0.00455	-0.306003	0.02159	-0.00441333	-0.330693	0.00374333	0.00599333	0.00838667	-0.00119667	0.00459333	-0.000806667	0.04227	0.46327	-0.0338133	0.0772767	0.451177	-0.04271
1	-0.135653	-0.0180767	-0.48083	-0.0519567	-0.01277	-0.63071	-0.0297967	-0.00607333	-0.281143	0.0352967	0.000396667	-0.29084	-0.000436667	0.00027	0.000506667	-0.00878	0.00113667	-0.00863	0.0549967	1.30888	-0.103523	0.10293	1.39097	-0.12118
2	-0.126013	-0.0152167	-0.475817	0.00265333	-0.00669	-0.591153	-0.0308067	-0.00531333	-0.23049	0.0517167	0.00549333	-0.221627	-0.0112533	-0.00860333	-0.01773	-0.0210967	-0.00632333	-0.02603	0.0208467	2.43351	-0.20384	0.0607867	2.71667	-0.2279
3	-0.0815233	-0.00992667	-0.432157	0.0584033	-0.00128333	-0.48629	-0.0251	-0.00493	-0.152823	0.0657167	0.00680333	-0.108973	-0.0273633	-0.0217767	-0.04812	-0.0346033	-0.0208333	-0.0590733	-0.10928	3.40139	-0.295467	-0.125197	3.94909	-0.31132
4	-0.0351967	-0.00698667	-0.442377	0.0981967	-0.000156667	-0.434117	-0.0138433	-0.0074	-0.0976233	0.08476	0.00179333	-0.00961667	-0.04135	-0.03668	-0.08322	-0.0434967	-0.04126	-0.10411	-0.32797	4.05511	-0.3316	-0.454667	4.80752	-0.320213
5	0.0119167	-0.00819333	-0.521017	0.126997	-0.00643333	-0.50765	0.0134467	-0.0103267	-0.06708	0.115927	-0.00714	0.0533133	-0.0471533	-0.0485633	-0.112277	-0.0450067	-0.0617067	-0.147557	-0.554307	4.51269	-0.29867	-0.807773	5.38446	-0.254163
6	0.0738467	-0.0145233	-0.627333	0.16213	-0.02137	-0.640947	0.0648	-0.01104	-0.0313533	0.155487	-0.01606	0.112803	-0.0442467	-0.05559	-0.13068	-0.0405267	-0.0780967	-0.17889	-0.70406	4.95097	-0.211267	-1.04234	5.88346	-0.146173
7	0.154533	-0.0278433	-0.724987	0.22046	-0.0432633	-0.737293	0.135587	-0.00953	0.0344033	0.1976	-0.0216967	0.209357	-0.0362767	-0.05827	-0.138913	-0.03478	-0.0889433	-0.195723	-0.786333	5.53975	-0.0938467	-1.1429	6.48339	-0.03676
8	0.252557	-0.04864	-0.765507	0.3163	-0.0698167	-0.745597	0.21457	-0.00833	0.135827	0.24347	-0.0236467	0.34754	-0.0272467	-0.0572133	-0.1372	-0.0320667	-0.0934567	-0.199037	-0.88955	6.29925	0.03146	-1.21921	7.22106	0.05517
9	0.33985	-0.0744533	-0.754567	0.429053	-0.0979267	-0.71293	0.28351	-0.0117167	0.245417	0.29557	-0.02384	0.479817	-0.0188533	-0.0537533	-0.124153	-0.0344467	-0.0911533	-0.188583	-1.05531	7.12595	0.143803	-1.33899	8.05885	0.129227
10	0.405053	-0.100363	-0.73184	0.517463	-0.12193	-0.672497	0.33651	-0.01997	0.338707	0.34908	-0.02386	0.57789	-0.0110967	-0.0489333	-0.0999233	-0.0414267	-0.0828133	-0.163857	-1.23307	7.95051	0.22817	-1.47109	8.9366	0.187843
11	0.472333	-0.12122	-0.701337	0.574493	-0.137927	-0.598827	0.383247	-0.0279067	0.419037	0.39741	-0.0244167	0.65568	-0.00432333	-0.0424267	-0.06792	-0.05016	-0.0705967	-0.126313	-1.36064	8.73335	0.276387	-1.56865	9.7592	0.233153
12	0.560213	-0.134003	-0.648263	0.615283	-0.146037	-0.49381	0.429927	-0.0310133	0.494277	0.436273	-0.0253533	0.723123	0.000893333	-0.0337667	-0.0325433	-0.0571133	-0.0566467	-0.0791767	-1.42429	9.41443	0.293773	-1.62001	10.4255	0.26746
13	0.65405	-0.1394	-0.583773	0.655633	-0.14917	-0.41089	0.471223	-0.0295933	0.557183	0.465453	-0.02491	0.77026	0.00518	-0.0235233	0.00327333	-0.0602533	-0.04159	-0.02597	-1.43443	9.93899	0.299543	-1.62441	10.887	0.292967
