Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	790.32	798.688	1362.53	797	798.909	1107.62	592.252	825.316	1269.82	599.584	819.109	1179.19	715.422	850.683	1050.09	712.845	872.548	1407.13	715.5	705.306	1427.04	703.617	409.776	1420.47	688.959	365.13	1425.65	740.873	347.551	1377.43	676.69	60.1608	1409.27	627.405	42.4384	1367.76	812.106	38.1797	1351.31	784.777	33.3022	1420.59	736.039	710.896	1035.61	710.818	400.852	1044.31	702.019	354.552	1035.53	752.859	332.854	1085.02	676.726	59.8305	1047.79	631.239	44.9044	1084.42	814.21	37.4739	1107.91	788.565	31.444	1033.06	710.791	387.581	1293.43	694.919	76.9002	1336.93	811.566	35.4947	1377.29	699.779	380.99	1176.06	693.439	76.7052	1121.48	813.634	34.7005	1081.01
0.007	790.307	798.682	1362.54	796.991	798.906	1107.62	592.266	825.313	1269.83	599.588	819.107	1179.2	715.45	850.685	1050.09	712.829	872.562	1407.14	715.486	705.29	1427.05	703.576	409.778	1420.47	688.925	365.122	1425.63	740.849	347.558	1377.44	676.675	60.1622	1409.29	627.403	42.4287	1367.76	812.106	38.1879	1351.32	784.77	33.2911	1420.6	736.051	710.891	1035.61	710.813	400.855	1044.3	702.033	354.562	1035.54	752.862	332.861	1085.03	676.718	59.8339	1047.78	631.246	44.9061	1084.41	814.214	37.4687	1107.92	788.576	31.4442	1033.06	710.747	387.562	1293.43	694.899	76.89	1336.94	811.567	35.4885	1377.29	699.795	380.998	1176.07	693.448	76.6992	1121.47	813.631	34.7043	1081.02
0.013	790.297	798.678	1362.56	797.002	798.903	1107.65	592.258	825.318	1269.81	599.592	819.106	1179.19	715.449	850.684	1050.1	712.831	872.559	1407.14	715.465	705.289	1427.06	703.525	409.772	1420.47	688.875	365.135	1425.65	740.804	347.558	1377.44	676.68	60.1519	1409.29	627.404	42.4234	1367.77	812.093	38.1956	1351.33	784.773	33.3123	1420.59	736.057	710.902	1035.62	710.84	400.853	1044.31	702.021	354.562	1035.55	752.867	332.855	1085.02	676.732	59.8252	1047.78	631.242	44.9019	1084.41	814.215	37.4747	1107.92	788.57	31.4456	1033.07	710.733	387.554	1293.43	694.899	76.8943	1336.95	811.552	35.4999	1377.29	699.787	380.987	1176.07	693.443	76.7054	1121.47	813.623	34.7078	1081.02
0.02	790.29	798.67	1362.56	797.005	798.901	1107.67	592.26	825.317	1269.82	599.607	819.106	1179.2	715.442	850.672	1050.1	712.824	872.564	1407.14	715.448	705.287	1427.07	703.483	409.774	1420.48	688.841	365.124	1425.62	740.767	347.566	1377.42	676.662	60.1543	1409.29	627.403	42.416	1367.78	812.082	38.2	1351.33	784.767	33.2966	1420.6	736.072	710.898	1035.63	710.83	400.856	1044.32	702.026	354.575	1035.55	752.874	332.861	1085.04	676.714	59.8269	1047.79	631.231	44.9107	1084.41	814.203	37.4734	1107.92	788.568	31.4451	1033.06	710.698	387.548	1293.43	694.901	76.8931	1336.94	811.505	35.4635	1377.25	699.786	381.007	1176.08	693.444	76.7053	1121.46	813.628	34.7119	1081.03
0.027	790.28	798.667	1362.59	797.017	798.893	1107.67	592.265	825.313	1269.82	599.598	819.114	1179.18	715.455	850.667	1050.11	712.821	872.562	1407.14	715.423	705.277	1427.08	703.435	409.787	1420.47	688.8	365.128	1425.62	740.721	347.565	1377.42	676.665	60.1442	1409.31	627.39	42.4144	1367.78	812.081	38.2039	1351.33	784.776	33.3161	1420.59	736.074	710.891	1035.65	710.849	400.854	1044.31	702.05	354.562	1035.56	752.864	332.852	1085.03	676.72	59.8261	1047.78	631.236	44.9048	1084.41	814.208	37.4769	1107.92	788.568	31.4502	1033.07	710.66	387.548	1293.43	694.894	76.8914	1336.96	811.554	35.5103	1377.3	699.791	380.996	1176.07	693.439	76.7033	1121.48	813.625	34.7166	1081.02
0.033	790.277	798.654	1362.6	797.008	798.896	1107.68	592.269	825.319	1269.81	599.606	819.116	1179.19	715.471	850.669	1050.11	712.82	872.575	1407.14	715.397	705.274	1427.09	703.396	409.774	1420.46	688.752	365.137	1425.62	740.691	347.575	1377.44	676.66	60.1439	1409.31	627.398	42.4113	1367.79	812.078	38.2061	1351.34	784.764	33.2901	1420.6	736.088	710.896	1035.64	710.845	400.842	1044.33	702.046	354.557	1035.56	752.875	332.843	1085.04	676.709	59.8249	1047.78	631.232	44.9031	1084.4	814.2	37.4743	1107.92	788.564	31.436	1033.07	710.63	387.536	1293.44	694.892	76.891	1336.95	811.545	35.5111	1377.3	699.78	380.997	1176.08	693.437	76.7003	1121.47	813.62	34.7116	1081.02
0.04	790.264	798.649	1362.62	797.037	798.897	1107.7	592.254	825.318	1269.82	599.609	819.111	1179.17	715.489	850.662	1050.12	712.809	872.568	1407.14	715.382	705.273	1427.09	703.331	409.767	1420.47	688.715	365.138	1425.63	740.655	347.577	1377.43	676.66	60.1409	1409.31	627.404	42.3955	1367.79	812.075	38.2096	1351.34	784.762	33.3105	1420.61	736.095	710.895	1035.65	710.865	400.845	1044.33	702.056	354.562	1035.56	752.879	332.853	1085.04	676.71	59.8328	1047.78	631.225	44.9031	1084.41	814.196	37.4672	1107.92	788.57	31.451	1033.07	710.599	387.557	1293.43	694.902	76.8878	1336.97	811.55	35.5111	1377.31	699.777	380.996	1176.09	693.362	76.7614	1121.51	813.619	34.7161	1081.03
0.047	790.253	798.641	1362.63	797.036	798.896	1107.71	592.263	825.317	1269.82	599.605	819.121	1179.17	715.511	850.657	1050.13	712.805	872.571	1407.13	715.355	705.265	1427.11	703.289	409.782	1420.48	688.673	365.139	1425.62	740.605	347.578	1377.43	676.657	60.1356	1409.31	627.394	42.4007	1367.79	812.086	38.2178	1351.35	784.765	33.2965	1420.6	736.122	710.888	1035.66	710.86	400.845	1044.34	702.063	354.564	1035.57	752.889	332.845	1085.05	676.72	59.8287	1047.78	631.233	44.9003	1084.41	814.21	37.472	1107.92	788.573	31.4471	1033.07	710.571	387.539	1293.43	694.886	76.8875	1336.97	811.55	35.5078	1377.3	699.776	380.99	1176.1	693.428	76.6988	1121.47	813.612	34.7105	1081.02
0.053	790.246	798.639	1362.65	797.062	798.884	1107.73	592.26	825.316	1269.81	599.617	819.128	1179.17	715.52	850.646	1050.13	712.804	872.583	1407.14	715.327	705.273	1427.11	703.239	409.779	1420.49	688.627	365.14	1425.62	740.553	347.597	1377.43	676.658	60.1364	1409.32	627.398	42.3912	1367.78	812.08	38.2218	1351.36	784.773	33.3013	1420.61	736.139	710.884	1035.66	710.87	400.844	1044.34	702.06	354.561	1035.57	752.877	332.84	1085.05	676.712	59.8212	1047.78	631.228	44.8966	1084.4	814.204	37.4726	1107.92	788.574	31.4531	1033.07	710.508	387.551	1293.42	694.901	76.8984	1336.97	811.547	35.5179	1377.32	699.785	380.984	1176.1	693.421	76.7045	1121.48	813.614	34.7089	1081.03
0.06	790.238	798.635	1362.66	797.061	798.875	1107.74	592.271	825.32	1269.8	599.623	819.122	1179.17	715.53	850.65	1050.13	712.803	872.593	1407.12	715.314	705.266	1427.12	703.163	409.786	1420.49	688.549	365.156	1425.62	740.484	347.593	1377.44	676.655	60.1397	1409.32	627.404	42.3803	1367.79	812.085	38.2252	1351.36	784.757	33.2922	1420.62	736.153	710.885	1035.67	710.88	400.841	1044.34	702.071	354.553	1035.56	752.883	332.843	1085.06	676.702	59.8354	1047.78	631.223	44.9019	1084.4	814.195	37.4741	1107.92	788.566	31.4439	1033.07	710.477	387.547	1293.44	694.891	76.9022	1336.97	811.499	35.4742	1377.28	699.777	381.006	1176.1	693.438	76.6978	1121.47	813.627	34.7064	1081.02
