Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-333.505	907.583	-149.342	-342.958	898.436	-373.274	-539.256	932.552	-214.149	-539.187	938.33	-284.567	-447.175	977.496	-417.175	-438.748	980.125	-92.2241	-411.763	818.11	-61.1639	-223.94	466.35	-127.161	-211.194	411.735	-128.508	-166.677	424.611	-188.466	-112.512	67.1716	-168.432	-153.815	47.4672	-211.687	33.8864	84.4838	-204.909	1.04723	56.0565	-148.385	-443.053	838.071	-443.034	-567.077	453.909	-375.267	-601.47	402.236	-371.282	-544.629	378.03	-328.615	-768.647	102.114	-323.153	-813.683	105.876	-284.358	-641.87	33.7677	-287.748	-683.518	20.5694	-350.623
0.007	-320.537	908.549	-149.732	-330.562	898.014	-373.246	-526.728	932.619	-215.285	-526.512	938.329	-284.325	-434.34	977.262	-416.949	-425.379	981.372	-92.1907	-398.958	819.18	-61.1539	-212.483	465.585	-128.143	-200.98	410.098	-129.741	-157.704	422.536	-189.504	-110.116	63.2608	-170.386	-152.086	44.7616	-213.249	36.1384	78.2869	-207.412	3.03439	50.3332	-150.976	-431.374	837.746	-442.857	-555.392	453.89	-375.727	-590.345	402.66	-371.966	-533.258	377.092	-329.197	-764.974	106.738	-324.591	-809.815	112.267	-285.94	-641.38	33.7761	-288.046	-683.081	21.0307	-350.524
0.013	-307.263	909.467	-150.316	-318.067	897.889	-373.327	-513.284	932.474	-214.028	-513.693	938.512	-284.245	-421.216	977.36	-416.363	-412.876	982.344	-93.0064	-385.392	820.146	-59.8719	-201.8	464.202	-129.3	-191.443	408.113	-131.207	-148.263	419.822	-190.866	-108.652	60.0087	-171.743	-149.923	43.0525	-214.675	38.753	70.9693	-209.764	4.17034	44.8769	-152.954	-419.78	837.663	-442.717	-542.794	453.671	-376.236	-578.558	403.039	-372.877	-521.235	376.003	-330.18	-760.793	111.797	-325.772	-805.125	119.04	-287.307	-640.865	33.7681	-288.447	-682.595	21.6168	-350.375
0.02	-294.44	910.344	-150.769	-305.553	897.857	-373.346	-500.506	932.813	-214.008	-501.042	938.763	-284.22	-407.774	977.839	-416.435	-399.089	982.335	-92.0443	-372.252	821.775	-60.0406	-191.887	462.173	-130.486	-182.866	405.849	-132.559	-139.038	417.181	-191.716	-106.039	59.0393	-173.212	-145.747	44.9691	-215.899	45.0077	62.0091	-212.279	7.8347	38.1166	-154.384	-407.892	837.568	-442.319	-529.365	453.296	-376.692	-565.557	403.17	-373.456	-508.27	374.855	-331.035	-755.876	117.144	-327.043	-799.518	126.382	-288.391	-640.217	33.6523	-288.653	-681.959	22.3963	-350.225
0.027	-281.799	911.283	-151.066	-292.911	897.979	-373.347	-488	933.358	-213.961	-488.341	939.106	-284.386	-394.141	978.611	-416.085	-385.532	982.869	-92.2914	-359.231	822.104	-61.2175	-183.069	459.816	-131.314	-175.466	403.098	-132.863	-129.081	414.947	-192.406	-98.82	60.4576	-173.164	-141.322	47.2408	-216.126	52.3488	56.2225	-212.458	12.5322	34.1748	-155.947	-395.97	837.566	-441.888	-514.993	452.762	-377.128	-551.891	403.316	-374.296	-494.924	373.819	-332.24	-750.25	122.989	-328.555	-792.809	134.149	-289.427	-639.437	33.5093	-288.861	-681.041	23.2524	-349.966
0.033	-269.45	912.003	-151.096	-280.342	898.368	-373.165	-475.569	934.052	-213.88	-475.766	939.559	-284.603	-380.3	979.506	-415.758	-371.379	983.89	-91.7043	-345.075	822.31	-59.5934	-175.243	457.784	-131.19	-168.741	401.409	-132.111	-119.713	415.624	-193.4	-92.0424	61.2056	-173.25	-137.656	49.1681	-215.552	56.0528	52.0641	-213.71	16.115	31.5065	-157.147	-383.839	837.696	-441.429	-499.778	452.467	-377.194	-537.667	403.731	-375.47	-480.807	372.502	-333.77	-743.543	129.333	-329.999	-784.977	142.587	-290.513	-638.637	33.2929	-289.069	-680.11	24.4573	-349.82
0.04	-256.983	912.561	-151.471	-268.011	899.039	-372.996	-465.949	935.017	-213.598	-463.322	940.245	-284.9	-366.326	980.574	-415.567	-357.241	984.854	-91.3488	-331.338	823.077	-58.2676	-168.212	456.808	-130.305	-161.631	401.326	-132.279	-110.576	416.403	-193.791	-89.4987	60.2861	-173.479	-135.46	50.1851	-215.319	57.889	47.1223	-215.867	17.5216	28.2475	-156.605	-371.529	837.906	-440.918	-483.365	452.119	-377.633	-522.182	404.276	-376.149	-465.642	371.289	-335.63	-735.84	136.155	-331.609	-775.825	151.56	-291.542	-638.148	33.2713	-289.293	-679.198	25.902	-349.567
0.047	-244.684	913.258	-151.394	-255.878	899.927	-372.544	-454.087	936.448	-213.506	-451.088	941.279	-285.366	-351.761	981.816	-414.854	-342.952	985.822	-91.1252	-318.623	824.005	-57.8219	-160.821	457.855	-129.034	-152.841	403.743	-132.309	-101.111	417.221	-193.92	-88.6043	59.1889	-173.842	-134.661	50.3443	-215.2	58.8734	42.2561	-217.545	18.0039	27.0566	-155.386	-359.15	838.212	-440.606	-465.858	451.789	-378.176	-506.354	405.434	-376.798	-449.312	370.155	-337.48	-726.53	142.671	-331.282	-765.146	160.591	-292.761	-638.036	33.3004	-288.443	-677.57	27.5037	-349.024
0.053	-232.435	914.053	-150.964	-244.012	900.958	-371.959	-442.004	938.273	-213.322	-439.282	942.636	-285.75	-337.928	983.26	-414.634	-328.631	987.136	-90.5523	-306.16	825.989	-56.8299	-152.208	460.44	-128.959	-142.708	406.904	-132.293	-92.1379	418.63	-194.064	-88.5755	59.6827	-174.278	-134.134	50.2839	-215.552	59.5515	39.8543	-217.622	18.317	26.3584	-154.181	-346.606	838.419	-440.301	-447.845	451.181	-379.022	-489.472	406.244	-377.595	-432.068	368.319	-340.095	NaN	NaN	NaN	-753.363	169.603	-293.798	-637.149	33.769	-287.044	-674.832	29.7491	-348.36
0.06	-220.237	915.028	-150.492	-232.236	902.008	-371.181	-430.068	940.09	-212.949	-427.314	943.871	-286.084	-324.043	984.884	-414.11	-315.222	989.05	-90.7673	-294.239	827.457	-55.3586	-142.468	462.835	-129.6	-132.504	409.814	-132.249	-83.7488	420.041	-194.917	-88.3904	60.6561	-174.698	-133.295	50.4806	-216.178	60.21	38.5145	-217.459	18.6988	25.977	-153.155	-334.068	838.633	-440.105	-429.369	450.03	-379.978	-471.93	406.702	-378.414	-414.661	366.535	-342.936	-704.963	156.522	-335.037	-740.457	178.273	-294.884	-634.532	35.3052	-287.193	-671.633	32.5927	-348.185
0.067	-208.327	916.25	-149.884	-220.98	902.942	-370.347	-418.326	941.92	-212.677	-415.204	945.01	-286.387	-310.286	986.633	-413.912	-302.216	991.617	-91.3907	-283.108	830.33	-55.0184	-131.646	465.908	-129.02	-121.708	411.698	-132.975	-76.2435	420.848	-195.892	-87.3979	61.2513	-175.197	-132.49	50.9102	-216.731	60.6893	37.1693	-217.75	19.0912	25.8479	-152.801	-321.436	838.545	-439.805	-410.577	448.547	-380.991	-453.605	406.636	-379.356	-396.57	364.883	-345.622	-692.942	163.34	-336.636	-726.867	187.063	-296.541	-629.345	37.5754	-288.115	-666.785	37.0145	-348.836
0.073	-196.64	917.731	-149.224	-209.782	903.955	-369.351	-406.425	943.983	-212.549	-404.069	946.646	-286.563	-297.072	988.36	-413.409	-289.665	994.586	-92.1374	-272.591	833.119	-54.4501	-120.599	467.901	-129.593	-111.908	413.334	-132.956	-69.2738	421.051	-197.086	-86.2881	61.3543	-175.689	-132.03	51.2946	-216.971	61.2768	36.6674	-219.226	19.5159	26.0401	-153.337	-308.831	838.247	-439.34	-391.289	446.763	-381.931	-434.491	406.055	-380.537	-378.208	363.464	-347.573	-679.723	170.119	-337.716	-712.661	196.057	-298.329	-623.19	40.3033	-288.639	-659.124	43.4316	-349.675
0.08	-185.471	919.536	-148.259	-198.413	904.817	-368.187	-395.124	945.948	-212.531	-392.456	947.947	-286.863	-284.54	989.894	-412.832	-277.835	997.7	-92.6159	-262.217	835.847	-54.0313	-109.804	469.207	-130.211	-102.254	414.17	-133.529	-62.7135	420.743	-198.238	-85.8181	61.2668	-176.457	-131.788	51.4197	-217.15	61.4956	36.3991	-220.295	19.7559	26.1902	-153.67	-296.261	837.682	-438.694	-371.523	444.679	-382.656	-414.483	405.266	-381.507	-359.327	362.409	-348.858	-665.746	177.729	-339.087	-697.356	204.64	-300.132	-615.953	44.1996	-288.439	-649.423	50.1737	-349.975
0.087	-174.501	921.675	-147.691	-187.168	905.671	-367.156	-384.026	947.783	-212.77	-381.369	949.244	-287.158	-272.583	991.197	-412.292	-266.365	1000.82	-93.001	-252.454	838.733	-54.134	-100.044	469.751	-131.04	-93.8294	414.36	-134.167	-56.9513	420.231	-199.105	-85.7579	61.1794	-176.587	-131.663	51.457	-217.3	61.4829	36.2782	-220.027	19.7081	26.1325	-153.473	-283.793	837.07	-438.036	-351.192	442.743	-383.11	-394.323	404.491	-382.894	-339.683	361.745	-349.16	-649.71	184.416	-339.754	-681.317	213.18	-301.933	-607.352	49.0976	-288.458	-637.968	57.0273	-349.942
0.093	-163.777	924.137	-147.405	-176.13	906.466	-366.124	-373.207	949.583	-213.084	-370.052	950.281	-287.524	-261.234	992.269	-411.96	-255.437	1004.02	-93.1745	-243.014	841.402	-54.2416	-91.2514	469.81	-131.991	-87.3527	413.704	-134.479	-51.6685	419.621	-199.531	-85.7372	61.0785	-176.608	-131.554	51.5555	-217.298	61.4489	36.1711	-219.884	19.674	26.0524	-153.243	-271.347	836.486	-437.255	-331.03	440.892	-384.322	-373.794	403.497	-384.57	-319.524	361.323	-348.855	-633.031	190.99	-340.526	-664.431	220.923	-303.355	-595.5	54.2118	-290.568	-625.069	63.5041	-350.148
0.1	-153.711	926.638	-146.375	-165.94	907.41	-364.442	-362.583	951.315	-213.589	-359.189	951.29	-287.916	-250.61	993.139	-411.885	-244.89	1007.04	-93.21	-233.433	843.914	-54.2928	-84.4077	469.298	-131.718	-82.4059	412.878	-134.517	-46.6546	418.87	-199.358	-85.1326	60.7999	-176.738	-131.457	51.7154	-217.247	61.4108	36.0581	-220.084	19.6728	26.0543	-153.27	-259.043	836.028	-436.555	-310.055	439.525	-384.833	-352.537	402.571	-386.427	-299.069	361.201	-348.361	-615.648	196.908	-340.786	-647.194	227.872	-303.899	-580.61	59.3736	-291.542	-611.13	69.4782	-351.25
0.107	-143.131	929.137	-146.149	-154.644	908.582	-362.962	-352.157	952.985	-214.25	-348.564	952.253	-288.378	-240.666	993.895	-411.917	-234.501	1009.6	-93.0095	-224.318	846.427	-54.4618	-78.8049	468.468	-131.543	-79.0679	412.312	-133.583	-42.1216	418.11	-198.35	-84.9797	60.7054	-176.736	-131.415	51.8663	-217.152	61.3181	35.9975	-220.153	19.616	26.044	-153.232	-246.938	836	-436.168	-289.017	438.449	-385.682	-330.749	401.837	-387.684	-278.248	361.402	-347.802	-598.407	202.852	-340.966	-629.699	233.96	-304.016	-563.545	64.6414	-292.47	-594.601	75.5612	-352.851
0.113	-132.72	931.626	-145.673	-144.541	909.796	-362.678	-341.838	954.81	-215.138	-338.029	953.251	-288.874	-231.448	994.611	-412.041	-224.251	1011.69	-92.6059	-214.8	848.521	-54.5613	-75.233	468.259	-130.851	-76.7956	411.892	-132.126	-37.7022	417.322	-196.846	-85.3959	60.715	-176.516	-131.479	51.9329	-217.042	61.1733	35.9772	-219.955	19.5264	25.9626	-153.02	-234.895	836.43	-435.936	-268.123	438.284	-386.327	-309.081	401.516	-389.578	-257.299	362.006	-347.426	-580.41	208.079	-340.531	-611.208	238.816	-303.826	-544.854	69.2183	-293.812	-575.727	81.1338	-353.905
