Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	NaN	NaN	NaN	-0.135661	0.0218043	-0.704259	NaN	NaN	NaN	-0.0606786	0.0135586	-0.37775	NaN	NaN	NaN	0.00173571	0.0200071	0.01502	0.00283167	0.755778	-0.07338	0.0359043	0.756454	-0.0292
1	-0.0691983	0.0103167	-0.650958	-0.110013	0.02038	-0.719377	-0.08611	0.013765	-0.330403	-0.0556471	0.0141214	-0.363849	0.00573667	0.0148583	0.00497167	-0.00174714	0.0167714	0.00649429	-0.0746867	1.91591	-0.157912	-0.0278871	1.80131	-0.0647971
2	-0.0377233	0.0102133	-0.6773	-0.0678529	0.02011	-0.706497	-0.07651	0.0131533	-0.310345	-0.04564	0.0145414	-0.325614	0.0006	0.006115	-0.0155317	-0.00966286	0.00646143	-0.0154743	-0.235362	3.2314	-0.25145	-0.172681	3.19848	-0.10974
3	-0.000348333	0.0103783	-0.6619	-0.0105386	0.0201871	-0.62826	-0.0606067	0.0113283	-0.265758	-0.0273629	0.0127871	-0.248087	-0.00764	-0.00889	-0.0477767	-0.02065	-0.0123671	-0.0520571	-0.465317	4.50894	-0.319095	-0.414149	4.58694	-0.14434
4	0.0300167	0.00980333	-0.638862	0.0396971	0.0199557	-0.545249	-0.0398267	0.00864	-0.215407	-0.00425	0.00844571	-0.160704	-0.014885	-0.0267667	-0.0843483	-0.0303857	-0.0357857	-0.0954071	-0.723715	5.59933	-0.327648	-0.716304	5.7051	-0.142804
5	0.0657867	0.00958833	-0.61845	0.0826914	0.0200014	-0.517351	-0.00437667	0.006955	-0.163635	0.0272943	0.0039	-0.08372	-0.0179367	-0.042455	-0.116562	-0.0351157	-0.0574886	-0.134886	-0.954623	6.48263	-0.267032	-0.993953	6.54784	-0.0978857
6	0.130478	0.01081	-0.599467	0.152023	0.0201571	-0.529207	0.0587717	0.00771833	-0.104892	0.0803129	0.00185429	-0.00353143	-0.0161083	-0.0517183	-0.137873	-0.0335586	-0.0735957	-0.164817	-1.12422	7.15829	-0.138392	-1.18765	7.18844	-0.0138971
7	0.222652	0.0111617	-0.60086	0.258951	0.0184943	-0.553276	0.147797	0.01052	-0.040415	0.156473	0.00338571	0.0901371	-0.0113483	-0.05302	-0.145828	-0.02726	-0.08341	-0.18564	-1.2427	7.65984	0.04845	-1.31382	7.73495	0.103996
8	0.322205	0.00709167	-0.635363	0.376807	0.0128029	-0.583723	0.247073	0.0136433	0.0230667	0.241516	0.00706571	0.185057	-0.00673167	-0.0474867	-0.141395	-0.0193229	-0.0875686	-0.198991	-1.33803	8.05492	0.267228	-1.4152	8.2881	0.250233
9	0.408502	-0.00293	-0.697655	0.47495	0.00254143	-0.616193	0.337615	0.0151933	0.07685	0.320149	0.00972857	0.262261	-0.00456167	-0.037715	-0.12742	-0.0129786	-0.08673	-0.204867	-1.41524	8.42436	0.4765	-1.50192	8.90089	0.415849
10	0.475705	-0.01689	-0.761012	0.539024	-0.0109014	-0.634464	0.408673	0.0144067	0.11882	0.385137	0.00897	0.317264	-0.00563667	-0.02665	-0.107973	-0.0106229	-0.0815229	-0.202436	-1.46331	8.82121	0.637452	-1.56238	9.55889	0.584177
11	0.533297	-0.0298883	-0.787033	0.571351	-0.0241914	-0.624876	0.459092	0.0124567	0.155003	0.435324	0.00534571	0.356679	-0.00945667	-0.0164867	-0.0867917	-0.0130243	-0.0725343	-0.190921	-1.47626	9.23486	0.729502	-1.58527	10.1873	0.728616
12	0.592237	-0.0368217	-0.756403	0.589796	-0.0333357	-0.588243	0.491372	0.011725	0.190418	0.473383	0.00198429	0.385554	-0.0148033	-0.00802833	-0.0659683	-0.0190771	-0.0603986	-0.170657	-1.45255	9.61645	0.754703	-1.56292	10.711	0.825384
13	0.653585	-0.03558	-0.678832	0.616403	-0.0361843	-0.534353	0.507557	0.0136683	0.225193	0.502619	0.00185143	0.405741	-0.02044	-0.00118333	-0.046245	-0.0265786	-0.0463029	-0.144076	-1.39263	9.92213	0.72968	-1.4952	11.0881	0.870037
