Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	856.765	972.371	1354.42	860.443	970.945	1081.19	647.507	1020.92	1269.82	649.266	1025.59	1169.62	752.901	1059.36	1025.26	761.451	1069.86	1398.6	741.842	907.7	1416.93	759.418	517.539	1403.01	738.607	444.974	1414.64	792.28	422.834	1343.74	690.101	69.7863	1402.43	624.646	58.4313	1366.49	847.472	47.856	1334.94	818.478	35.6867	1417.76	748.204	904.143	1012.79	741.112	518.676	1031.8	714.568	446.246	1023.77	788.143	428.858	1082.42	689.056	71.5929	1049.76	633.115	57.3321	1088.92	853.488	43.9927	1117	828.809	30.8405	1033.4	719.126	486.238	1262.55	690.342	91.5192	1308.17	850.413	41.6392	1365.15	735.131	491.036	1176.29	701.351	91.6362	1141.24	855.552	39.0024	1085.88
0.007	856.778	972.365	1354.45	860.43	970.95	1081.19	647.506	1020.9	1269.82	649.26	1025.59	1169.64	752.9	1059.36	1025.25	761.438	1069.86	1398.62	741.829	907.697	1416.93	759.416	517.547	1403	738.593	444.967	1414.64	792.286	422.846	1343.72	690.1	69.7874	1402.44	624.663	58.4294	1366.49	847.461	47.8615	1334.94	818.472	35.6969	1417.75	748.202	904.147	1012.78	741.102	518.68	1031.8	714.548	446.26	1023.77	788.13	428.868	1082.41	689.056	71.5887	1049.77	633.107	57.3358	1088.93	853.487	43.9718	1116.98	828.813	30.8425	1033.4	719.099	486.237	1262.53	690.339	91.5151	1308.18	850.416	41.6391	1365.15	735.109	490.993	1176.29	701.338	91.6401	1141.23	855.547	39.0057	1085.88
0.013	856.772	972.37	1354.45	860.436	970.954	1081.18	647.507	1020.9	1269.81	649.273	1025.59	1169.63	752.912	1059.37	1025.26	761.434	1069.87	1398.63	741.829	907.702	1416.92	759.403	517.547	1403	738.584	444.973	1414.64	792.271	422.836	1343.71	690.093	69.7862	1402.44	624.664	58.416	1366.48	847.459	47.8597	1334.94	818.47	35.6979	1417.75	748.188	904.159	1012.77	741.097	518.674	1031.8	714.543	446.248	1023.77	788.131	428.867	1082.41	689.056	71.5878	1049.75	633.115	57.3401	1088.93	853.496	43.9766	1116.99	828.808	30.8418	1033.39	719.095	486.241	1262.53	690.335	91.5143	1308.18	850.416	41.6403	1365.15	735.097	491.042	1176.31	701.342	91.6458	1141.23	855.552	39.0081	1085.89
0.02	856.766	972.366	1354.46	860.427	970.946	1081.18	647.498	1020.91	1269.8	649.264	1025.58	1169.6	752.91	1059.38	1025.25	761.428	1069.87	1398.62	741.808	907.701	1416.91	759.395	517.545	1403	738.575	444.978	1414.64	792.278	422.848	1343.72	690.085	69.8033	1402.44	624.653	58.4227	1366.49	847.263	47.884	1335	818.466	35.7042	1417.76	748.199	904.154	1012.77	741.092	518.682	1031.8	714.544	446.256	1023.77	788.119	428.87	1082.41	689.051	71.5973	1049.74	633.114	57.3357	1088.91	853.487	43.9724	1116.98	828.812	30.8429	1033.4	719.068	486.245	1262.52	690.336	91.5264	1308.18	850.413	41.6409	1365.14	735.1	491.012	1176.28	701.338	91.6452	1141.22	855.548	39.0074	1085.88
0.027	856.752	972.367	1354.46	860.421	970.953	1081.18	647.491	1020.91	1269.8	649.266	1025.57	1169.62	752.908	1059.38	1025.25	761.432	1069.87	1398.61	741.806	907.71	1416.92	759.385	517.545	1403.01	738.576	444.97	1414.63	792.27	422.846	1343.72	690.091	69.7962	1402.43	624.65	58.4254	1366.49	847.273	47.8863	1335	818.473	35.7022	1417.77	748.188	904.165	1012.75	741.089	518.672	1031.79	714.545	446.263	1023.77	788.115	428.862	1082.4	689.068	71.5767	1049.76	633.106	57.3459	1088.93	853.49	43.9733	1116.98	828.81	30.8416	1033.4	719.07	486.238	1262.53	690.342	91.5106	1308.18	850.416	41.6385	1365.15	735.1	491.008	1176.28	701.344	91.6473	1141.24	855.549	39.0037	1085.89
0.033	856.742	972.363	1354.47	860.428	970.95	1081.19	647.49	1020.91	1269.79	649.267	1025.58	1169.61	752.916	1059.38	1025.25	761.409	1069.88	1398.62	741.79	907.7	1416.9	759.37	517.558	1403.01	738.54	444.977	1414.65	792.265	422.834	1343.71	690.084	69.7953	1402.42	624.65	58.4176	1366.48	847.257	47.8836	1334.99	818.468	35.695	1417.76	748.19	904.157	1012.77	741.075	518.683	1031.78	714.528	446.263	1023.76	788.107	428.868	1082.41	689.055	71.5869	1049.74	633.113	57.3403	1088.91	853.488	43.9722	1116.97	828.805	30.8409	1033.39	719.075	486.229	1262.52	690.329	91.5098	1308.17	850.409	41.635	1365.15	735.085	491.013	1176.27	701.319	91.6403	1141.22	855.544	39.0041	1085.87
0.04	856.737	972.36	1354.47	860.419	970.953	1081.18	647.486	1020.92	1269.77	649.26	1025.6	1169.58	752.925	1059.39	1025.26	761.407	1069.87	1398.6	741.776	907.703	1416.9	759.352	517.549	1403.01	738.535	444.988	1414.64	792.248	422.835	1343.71	690.087	69.7879	1402.42	624.638	58.4194	1366.48	847.266	47.8806	1335	818.465	35.6958	1417.76	748.187	904.159	1012.75	741.082	518.679	1031.78	714.537	446.256	1023.76	788.109	428.864	1082.39	689.058	71.5866	1049.75	633.102	57.3594	1088.91	853.487	43.9728	1116.98	828.811	30.8357	1033.39	719.041	486.223	1262.51	690.34	91.5145	1308.17	850.402	41.6449	1365.15	735.089	491.033	1176.28	701.322	91.6428	1141.22	855.539	39.0018	1085.88
0.047	856.729	972.358	1354.47	860.414	970.948	1081.18	647.481	1020.92	1269.77	649.259	1025.59	1169.58	752.916	1059.39	1025.24	761.4	1069.85	1398.6	741.775	907.717	1416.89	759.341	517.552	1403	738.525	444.978	1414.64	792.235	422.835	1343.71	690.083	69.7845	1402.42	624.644	58.4239	1366.48	847.263	47.8832	1335	818.476	35.6989	1417.75	748.183	904.163	1012.75	741.068	518.689	1031.78	714.526	446.255	1023.75	788.099	428.883	1082.39	689.06	71.5758	1049.73	633.102	57.3373	1088.91	853.473	43.9744	1116.97	828.803	30.8411	1033.39	719.039	486.225	1262.51	690.325	91.502	1308.16	850.396	41.6427	1365.14	735.06	491.012	1176.27	701.314	91.659	1141.22	855.535	39.0026	1085.88
0.053	856.719	972.358	1354.47	860.419	970.951	1081.18	647.481	1020.91	1269.76	649.26	1025.58	1169.57	752.923	1059.4	1025.24	761.392	1069.86	1398.58	741.76	907.701	1416.89	759.336	517.557	1403	738.509	444.983	1414.64	792.232	422.839	1343.72	690.078	69.7932	1402.43	624.646	58.4173	1366.48	847.251	47.8845	1335	818.466	35.6996	1417.75	748.187	904.164	1012.74	741.054	518.683	1031.76	714.523	446.263	1023.75	788.079	428.873	1082.38	689.053	71.5754	1049.74	633.104	57.3305	1088.91	853.485	43.9766	1116.98	828.801	30.8419	1033.39	719.038	486.232	1262.51	690.335	91.4991	1308.17	850.395	41.6437	1365.15	735.063	491.063	1176.3	701.302	91.649	1141.22	855.54	39.007	1085.87
0.06	856.709	972.364	1354.48	860.417	970.941	1081.18	647.486	1020.91	1269.74	649.262	1025.58	1169.55	752.93	1059.4	1025.24	761.387	1069.86	1398.59	741.758	907.713	1416.89	759.324	517.55	1403.01	738.512	444.985	1414.65	792.221	422.834	1343.72	690.08	69.7962	1402.43	624.639	58.4205	1366.49	847.257	47.8873	1335	818.463	35.6975	1417.77	748.186	904.158	1012.75	741.051	518.694	1031.76	714.512	446.265	1023.75	788.064	428.869	1082.39	689.061	71.5825	1049.75	633.102	57.3354	1088.91	853.483	43.9718	1116.98	828.794	30.8451	1033.39	719.033	486.231	1262.52	690.335	91.4952	1308.16	850.404	41.6422	1365.14	735.045	491.038	1176.27	701.317	91.6487	1141.22	855.536	39.0015	1085.87
0.067	856.71	972.357	1354.47	860.432	970.943	1081.18	647.487	1020.91	1269.75	649.263	1025.59	1169.56	752.94	1059.4	1025.24	761.378	1069.85	1398.58	741.75	907.704	1416.88	759.313	517.561	1403.01	738.503	444.995	1414.65	792.216	422.827	1343.72	690.078	69.7938	1402.42	624.637	58.4111	1366.48	847.284	47.866	1335.01	818.462	35.6963	1417.76	748.184	904.167	1012.74	741.038	518.682	1031.75	714.504	446.269	1023.74	788.068	428.876	1082.38	689.047	71.5845	1049.74	633.101	57.3393	1088.91	853.471	43.9782	1116.99	828.8	30.8436	1033.39	719.024	486.24	1262.51	690.336	91.507	1308.15	850.399	41.642	1365.15	735.036	491.035	1176.27	701.308	91.6582	1141.23	855.535	39.0093	1085.88
0.073	856.713	972.36	1354.47	860.424	970.931	1081.19	647.484	1020.92	1269.73	649.276	1025.58	1169.55	752.95	1059.4	1025.25	761.372	1069.85	1398.58	741.744	907.703	1416.86	759.309	517.553	1403.01	738.505	444.992	1414.64	792.216	422.838	1343.73	690.081	69.7849	1402.43	624.642	58.4131	1366.48	847.259	47.8858	1334.99	818.469	35.6955	1417.77	748.188	904.17	1012.74	741.026	518.676	1031.76	714.498	446.267	1023.74	788.059	428.868	1082.38	689.06	71.5777	1049.74	633.096	57.3383	1088.9	853.479	43.9838	1116.99	828.797	30.8385	1033.39	719.013	486.243	1262.52	690.333	91.4937	1308.17	850.396	41.642	1365.16	735.039	491.031	1176.26	701.308	91.6475	1141.22	855.526	39.007	1085.88
0.08	856.714	972.363	1354.46	860.433	970.943	1081.19	647.498	1020.92	1269.73	649.275	1025.59	1169.55	752.971	1059.42	1025.26	761.366	1069.86	1398.58	741.74	907.704	1416.86	759.306	517.554	1403	738.498	444.992	1414.64	792.213	422.836	1343.72	690.077	69.7906	1402.42	624.634	58.4132	1366.48	847.292	47.8692	1335.01	818.464	35.6978	1417.77	748.189	904.161	1012.74	741.028	518.682	1031.75	714.482	446.266	1023.73	788.053	428.878	1082.37	689.051	71.5692	1049.74	633.093	57.3339	1088.91	853.479	43.9753	1116.97	828.799	30.8486	1033.4	719.013	486.226	1262.51	690.321	91.4942	1308.16	850.408	41.6467	1365.13	735.02	491.032	1176.25	701.303	91.6408	1141.22	855.538	39.0038	1085.87
0.087	856.721	972.362	1354.45	860.439	970.94	1081.18	647.493	1020.92	1269.71	649.284	1025.59	1169.55	752.985	1059.42	1025.28	761.364	1069.85	1398.58	741.734	907.707	1416.85	759.304	517.561	1403	738.498	444.985	1414.63	792.212	422.83	1343.72	690.075	69.7847	1402.42	624.644	58.409	1366.49	847.294	47.8678	1335.01	818.467	35.6988	1417.76	748.188	904.152	1012.73	741.024	518.683	1031.74	714.476	446.252	1023.74	788.038	428.864	1082.36	689.055	71.5835	1049.73	633.104	57.3367	1088.91	853.478	43.9787	1116.98	828.801	30.8438	1033.4	718.995	486.23	1262.51	690.332	91.487	1308.16	850.4	41.6402	1365.14	735.016	491.016	1176.26	701.313	91.6518	1141.23	855.533	38.9988	1085.87
0.093	856.727	972.369	1354.45	860.432	970.937	1081.19	647.502	1020.92	1269.72	649.29	1025.59	1169.55	753.009	1059.44	1025.29	761.38	1069.85	1398.56	741.739	907.709	1416.85	759.305	517.551	1403.01	738.5	444.98	1414.63	792.207	422.83	1343.71	690.071	69.7911	1402.43	624.64	58.4027	1366.46	847.286	47.863	1335	818.469	35.6991	1417.76	748.201	904.155	1012.73	741.021	518.681	1031.74	714.48	446.262	1023.73	788.033	428.864	1082.36	689.044	71.5778	1049.73	633.092	57.3306	1088.91	853.486	43.9746	1116.98	828.798	30.8389	1033.39	718.982	486.235	1262.52	690.337	91.4838	1308.16	850.401	41.6421	1365.14	735.019	491.034	1176.26	701.307	91.6548	1141.22	855.53	39.0009	1085.87
