Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	786.74	991.797	1326.61	803.374	994.519	1125.63	611.801	1016.26	1248.13	618.215	1017.64	1161.66	715.521	1060.4	1061.97	705.393	1051.91	1372.36	690.953	887.8	1394.66	747.894	504.909	1400.54	739.526	451.14	1408.98	793.025	432.16	1365.33	672.627	78.9895	1401.04	630.217	56.7865	1364.25	827.937	43.9079	1347.11	797.191	35.0269	1420.41	719.527	884.869	1036.25	752.523	507.756	1045.91	745.802	446.022	1035.99	792.967	424.111	1090.86	676.765	78.5527	1048.37	633.218	51.2422	1077.88	834.653	42.5927	1103.78	803.503	32.8457	1030.92	734.352	489.353	1279.87	707.156	95.5102	1325.82	826.347	40.1178	1376.88	733.072	486.791	1162.95	709.227	88.9743	1125.38	834.118	37.1002	1076.69
0.007	786.754	991.794	1326.62	803.382	994.509	1125.63	611.82	1016.26	1248.14	618.223	1017.65	1161.67	715.535	1060.4	1061.97	705.414	1051.91	1372.37	690.975	887.798	1394.67	747.906	504.907	1400.56	739.534	451.145	1408.98	793.037	432.15	1365.32	672.616	78.9826	1401.04	630.223	56.7874	1364.25	827.939	43.9031	1347.11	797.189	35.0305	1420.41	719.542	884.878	1036.25	752.519	507.769	1045.91	745.81	446.024	1036	792.954	424.112	1090.87	676.76	78.5539	1048.37	633.223	51.2427	1077.88	834.643	42.5784	1103.78	803.487	32.8674	1030.92	734.356	489.35	1279.88	707.148	95.511	1325.82	826.352	40.1174	1376.86	733.066	486.794	1162.95	709.238	88.9884	1125.37	834.108	37.0994	1076.69
0.013	786.774	991.785	1326.63	803.408	994.505	1125.65	611.845	1016.26	1248.16	618.246	1017.65	1161.69	715.547	1060.39	1061.98	705.44	1051.91	1372.38	690.991	887.808	1394.67	747.918	504.903	1400.57	739.554	451.141	1408.99	793.048	432.15	1365.33	672.617	78.9869	1401.04	630.219	56.7866	1364.25	827.934	43.9008	1347.11	797.182	35.0321	1420.42	719.539	884.878	1036.26	752.517	507.767	1045.91	745.8	446.019	1036	792.942	424.111	1090.86	676.76	78.5468	1048.37	633.216	51.2327	1077.87	834.643	42.5935	1103.78	803.483	32.8652	1030.91	734.376	489.36	1279.88	707.14	95.5092	1325.81	826.339	40.1149	1376.87	733.062	486.79	1162.95	709.234	88.9765	1125.37	834.108	37.0925	1076.69
0.02	786.788	991.781	1326.63	803.416	994.497	1125.66	611.865	1016.26	1248.17	618.259	1017.66	1161.7	715.569	1060.39	1061.99	705.456	1051.91	1372.39	691.012	887.801	1394.69	747.933	504.895	1400.56	739.566	451.141	1408.99	793.056	432.143	1365.32	672.622	78.9807	1401.04	630.221	56.7867	1364.25	827.938	43.898	1347.11	797.199	35.0176	1420.41	719.55	884.883	1036.27	752.508	507.78	1045.92	745.794	446.022	1036	792.955	424.11	1090.86	676.749	78.5593	1048.37	633.215	51.2459	1077.88	834.638	42.5928	1103.77	803.49	32.8686	1030.92	734.376	489.368	1279.89	707.142	95.5169	1325.81	826.353	40.101	1376.87	733.068	486.796	1162.95	709.231	88.9891	1125.38	834.101	37.0928	1076.69
0.027	786.811	991.778	1326.64	803.432	994.496	1125.65	611.885	1016.27	1248.18	618.276	1017.66	1161.72	715.587	1060.38	1061.99	705.478	1051.91	1372.41	691.046	887.792	1394.69	747.948	504.901	1400.58	739.576	451.14	1409	793.067	432.135	1365.33	672.62	78.984	1401.04	630.217	56.7865	1364.26	827.936	43.8989	1347.11	797.195	35.0268	1420.41	719.554	884.882	1036.27	752.5	507.778	1045.91	745.798	446.026	1036	792.946	424.113	1090.86	676.743	78.5556	1048.37	633.217	51.2467	1077.88	834.641	42.5875	1103.77	803.481	32.8664	1030.91	734.384	489.362	1279.9	707.143	95.5108	1325.82	826.356	40.1016	1376.87	733.069	486.786	1162.95	709.235	88.9954	1125.37	834.108	37.0967	1076.68
0.033	786.832	991.773	1326.64	803.438	994.488	1125.66	611.904	1016.28	1248.2	618.293	1017.66	1161.72	715.59	1060.38	1061.99	705.504	1051.91	1372.41	691.056	887.794	1394.7	747.964	504.899	1400.57	739.588	451.14	1409	793.08	432.144	1365.33	672.623	78.9823	1401.04	630.213	56.7868	1364.25	827.934	43.8937	1347.11	797.188	35.032	1420.41	719.555	884.882	1036.28	752.512	507.77	1045.92	745.787	446.026	1036.01	792.948	424.113	1090.86	676.75	78.5462	1048.37	633.216	51.2394	1077.88	834.645	42.5876	1103.76	803.484	32.8754	1030.92	734.394	489.369	1279.9	707.146	95.5064	1325.82	826.353	40.1046	1376.87	733.074	486.787	1162.96	709.24	88.9851	1125.37	834.106	37.0919	1076.68
0.04	786.85	991.776	1326.65	803.448	994.489	1125.65	611.922	1016.28	1248.22	618.314	1017.67	1161.74	715.607	1060.38	1062	705.528	1051.9	1372.42	691.085	887.796	1394.7	747.98	504.907	1400.58	739.599	451.135	1409	793.093	432.138	1365.32	672.622	78.9946	1401.04	630.218	56.7901	1364.26	827.936	43.8972	1347.11	797.199	35.0267	1420.41	719.565	884.883	1036.29	752.494	507.793	1045.92	745.789	446.033	1036.02	792.944	424.121	1090.85	676.744	78.5621	1048.38	633.214	51.2511	1077.88	834.64	42.5945	1103.76	803.48	32.8683	1030.91	734.405	489.359	1279.9	707.135	95.5158	1325.81	826.355	40.105	1376.87	733.055	486.8	1162.96	709.232	88.9938	1125.38	834.09	37.1019	1076.68
0.047	786.875	991.774	1326.66	803.467	994.497	1125.67	611.941	1016.28	1248.22	618.33	1017.67	1161.75	715.618	1060.37	1062.01	705.548	1051.9	1372.43	691.11	887.79	1394.72	747.996	504.901	1400.57	739.615	451.13	1409	793.114	432.137	1365.33	672.617	78.9883	1401.04	630.221	56.7912	1364.25	827.938	43.8903	1347.1	797.192	35.0291	1420.41	719.574	884.881	1036.29	752.506	507.789	1045.91	745.785	446.045	1036.02	792.942	424.116	1090.85	676.745	78.5606	1048.37	633.229	51.2481	1077.88	834.646	42.5876	1103.77	803.483	32.8683	1030.91	734.422	489.357	1279.91	707.141	95.5101	1325.82	826.353	40.1098	1376.87	733.069	486.793	1162.96	709.229	88.9888	1125.38	834.092	37.093	1076.68
0.053	786.897	991.774	1326.67	803.486	994.497	1125.67	611.974	1016.27	1248.24	618.345	1017.67	1161.76	715.618	1060.38	1062	705.573	1051.91	1372.43	691.131	887.791	1394.72	748.027	504.894	1400.59	739.629	451.123	1409	793.125	432.135	1365.33	672.623	78.9906	1401.04	630.222	56.7883	1364.25	827.935	43.8946	1347.11	797.174	35.0363	1420.41	719.583	884.882	1036.3	752.515	507.779	1045.92	745.795	446.047	1036.03	792.946	424.114	1090.85	676.74	78.5598	1048.38	633.215	51.2453	1077.89	834.64	42.584	1103.76	803.481	32.8632	1030.91	734.448	489.348	1279.91	707.149	95.5085	1325.82	826.346	40.0936	1376.87	733.057	486.79	1162.96	709.228	88.9928	1125.38	834.091	37.0896	1076.68
0.06	786.92	991.778	1326.68	803.491	994.49	1125.68	611.991	1016.28	1248.25	618.364	1017.67	1161.77	715.62	1060.37	1062	705.602	1051.91	1372.45	691.152	887.777	1394.73	748.036	504.897	1400.6	739.649	451.119	1409	793.133	432.132	1365.33	672.622	78.9947	1401.05	630.224	56.7883	1364.26	827.936	43.8946	1347.11	797.191	35.0243	1420.41	719.585	884.885	1036.3	752.503	507.781	1045.93	745.794	446.032	1036.02	792.96	424.113	1090.85	676.743	78.5619	1048.38	633.219	51.2492	1077.88	834.642	42.5885	1103.76	803.484	32.8731	1030.91	734.448	489.347	1279.91	707.145	95.5187	1325.81	826.355	40.1018	1376.86	733.064	486.784	1162.96	709.224	88.9906	1125.38	834.094	37.091	1076.68
