Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-123.324	915.932	-6.78584	-148.299	900.514	-266.067	-323.407	946.555	-77.916	-332.532	942.95	-164.051	-239.484	972.036	-301.526	-201.673	995.683	32.4506	-184.358	816.691	68.0474	-176.517	452.639	-38.4099	-189.719	401.024	-39.5819	-146.695	385.772	-103.294	-216.381	63.0524	-89.8336	-260.03	40.8881	-128.315	-76.9962	36.1993	-137.197	-104.257	26.3376	-77.5344	-214.073	811.096	-329.382	-92.7536	459.699	-288.992	-117.532	421.311	-288.681	-71.9549	389.557	-249.188	-338.832	163.492	-247.236	-374.547	170.76	-197.952	-243.011	63.1386	-228.182	-280.777	69.4663	-277.396
0.007	-118.185	916.11	-6.5257	-142.222	901.545	-265.41	-317.894	946.744	-78.7255	-326.599	943.312	-165.051	-232.49	973.715	-301.35	-196.429	995.916	32.4471	-180.028	816.761	68.1421	-175.028	452.551	-38.0132	-188.885	401.139	-39.5529	-145.584	385.62	-103.03	-216.042	63.0686	-90.0404	-260.002	40.9527	-128.33	-76.9508	36.1889	-137.161	-104.262	26.3289	-77.49	-206.715	812.176	-329.845	-81.9065	461.838	-288.646	-105.931	422.938	-288.417	-59.9335	391.829	-249.001	-321.149	159.016	-248.238	-357.384	165.305	-199.003	-222.454	61.9556	-228.729	-260.189	67.2134	-278.275
0.013	-113.199	916.261	-6.12768	-135.958	902.616	-264.723	-312.279	946.814	-79.5123	-320.727	943.568	-166.179	-225.396	975.157	-301.346	-191.297	996.107	32.3233	-175.486	816.706	68.0759	-173.876	452.567	-37.8126	-188.299	401.369	-39.6777	-144.438	385.404	-102.724	-216.081	63.1317	-90.1138	-260.251	40.7884	-128.375	-76.8813	36.1669	-137.139	-104.258	26.2862	-77.4014	-198.684	813.29	-330.646	-71.3092	463.814	-288.281	-94.7802	424.451	-288.272	-47.9993	393.977	-248.749	-303.107	154.455	-248.708	-339.854	159.717	-200.251	-201.574	60.6013	-229.237	-239.252	64.7451	-279.017
0.02	-108.144	916.262	-5.81986	-129.957	903.494	-264.181	-306.611	946.823	-80.3662	-314.769	943.751	-167.331	-218.717	976.445	-301.318	-186.148	996.277	32.254	-171.257	816.633	68.174	-172.965	452.659	-37.8144	-187.49	401.541	-39.6354	-143.343	385.551	-102.199	-216.563	63.2321	-89.8812	-260.118	41.1232	-128.443	-76.8214	36.1373	-137.116	-104.236	26.2538	-77.3283	-192.468	814.314	-331.023	-60.9606	465.73	-287.828	-83.5924	425.713	-287.727	-36.2937	396.171	-248.445	-284.971	149.729	-250.047	-322.041	153.527	-201.475	-180.77	59.1546	-229.774	-218.138	62.3739	-279.796
0.027	-103.128	916.115	-5.45594	-123.796	904.304	-263.649	-301.09	946.911	-81.2915	-308.791	944.019	-168.655	-212.513	977.521	-301.24	-180.824	996.338	32.1897	-167.055	816.545	68.2915	-171.912	452.763	-37.7539	-186.497	401.564	-39.4193	-141.935	385.157	-101.99	-216.582	63.3254	-89.9557	-259.955	40.859	-128.83	-76.788	36.0963	-137.094	-104.236	26.2223	-77.2865	-185.835	815.298	-331.26	-50.8403	467.345	-287.364	-72.6537	426.827	-287.153	-24.5609	398.427	-248.766	-266.118	144.638	-251.079	-303.828	147.174	-202.41	-158.791	58.0617	-230.296	-196.568	59.9107	-280.573
0.033	-98.1017	915.895	-5.14172	-117.626	905.033	-263.203	-295.452	946.766	-82.2257	-302.882	944.337	-169.918	-203.278	978.587	-302.402	-175.445	996.251	32.1965	-163.083	816.201	68.3017	-170.801	452.765	-37.7727	-185.511	401.689	-39.5331	-140.681	384.878	-101.638	-216.573	63.3664	-90.0282	-259.916	40.9853	-128.905	-76.4536	36.3288	-137.056	-104.21	26.1947	-77.2143	-177.514	816.278	-332.654	-40.6925	468.993	-286.798	-61.9399	427.646	-286.893	-13.4026	400.339	-248.275	-247.099	139.208	-251.18	-285.168	140.806	-202.877	-137.32	56.5112	-230.674	-174.94	57.4366	-280.91
0.04	-93.0625	915.591	-4.78047	-111.504	905.652	-262.826	-289.881	946.901	-83.2268	-296.87	944.614	-171.049	-195.893	979.159	-302.833	-170.083	996.077	32.0483	-158.64	815.92	68.2537	-169.57	452.812	-37.6787	-185.094	401.754	-39.5991	-139.509	384.613	-101.49	-216.572	63.4268	-90.1293	-259.893	41.0811	-129.012	-76.4034	36.2863	-137.054	-104.203	26.1503	-77.1806	-170.21	817.08	-333.367	-31.2639	470.393	-286.069	-51.3726	428.39	-286.307	-2.46594	402.061	-246.768	-227.976	134.179	-252.077	-266.135	134.059	-203.438	-115.437	55.2683	-231.262	-152.982	55.1938	-282.05
0.047	-88.0444	915.124	-4.48601	-105.372	906.159	-262.421	-284.265	947.046	-84.0129	-290.901	944.872	-172.31	-188.692	979.685	-303.243	-165.707	995.657	32.0326	-154.585	815.513	67.9795	-168.257	452.756	-37.7688	-183.826	401.854	-39.3971	-137.631	384.198	-101.177	-216.531	63.4586	-90.2282	-259.885	41.2204	-129.116	-76.3222	36.2656	-137.069	-104.205	26.1494	-77.1574	-162.967	817.97	-334.126	-21.5929	471.636	-285.579	-41.194	428.808	-285.581	8.29443	403.749	-246.192	-208.604	128.983	-252.363	-246.885	127.399	-203.988	-93.7124	54.4312	-231.136	-130.846	52.899	-282.432
0.053	-82.6582	914.755	-4.23639	-99.073	906.484	-262.196	-278.676	947.18	-84.8949	-284.86	945.079	-173.606	-181.941	980.052	-303.849	-159.832	995.356	32.1122	-150.601	815.117	67.7169	-167.233	452.745	-37.7019	-182.9	401.845	-39.7921	-136.607	384.053	-101.004	-216.494	63.5029	-90.3644	-259.839	41.3108	-129.191	-76.2706	36.2153	-137.068	-104.206	26.1173	-77.116	-155.778	818.771	-334.998	-12.5265	472.519	-284.981	-31.0787	429.046	-285.122	18.785	405.45	-245.413	-189.021	123.863	-252.653	-227.422	120.689	-204.092	-71.1058	53.0838	-232.751	-108.382	50.7074	-283.089
0.06	-76.8716	914.479	-3.8729	-92.8371	906.738	-261.962	-273.213	947.297	-85.9021	-278.928	945.441	-174.566	-174.974	980.074	-304.709	-154.033	994.953	32.1171	-146.453	814.762	67.174	-165.161	452.584	-37.9355	-181.562	401.901	-39.9483	-134.966	383.686	-100.943	-216.443	63.579	-90.4645	-259.812	41.4308	-129.286	-76.2127	36.2024	-137.091	-104.193	26.114	-77.1064	-148.679	819.247	-335.895	-3.5414	473.59	-284.318	-21.3519	429.302	-284.541	29.3087	406.957	-245.426	-169.22	118.474	-253.063	-207.593	114.109	-204.608	-48.8082	52.4288	-234.043	-86.1449	48.8756	-283.844
0.067	-72.2652	913.73	-3.57376	-86.6486	906.912	-261.768	-267.609	947.458	-86.6302	-273.062	945.77	-175.734	-168.055	980.094	-305.468	-148.785	994.397	32.0214	-142.692	814.354	66.6956	-163.328	452.475	-38.123	-179.715	401.884	-39.8814	-133.337	383.605	-100.467	-216.38	63.6459	-90.5807	-259.917	41.8642	-129.067	-76.3276	36.048	-136.404	-104.2	26.0856	-77.0951	-141.55	819.763	-336.651	5.02969	474.426	-283.715	-11.8314	429.072	-284.062	39.242	408.36	-243.98	-149.132	113.382	-253.406	-187.216	107.327	-205.083	-26.2675	51.8231	-234.79	-63.723	47.1871	-284.91
0.073	-69.3527	912.474	-4.34356	-80.2874	906.968	-261.681	-264.123	948.203	-87.1473	-267.368	946.155	-176.651	-161.249	979.878	-306.317	-143.539	993.817	31.9043	-138.803	813.949	66.1974	-161.226	452.277	-38.4305	-178.223	401.886	-40.3571	-131.211	383.095	-100.53	-216.321	63.6911	-90.6982	-259.869	41.9963	-129.178	-76.2693	36.0177	-136.421	-104.188	26.0723	-77.0968	-134.478	820.159	-337.467	13.3359	474.961	-283.24	-2.43586	429.029	-283.632	49.2068	409.604	-243.925	-128.75	108.312	-253.374	-166.692	100.409	-205.237	-3.65323	51.1771	-235.391	-41.0968	45.578	-285.56
0.08	-64.6458	911.708	-4.2014	-73.9703	906.913	-261.546	-258.619	948.407	-87.8785	-261.659	946.272	-177.613	-154.593	979.668	-307.085	-137.995	993.217	31.74	-135.244	813.6	65.7759	-158.923	452.058	-38.7871	-176	401.76	-40.813	-129.631	382.776	-100.665	-216.242	63.7894	-90.8218	-259.82	42.1279	-129.295	-76.1945	36.0084	-136.41	-104.201	26.0416	-77.0767	-127.229	820.239	-338.308	21.479	475.054	-282.606	6.67058	428.49	-283.253	58.501	410.55	-242.473	-108.15	103.458	-253.367	-145.843	93.5365	-204.287	18.9448	50.8385	-235.868	-18.3481	44.1142	-285.851
