Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-66.83	584.72	-32.5	2380.48	0	1284.91	149.07
2	-0	-0	-0	2149	0	976.7	-0	-64.16	572.2	-34.33	2386.09	0	1275.73	-1755.98
3	-0	-0	-0	2149	0	976.7	-0	-55.69	594.33	-37	2374.78	0	1288.51	1408.16
4	-0	-0	-0	2149	0	976.7	-0	-58.82	594.18	-30.14	2368.83	0	1287.93	2232.11
5	-0	-0	-0	2149	0	976.7	-0	-55.62	596.01	-29.3	2374.48	0	1287.07	2963.87
6	-0	-0	-0	2149	0	976.7	-0	-54.7	602.11	-31.66	2350.73	0	1293.31	1781.52
7	-0	-0	-0	2149	0	976.7	-0	-47.84	601.35	-29.98	2363.46	0	1290.04	3503.04
8	-0	-0	-0	2149	0	976.7	-0	-52.87	603.64	-27.24	2346.17	0	1292.58	3291.18
9	-0	-0	-0	2149	0	976.7	-0	-49.51	601.5	-27.69	2342.84	0	1295.47	2772.91
10	-0	-0	-0	2149	0	976.7	-0	-48.45	593.11	-35.48	2349.7	0	1286.46	-362.27
11	-0	-0	-0	2149	0	976.7	-0	-41.81	601.96	-25.71	2338.96	0	1297.03	4325.11
12	-0	-0	-0	2149	0	976.7	-0	-42.19	591.13	-33.19	2337.04	0	1289.62	774.65
13	-0	-0	-0	2149	0	976.7	-0	-44.56	572.05	-44.56	2351.7	0	1275.02	-6442.84
14	-0	-0	-0	2149	0	976.7	-0	-38.76	587.01	-28.31	2328.12	0	1294.8	2668.96
15	-0	-0	-0	2149	0	976.7	-0	-38.91	569.15	-40.59	2334.95	0	1278.81	-2759.3
16	-0	-0	-0	2149	0	976.7	-0	-43.95	548.4	-52.41	2346.96	0	1263.61	-11922.7
17	-0	-0	-0	2149	0	976.7	-0	-36.93	561.98	-39.44	2324.31	0	1282.25	-5610.59
18	-0	-0	-0	2149	0	976.7	-0	-36.7	541.08	-45.55	2339.69	0	1263.77	-5764.39
19	-0	-0	-0	2149	0	976.7	-0	-36.47	523.53	-54.86	2345.71	0	1253.62	-13768.4
