Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-274.922	938.387	-128.687	-289.067	936.527	-403.056	-469.303	986.169	-217.3	-472.435	990.547	-287.27	-369.762	1017.93	-438.57	-353.821	1017.13	-83.8058	-361.036	866.414	-72.5726	-178.824	513.461	-99.2242	-192.823	456.372	-99.7872	-125.959	445.388	-142.501	-242.274	97.7388	-132.493	-280.147	79.2333	-199.447	-85.9066	55.197	-144.555	-138.933	49.0937	-91.3523	-387.569	861.044	-438.904	-424.68	479.809	-389.687	-453.772	419.171	-391.243	-392.727	401.833	-352.265	-514.927	71.6076	-344.187	-567.669	50.6385	-294.981	-360.646	33.7377	-306.065	-402.575	23.8278	-381.501
0.007	-267.257	936.76	-128.089	-282.095	935.245	-403.531	-461.671	985.211	-216.376	-465.034	989.665	-286.552	-363.401	1016.89	-438.304	-346.446	1016.11	-83.5404	-353.518	865.396	-72.2282	-172.122	511.612	-99.0586	-184.424	453.912	-99.3966	-117.552	444.84	-142.258	-218.088	93.2837	-131.154	-255.449	73.3618	-197.224	-60.2985	57.066	-143.375	-112.941	48.8475	-89.8446	-380.797	860.439	-438.567	-421.214	479.708	-389.377	-450.554	419.127	-390.742	-389.922	401.426	-352.031	-514.727	71.9859	-343.957	-567.535	51.3721	-294.78	-360.533	33.7334	-306.095	-402.655	23.7722	-381.507
0.013	-259.691	935.107	-127.394	-275.071	934.114	-403.375	-454.178	984.209	-215.858	-457.636	988.775	-285.96	-357.052	1015.75	-438.154	-338.812	1014.76	-82.9694	-346.051	864.254	-71.9341	-165.608	509.549	-98.7464	-176.093	451.413	-98.6968	-109.21	444.485	-141.363	-193.936	89.1345	-129.612	-230.926	68.1001	-195.527	-34.863	59.4179	-142.445	-86.9629	49.1914	-88.8526	-374.029	859.968	-438.18	-417.61	479.608	-389.074	-447.662	419.332	-390.531	-387.041	400.974	-351.803	-514.069	72.9476	-343.26	-567.338	52.0589	-294.467	-360.446	33.6737	-306.152	-402.713	23.7057	-381.476
0.02	-252.085	933.408	-126.654	-267.918	933.064	-403.094	-446.695	983.312	-215.226	-450.013	987.741	-284.974	-350.492	1014.76	-437.777	-331.168	1013.35	-82.4744	-338.652	862.915	-71.5379	-159.449	507.093	-98.5302	-168.083	448.901	-98.0562	-101.171	443.735	-140.59	-169.851	85.9979	-127.756	-206.77	63.2932	-193.792	-9.78487	62.6165	-142.627	-61.028	50.0819	-88.3769	-367.325	859.675	-438.041	-414.08	479.62	-388.813	-444.504	419.556	-390.019	-384.058	400.621	-351.61	-513.847	73.4375	-343.06	-567.16	52.9763	-294.026	-360.366	33.6052	-306.187	-402.705	23.6642	-381.487
0.027	-244.396	931.702	-125.907	-260.729	932.017	-402.671	-438.94	982.149	-214.499	-442.442	986.762	-284.198	-343.66	1013.59	-437.303	-323.903	1012.2	-81.9408	-330.955	861.564	-71.3491	-152.855	504.466	-98.6308	-160.468	446.318	-97.6645	-93.4289	442.736	-140.207	-146.155	83.0751	-126.179	-182.849	59.0774	-191.461	14.5678	66.0299	-142.938	-35.33	51.7906	-87.7418	-360.346	859.28	-437.679	-410.474	479.674	-388.532	-441.705	420.023	-389.938	-381.16	400.375	-351.43	-513.455	74.2486	-342.771	-566.945	53.7961	-293.634	-360.318	33.4661	-306.174	-402.904	23.5914	-381.36
0.033	-236.581	930.056	-125.105	-253.359	930.946	-402.303	-431.156	981.094	-213.637	-434.726	985.573	-283.295	-336.769	1012.49	-436.97	-315.909	1010.9	-81.4249	-324.64	860.034	-71.0735	-147.818	501.954	-98.5916	-152.954	443.674	-97.1265	-85.9523	441.701	-139.852	-122.964	81.1927	-124.126	-159.271	55.436	-188.714	38.241	70.0815	-143.367	-10.1502	54.1441	-87.1338	-353.169	858.704	-437.029	-406.74	479.76	-388.178	-438.573	420.457	-389.624	-377.998	400.15	-351.304	-513.192	74.7225	-342.524	-566.583	54.8605	-293.081	-360.225	33.43	-306.2	-403.012	23.5777	-381.273
0.04	-228.635	928.338	-124.394	-245.934	929.954	-401.821	-423.388	979.986	-212.943	-427.077	984.599	-282.539	-329.459	1011.47	-436.1	-308.204	1009.55	-80.9321	-316.999	858.539	-70.9718	-142.362	499.295	-98.5297	-145.791	440.982	-96.6541	-78.5884	440.853	-139.628	-100.147	79.7973	-122.233	-136.53	52.6408	-186.383	61.13	74.4655	-144.117	14.3546	57.4548	-86.4381	-346.48	858.346	-437.266	-402.935	479.875	-387.922	-435.251	420.424	-389.14	-374.865	399.957	-351.167	-512.864	75.6627	-342.364	-566.278	55.9393	-292.827	-360.13	33.1704	-305.754	-403.104	23.5761	-381.134
0.047	-220.658	926.738	-123.657	-238.524	929.064	-401.301	-415.351	978.62	-212.135	-419.273	983.417	-281.601	-322.329	1010.47	-435.804	-300.714	1008.3	-80.1571	-309.112	856.889	-70.6693	-136.975	496.718	-98.5938	-138.38	438.419	-96.251	-71.4544	440.028	-139.597	-78.1214	79.0388	-120.566	-114.477	50.3371	-183.953	82.8322	79.0276	-145.012	37.7786	60.8038	-86.6048	-339.259	857.734	-436.857	-399.134	480.042	-387.702	-432.138	421.023	-388.982	-371.548	399.672	-351.198	-512.5	76.5826	-342.178	-565.986	57.2139	-292.584	-360.105	33.1787	-306.025	-403.215	23.5673	-381.083
0.053	-212.479	925.247	-123.141	-230.935	928.203	-400.641	-407.351	977.399	-211.269	-411.379	982.337	-280.652	-314.764	1009.49	-434.963	-292.565	1007.14	-79.812	-301.167	855.219	-70.3614	-131.679	494.106	-98.5299	-131.05	436.026	-96.1102	-64.4697	439.283	-139.811	-56.7938	78.7969	-118.799	-93.2283	48.425	-181.335	103.661	83.6951	-146.019	60.1794	64.5788	-86.3348	-331.638	856.962	-435.977	-395.151	480.195	-387.55	-428.603	421.435	-388.58	-368.03	399.375	-351.184	-512.106	77.4439	-342.092	-565.737	58.5895	-292.647	-360.115	33.0258	-306.09	-403.329	23.5219	-381.021
0.06	-204.209	923.904	-122.52	-223.299	927.342	-400.041	-399.526	976.393	-210.62	-403.418	981.158	-279.626	-307.368	1008.65	-434.399	-284.494	1005.49	-79.0474	-293.215	853.664	-70.0692	-126.101	491.612	-98.3935	-123.592	433.821	-95.9417	-57.1017	438.513	-140.403	-36.6721	79.5167	-116.997	-72.8021	47.6039	-178.533	123.154	88.8864	-146.792	81.2049	68.553	-86.8683	-324.596	856.623	-435.753	-391.008	480.335	-387.395	-425.047	421.746	-388.422	-364.443	399.119	-351.149	-511.532	78.4006	-341.723	-565.367	60.3336	-292.305	-360.055	32.9967	-306.142	-403.398	23.4739	-380.937
0.067	-195.791	922.631	-122.027	-215.619	926.463	-399.421	-391.192	975.077	-209.598	-395.437	980.015	-278.868	-299.684	1007.61	-433.61	-276.749	1004.25	-78.1517	-285.211	852.125	-69.7545	-120.521	489.108	-98.2088	-116.118	432.032	-95.6017	-50.0055	437.96	-141.128	-17.4634	80.2593	-115.011	-53.8056	46.5994	-176.412	141.351	94.0361	-147.664	100.917	72.9359	-86.8422	-317.546	856.232	-435.593	-386.596	480.427	-387.182	-421.129	422.127	-388.132	-360.587	398.849	-351.103	-510.934	79.8726	-341.769	-564.821	62.1853	-291.799	-359.993	32.9474	-306.197	-403.424	23.3777	-380.86
0.073	-187.328	921.518	-121.52	-207.95	925.685	-398.682	-383.097	973.869	-208.882	-387.331	979.016	-277.997	-291.832	1006.78	-432.687	-268.387	1002.72	-77.3457	-277.253	850.705	-69.5191	-114.745	486.88	-97.9012	-108.714	430.396	-95.3128	-43.1773	437.45	-141.893	0.41306	81.4612	-113.498	-35.8109	46.7014	-173.729	158.377	98.894	-148.47	119.309	77.3516	-86.893	-310.21	855.866	-434.923	-381.846	480.453	-386.994	-417.305	422.713	-388.231	-356.582	398.549	-351.177	-510.38	80.908	-341.794	-564.412	63.6194	-291.791	-359.95	32.9147	-306.26	-403.426	23.3789	-380.851
0.08	-178.765	920.555	-121.09	-200.073	924.896	-397.914	-374.88	972.788	-207.84	-379.209	977.906	-276.928	-283.946	1006.04	-431.734	-259.636	1001.36	-76.7868	-268.808	849.286	-69.1048	-108.859	484.888	-97.4248	-101.349	429.076	-95.0062	-36.5408	436.952	-142.569	17.0998	82.7595	-112.346	-18.974	46.0635	-171.557	174.12	103.486	-148.912	136.661	80.9799	-87.2644	-302.734	855.33	-434.267	-376.968	480.404	-386.924	-412.521	422.654	-387.678	-352.492	398.145	-351.299	-509.782	82.0933	-342.035	-563.923	65.1786	-291.983	-359.893	32.8881	-306.31	-403.404	23.332	-380.841
0.087	-170.103	919.68	-120.866	-192.141	924.1	-397.228	-366.488	971.606	-206.876	-371.122	976.927	-275.874	-275.968	1005.18	-430.784	-251.406	1000.06	-75.8147	-260.403	848.074	-68.7438	-102.838	483.218	-96.9638	-94.2865	427.822	-94.4637	-29.6793	436.314	-142.694	32.822	83.8701	-111.82	-3.67963	46.3218	-170.542	188.827	107.417	-149.813	152.22	84.4921	-87.4436	-295.037	854.713	-433.533	-371.745	480.317	-386.89	-408.241	423.116	-387.95	-348.093	397.727	-351.246	-509.182	83.3266	-342.464	-563.452	67.2748	-292.328	-359.865	32.8439	-306.379	-403.399	23.1979	-380.769
0.093	-161.368	918.903	-120.631	-184.105	923.306	-396.586	-358.195	970.643	-205.949	-362.967	975.894	-274.905	-267.754	1004.35	-429.624	-242.114	998.656	-75.0412	-251.997	846.919	-68.3261	-96.3214	481.669	-96.528	-87.2273	426.493	-93.9425	-22.8117	435.719	-142.397	46.3864	84.8932	-111.382	10.2259	46.3092	-169.908	201.55	110.407	-149.656	166.085	86.6005	-87.5075	-287.425	854.179	-432.885	-366.366	480.245	-386.945	-403.281	423.24	-387.899	-343.561	397.314	-351.209	-508.335	84.6046	-342.803	-562.845	69.318	-292.537	-359.842	32.8199	-306.463	-403.293	23.1776	-380.84
0.1	-152.727	918.137	-120.397	-176.045	922.485	-396.045	-349.639	969.492	-204.671	-354.564	974.903	-273.763	-259.675	1003.78	-428.694	-233.142	997.515	-74.3445	-243.304	845.903	-67.6893	-89.0054	480.278	-96.0948	-80.2739	424.818	-93.409	-15.4803	435.151	-141.872	58.0382	85.1177	-111.158	22.4555	46.1285	-169.892	213.035	112.551	-149.58	177.886	87.7812	-87.6044	-279.557	853.765	-431.947	-360.653	480.184	-387.097	-398.251	423.449	-388.267	-338.744	396.865	-351.454	-507.543	85.958	-343.224	-562.241	71.572	-293.17	-359.82	32.7916	-306.534	-403.218	23.1534	-380.869
0.107	-144.068	917.379	-120.213	-167.81	921.655	-395.381	-341.343	968.781	-203.451	-346.238	974.101	-272.622	-251.485	1003	-427.731	-223.712	996.255	-72.1877	-234.71	844.838	-67.0422	-81.299	479.042	-95.4693	-73.0255	423.335	-93.0383	-7.78061	434.426	-141.129	67.8843	84.3877	-111.145	32.8039	45.5404	-170.262	222.914	113.488	-149.258	187.85	87.8187	-87.6732	-271.79	853.414	-431.334	-354.807	480.155	-387.297	-392.961	424.029	-388.505	-333.753	396.476	-351.728	-506.626	87.5798	-343.799	-561.636	73.9068	-294.034	-359.811	32.7604	-306.601	-403.109	23.0806	-380.912
0.113	-135.425	916.649	-120.041	-159.565	920.833	-394.803	-332.945	967.959	-202.441	-337.773	973.2	-271.652	-243.092	1002.36	-426.569	-214.216	995.162	-71.379	-225.98	843.997	-66.2071	-73.2637	478.142	-95.1119	-65.2793	422.05	-92.6786	0.45949	433.561	-140.447	76.0771	82.9969	-111.167	41.1064	44.5763	-170.82	231.021	112.982	-149.005	195.974	86.744	-87.6707	-263.953	853.016	-430.754	-348.643	480.158	-387.564	-387.38	424.278	-388.71	-328.531	396.122	-352.065	-505.662	89.3086	-344.592	-560.818	76.3713	-294.648	-359.807	32.7394	-306.692	-402.692	22.9703	-381.028
0.12	-126.758	915.945	-119.707	-151.072	919.937	-394.252	-324.469	967.267	-201.368	-329.253	972.356	-270.537	-234.79	1001.63	-425.632	-205.021	994.267	-70.4392	-217.284	843.289	-65.1714	-64.5704	477.524	-94.7336	-56.8257	421.101	-92.2824	8.96258	432.607	-139.906	81.9701	81.124	-111.138	47.6125	42.9768	-170.9	236.724	110.798	-148.685	202.41	84.6105	-87.8932	-255.511	852.485	-429.578	-342.112	480.101	-387.853	-381.565	424.446	-389.235	-323.007	395.736	-352.389	-504.474	91.2558	-345.434	-559.977	79.5456	-295.496	-359.818	32.7135	-306.787	-402.772	23.0295	-381.058
0.127	-118.012	915.175	-119.181	-142.571	919.006	-393.513	-315.742	966.478	-199.968	-320.609	971.587	-269.449	-226.141	1000.79	-424.45	-196.02	993.446	-69.2792	-208.576	842.763	-64.3137	-55.1087	477.052	-94.4772	-47.8966	420.553	-92.1271	17.6973	431.6	-139.508	87.2369	78.9371	-111.785	52.2089	41.1736	-171.236	241.848	107.289	-148.783	207.467	81.2658	-87.8765	-247.273	852.056	-428.675	-335.375	480.061	-388.123	-375.394	424.458	-389.559	-317.263	395.27	-352.591	-503.293	93.3764	-346.662	-559.057	82.3551	-296.733	-359.823	32.7014	-306.881	-402.533	23.0757	-381.126
0.133	-109.735	914.766	-118.331	-133.936	918.114	-392.782	-307.223	965.749	-199.157	-311.848	970.703	-268.413	-217.591	1000.02	-423.526	-187.034	992.635	-68.1904	-200	842.351	-63.4245	-45.1496	476.872	-94.3588	-38.5781	420.004	-91.9401	26.5473	430.411	-139.357	90.407	76.4223	-111.658	55.3406	39.1545	-171.704	246.607	102.577	-149.676	210.85	77.2031	-88.2688	-238.816	851.579	-427.934	-328.383	480.025	-388.582	-368.798	425.002	-389.964	-311.177	394.815	-353.147	-501.952	95.4024	-347.709	-558.062	85.4294	-298.425	-359.835	32.6699	-306.975	-402.303	23.1428	-381.269
0.14	-100.289	913.839	-117.383	-125.047	917.141	-392.016	-298.208	965.004	-197.716	-302.935	969.818	-267.33	-208.802	999.143	-422.425	-178.081	991.971	-67.2016	-189.695	842.058	-62.4283	-34.7953	476.693	-94.4577	-29.2737	419.298	-91.8916	35.2314	429.158	-139.289	92.8851	73.4824	-112.123	56.7064	37.8403	-171.809	249.32	96.9308	-150.292	213.007	72.2473	-88.8466	-230.192	850.989	-427.093	-320.936	479.881	-388.931	-362.164	425.244	-390.764	-304.839	394.352	-353.44	-500.124	97.5459	-349.023	-556.691	89.1418	-299.192	-359.827	32.6477	-307.079	-402.158	23.2536	-381.612
0.147	-91.1625	913.127	-116.206	-116.065	916.091	-391.136	-289.187	963.931	-196.9	-293.901	968.845	-266.397	-200.108	998.267	-421.566	-169.237	991.278	-66.222	-180.259	841.671	-61.4904	-24.3644	476.473	-94.2623	-19.9428	418.73	-91.6379	43.76	427.68	-139.421	94.1664	70.1516	-112.808	57.4822	35.9206	-172.034	251.083	90.8741	-151.17	214.495	66.9788	-89.5749	-221.031	850.294	-425.73	-313.237	479.756	-389.333	-354.978	425.506	-391.24	-298.163	393.801	-353.975	-498.526	100.159	-349.705	-555.304	92.6603	-300.681	-359.806	32.6312	-307.183	-401.611	23.144	-380.922
0.153	-81.9488	912.493	-114.883	-106.958	915.136	-390.256	-280.176	963.031	-195.697	-284.912	967.956	-265.356	-191.047	997.306	-420.468	-160.534	990.671	-65.1381	-170.972	841.239	-60.4749	-13.9413	476.021	-93.9594	-10.7273	417.752	-91.5827	52.2336	425.975	-139.582	94.6314	67.2188	-113.623	58.3537	36.1857	-172.13	252.619	83.7006	-151.896	215.655	60.6766	-90.3246	-212.409	849.746	-425.059	-305.194	479.569	-389.987	-347.984	425.765	-392.355	-291.195	393.195	-354.631	-496.716	102.613	-350.812	-553.649	96.5965	-302.193	-359.774	32.6014	-307.265	-401.312	23.26	-380.891
0.16	-72.6785	911.817	-113.552	-97.6685	914.173	-389.231	-271.361	962.253	-194.995	-275.883	967.216	-264.072	-181.943	996.337	-419.536	-151.696	990.061	-63.9547	-161.649	840.848	-59.3564	-4.0606	475.212	-93.3729	-2.24295	416.794	-91.0528	60.5468	424.637	-139.539	96.5108	66.4226	-114.903	61.2583	38.3664	-172.521	256.781	75.4382	-152.524	218.645	53.968	-90.5446	-203.153	849.083	-423.683	-296.788	479.406	-391.035	-339.819	425.846	-392.693	-283.865	392.537	-355.173	-494.55	105.439	-352.557	-551.601	100.567	-303.046	-359.719	32.5659	-307.324	-401.015	23.4652	-380.825
