Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-4.62587	10.4734	-2.34121	0.36051	4.91072	-3.11852	-4.16235	-3.28543	19.2456	-0.754627	-9.14812	19.2551	2.08871	-28.8743	6.43591	5.0469	-15.3506	3.98461	4.29333	15.2004	4.02091	-2.13214	13.336	3.09053	7.48237	8.69785	20.8819	2.80309	6.60942	20.9722
1	-4.55556	10.7323	-2.36612	0.474217	5.14136	-3.16455	-4.09762	-2.98618	19.0792	-0.58003	-8.95996	19.2803	2.35762	-28.6356	7.74497	5.00397	-14.8812	5.5175	3.91193	14.6484	3.82867	-2.40559	13.0002	2.8183	7.4193	8.33059	19.0281	2.84775	5.97873	19.152
2	-4.46196	11.0073	-2.36273	0.601143	5.37626	-3.13097	-4.00556	-2.65581	18.7367	-0.37973	-8.67464	19.3019	2.68449	-28.6977	8.81587	5.00115	-14.6164	7.05142	3.41579	13.968	3.14126	-2.73683	12.4036	2.02618	7.43327	8.2973	16.7015	3.00294	5.64476	16.7195
3	-4.32525	11.2732	-2.33299	0.755963	5.58709	-3.02612	-3.87448	-2.27438	18.2624	-0.13863	-8.276	19.3213	3.05056	-28.997	9.66919	5.03274	-14.5811	8.51439	2.89585	13.2118	2.03814	-3.16242	11.5145	0.816767	7.54445	8.48175	14.0232	3.15741	5.66962	13.8344
4	-4.13401	11.4874	-2.30064	0.94952	5.74321	-2.87949	-3.70035	-1.85326	17.7569	0.141073	-7.79496	19.3638	3.43684	-29.2633	10.5079	5.06475	-14.5795	9.97865	2.44386	12.4568	0.923435	-3.63561	10.3955	-0.41664	7.65828	8.61754	11.3178	3.18217	5.89281	10.8825
5	-3.8923	11.6048	-2.29162	1.17779	5.82395	-2.73889	-3.48731	-1.45344	17.3389	0.431903	-7.30786	19.4555	3.84495	-29.222	11.5667	5.09477	-14.3601	11.5947	2.02833	11.7706	0.222495	-4.07552	9.19374	-1.30054	7.59437	8.51571	8.88651	3.03565	6.06968	8.19679
6	-3.61226	11.596	-2.32596	1.43186	5.81575	-2.65618	-3.22296	-1.15518	17.037	0.72089	-6.90727	19.5753	4.26534	-28.8423	12.8804	5.1503	-13.8525	13.4151	1.44703	11.2409	0.10421	-4.54224	8.11889	-1.70248	7.14855	8.18899	6.85243	2.68027	6.05486	5.8863
7	-3.30377	11.4541	-2.43653	1.71012	5.70176	-2.67186	-2.86808	-1.04505	16.7216	1.04266	-6.66844	19.6218	4.64039	-28.2576	14.2551	5.23053	-13.1607	15.3008	0.581505	10.9474	0.519655	-5.2307	7.3574	-1.624	6.27601	7.77033	5.25735	2.01026	5.85528	3.98468
8	-2.96741	11.1862	-2.65393	2.02215	5.47364	-2.79981	-2.38536	-1.1706	16.2093	1.46179	-6.63755	19.454	4.90146	-27.5859	15.4533	5.28365	-12.4297	17.0077	-0.439035	10.9145	1.30695	-6.19489	6.9983	-1.13224	5.17224	7.36705	4.08804	1.03924	5.56254	2.52855
9	-2.59443	10.816	-2.95724	2.37962	5.13618	-3.01855	-1.7689	-1.4897	15.4297	2.02385	-6.81313	18.9873	5.02384	-26.9232	16.3512	5.24694	-11.7416	18.366	-1.40502	11.1224	2.29268	-7.24358	7.00983	-0.32738	4.08106	7.01497	3.26665	-0.02538	5.26598	1.51308
10	-2.17883	10.3842	-3.27933	2.78285	4.69709	-3.28233	-1.04869	-1.89901	14.4541	2.72106	-7.11154	18.2432	5.03057	-26.3859	16.9459	5.10584	-11.1195	19.3528	-2.1367	11.5277	3.34354	-8.12281	7.25615	0.69058	3.19062	6.73717	2.70821	-0.94505	5.02945	0.87685
11	-1.73246	9.91923	-3.55775	3.21927	4.17607	-3.53471	-0.27886	-2.28831	13.4051	3.49692	-7.41036	17.321	4.96743	-26.0435	17.2987	4.90093	-10.5719	20.0225	-2.5515	12.0583	4.36407	-8.6918	7.57973	1.80544	2.5872	6.55237	2.33531	-1.59001	4.8853	0.518
12	-1.28794	9.43304	-3.76856	3.66953	3.60826	-3.72367	0.483845	-2.58748	12.3629	4.28125	-7.64107	16.3352	4.87014	-25.8672	17.4788	4.68099	-10.1043	20.4349	-2.67889	12.6254	5.30164	-8.96204	7.90163	2.90134	2.24984	6.45057	2.0819	-1.96662	4.82319	0.32845
13	-0.88924	8.94618	-3.91134	4.10599	3.03025	-3.82276	1.18972	-2.78672	11.3508	5.01587	-7.81048	15.3573	4.74914	-25.7826	17.5302	4.47213	-9.72049	20.6322	-2.60487	13.1619	6.14222	-9.02653	8.23324	3.90986	2.10144	6.40053	1.9018	-2.15402	4.81178	0.229697
14	-0.58707	8.49221	-3.98913	4.48877	2.47569	-3.8363	1.78769	-2.94006	10.3652	5.65357	-7.95683	14.3985	4.59606	-25.6762	17.4754	4.28189	-9.40676	20.636	-2.43117	13.6062	6.89077	-8.98721	8.59821	4.80674	2.05183	6.37402	1.76119	-2.23959	4.82492	0.174073
15	-0.424965	8.09624	-4.00634	4.77178	1.96701	-3.79121	2.23727	-3.12922	9.39618	6.155	-8.12753	13.4326	4.39647	-25.4005	17.3303	4.10126	-9.08505	20.4649	-2.23883	13.877	7.55921	-8.91476	8.96253	5.58886	2.03741	6.36032	1.63791	-2.28382	4.85011	0.134567
16	-0.4167	7.76103	-3.96339	4.91926	1.50429	-3.71754	2.53259	-3.37934	8.43904	6.49567	-8.36938	12.4337	4.14799	-24.8964	17.0992	3.90916	-8.63188	20.1514	-2.06945	13.9303	8.15759	-8.84167	9.25107	6.26517	2.03122	6.36119	1.52017	-2.31401	4.88654	0.0987
17	-0.54437	7.47703	-3.85609	4.91845	1.07387	-3.63181	2.69446	-3.64235	7.49324	6.67117	-8.69257	11.3947	3.87188	-24.2544	16.7711	3.69493	-7.97873	19.7289	-1.92945	13.8107	8.69077	-8.77748	9.41254	6.85075	2.0298	6.37822	1.40326	-2.33761	4.93589	0.06191
18	-0.77159	7.23235	-3.69344	4.78492	0.661933	-3.53686	2.75526	-3.87513	6.54474	6.70045	-9.07003	10.3215	3.59284	-23.6324	16.3275	3.46765	-7.15665	19.2151	-1.79943	13.6397	9.15785	-8.72233	9.4599	7.36195	2.04169	6.41098	1.28721	-2.35529	4.99457	0.02319
19	-1.05154	7.0057	-3.50929	4.56061	0.25529	-3.43189	2.75777	-4.06835	5.55326	6.6277	-9.45633	9.22051	3.32468	-23.172	15.7453	3.24902	-6.26252	18.6123	-1.65043	13.5638	9.55081	-8.67319	9.45385	7.81175	2.07859	6.45954	1.17337	-2.36592	5.05655	-0.01698
20	-1.3303	6.77657	-3.34558	4.3025	-0.157957	-3.31837	2.75245	-4.25174	4.47397	6.51304	-9.81731	8.09477	3.07364	-22.912	15.0074	3.05716	-5.40488	17.9193	-1.46785	13.6669	9.86064	-8.62605	9.47291	8.21029	2.14914	6.52325	1.06217	-2.36985	5.11883	-0.0590567
21	-1.562	6.53703	-3.22504	4.06008	-0.590333	-3.20526	2.78362	-4.44666	3.2885	6.40658	-10.1266	6.93459	2.84428	-22.7969	14.1158	2.90509	-4.65702	17.1355	-1.25697	13.9245	10.0869	-8.57888	9.57147	8.5647	2.25526	6.59871	0.953385	-2.37053	5.18063	-0.104797
22	-1.72362	6.28298	-3.15261	3.86095	-1.04895	-3.10981	2.87506	-4.63743	2.00468	6.33277	-10.3702	5.71933	2.63425	-22.7231	13.0976	2.79728	-4.02813	16.2658	-1.03053	14.2279	10.2407	-8.52936	9.75241	8.87911	2.39114	6.68201	0.84749	-2.37149	5.24097	-0.15568
23	-1.81471	6.00393	-3.1124	3.71289	-1.53281	-3.03855	3.02557	-4.78826	0.6588	6.29542	-10.5604	4.44554	2.43722	-22.5761	11.9966	2.72526	-3.46163	15.3258	-0.804785	14.4403	10.3418	-8.47531	9.97135	9.15496	2.54573	6.77456	0.745665	-2.37287	5.29883	-0.2119
24	-1.85132	5.69273	-3.07425	3.60998	-2.04164	-2.97871	3.21541	-4.90669	-0.70083	6.28485	-10.7124	3.1366	2.24458	-22.2857	10.8493	2.6817	-2.8823	14.3378	-0.5888	14.5026	10.4045	-8.41757	10.1676	9.39363	2.71199	6.88329	0.647865	-2.36979	5.35368	-0.27153
25	-1.86157	5.34834	-3.01687	3.53708	-2.57981	-2.91011	3.41432	-5.03135	-2.04648	6.27985	-10.8157	1.82483	2.05145	-21.8749	9.67028	2.67226	-2.26565	13.3235	-0.373025	14.4652	10.4321	-8.35539	10.31	9.60182	2.89183	7.02131	0.55184	-2.35478	5.40728	-0.33067
26	-1.87988	4.96988	-2.93262	3.4777	-3.14253	-2.82128	3.58538	-5.19079	-3.37566	6.25586	-10.8694	0.530653	1.86283	-21.4292	8.45768	2.70626	-1.62592	12.2981	-0.14133	14.4252	10.4215	-8.28368	10.4008	9.78876	3.08845	7.20467	0.453785	-2.32079	5.46673	-0.38639
27	-1.92832	4.55834	-2.82615	3.42376	-3.71178	-2.70642	3.70155	-5.38363	-4.70228	6.19759	-10.9045	-0.736753	1.69793	-21.044	7.20065	2.7879	-0.975647	11.2693	0.10884	14.4571	10.3724	-8.19334	10.4558	9.96094	3.29801	7.45017	0.35148	-2.26106	5.5407	-0.439043
28	-2.00205	4.127	-2.70996	3.37528	-4.26748	-2.56731	3.76511	-5.60038	-6.04165	6.10441	-10.9608	-1.97849	1.57966	-20.7821	5.8946	2.91221	-0.327313	10.2424	0.367025	14.5865	10.2857	-8.07261	10.496	10.1241	3.515	7.77107	0.24056	-2.17076	5.63753	-0.490633
29	-2.08351	3.69344	-2.59199	3.33611	-4.79588	-2.4149	3.7951	-5.8422	-7.39213	5.98741	-11.0533	-3.20427	1.51966	-20.6424	4.56121	3.06928	0.28774	9.224	0.634825	14.7982	10.1697	-7.91313	10.5428	10.2872	3.74709	8.16423	0.117855	-2.04977	5.76596	-0.543293
30	-2.16059	3.26103	-2.47503	3.31068	-5.29783	-2.26185	3.80287	-6.09781	-8.73651	5.85899	-11.1543	-4.42456	1.51917	-20.5627	3.24984	3.25425	0.824333	8.22513	0.92891	15.0314	10.0533	-7.71774	10.6076	10.4617	4.01035	8.61216	-0.006835	-1.90415	5.93263	-0.599917
31	-2.22653	2.82381	-2.36043	3.30192	-5.77838	-2.11431	3.7908	-6.34432	-10.0474	5.72823	-11.2329	-5.63983	1.57044	-20.4766	2.02433	3.46308	1.24959	7.2634	1.25208	15.2289	9.97709	-7.49604	10.6982	10.6599	4.29831	9.08539	-0.12381	-1.74398	6.13676	-0.66433
