Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	7.63	221.86	18.77	2095.73	0	1155.53	8278.89	-0	-0	-0	2149	0	1465.7	-0
2	17.01	258.79	33.49	2083.95	0	1153.54	1351.84	-1.68	-30.82	5.42	2639.92	0	1548.89	8853.08
3	8.01	239.26	21.29	2082.16	0	1157.87	7134.47	11.44	-22.28	7.17	2737.19	0	1573.73	9226.55
4	11.83	269.93	21.51	2082.22	0	1144.73	4093.75	-0.61	-36.93	-0.61	2637.68	0	1698.62	8850.85
5	15.79	276.64	29.6	2092.22	0	1153.53	5696.3	1.83	-27.01	0.61	2391.49	0	1641.98	2650.55
6	-0.15	277.1	21.59	2034.89	0	1152.13	7876.98	8.62	-32.2	4.43	2579.58	0	1624.88	9418.09
7	18.23	316.47	29.98	2085.35	0	1148.94	-378.05	-0.69	-32.2	3.74	2735.58	0	1626.39	10811
8	6.48	298.92	16.71	2048.51	0	1148.53	11522.9	6.87	-30.98	4.35	2443.7	0	1592.06	4104.28
9	9.16	343.17	31.05	2063.63	0	1145.02	1449.27	-0.76	-37.99	3.59	2611.55	0	1588.81	8761.67
10	8.47	331.57	23.27	2025.08	0	1156.06	5083	6.26	-23.8	4.5	2568.13	0	1681.83	10744.7
11	14.72	373.08	28.99	2061.04	0	1142.43	5683.24	3.51	-42.11	2.37	2488.33	0	1581.95	4108.4
12	14.8	366.97	22.51	2040.96	0	1150.32	3296.17	-0	-0	-0	2149	0	1465.7	-0
13	13.81	392.76	30.29	2013.79	0	1152.3	5970.24	1.6	-37.54	1.45	2623.97	0	1590.23	901.2
14	22.89	417.33	31.2	2044.27	0	1143.96	3157.4	9.31	-21.21	5.04	2445.29	0	1687.15	11229.3
15	15.79	426.79	25.48	2016.09	0	1144.86	4569.92	-2.14	-40.13	5.34	2542.57	0	1616.4	13120
16	22.74	455.78	39.06	1999.4	0	1151.37	1933.02	6.94	-24.72	-0	2657.13	0	1619.19	133.14
17	36.01	455.63	32.42	2023.39	0	1146.61	4076.06	2.37	-33.42	4.43	2606.84	0	1629.09	12178.3
18	24.26	499.11	40.28	2002.04	0	1144.8	3515.14	9.31	-29.45	9.16	2380.01	0	1582.28	10554.9
19	41.81	499.11	36.93	1997.18	0	1151.2	3763.82	-1.75	-27.77	1.22	2638.96	0	1636.61	4255.78
20	40.44	537.57	40.59	2003.12	0	1140.81	2794.37	5.72	-37.54	-0.69	2641.84	0	1644.95	7159.86
21	38.07	536.04	39.06	1978.56	0	1148.83	4576.59	1.22	-27.31	2.52	2669.56	0	1645.86	3653.24
22	62.56	569	40.44	1997.44	0	1142.78	4793.29	5.42	-35.71	10.3	2603.99	0	1516.34	15791.4
23	46.62	586.24	49.21	1957.32	0	1147.37	3731.85	-0	-0	-0	2149	0	1465.7	-0
24	73.62	595.4	43.95	1986.27	0	1144.21	894.5	-1.3	-35.4	0.46	2653	0	1636.31	1464.33
25	62.18	615.54	44.86	1946.4	0	1145.43	7271.82	14.8	-25.94	6.87	2520.44	0	1637.08	12842.1
26	84.38	637.36	54.93	1966.14	0	1147.31	-23.8	-3.28	-34.03	-1.45	2660.31	0	1651.04	6309.95
27	90.03	655.36	52.03	1953.65	0	1141.53	1108.74	11.75	-28.23	1.83	2185.46	0	1649.62	394.71
28	90.71	666.81	55.39	1939.55	0	1147.53	1685.76	-1.75	-35.1	2.44	2821.92	0	1648.96	12768.5
29	114.29	684.66	55.01	1957.54	0	1143.31	96.76	8.09	-34.79	4.12	2494.64	0	1553.41	3885.24
30	94.6	693.51	60.73	1914.1	0	1146.67	4679.46	5.87	-31.13	7.86	2375.58	0	1578.69	7358.46
31	130.16	712.28	61.95	1944.29	0	1145.73	-2437.22	-2.9	-33.42	-0.46	2780.9	0	1707.76	11564.1
32	114.14	717.77	56.38	1915.16	0	1144.74	3583.8	13.35	-32.65	3.51	2323.24	0	1568.07	886.95
33	131.91	723.57	62.03	1912.05	0	1146.57	945.9	-0.46	-35.4	1.83	2673.33	0	1632.49	9348.05
34	136.64	733.64	62.71	1903.71	0	1147.21	1157.35	7.71	-23.65	3.2	2436.37	0	1667.96	8208.05
35	137.71	744.48	64.01	1907.97	0	1147.22	982.98	2.75	-39.67	3.97	2457.19	0	1613.93	3832.83
36	156.86	749.97	57.98	1903.69	0	1144.83	-344.43	-0	-0	-0	2149	0	1465.7	-0
37	146.71	755.16	62.33	1883.96	0	1147.5	109.33	7.17	-29.3	6.56	2466.16	0	1558.21	4915.04
38	166.09	754.85	60.2	1892.85	0	1146.56	-213.46	1.07	-32.04	1.98	2703.74	0	1651.82	6425.44
39	158.84	758.97	60.04	1877.79	0	1148.34	-1740.54	3.59	-32.35	0.69	2500.17	0	1657.67	8671.47
40	170.06	754.55	59.97	1882.03	0	1148.34	-1546.76	4.2	-31.59	1.75	2445.07	0	1637.82	3311.78
41	172.2	747.22	52.72	1860.5	0	1146.9	454.67	4.27	-25.94	1.07	2785.35	0	1663.96	6775.98
42	170.44	744.93	59.81	1864.97	0	1150.67	-3645.65	3.36	-34.79	5.72	2605.45	0	1576.85	8631.52
43	186.31	720.21	51.8	1858.47	0	1149.72	3076.39	4.96	-22.28	2.29	2527.85	0	1676.34	5101.71
44	179.37	727.54	57.37	1846.99	0	1149	-3683.02	2.75	-41.05	4.96	2601.16	0	1596.29	11164.6
45	180.74	691.83	50.89	1837.13	0	1153.8	690.75	6.87	-25.94	0.84	2703.85	0	1633.21	-946.27
46	194.63	686.95	53.33	1847.3	0	1148.57	-9.36	1.68	-36.93	2.98	2613.61	0	1623.81	10428.4
47	180.74	658.42	50.05	1823.22	0	1154.08	-1036.06	9	-29.3	0.92	2252.72	0	1703.02	9576
48	193.63	638.43	48.75	1826.78	0	1152.87	469.77	-5.8	-30.52	-1.14	2711.85	0	1699.26	1445.01
49	185.62	615.54	47.23	1809.6	0	1154.04	-1134.67	-0	-0	-0	2149	0	1465.7	-0
50	189.13	579.07	39.75	1819.27	0	1155.94	486.44	-0	-0	-0	2149	0	1465.7	-0
51	192.34	571.9	39.44	1818.83	0	1150.49	478.63	-17.93	527.95	-34.18	2493.81	0	1275.36	891.92
52	178.3	534.36	29.75	1795.18	0	1151.73	4889.33	-70.5	511.32	123.06	2478.8	0	1301.91	35629.2
53	177.46	506.59	35.17	1822.69	0	1155.75	2897.72	-8.62	400.39	19.45	2448.37	0	1266.5	9084.4
54	183.49	454.1	33.87	1769.31	0	1159.8	-1049.71	-69.96	391.08	-48.68	2589.74	0	1264.68	-28271.8
55	176.01	412.29	20.9	1790.12	0	1160.26	137.42	-88.35	504.61	84.92	2431.74	0	1280.7	17209
56	156.86	392.3	16.94	1796.73	0	1159.47	10239	-93.54	501.86	81.33	2492.78	0	1298.62	36614.6
57	182.65	329.13	22.58	1735.77	0	1166.81	-2684.36	-156.86	550.08	-70.04	2450.16	0	1270.31	-24046.9
58	140.61	305.33	10.07	1793.64	0	1161.48	1975.38	-105.29	522.77	54.93	2510.43	0	1290.11	21070
59	137.1	255.28	-2.37	1749.11	0	1167.21	12197.4	-140.23	640.26	47.23	2443.24	0	1303.53	25461.1
60	155.33	224	14.34	1733.52	0	1169.78	-302.3	-141.6	621.8	-70.8	2495.15	0	1272.7	240.17
61	88.73	169.68	10.68	1756.84	0	1191.93	-7890.43	-137.94	677.19	-18.16	2452.97	0	1297.08	10470.5
