Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	22.43	144.96	-15.87	2663.53	0	1121.27	-2271.09	71.87	528.87	-32.35	2076.2	0	1308.47	10122.7
2	-9.46	140.99	-16.33	2347.56	0	1157.02	-5874.68	86.21	531.92	-25.63	2106.05	0	1318.85	13959
3	-0	-0	-0	2149	0	976.7	-0	82.63	525.21	-40.66	2121.55	0	1302.9	14832
4	3.2	167.85	-15.79	2655.1	0	1141.38	-3188.03	79.96	500.64	-28.46	2062.86	0	1308.43	11712.5
5	-33.19	172.27	-15.95	2328.84	0	1152.6	-2278.66	87.66	507.51	-24.11	2097.05	0	1318.93	13417
6	-17.17	177.61	12.51	2495.66	0	1209.84	7048.37	83.69	489.96	-39.06	2106.13	0	1297.2	14631.1
7	-16.86	185.09	-9.84	2619.44	0	1145.1	-813.78	85.22	478.67	-25.1	2066.97	0	1310.96	11838.2
8	-48.45	199.89	-16.17	2308.57	0	1147.18	-1317.49	80.72	474.4	-21.74	2083.72	0	1316.01	13364.9
9	-19.3	204.47	10.76	2519.82	0	1199.6	5573.96	88.96	461.58	-39.98	2114.57	0	1294.84	12283.6
10	-19.91	239.11	-4.27	2563.39	0	1139.94	-1432.54	79.12	443.42	-21.29	2044.52	0	1311.64	11184.4
11	-51.19	256.65	-4.81	2332.81	0	1159.55	111.73	84.61	442.35	-21.36	2086.64	0	1314.31	12668.2
12	-20.37	273.13	18.16	2549.33	0	1176.88	5844.68	84.3	425.87	-36.62	2097.26	0	1291.7	11232.2
13	-39.52	293.88	6.94	2494.75	0	1139.82	40.6	78.89	407.41	-21.06	2037.82	0	1308.02	12252
14	-68.59	306.24	10.53	2342.2	0	1162.84	2857.92	85.53	411.68	-20.98	2088.59	0	1313.01	12075.7
15	-39.06	301.82	13.89	2559.09	0	1166.27	6951.16	82.55	384.83	-32.42	2073.79	0	1288.62	12816.6
16	-60.04	322.57	2.82	2439.77	0	1136.5	-2909.44	80.87	374.15	-15.64	2034.95	0	1313.4	11925
17	-67.37	322.27	14.57	2392.46	0	1172.35	2146.11	78.96	367.13	-24.57	2073.84	0	1305.26	8175.45
18	-45.55	323.49	9.46	2534.44	0	1157.37	4358.28	85.53	345.76	-32.81	2071.42	0	1282.52	13008.7
19	-58.14	349.27	8.93	2427.81	0	1137.86	-1564.65	75.3	330.81	-13.66	2024.37	0	1309.56	11105.6
20	-64.01	329.59	27.69	2425.35	0	1180.68	6441.36	80.8	324.4	-23.5	2075.69	0	1299.34	8765.95
21	-50.43	348.21	14.42	2490.65	0	1148.21	3407.62	78.2	298.46	-28.84	2034.93	0	1277.93	11814.5
22	-57.22	354.16	15.34	2437.79	0	1147.75	-1595.85	73.7	294.8	-12.59	2022.11	0	1310.67	10202.9
23	-61.26	346.07	31.51	2430.82	0	1173.67	4866.62	77.51	277.25	-21.74	2067.72	0	1289.8	10152
24	-48.9	363.62	23.73	2478.37	0	1144.25	2555.46	71.41	256.35	-24.26	2017.94	0	1276.33	10999.8
25	-59.51	352.48	23.73	2435.04	0	1156.57	877.2	70.34	248.41	-11.75	2020.82	0	1305.35	9416.95
26	-56.46	369.26	38.45	2427.2	0	1159.02	3277.02	70.8	231.02	-23.96	2049.9	0	1276.33	9533.34
27	-48.29	364.99	34.64	2471.76	0	1149.94	4533.18	66.6	208.89	-20.68	2000.61	0	1266.93	11015.3
