Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	1.05289	4.66646	24.8066	1.55812	2.47194	23.4852	0.505243	-7.03711	45.182	2.36358	-7.96104	43.7732	-0.269489	-20.7515	2.98369	1.48105	-15.0885	2.55884	7.40828	14.7767	1.39573	-2.00704	9.30571	2.65939	9.17555	9.18894	21.5047	1.84854	10.9108	19.4818
1	1.19251	4.95964	24.9049	1.71077	2.80805	23.5655	0.529171	-6.73118	45.1309	2.42646	-7.93213	43.7618	-0.29278	-20.9396	4.02556	1.36434	-14.6213	3.86599	6.95192	14.2922	1.13727	-2.39966	9.04489	2.52808	9.01183	9.1505	19.8125	1.70146	10.2348	17.8185
2	1.38299	5.20938	25.0083	1.91988	3.1223	23.6199	0.61684	-6.43969	45.0453	2.52787	-7.86501	43.622	-0.280067	-20.9986	5.13677	1.2809	-14.0688	5.02425	6.36882	13.4705	0.0595314	-2.93915	8.46676	1.63473	9.05637	9.28187	17.187	1.62194	9.66967	15.4505
3	1.63181	5.37194	25.1258	2.19671	3.36334	23.6587	0.771427	-6.05705	44.9002	2.66366	-7.67798	43.3277	-0.196914	-21.1529	6.0142	1.27235	-13.5991	5.70178	5.81521	12.4094	-1.68859	-3.38793	7.55747	-0.0389725	9.34044	9.64437	14.111	1.75681	9.36142	12.7179
4	1.93695	5.40687	25.2461	2.53668	3.48337	23.6909	0.994371	-5.53141	44.7067	2.81873	-7.31935	42.906	-0.0190129	-21.4101	6.73345	1.37802	-13.2847	6.05009	5.60621	11.3319	-3.39086	-3.40558	6.4827	-1.88645	9.87988	10.0448	11.3091	2.23806	9.25325	10.1453
5	2.29771	5.29967	25.3292	2.93072	3.46451	23.7046	1.30462	-4.99153	44.5169	3.0099	-6.91277	42.4477	0.260451	-21.5068	7.62554	1.60697	-12.978	6.5383	5.63095	10.383	-4.42294	-3.09051	5.4289	-3.31783	10.3925	10.2401	9.06084	2.89037	9.18801	7.88772
6	2.70628	5.06105	25.3387	3.3605	3.31625	23.6787	1.73414	-4.63916	44.3812	3.28507	-6.66991	42.0552	0.58619	-21.2143	8.85227	1.88852	-12.5093	7.40627	5.44943	9.6114	-4.60983	-2.7655	4.52971	-4.10849	10.4433	10.1417	7.2999	3.41705	9.08754	5.9608
7	3.1355	4.72013	25.2651	3.79019	3.06622	23.6073	2.3007	-4.54749	44.2659	3.67077	-6.71812	41.7537	0.867971	-20.6385	10.2703	2.12801	-11.9634	8.53141	4.93624	9.04899	-4.11971	-2.68125	3.97619	-4.26781	9.99098	9.88655	5.99001	3.6256	8.97512	4.4642
8	3.54792	4.3255	25.1214	4.17783	2.7509	23.5036	2.98252	-4.59851	44.0377	4.15306	-7.0162	41.4671	1.05327	-20.1584	11.5884	2.27529	-11.612	9.65401	4.21284	8.78532	-3.27718	-2.97563	3.97565	-3.94188	9.25638	9.63618	5.05242	3.44136	8.86473	3.40559
9	3.90906	3.93578	24.9338	4.48685	2.41238	23.3906	3.71947	-4.59733	43.5621	4.68908	-7.38664	41.083	1.15167	-20.06	12.5583	2.33092	-11.5484	10.5818	3.4193	8.85871	-2.35726	-3.56045	4.4466	-3.30578	8.43656	9.43138	4.35813	2.96042	8.74145	2.68425
