Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2150	1013.82	1363.5	2166.13	1004.2	1060.61	1975.16	1011.75	1242.23	1978.75	1010.67	1161.12	NaN	NaN	NaN	NaN	NaN	NaN	2090.87	912.291	1402.39	2253.47	508.377	1344.56	2258.84	451.139	1351.98	2327.97	441.557	1308.6	2331.77	65.9173	1333.64	2283.43	48.1263	1282.3	2488.23	76.2126	1282.77	2451.38	49.8108	1350.78	2068.93	916.299	1021.18	1993.5	493.963	1074.33	1971.66	433.095	1072	2026.58	405.291	1116.69	1897.28	49.982	1120.93	1849.34	51.9459	1167.15	2057.81	28.0835	1172.9	2020.58	18.6575	1094.96
0.007	2150.49	1013.23	1363.97	2166.29	1003.51	1061.01	1975.5	1010.8	1242.83	1978.98	1009.68	1161.95	NaN	NaN	NaN	NaN	NaN	NaN	2090.59	911.43	1403.35	2253.38	507.441	1344.84	2258.44	450.123	1352.23	2328.05	440.945	1309.29	2331.16	64.8667	1333.74	2283.22	46.9109	1282.09	2488.28	75.4955	1283.81	2452.1	48.6533	1350.28	2068.81	915.637	1021.64	1991.72	493.73	1074.75	1969.41	432.949	1072.27	2024.95	406.071	1115.9	1891.96	50.4597	1120.84	1844.15	52.6118	1167.38	2052.49	28.017	1172.97	2015.07	18.7009	1095.06
0.013	2151.11	1012.61	1364.55	2166.31	1002.73	1061.35	1975.94	1009.9	1243.57	1979.28	1008.82	1162.59	NaN	NaN	NaN	NaN	NaN	NaN	2091.36	910.756	1403.84	2253.41	506.48	1345.14	2258.19	449.03	1352.46	2327.29	439.233	1309.42	2329.47	63.613	1333.53	2281.71	45.8062	1281.6	2486.67	74.3413	1284.88	2450.6	47.771	1350.91	2068.71	915.118	1021.96	1989.77	493.654	1075.09	1967.19	432.832	1072.76	2022.63	405.672	1116.26	1886.73	50.9422	1121.13	1838.92	53.4946	1167.69	2047.14	27.9736	1173.08	2009.6	18.7166	1095.19
0.02	2151.87	1011.92	1365.07	2166.51	1002.02	1061.78	1976.49	1008.94	1244.33	1979.68	1007.9	1163.38	NaN	NaN	NaN	NaN	NaN	NaN	2092.11	909.992	1404.4	2253.64	505.488	1345.41	2257.91	448.029	1352.74	2327.67	438.42	1310.04	2326.64	62.0796	1333.12	2279.41	44.8242	1280.65	2484.1	72.6533	1285.56	2447.58	45.751	1351.03	2068.69	914.336	1022.6	1988.18	493.431	1075.64	1964.99	432.788	1073.13	2020.2	405.37	1116.58	1881.37	51.6738	1121.39	1833.74	54.3745	1168.09	2041.8	27.9737	1173.1	2004.02	18.6776	1095.37
0.027	2152.78	1011.16	1365.67	2166.76	1001.27	1062.29	1977.07	1008.05	1245.18	1980.16	1007.02	1164.27	NaN	NaN	NaN	NaN	NaN	NaN	2092.91	909.148	1404.95	2253.83	504.473	1345.9	2257.67	446.802	1353.04	2327.39	437.082	1310.42	2322.85	60.352	1332.45	2276.1	43.946	1279.6	2480.87	70.2931	1286.52	2443.51	43.1155	1351.04	2068.63	913.715	1023.14	1986.6	493.261	1076.09	1963	432.86	1073.5	2018.13	404.983	1116.97	1876.15	52.3058	1121.8	1828.55	55.3089	1168.43	2036.41	27.8886	1173.21	1998.58	18.7765	1095.54
0.033	2153.72	1010.29	1366.26	2166.96	1000.64	1062.85	1977.82	1007.15	1246.12	1980.65	1006.2	1165.22	NaN	NaN	NaN	NaN	NaN	NaN	2093.8	908.312	1405.52	2254.01	503.404	1346.54	2257.28	445.508	1353.38	2326.83	435.234	1310.81	2318.24	58.4492	1331.62	2271.71	42.634	1278.58	2476.57	67.7186	1287.3	2438.46	40.7148	1351.43	2068.66	913.157	1023.62	1985.02	493.153	1076.53	1961.06	432.79	1073.98	2016.13	404.669	1117.26	1871.08	52.9351	1122.11	1823.47	56.2817	1168.83	2031.18	27.8679	1173.3	1993.14	18.8102	1095.74
0.04	2154.86	1009.32	1366.85	2167.05	999.822	1063.28	1978.7	1006.26	1247.11	1981.31	1005.33	1166.14	NaN	NaN	NaN	NaN	NaN	NaN	2094.75	907.414	1406.18	2254.08	502.181	1347.35	2256.79	444.047	1353.83	2326.11	433.074	1311.06	2312.87	56.4292	1330.96	2266.58	40.7689	1277.66	2471.67	64.5132	1287.75	2432.65	37.8043	1351.29	2068.78	912.635	1024.17	1983.77	492.946	1077.08	1959.2	432.776	1074.4	2011.94	402.142	1118.95	1866	53.7713	1122.48	1818.35	57.3667	1169.28	2025.86	27.8173	1173.38	1987.58	18.83	1095.94
0.047	2156.14	1008.3	1367.46	2167.22	999.037	1063.81	1979.63	1005.33	1248.1	1982.02	1004.6	1167.09	NaN	NaN	NaN	NaN	NaN	NaN	2096.9	906.63	1406.27	2254.06	500.73	1348.2	2255.96	442.312	1354.36	2324.53	430.476	1311.55	2306.97	54.3391	1330.03	2260.6	38.8886	1277.22	2465.76	60.962	1287.41	2426.56	34.8542	1351.03	2068.96	912.154	1024.76	1982.64	492.832	1077.51	1957.53	432.818	1074.74	2010.2	401.363	1119.66	1860.86	54.6077	1122.85	1813.25	58.5916	1169.75	2020.57	27.7859	1173.39	1982.08	18.7613	1096.18
0.053	2157.46	1007.26	1367.93	2167.44	998.372	1064.47	1980.53	1004.44	1249.13	1982.74	1003.77	1168.09	NaN	NaN	NaN	NaN	NaN	NaN	2097.99	905.792	1406.93	2253.77	499.11	1348.99	2254.94	440.483	1354.83	2323.98	428.705	1312.18	2301.37	52.4498	1329.34	2254.74	38.2681	1277.78	2460.32	56.5166	1287.34	2420.3	31.9588	1350.91	2069.16	911.735	1025.39	1981.64	492.719	1077.92	1955.99	432.856	1075.2	2008.76	400.962	1119.88	1855.77	55.5296	1123.27	1808.02	60.0931	1170.27	2015.28	27.7358	1173.45	1976.54	18.7841	1096.41
0.06	2158.78	1006.34	1368.24	2169.66	998.286	1064.99	1981.34	1003.6	1250.14	1983.48	1002.98	1169.16	NaN	NaN	NaN	NaN	NaN	NaN	2098.07	905.019	1408.21	2252.9	497.601	1349.62	2253.53	438.994	1355.38	2323.33	427.357	1313.13	2296.66	51.1175	1328.52	2250.33	38.9224	1277.43	2456.3	50.6086	1286.65	2415.15	28.5166	1351.21	2069.63	911.234	1026.25	1980.9	492.581	1078.42	1954.73	432.927	1075.64	2007.33	400.442	1120.06	1850.81	56.603	1123.58	1803	61.4945	1170.55	2009.82	27.738	1173.63	1971.1	18.8281	1096.57
