Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	194.85	473.02	14.34	1939.57	0	1127.06	884.24	-52.34	782.78	41.12	2604.57	0	1304.52	-11979.6
2	170.9	476.23	-18.62	1978	0	1110.16	2903.95	-106.58	811.46	300.06	2452.14	0	1307.89	75747.5
3	156.48	414.73	-15.56	1969.3	0	1119.36	19506.3	-30.67	736.54	100.4	2554.36	0	1325.77	24224.9
4	212.78	379.18	20.98	1924.78	0	1128.09	-8096.12	-149.38	688.02	-160.37	2518.4	0	1271.46	-118987
5	123.44	334.47	-30.59	1959.28	0	1112.46	6892.66	-72.4	658.72	189.97	2521.01	0	1321.49	57178.8
6	148.7	289.15	-26.09	1959.19	0	1121	20924.7	-105.21	672	126.65	2471.36	0	1322.9	29136.5
7	176.01	243.99	17.17	1893.22	0	1126.56	-3828.85	-72.48	505.22	-67.67	2592.91	0	1268.76	702.56
8	75.38	181.27	-7.71	1932.01	0	1133.1	946.42	-49.74	583.65	75.38	2448.87	0	1327.17	30206.2
9	121	173.19	-32.73	1976.31	0	1100.03	26961.4	-108.11	520.02	74.23	2517.48	0	1315.37	16608.2
10	76.68	103.61	11.9	1805.61	0	1153.32	2404.47	-55.39	540.16	-144.88	2505.77	0	1297.61	-7343.18
11	35.93	91.71	17.78	2020.27	0	1138.02	-8570.1	-101.09	576.93	-56.53	2450.71	0	1317.52	5433.5
12	28.31	83.62	-33.26	1846.78	0	1055.29	34184.2	-129.01	585.78	45.01	2506.44	0	1318.87	30844.1
13	-15.34	39.83	-1.37	1810.27	0	1191.04	10515	-104.98	632.17	-111.39	2470.16	0	1302.42	18346.1
14	27.39	68.51	32.5	1987.29	0	1108.86	-7947.48	-129.93	653.69	-87.74	2503.16	0	1311.2	6223.9
15	-0	-0	-0	2149	0	976.7	-0	-151.75	729.37	16.78	2458.26	0	1324.84	12889.2
16	-8.09	51.57	-17.47	2373.28	0	1077.73	4868.19	-104.22	734.56	-79.27	2465.82	0	1311.05	29581.9
17	-0	-0	-0	2149	0	976.7	-0	-135.96	818.48	-135.8	2476.34	0	1307.53	-3077.39
18	-0	-0	-0	2149	0	976.7	-0	-147.09	821.08	-11.6	2458.43	0	1320.73	17102.8
19	-0	-0	-0	2149	0	976.7	-0	-118.79	895.69	-57.98	2436.11	0	1320.34	37072.3
20	-1.07	-19.23	25.41	2538.72	0	856.74	6042.48	-149.92	884.09	-139.69	2470.9	0	1307.43	-12405
21	-9.46	17.24	-5.26	2904.49	0	1065.4	-3989.97	-134.58	935.82	-41.2	2434.26	0	1317.65	15178.9
22	-0	-0	-0	2149	0	976.7	-0	-142.97	928.34	-12.89	2439.59	0	1319.23	36875.1
