Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-1.45214	3.31992	5.46854	0.69637	-0.26648	4.48627	0.504417	-2.85833	24.5105	6.46011	-6.74693	23.3495	-0.602835	-20.0322	-0.482818	-0.469623	-18.571	-1.4407	-1.37059	6.92062	-0.223015	2.32918	9.08035	1.2968	1.37029	13.5503	18.8134	6.61558	16.5317	22.4286
1	-1.39854	3.45643	5.44282	0.8604	-0.11561	4.48141	0.69046	-2.81486	24.4739	6.55573	-6.68778	23.4616	-0.607742	-19.661	0.640515	-0.196243	-17.8502	0.162467	-1.68492	6.60749	-0.747908	1.98123	8.72254	1.27517	1.44042	13.2054	17.0791	6.81682	15.7489	20.7612
2	-1.30238	3.5744	5.38571	1.06846	0.04494	4.48022	0.922573	-2.74436	24.3834	6.73112	-6.53844	23.3196	-0.616233	-19.3269	1.85516	0.01928	-17.6472	1.34395	-2.21266	6.14436	-2.02807	1.42973	8.52661	0.503727	1.52521	12.949	14.447	7.02925	15.1675	18.4868
3	-1.14835	3.65938	5.26738	1.33493	0.2199	4.45735	1.19648	-2.60578	24.1606	7.0028	-6.28857	22.8401	-0.626015	-19.0277	2.99357	0.131903	-17.9294	1.89594	-2.89396	5.52041	-3.81591	0.69967	8.40228	-1.04924	1.54089	12.7674	11.2904	7.22032	14.8236	15.7205
4	-0.930602	3.69505	5.07637	1.65437	0.399143	4.39534	1.49299	-2.38948	23.7794	7.33266	-5.98375	22.0455	-0.593538	-18.6379	4.07241	0.17784	-18.2544	2.02514	-3.45487	4.709	-5.4927	-0.0905267	8.03451	-2.83812	1.53352	12.6151	8.25493	7.31186	14.6794	12.845
5	-0.658285	3.6714	4.8395	2.00143	0.561937	4.3096	1.79793	-2.15056	23.3308	7.65049	-5.74291	21.1375	-0.46249	-17.9817	5.29498	0.260543	-18.0787	2.25372	-3.80763	3.68918	-6.52033	-0.904513	7.13926	-4.1746	1.46762	12.4572	5.74327	7.14182	14.6607	10.1892
6	-0.35449	3.58793	4.61146	2.34887	0.689433	4.24156	2.12422	-1.98734	22.9926	7.90996	-5.69653	20.4022	-0.246063	-17.0323	6.83368	0.44113	-17.2327	2.94356	-4.16186	2.58332	-6.70181	-1.8689	5.84875	-4.74058	1.1637	12.2711	3.83985	6.52795	14.6363	7.91749
7	-0.0460717	3.44852	4.44136	2.68628	0.76651	4.22463	2.50604	-1.96378	22.8865	8.13628	-5.88037	19.9834	-0.029095	-16.0075	8.65098	0.682083	-16.0163	4.03511	-4.65247	1.66779	-6.15755	-3.05243	4.66901	-4.63424	0.603937	12.0548	2.51018	5.49276	14.4566	6.12658
8	0.246225	3.26745	4.34542	3.0263	0.78614	4.27096	2.95947	-2.07475	22.9526	8.41182	-6.20013	19.783	0.111133	-15.1979	10.5061	0.903017	-14.9594	5.20334	-5.27053	1.208	-5.18602	-4.35544	4.10425	-4.11816	-0.0895383	11.7962	1.62935	4.2658	14.0595	4.81954
9	0.507863	3.06968	4.31255	3.37607	0.75131	4.37173	3.45393	-2.25892	22.983	8.78462	-6.50077	19.5662	0.16419	-14.7353	12.0877	1.06834	-14.4207	6.12992	-5.92717	1.23293	-4.07626	-5.58613	4.25309	-3.39084	-0.782532	11.5082	1.03862	3.10266	13.557	3.91641
