Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-24.6874	981.142	-171.188	-0.17131	986.913	-369.479	-196.324	1007.35	-249.748	-187.309	1014.77	-336.49	-83.8784	1053.24	-436.248	-108.36	1042.05	-126.501	-112.086	868.286	-105.915	36.1118	514.325	-127.419	13.8077	469.314	-122.594	59.476	432.012	-161.615	-240.214	202.464	-157.787	-280.375	211.053	-202.187	-143.946	74.1811	-197.084	-179.186	87.9929	-134.922	-92.004	879.034	-455.19	-65.1187	494.997	-404.084	-73.8697	430.652	-403.419	-20.0998	416.882	-352.73	-136.762	70.7873	-323.474	-174.943	47.808	-285.301	29.3822	40.7781	-293.581	-15.2962	27.3783	-359.692
0.007	-19.589	981.439	-171.641	4.66863	986.749	-369.974	-191.307	1007.29	-249.924	-182.531	1014.78	-336.8	-78.956	1053.09	-436.574	-102.279	1042.52	-125.477	-106.723	868.669	-105.917	45.5712	515.487	-127.706	23.8165	470.229	-122.837	69.9765	433.757	-162.159	-224.241	197.65	-157.428	-265.024	205.015	-202.224	-124.435	72.6886	-197.706	-160.406	85.4581	-134.687	-87.6737	879.072	-455.461	-63.3179	494.593	-404.178	-72.3963	430.55	-403.578	-18.7139	416.589	-352.953	-136.723	70.8672	-323.41	-174.723	47.6394	-284.949	29.3601	40.7843	-293.608	-15.3213	27.3834	-359.715
0.013	-14.5345	981.649	-172.065	9.76051	986.805	-370.634	-186.393	1007.23	-250.259	-177.693	1014.86	-336.981	-74.1547	1053.02	-436.968	-97.2689	1042.66	-125.774	-101.929	869.08	-105.924	54.6079	517.018	-127.955	33.7573	470.878	-123.176	80.352	435.449	-162.755	-208.637	192.534	-157.787	-249.444	198.867	-202.312	-105.095	70.8181	-198.144	-140.814	82.2672	-135.381	-83.3376	879.106	-455.734	-61.495	494.421	-404.427	-70.9731	430.469	-403.702	-17.2845	416.167	-353.104	-136.675	70.9774	-323.385	-174.082	47.4697	-285.047	29.3221	40.7741	-293.692	-15.389	27.2863	-359.736
0.02	-9.41738	981.789	-172.441	14.4794	986.526	-371.123	-181.558	1007.14	-250.43	-172.857	1014.83	-337.014	-69.3635	1052.82	-437.32	-92.0214	1042.68	-126.108	-94.7165	869.451	-105.821	63.5423	518.234	-128.126	43.4037	471.547	-123.67	90.7296	437.31	-163.595	-192.477	187.352	-158.059	-233.886	192.639	-202.033	-85.5181	68.5755	-198.407	-121.302	79.3028	-135.824	-78.9262	879.106	-455.934	-59.602	494.223	-404.6	-69.4629	430.406	-403.836	-15.786	415.758	-353.37	-136.632	71.0757	-323.391	-174.047	47.6624	-285.013	29.3224	40.9162	-293.948	-15.4442	27.2725	-359.786
0.027	-3.80723	981.984	-172.287	19.0574	986.032	-371.225	-176.641	1006.9	-250.618	-168.103	1014.77	-337.189	-64.6425	1052.53	-437.628	-87.3506	1042.72	-126.392	-88.9715	869.635	-105.812	72.101	519.398	-128.241	52.7474	472.047	-124.062	100.734	438.876	-164.082	-176.116	181.9	-158.142	-217.928	186.033	-202.105	-65.6859	66.6262	-198.953	-101.688	76.5046	-136.208	-74.5721	879.068	-456.22	-57.6292	494.224	-404.869	-67.8859	430.104	-403.861	-14.1698	415.656	-353.967	-136.574	71.1456	-323.345	-174.035	47.8055	-284.945	29.3075	40.7471	-293.79	-15.4834	27.2568	-359.814
0.033	0.8431	981.909	-172.777	23.9472	985.767	-371.588	-171.727	1006.62	-250.722	-163.259	1014.64	-337.164	-59.9442	1052.24	-437.934	-82.2206	1042.53	-126.532	-83.4377	869.691	-105.732	80.5571	520.38	-128.489	62.0465	472.49	-124.437	110.461	440.191	-164.047	-159.59	176.351	-158.529	-201.603	179.219	-202.504	-45.6981	64.7394	-199.564	-81.8167	73.0759	-136.7	-70.0345	879.025	-456.239	-55.5541	494.061	-405.016	-66.2469	430.146	-404.05	-12.5844	415.291	-354.121	-136.502	71.2677	-323.278	-174.027	47.9171	-284.893	29.3006	40.8648	-294.037	-15.5239	27.2039	-359.812
0.04	5.69423	981.816	-173.253	28.9259	985.734	-372.213	-166.877	1006.23	-250.717	-158.387	1014.47	-337.132	-55.4168	1051.93	-438.225	-76.576	1042.15	-126.617	-77.8249	869.755	-105.69	88.6671	521.309	-128.473	71.0157	472.842	-124.644	120.097	441.656	-164.29	-142.803	170.592	-159.136	-184.923	172.3	-202.848	-25.4368	62.9291	-200.087	-62.0109	70.1272	-137.163	-65.563	878.93	-456.403	-53.5261	493.842	-405.121	-64.5887	430.019	-404.191	-11.1106	414.856	-354.32	-136.92	71.5637	-323.421	-174.01	48.0388	-284.802	29.2921	40.8304	-294.067	-15.5456	27.2054	-359.813
0.047	10.4	981.593	-173.517	33.6171	985.33	-372.554	-161.952	1005.92	-250.738	-153.599	1014.27	-337.08	-50.7222	1051.6	-438.416	-71.9296	1041.84	-126.878	-72.9614	869.663	-105.622	96.594	522.028	-128.643	79.7991	473.167	-124.665	129.599	443.088	-164.438	-125.777	164.851	-159.417	-168.007	165.336	-203.532	-5.00472	61.3102	-200.983	-41.764	67.0612	-137.669	-61.093	878.866	-456.608	-51.4339	493.48	-405.218	-62.9051	429.872	-404.243	-9.45905	414.527	-354.376	-136.83	71.6618	-323.313	-174.006	48.17	-284.722	29.3435	40.7389	-293.877	-15.5943	27.1573	-359.809
0.053	15.2769	981.352	-173.83	38.4541	984.975	-372.788	-157.097	1005.59	-250.776	-148.799	1014.02	-337.104	-46.1307	1051.32	-438.457	-67.2998	1041.5	-127.047	-67.4979	869.464	-105.664	104.195	522.763	-128.627	88.2761	473.379	-124.898	138.724	444.404	-164.498	-108.59	159.099	-160.035	-150.739	158.249	-204.088	15.472	59.7548	-201.514	-21.8141	64.1715	-138.375	-56.6063	878.729	-456.826	-49.3436	493.227	-405.302	-61.143	429.717	-404.265	-8.2285	413.613	-354.181	-136.746	71.7819	-323.234	-173.999	48.2829	-284.696	29.4607	40.7721	-293.823	-15.6461	27.1106	-359.827
0.06	20.1459	981.036	-173.952	43.2022	984.61	-372.924	-152.267	1005.19	-250.715	-143.968	1013.75	-337.088	-41.5074	1051.04	-438.639	-62.3972	1041.08	-127.151	-62.2097	869.183	-105.59	111.602	523.336	-128.601	96.5498	473.365	-124.96	147.778	445.657	-164.517	-91.2015	153.339	-160.799	-133.269	151.256	-204.794	36.0139	58.036	-202.118	-1.52357	61.1451	-138.742	-52.0324	878.563	-456.978	-47.2239	493.256	-405.532	-59.432	429.619	-404.287	-6.37822	413.33	-354.548	-136.169	71.771	-323.013	-173.974	48.4241	-284.605	29.2444	40.8138	-293.834	-15.6743	27.0909	-359.808
