Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-10.99	269.62	-42.11	2448.16	0	1318.55	3988.74
2	-0	-0	-0	2149	0	976.7	-0	-11.83	264.43	-30.44	2422.71	0	1328.73	2135.8
3	-0	-0	-0	2149	0	976.7	-0	-5.49	260.16	-25.86	2432.03	0	1338.15	6124.44
4	-0	-0	-0	2149	0	976.7	-0	-15.34	239.41	-45.24	2391.7	0	1324.73	274.86
5	-0	-0	-0	2149	0	976.7	-0	-1.45	244.9	-31.13	2450.16	0	1340.75	7975.52
6	-0	-0	-0	2149	0	976.7	-0	-12.05	226.14	-20.22	2423.37	0	1344	5551.86
7	-0	-0	-0	2149	0	976.7	-0	-1.68	226.29	-41.81	2421.11	0	1328.65	3274.86
8	-0	-0	-0	2149	0	976.7	-0	-17.01	210.11	-32.81	2407.99	0	1337.26	2533.22
9	-0	-0	-0	2149	0	976.7	-0	-0.92	219.57	-20.14	2425.31	0	1345.96	5699.26
10	-0	-0	-0	2149	0	976.7	-0	-6.79	205.69	-31.43	2420.02	0	1332.71	2874.53
11	-0	-0	-0	2149	0	976.7	-0	-8.39	220.95	-28.15	2374.95	0	1352.68	8587.83
12	-0	-0	-0	2149	0	976.7	-0	-6.33	206.91	-17.17	2390.13	0	1346.1	1186.29
13	-0	-0	-0	2149	0	976.7	-0	2.37	214.08	-20.14	2385.59	0	1348.77	5973.71
14	-0	-0	-0	2149	0	976.7	-0	-2.59	226.9	-25.02	2393.15	0	1357.18	10495.6
15	-0	-0	-0	2149	0	976.7	-0	-0.46	216.67	-16.78	2371.79	0	1350.85	4550.18
16	-0	-0	-0	2149	0	976.7	-0	1.83	245.36	-26.55	2396.87	0	1349.33	5704.11
17	-0	-0	-0	2149	0	976.7	-0	-3.13	221.25	-28.69	2349.48	0	1348.31	3863.85
18	-0	-0	-0	2149	0	976.7	-0	12.13	263.37	-20.83	2341.7	0	1367.28	6163.06
19	-0	-0	-0	2149	0	976.7	-0	-10.3	238.49	-17.01	2362.62	0	1348.07	6879.97
20	-0	-0	-0	2149	0	976.7	-0	14.95	263.98	-35.25	2377.25	0	1349.33	4362.96
21	-0	-0	-0	2149	0	976.7	-0	-0	269.01	-28.31	2322.62	0	1350.77	-115.56
22	-0	-0	-0	2149	0	976.7	-0	12.51	271.45	-17.55	2379.31	0	1358.24	12321.8
23	-0	-0	-0	2149	0	976.7	-0	8.39	290.07	-38.22	2337.28	0	1348.89	1338.97
24	-0	-0	-0	2149	0	976.7	-0	11.14	284.88	-31.2	2345.68	0	1348.46	3422.12
25	-0	-0	-0	2149	0	976.7	-0	14.42	312.5	-22.13	2337.97	0	1362.06	8553.56
26	-0	-0	-0	2149	0	976.7	-0	4.12	296.94	-28.46	2299.57	0	1354.23	2874.72
27	-0	-0	-0	2149	0	976.7	-0	22.13	320.59	-32.27	2353.89	0	1352.95	7980.17
28	-0	-0	-0	2149	0	976.7	-0	2.37	322.27	-28.46	2276.76	0	1352.26	2967.42
29	-0	-0	-0	2149	0	976.7	-0	33.8	335.08	-24.64	2331.02	0	1361.06	9438.49
30	-0	-0	-0	2149	0	976.7	-0	9.99	340.42	-35.71	2285.39	0	1353.59	6644.46
31	-0	-0	-0	2149	0	976.7	-0	27.69	356.29	-35.71	2285.54	0	1352.27	5148.5
32	-0	-0	-0	2149	0	976.7	-0	32.2	363.31	-23.65	2304.34	0	1363.33	8254.28
33	-0	-0	-0	2149	0	976.7	-0	27.31	377.35	-37	2266.5	0	1357.65	13075.7
34	-0	-0	-0	2149	0	976.7	-0	36.32	386.2	-35.17	2268.82	0	1357.77	5562.24
35	-0	-0	-0	2149	0	976.7	-0	29.45	386.05	-30.67	2277.18	0	1355.53	3890.58
36	-0	-0	-0	2149	0	976.7	-0	36.62	404.66	-39.6	2253.98	0	1353.91	13116
37	-0	-0	-0	2149	0	976.7	-0	41.58	409.24	-40.13	2256.64	0	1355.72	4452.25
38	-0	-0	-0	2149	0	976.7	-0	39.37	429.84	-38.68	2268.48	0	1356	8202.91
39	-0	-0	-0	2149	0	976.7	-0	47.76	429.69	-44.4	2233.62	0	1348.75	11862
