Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-0.167726	4.52858	4.35952	0.949838	5.8489	4.40249	-5.16908	0.611802	29.097	-4.40786	0.791255	27.5411	6.51257	-17.5492	2.43089	6.35916	-29.921	0.954222	3.18984	6.41434	4.67287	4.93695	10.023	4.78376	5.52397	7.05284	27.3973	6.27963	13.8761	28.1869
1	0.034521	4.7266	4.22626	0.988137	6.1526	4.37746	-4.88715	1.36125	29.1808	-4.41471	1.24256	27.7482	6.94148	-18.3456	4.36796	7.09638	-30.3445	2.80718	3.23922	5.4245	4.35473	4.74698	9.62532	4.73045	6.05419	7.93253	25.2338	6.75174	14.0999	26.2889
2	0.324506	4.92896	4.03127	1.10176	6.42733	4.3173	-4.49769	2.15708	29.0782	-4.33563	1.86869	27.8293	7.37279	-19.0522	6.30512	7.88684	-30.6702	4.80327	3.42495	4.24715	3.41991	4.5746	9.07718	4.21374	6.81231	8.76566	22.3378	7.41463	14.1749	23.6796
3	0.703178	5.13384	3.78338	1.29716	6.66854	4.2326	-4.04486	2.91431	28.8162	-4.1826	2.63768	27.7833	7.77865	-19.6143	8.07772	8.63835	-30.9001	6.68531	3.91461	3.07305	1.84679	4.52128	8.47761	3.05398	7.89535	9.38084	18.9109	8.31308	13.9994	20.479
4	1.16741	5.32434	3.50547	1.57656	6.86594	4.14494	-3.57362	3.58773	28.4854	-3.98136	3.50986	27.6592	8.18164	-19.8986	9.70556	9.3054	-31.0013	8.33832	4.67773	1.98844	0.00333065	4.62051	7.84259	1.41455	9.16488	9.65545	15.34	9.3226	13.5656	16.987
5	1.70744	5.47109	3.22984	1.93607	7.00589	4.07816	-3.11049	4.14933	28.2146	-3.75919	4.41052	27.5553	8.67231	-19.6791	11.4032	9.95427	-30.8067	9.89489	5.33166	0.960563	-1.52586	4.65216	7.07828	-0.154203	10.169	9.51984	11.9775	10.0495	12.9371	13.5703
6	2.30757	5.54119	2.98138	2.36749	7.07558	4.04186	-2.6429	4.56347	28.098	-3.51702	5.21159	27.5659	9.32872	-18.8133	13.3971	10.7282	-30.0602	11.627	5.38841	-0.0939671	-2.32346	4.20938	6.01376	-1.0631	10.4369	9.03564	8.99745	10.0381	12.2445	10.4746
7	2.946	5.50886	2.76235	2.85835	7.06517	4.02175	-2.12112	4.78724	28.1276	-3.21555	5.77292	27.7048	10.1073	-17.4	15.7081	11.6788	-28.6326	13.6841	4.63321	-1.1966	-2.32272	3.10411	4.57653	-1.07813	9.82759	8.40913	6.49323	9.17831	11.6358	7.83352
8	3.59575	5.36522	2.55377	3.39235	6.96862	3.98589	-1.49017	4.79579	28.1863	-2.79167	6.01464	27.8727	10.8558	-15.7336	18.1274	12.6801	-26.6936	15.953	3.19037	-2.25546	-1.72688	1.48399	2.97006	-0.373493	8.53972	7.85575	4.51655	7.73388	11.1642	5.71002
9	4.22603	5.12395	2.33102	3.95187	6.78513	3.8998	-0.732749	4.6126	28.1059	-2.19444	5.95358	27.8967	11.4313	-14.1604	20.3589	13.5271	-24.6651	18.1364	1.38686	-3.10304	-0.80904	-0.353523	1.58436	0.702009	6.9358	7.4761	3.04582	6.07492	10.7903	4.08836
10	4.80549	4.81944	2.08069	4.51867	6.5222	3.74223	0.110837	4.30905	27.7484	-1.41626	5.68487	27.615	11.7849	-12.9744	22.1675	14.0813	-23.0214	19.9384	-0.413947	-3.56447	0.246144	-2.08797	0.749954	1.88663	5.37039	7.26204	2.01083	4.51669	10.4933	2.91272
11	5.30654	4.49932	1.80812	5.07377	6.19937	3.51453	0.961286	3.97387	27.0596	-0.496944	5.33423	26.9531	11.9511	-12.341	23.4468	14.3194	-22.068	21.1996	-1.93577	-3.55076	1.35979	-3.45847	0.588458	3.07351	4.08183	7.1697	1.326	3.26495	10.2906	2.11379
12	5.7069	4.21482	1.53485	5.59645	5.84903	3.24068	1.73542	3.67972	26.074	0.493729	5.00792	25.9512	11.9919	-12.2513	24.2122	14.2934	-21.8192	21.9251	-3.05305	-3.11821	2.49601	-4.35775	1.0005	4.22583	3.14942	7.15753	0.900103	2.37565	10.1773	1.60335
13	5.98946	4.01068	1.29168	6.06318	5.51217	2.96138	2.37022	3.46131	24.88	1.47676	4.7645	24.7292	11.9568	-12.5675	24.5454	14.0833	-22.0702	22.2267	-3.77496	-2.41792	3.61604	-4.83207	1.75211	5.31549	2.53213	7.18535	0.647797	1.79101	10.1194	1.28874
14	6.14224	3.91683	1.10868	6.44831	5.23085	2.72316	2.82879	3.30269	23.5744	2.37687	4.60585	23.4197	11.8694	-13.1085	24.5364	13.7659	-22.5589	22.2354	-4.18596	-1.60803	4.67064	-5.00757	2.59769	6.3159	2.14057	7.22028	0.499851	1.41455	10.0867	1.09151
15	6.15782	3.94337	1.00514	6.72547	5.03928	2.56315	3.09484	3.13754	22.2273	3.12858	4.48128	22.117	11.7288	-13.7006	24.2566	13.3952	-23.0572	22.0473	-4.38862	-0.801957	5.61573	-5.0202	3.36159	7.20742	1.88865	7.24661	0.407402	1.15877	10.0619	0.954143
16	6.03368	4.07795	0.986667	6.87037	4.95549	2.49783	3.16768	2.88061	20.8716	3.68214	4.31424	20.8582	11.522	-14.2049	23.757	12.9978	-23.4023	21.7126	-4.46905	-0.0549758	6.42822	-4.96929	3.95883	7.98231	1.71406	7.26212	0.341349	0.967353	10.0357	0.842867
