Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.105847	0.0200467	-0.602883	-0.0417643	0.0178843	-0.676757	-0.0421633	0.01522	-0.31576	-0.0199186	0.01215	-0.322921	0.000906667	0.01422	0.00937333	-0.00154429	0.00953429	0.00548286	-0.01181	0.486337	-0.0297167	-0.0632414	0.84507	-0.05693
1	-0.100723	0.0180867	-0.666773	-0.0287614	0.0186857	-0.717881	-0.0428267	0.0135767	-0.288653	-0.00145143	0.0118486	-0.30351	-0.00190333	0.00694333	-0.00128	-0.00675143	0.00138143	-0.0106443	-0.09222	1.37595	-0.0759833	-0.186346	1.96353	-0.126483
2	-0.0927733	0.0145367	-0.712243	-0.00869429	0.0161486	-0.73392	-0.0414933	0.01019	-0.24537	0.0275886	0.00922714	-0.2723	-0.00808667	-0.00694667	-0.02574	-0.0146414	-0.0132571	-0.0416271	-0.236073	2.67772	-0.14219	-0.372803	3.43172	-0.21275
3	-0.0739033	0.0103433	-0.710097	0.0226543	0.0102771	-0.695811	-0.0330767	0.00557667	-0.177697	0.0661	0.00308286	-0.219381	-0.0172233	-0.0263067	-0.0622633	-0.02288	-0.03313	-0.0831429	-0.44343	4.13265	-0.206913	-0.604419	4.89673	-0.276567
4	-0.0370433	0.00557	-0.66008	0.0626486	0.00211857	-0.616811	-0.0116633	-2.33333e-05	-0.09264	0.114913	-0.00608857	-0.153823	-0.02669	-0.0468133	-0.101463	-0.0278657	-0.0537086	-0.123773	-0.698417	5.43043	-0.226633	-0.850096	6.07879	-0.264864
5	0.0215667	0.00052	-0.584163	0.110944	-0.00693571	-0.534751	0.0272033	-0.00535333	-0.00124667	0.175864	-0.0149543	-0.0852114	-0.03341	-0.06256	-0.130613	-0.0277971	-0.0688929	-0.151171	-0.970487	6.45002	-0.170447	-1.07203	6.91808	-0.157923
6	0.0977667	-0.00462	-0.511027	0.176346	-0.0161757	-0.484969	0.0815833	-0.00902	0.09221	0.249571	-0.0199186	-0.0156929	-0.0366233	-0.06993	-0.141427	-0.0241971	-0.0751629	-0.15973	-1.22978	7.21415	-0.0463167	-1.25559	7.51796	0.0193814
7	0.18442	-0.01152	-0.469863	0.268861	-0.0265271	-0.481127	0.144217	-0.0113333	0.188103	0.333387	-0.01998	0.0577029	-0.0381567	-0.0698833	-0.134137	-0.0207329	-0.0733257	-0.151544	-1.46777	7.80379	0.108957	-1.42162	8.0326	0.223316
8	0.27757	-0.02223	-0.473947	0.38507	-0.0390371	-0.520023	0.206537	-0.01338	0.284613	0.418941	-0.0164786	0.132423	-0.0406167	-0.06567	-0.113753	-0.0209029	-0.0663671	-0.131499	-1.68225	8.29768	0.24992	-1.58358	8.56014	0.409686
9	0.379777	-0.0366267	-0.516463	0.509004	-0.0534643	-0.580927	0.26408	-0.0152767	0.37328	0.4961	-0.0116071	0.20025	-0.0453567	-0.06001	-0.08619	-0.0262657	-0.0575214	-0.104494	-1.85735	8.77497	0.35107	-1.72074	9.12883	0.546887
10	0.488197	-0.0525533	-0.565183	0.624681	-0.06855	-0.626833	0.314517	-0.01678	0.44773	0.558747	-0.00735286	0.256679	-0.0521667	-0.0546333	-0.05676	-0.0360771	-0.0492614	-0.07487	-1.97272	9.27329	0.411963	-1.80322	9.7104	0.626149
11	0.58975	-0.0675067	-0.584207	0.721249	-0.0826729	-0.632421	0.354753	-0.01849	0.50429	0.604684	-0.00500286	0.299456	-0.05947	-0.0503067	-0.0285633	-0.0478357	-0.0426743	-0.0456329	-2.01308	9.7541	0.446063	-1.8154	10.2346	0.658663
12	0.670617	-0.07962	-0.560117	0.792554	-0.0941171	-0.600021	0.38295	-0.0209533	0.539683	0.633696	-0.00474	0.325193	-0.0652333	-0.04681	-0.00283667	-0.05849	-0.0375143	-0.0183329	-1.97525	10.1434	0.468617	-1.75632	10.6243	0.663197
13	0.725217	-0.08743	-0.507427	0.83688	-0.10148	-0.545967	0.40008	-0.0233033	0.552227	0.647196	-0.00566429	0.332427	-0.0680133	-0.04305	0.02	-0.0657843	-0.0328329	0.00627143	-1.8685	10.387	0.488157	-1.63454	10.8315	0.656081
14	0.756743	-0.0898767	-0.45	0.855953	-0.104236	-0.484306	0.40859	-0.0241733	0.543147	0.647609	-0.00661429	0.323544	-0.0675067	-0.03793	0.03994	-0.0689271	-0.0277614	0.0277557	-1.70917	10.4697	0.506687	-1.46585	10.8467	0.646633
