Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-1.24993	4.17678	-2.56853	-1.42636	6.39921	-1.62901	4.83514	-4.48645	19.5309	-0.340538	-3.71554	21.3243	-3.50148	-17.3502	7.16899	1.94613	-18.497	5.95629	7.40871	4.24071	-1.79962	2.31681	8.73447	-0.361244	11.5084	13.3218	15.062	7.38016	7.75274	17.1801
1	-1.33645	4.21665	-2.59681	-1.47751	6.34528	-1.59626	4.77184	-4.56384	19.4086	-0.325336	-3.77922	21.3307	-3.34495	-17.8114	7.75615	2.22987	-18.9423	7.20651	6.86605	4.29643	-2.29505	2.05784	8.96399	-0.440902	11.3302	13.6559	13.7867	7.45118	8.01534	15.7605
2	-1.39286	4.23801	-2.55622	-1.47105	6.225	-1.5071	4.68919	-4.59284	19.3909	-0.24149	-3.78009	21.3134	-3.09361	-18.1977	8.78258	2.52517	-19.4738	8.41858	5.45697	4.49863	-3.23268	1.47538	9.27085	-1.22925	10.519	13.5856	11.3865	7.43019	8.17944	13.5076
3	-1.39336	4.22522	-2.45488	-1.3809	6.03452	-1.36642	4.59623	-4.52105	19.5132	-0.076862	-3.67017	21.2653	-2.72383	-18.4257	10.226	2.8001	-20.0121	9.42235	3.37623	4.68257	-4.14209	0.656722	9.53418	-2.63402	9.09521	13.2059	8.44138	7.33821	8.23993	10.6988
4	-1.31197	4.1526	-2.32371	-1.17961	5.76782	-1.21437	4.51331	-4.3243	19.7806	0.166992	-3.48283	21.1983	-2.21669	-18.3868	12.0136	3.08471	-20.243	10.3036	1.36632	4.63871	-4.412	-0.235092	9.5381	-4.03822	7.54931	12.7401	5.89863	7.13065	8.19685	7.94582
5	-1.13579	4.00086	-2.21384	-0.868492	5.41565	-1.10662	4.47312	-4.04039	20.122	0.462424	-3.29334	21.1358	-1.59324	-18.0582	13.9995	3.46845	-19.8831	11.3388	-0.03782	4.32148	-3.88396	-1.29574	9.16579	-4.76262	6.33898	12.3383	4.21808	6.537	8.0516	5.689
6	-0.878712	3.77991	-2.16793	-0.490394	4.96724	-1.07159	4.50037	-3.73759	20.4038	0.780498	-3.13815	21.0887	-0.908983	-17.5323	16.007	3.98624	-18.9469	12.7043	-0.915525	3.85013	-2.80878	-2.59988	8.51911	-4.58473	5.4866	12.0221	3.22349	5.46845	7.81937	4.01583
7	-0.582805	3.52514	-2.19072	-0.104434	4.43302	-1.1059	4.59823	-3.43986	20.4862	1.11495	-3.01574	21.0096	-0.234097	-16.9984	17.8118	4.56018	-17.7334	14.2834	-1.46634	3.37965	-1.50406	-3.98492	7.86681	-3.73353	4.90481	11.797	2.6336	4.18103	7.5287	2.85374
8	-0.297602	3.27428	-2.2584	0.246382	3.85286	-1.20317	4.75895	-3.15826	20.2578	1.47572	-2.93807	20.7835	0.346043	-16.6583	19.158	5.06164	-16.5977	15.767	-1.81412	3.07233	-0.249182	-5.22932	7.44193	-2.61433	4.52736	11.6663	2.25235	2.9923	7.24455	2.0551
9	-0.0571517	3.04762	-2.33742	0.543654	3.27302	-1.35476	4.97172	-2.93316	19.6746	1.86453	-2.92971	20.309	0.757427	-16.6029	19.8911	5.41252	-15.7269	16.9154	-2.08229	3.05633	0.792295	-6.22235	7.3097	-1.49709	4.23846	11.5989	1.95273	2.05059	7.0347	1.48078
10	0.13394	2.84791	-2.38536	0.79083	2.74762	-1.52584	5.22931	-2.82368	18.8057	2.2647	-3.02216	19.5893	0.965567	-16.7428	20.0492	5.60768	-15.095	17.6656	-2.33453	3.31699	1.60806	-6.96422	7.40405	-0.463926	3.95588	11.5594	1.68992	1.35213	6.90215	1.05584
11	0.291073	2.67085	-2.36466	1.00254	2.32558	-1.66804	5.52285	-2.9065	17.8009	2.65523	-3.24715	18.7114	0.968995	-16.8344	19.8013	5.67321	-14.5843	18.0669	-2.57155	3.69101	2.25043	-7.50282	7.62246	0.479566	3.66514	11.5325	1.46251	0.838216	6.81046	0.746344
12	0.435085	2.52491	-2.26391	1.19903	2.03532	-1.74909	5.83466	-3.26806	16.8043	3.02727	-3.63869	17.7674	0.787502	-16.6337	19.335	5.63504	-14.1071	18.196	-2.75699	4.00558	2.76634	-7.87102	7.89698	1.33966	3.40074	11.5149	1.27678	0.470592	6.74065	0.53383
