Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-2.06	361.33	-28.84	2451.28	0	1289.53	-8314.44
2	-0	-0	-0	2149	0	976.7	-0	-1.98	374.76	-28.08	2429.38	0	1298.78	-5389.14
3	-0	-0	-0	2149	0	976.7	-0	-0	372.01	-29.91	2454.58	0	1287.68	-10725.9
4	-0	-0	-0	2149	0	976.7	-0	7.25	381.01	-32.88	2444.64	0	1288.4	-10207.6
5	-0	-0	-0	2149	0	976.7	-0	-1.91	377.81	-30.52	2434.38	0	1289.58	-7921.75
6	-0	-0	-0	2149	0	976.7	-0	1.75	385.28	-30.44	2431.48	0	1290.09	-10359.4
7	-0	-0	-0	2149	0	976.7	-0	7.93	401.31	-33.95	2436.83	0	1291.08	-10036.5
8	-0	-0	-0	2149	0	976.7	-0	-1.68	392	-36.16	2425.11	0	1284.58	-12665.4
9	-0	-0	-0	2149	0	976.7	-0	5.72	409.85	-30.29	2418.53	0	1296.76	-7065.46
10	-0	-0	-0	2149	0	976.7	-0	2.37	414.89	-28.84	2421.87	0	1297.67	-7095.55
11	-0	-0	-0	2149	0	976.7	-0	4.88	422.06	-39.83	2417.94	0	1289.08	-13315.5
12	-0	-0	-0	2149	0	976.7	-0	6.1	425.26	-31.59	2397.98	0	1297.11	-5214.64
13	-0	-0	-0	2149	0	976.7	-0	2.9	438.69	-29.14	2410.28	0	1302.49	-4346.73
14	-0	-0	-0	2149	0	976.7	-0	6.33	439.45	-39.75	2419.77	0	1289.11	-10005.7
15	-0	-0	-0	2149	0	976.7	-0	5.11	444.49	-35.25	2401.52	0	1294.02	-5667.3
16	-0	-0	-0	2149	0	976.7	-0	-0	452.58	-34.48	2391.28	0	1296.31	-7897.2
17	-0	-0	-0	2149	0	976.7	-0	6.26	452.73	-36.93	2397.84	0	1293.59	-6866.51
18	-0	-0	-0	2149	0	976.7	-0	7.63	466.61	-39.9	2407.65	0	1293.75	-8398.32
19	-0	-0	-0	2149	0	976.7	-0	1.75	458.22	-43.41	2392.18	0	1283.54	-11039.1
20	-0	-0	-0	2149	0	976.7	-0	11.06	477.14	-36.54	2385.26	0	1297.65	-6642.7
21	-0	-0	-0	2149	0	976.7	-0	6.48	475.31	-41.81	2390.01	0	1289.4	-12026.3
22	-0	-0	-0	2149	0	976.7	-0	17.47	480.8	-47	2388.74	0	1284.99	-5634.23
23	-0	-0	-0	2149	0	976.7	-0	10.45	492.86	-45.39	2380.22	0	1293.54	-9414.42
24	-0	-0	-0	2149	0	976.7	-0	7.4	495.15	-60.12	2373.42	0	1287.23	-16567.8
25	-0	-0	-0	2149	0	976.7	-0	22.66	516.05	-45.85	2367.81	0	1294.67	-6579.54
26	-0	-0	-0	2149	0	976.7	-0	10.3	509.19	-34.03	2355.93	0	1295.5	-5821.78
27	-0	-0	-0	2149	0	976.7	-0	21.9	525.36	-44.71	2373.99	0	1292.45	-7979.03
28	-0	-0	-0	2149	0	976.7	-0	21.67	519.71	-39.6	2357.55	0	1289.77	-6924.54
29	-0	-0	-0	2149	0	976.7	-0	29.45	539.55	-37.99	2357.74	0	1298.07	-7144.8
30	-0	-0	-0	2149	0	976.7	-0	26.47	531.62	-38.15	2343.66	0	1291.51	-5810.93
31	-0	-0	-0	2149	0	976.7	-0	31.36	536.96	-39.37	2356.55	0	1288.02	-6851.1
32	-0	-0	-0	2149	0	976.7	-0	28.76	537.26	-35.63	2347.9	0	1287.58	-8791
33	-0	-0	-0	2149	0	976.7	-0	36.16	543.21	-36.47	2333.82	0	1291.54	-4883.59
34	-0	-0	-0	2149	0	976.7	-0	34.33	542.91	-35.86	2337.98	0	1287.95	-8673.21
35	-0	-0	-0	2149	0	976.7	-0	41.89	537.41	-33.19	2337.73	0	1283.87	-9305.22
36	-0	-0	-0	2149	0	976.7	-0	44.4	546.42	-35.32	2323.44	0	1288.09	-5422
37	-0	-0	-0	2149	0	976.7	-0	43.79	543.37	-30.98	2326.09	0	1289.63	-8053.06
38	-0	-0	-0	2149	0	976.7	-0	52.19	545.65	-32.04	2319.79	0	1287.94	-5579.21
39	-0	-0	-0	2149	0	976.7	-0	53.86	542.14	-31.2	2316.18	0	1289.11	-6305.22
40	-0	-0	-0	2149	0	976.7	-0	52.8	543.52	-28.92	2309.64	0	1292.83	-8041.14
41	-0	-0	-0	2149	0	976.7	-0	58.82	541.69	-29.68	2305.73	0	1289.92	-2760.92
42	-0	-0	-0	2149	0	976.7	-0	63.1	540.16	-30.21	2312.22	0	1292.68	-6117.62
43	-0	-0	-0	2149	0	976.7	-0	64.47	532.38	-32.42	2299.83	0	1288.83	-5600.65
44	-0	-0	-0	2149	0	976.7	-0	66.99	521.7	-27.54	2293.57	0	1289.95	-4076.15
45	-0	-0	-0	2149	0	976.7	-0	70.72	520.32	-31.97	2296.67	0	1289.89	-7655.06
46	17.85	69.89	6.48	2610.04	0	1167.95	-12293	75.3	506.59	-37.08	2285.93	0	1283.2	-8055.36
47	23.57	227.81	12.59	2633	0	1170.06	-8489.61	76.68	492.55	-33.04	2288.76	0	1282.04	-5113.61
48	20.9	245.97	-35.55	2672.61	0	1145.3	-21254	77.9	495.15	-33.42	2294.93	0	1286.04	-8802.98
49	20.98	187.53	-14.34	2646.28	0	1183.53	-4638.1	80.03	476.53	-35.48	2280.53	0	1282.03	-7025.56
