Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-320.4	1037.59	-246.24	-344.692	1043.41	-479.099	-507.37	1055.77	-293.839	-517.688	1064.5	-386.975	-441.027	1113.28	-511.32	-388.547	1105.05	-189.541	-386.935	942.134	-165.337	-230.442	538.623	-186.267	-217.342	477.233	-181.884	-144.862	472.326	-223.302	-118.167	73.5959	-203.206	-163.632	51.8933	-256.912	37.2297	88.5854	-239.517	3.59743	65.9344	-181.607	-463.609	955.608	-537.76	-552.784	534.697	-490.061	-580.866	472.227	-484.382	-521.059	433.032	-447.331	-691.313	82.7701	-429.605	-737.955	72.9745	-375.235	-529.082	39.9878	-393.646	-577.052	28.7705	-464.646
0.007	-310.847	1035.84	-246.171	-336.253	1042.25	-478.782	-498.748	1055.09	-292.624	-508.439	1064.33	-385.833	-432.661	1112.39	-510.716	-378.708	1103.47	-189.069	-377.656	940.294	-165.237	-224.803	534.992	-187.321	-209.474	474.405	-182.988	-137.192	471.542	-224.924	-92.6595	74.976	-201.998	-137.792	50.8736	-254.87	61.7006	96.1775	-240.103	29.8771	72.144	-181.773	-455.88	955.181	-537.047	-548.374	535.038	-490.103	-577.241	473.279	-484.721	-517.554	433.028	-447.596	-690.663	84.1482	-429.894	-737.464	74.9515	-375.726	-529.085	39.9685	-393.773	-577.015	28.7216	-464.774
0.013	-301.216	1034.11	-246.122	-327.719	1041.11	-478.496	-489.323	1054.18	-291.814	-499.265	1063.57	-384.991	-424.138	1111.6	-509.862	-368.567	1101.85	-188.593	-367.977	938.497	-165.198	-219.273	531.571	-188.207	-201.921	471.973	-184.001	-129.975	471.029	-226.462	-68.4787	77.0927	-201.321	-113.238	50.8452	-253.4	84.5174	104.533	-241.42	55.0197	78.9845	-182.678	-447.713	954.585	-536.334	-544.075	535.8	-490.329	-573.284	473.967	-484.743	-513.9	433.11	-447.78	-689.993	85.5516	-430.356	-736.641	76.6298	-376.074	-529.067	39.9541	-393.95	-576.966	28.6653	-464.857
0.02	-291.548	1032.44	-246.078	-318.938	1039.94	-478.149	-479.771	1052.95	-290.756	-489.997	1062.4	-383.649	-415.605	1110.59	-508.498	-358.426	1100.2	-188.143	-357.475	936.751	-164.914	-214.083	528.682	-188.949	-194.841	469.609	-185.109	-122.878	470.77	-227.748	-45.7483	79.81	-201.479	-89.5924	51.0778	-252.749	105.802	112.135	-242.839	78.0163	85.5235	-183.647	-439.441	954.013	-535.445	-538.927	536.015	-489.898	-569.032	474.683	-484.519	-510.266	433.564	-448.034	NaN	NaN	NaN	-736.33	79.2062	-376.665	-529.052	39.9303	-394.1	-576.932	28.6358	-464.925
0.027	-281.747	1030.78	-246.117	-310.079	1038.77	-477.825	-470.143	1051.96	-289.738	-480.769	1061.63	-382.649	-406.862	1109.46	-507.549	-348.029	1098.57	-187.635	-347.8	935.042	-164.811	-208.871	525.434	-188.922	-188.357	467.156	-186.005	-115.811	470.871	-228.624	-24.9095	82.6946	-201.684	-68.5314	52.2295	-252.845	125.382	119.813	-243.989	99.3818	91.7005	-184.77	-431.135	953.467	-534.891	-534.369	536.812	-490.304	-564.795	475.496	-484.727	-506.108	433.688	-448.35	-688.616	88.9783	-431.228	-735.355	81.141	-377	-529.017	39.9192	-394.226	-576.893	28.6146	-464.982
0.033	-272.174	1029.18	-246.074	-301.015	1037.6	-477.506	-460.552	1050.88	-288.68	-471.273	1060.62	-381.399	-398.137	1108.45	-506.707	-337.73	1097.08	-187.159	-337.829	933.459	-164.655	-202.934	522.668	-188.293	-181.657	464.421	-186.23	-108.2	471.269	-228.453	-6.67285	84.6512	-203.334	-49.2487	52.9207	-255.086	142.59	126.839	-244.989	118.689	96.427	-186.387	-422.733	952.91	-534.72	-529.19	537.28	-490.295	-560.255	476.34	-484.796	-501.915	433.698	-448.441	-687.771	90.6479	-431.582	-734.608	83.6348	-377.403	-528.956	39.9044	-394.295	-576.842	28.6208	-464.985
0.04	-262.658	1027.58	-246.17	-291.887	1036.52	-477.286	-451.025	1049.73	-287.575	-461.913	1059.67	-380.384	-389.233	1107.39	-505.744	-327.368	1095.6	-186.612	-327.387	931.906	-164.238	-195.612	520.202	-188.511	-174.033	462.097	-186.606	-99.5206	471.627	-227.358	8.16512	85.2317	-206.119	-32.5197	52.9632	-258.693	156.927	132.5	-245.724	133.831	99.7304	-187.883	-414.065	952.292	-533.976	-523.189	537.345	-489.755	-555.385	477.222	-484.904	-497.24	433.719	-448.688	-687.024	93.3023	-432.466	-733.689	86.2126	-377.815	-528.844	39.8958	-394.351	-576.769	28.6741	-464.958
0.047	-253.399	1025.91	-246.117	-282.582	1035.41	-477.033	-441.538	1048.82	-286.661	-452.429	1058.65	-379.322	-380.167	1106.09	-505.018	-317.102	1094.21	-186.068	-316.772	930.257	-163.305	-186.226	518.588	-188.759	-165.331	460.364	-187.397	-89.7071	471.455	-225.864	19.7298	84.1896	-209.06	-19.2275	52.8939	-262.653	168.307	135.653	-245.691	143.989	100.045	-189.849	-405.311	951.587	-533.34	-517.322	537.69	-489.801	-549.776	477.142	-484.472	-492.353	433.704	-448.9	-685.773	94.9869	-432.597	-732.866	89.2769	-379.07	-528.715	39.8796	-394.407	-576.662	28.6988	-464.888
0.053	-244.126	1024.33	-245.997	-273.228	1034.24	-476.763	-432.028	1047.75	-285.633	-442.971	1057.73	-378.61	-371.029	1104.89	-504.464	-306.208	1092.83	-185.284	-306.028	928.474	-162.169	-174.886	518.044	-189.688	-155.348	458.951	-188.585	-78.8178	470.764	-224.88	28.742	82.1941	-211.681	-9.43921	52.1433	-265.875	177.038	135.31	-245.781	153.226	97.667	-191.144	-396.424	950.789	-532.681	-511.187	538.013	-489.851	-544.472	478.123	-484.955	-487.347	433.69	-449.154	-684.773	96.5668	-432.863	-731.671	91.7184	-378.845	-528.559	39.8422	-394.432	-576.54	28.7949	-464.845
0.06	-234.869	1022.8	-245.608	-263.674	1033	-476.191	-422.522	1046.6	-284.831	-433.434	1056.56	-377.751	-361.475	1103.79	-503.796	-296.462	1091.53	-184.771	-296.049	926.807	-161.025	-162.224	518.467	-190.51	-144.604	458.314	-189.966	-67.3489	469.719	-224.099	35.6526	79.6685	-214.047	-2.01322	50.6466	-269.717	184.267	132.303	-245.898	161.125	93.7206	-191.918	-387.392	950.153	-532.285	-505.171	538.563	-490.352	-538.596	478.527	-485.036	-482.039	433.544	-449.414	-683.649	98.9221	-433.922	-730.618	94.7786	-379.545	-528.441	39.8162	-394.518	-576.318	28.8819	-464.791
