Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	84.92	339.66	14.5	1961.82	0	1088.45	-7400.58	-63.71	486.15	-21.67	2409.37	0	1311.45	9365.35
2	76.68	294.49	2.21	1952.18	0	1084.59	1811.82	-63.48	503.85	-29.75	2404.95	0	1313.2	5075.53
3	84.38	289	6.1	1938.07	0	1084.6	-6177.31	-75.23	523.07	-19	2387.8	0	1325.57	7711.28
4	65.31	244.45	5.72	1938.65	0	1094.85	-4319.82	-67.98	546.72	-24.49	2401.25	0	1317.99	10895.3
5	75.3	222.17	-0	1963.42	0	1084.15	-2036.33	-79.8	570.98	-27.01	2390.46	0	1321.97	5508.37
6	65	205.08	1.37	1923.4	0	1091.87	-2214.4	-80.18	597.69	-31.81	2381.33	0	1324.83	7779.75
7	50.28	163.57	-1.22	1909.58	0	1095.99	-833.25	-74.31	608.22	-31.89	2394.18	0	1319.05	11855.9
8	61.49	161.29	-0	1941.95	0	1076.42	-1787.45	-86.9	639.19	-30.82	2380.6	0	1327.4	7730.9
9	36.16	117.8	-3.36	1850.5	0	1108.92	891.1	-78.96	646.97	-40.21	2387.55	0	1320.09	8741.42
10	39.14	108.03	-2.67	1977.6	0	1086.08	-3225.22	-87.28	653.23	-44.48	2393.83	0	1316.18	2588.07
11	32.27	78.43	-4.58	1834.16	0	1087.4	2142.09	-88.04	677.34	-39.29	2382.8	0	1323	7003.55
12	19	58.59	2.59	1908.03	0	1162.1	-3560.2	-84.08	671.08	-51.04	2394.55	0	1311.07	3070.08
13	20.83	45.32	-4.88	1996.63	0	1087.3	-883.65	-94.83	683.75	-55.62	2392.38	0	1310.36	-4444.96
14	12.82	26.25	-2.52	1828.42	0	1118.89	1477.62	-85.83	691.68	-48.6	2383.34	0	1312.65	1516.22
15	-0	-0	-0	2149	0	976.7	-0	-86.21	691.53	-56.99	2390.64	0	1304.66	-2301.83
16	-0	-0	-0	2149	0	976.7	-0	-89.04	703.43	-57.91	2392.96	0	1306.16	-3206.19
17	-0	-0	-0	2149	0	976.7	-0	-79.96	705.26	-58.14	2391.91	0	1303.2	-1881.53
18	0	0	0	2149	0	976.7	0	-92.16	714.11	-62.94	2390.31	0	1305.13	-5088.03
19	-0	-0	-0	2149	0	976.7	-0	-83.92	717.93	-60.42	2376.26	0	1305.63	3466.46
20	-0	-0	-0	2149	0	976.7	-0	-79.88	724.79	-64.54	2387.73	0	1304.84	-2731.75
21	-0	-0	-0	2149	0	976.7	-0	-85.37	734.1	-67.21	2373.01	0	1307.77	-891.78
