Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2403.26	788.125	1372.88	2421.09	790.837	1042.67	2180.3	842.162	1241.35	2182.96	850.049	1161.36	2332.32	875.011	1036.44	2306.14	858.21	1381.19	2301.59	693.866	1410.55	2391.05	413.357	1363.04	2385.89	371.056	1372.76	2430.56	343.454	1322.95	2167.33	146.709	1320.82	2130.46	159.843	1268.79	2261.36	52.2381	1281.5	2219	62.3225	1344.92	2332.8	717.985	1006.99	2321.04	407.724	1079.53	2320.76	357.561	1073.84	2366.2	347.196	1124.44	2276.64	54.7944	1101.28	2221.88	37.2647	1148.68	2404.9	31.0926	1157.3	2364.53	18.7069	1084.95
0.007	2403.5	789.975	1373.04	2420.59	790.344	1043.31	2180.06	842.68	1241.11	2182.72	850.666	1161.04	2332.53	875.084	1036.19	2306.19	859.577	1380.4	2302.68	695.621	1410.54	2398.04	415.651	1363.02	2394.25	373.039	1372.09	2439.77	346.976	1322.58	2184.29	140.297	1319.4	2146.98	151.301	1267.11	2283.76	50.7059	1281.44	2240	58.7831	1344.17	2331.84	718.049	1006.81	2312.85	407.778	1079.7	2312.36	357.788	1074.24	2358.16	346.98	1125.29	2266.36	55.1041	1101.58	2211.5	38.0336	1149.14	2394.3	30.4012	1157.24	2354.12	18.8741	1085.08
0.013	2403.7	791.488	1373.1	2419.96	789.612	1043.98	2179.79	842.879	1240.86	2182.46	851.013	1160.74	2332.74	874.981	1036.04	2306.2	860.657	1379.74	2303.84	697.407	1410.8	2405.09	417.839	1362.2	2402.62	374.841	1371.23	2448.76	350.56	1322.28	2201.77	133.764	1317.97	2164.03	142.794	1265.72	2305.9	48.6296	1281.33	2261.41	55.1193	1343.55	2331.03	717.884	1006.57	2305.36	407.775	1079.87	2304.22	357.726	1074.32	2349.86	346.696	1126.08	2256.15	55.4371	1101.79	2200.96	38.7475	1149.33	2384.34	30.6213	1157.58	2344.08	18.6922	1085.43
0.02	2403.89	792.763	1372.99	2419.29	788.646	1044.66	2179.44	842.783	1240.71	2182.18	851.097	1160.47	2332.9	874.649	1035.87	2306.22	861.487	1378.96	2304.96	698.955	1411.18	2411.68	419.968	1362.02	2410.62	376.521	1371.02	2457.38	354.066	1321.89	2219.74	126.965	1316.95	2181.83	133.861	1264.38	2328.08	46.7239	1280.97	2283.17	51.6679	1342.91	2330.31	717.504	1006.1	2297.82	407.76	1079.81	2296.29	357.776	1074.54	2341.51	346.386	1126.66	2245.97	55.7565	1101.94	2190.67	39.1479	1150.11	2374.28	30.8492	1157.76	2333.11	18.8002	1085.15
0.027	2404.03	793.679	1372.81	2418.56	787.43	1045.34	2179.03	842.421	1240.6	2181.83	850.991	1160.29	2333	874.181	1035.75	2306.17	862.012	1378.37	2306.13	700.133	1411.48	2417.96	421.885	1361.93	2418.42	377.964	1370.58	2465.69	357.446	1321.44	2238.11	120.044	1316.46	2199.79	125.12	1263.48	2350.45	45.0919	1280.93	2305.31	48.3212	1342.64	2329.55	716.979	1005.65	2290.22	407.865	1079.76	2288.43	357.852	1074.5	2333.55	346.261	1127.05	2235.77	56.18	1102.03	2180.52	40.0083	1149.73	2363.83	30.7246	1157.75	2322.67	18.8749	1085.19
0.033	2404.05	794.303	1372.52	2417.67	786.159	1045.95	2178.64	841.839	1240.61	2181.45	850.599	1160.11	2333.01	873.565	1035.72	2306.13	862.252	1377.92	2307.18	701.096	1411.96	2423.92	423.487	1361.74	2426.01	379.234	1370.16	2473.63	360.78	1321.04	2257	113.157	1315.84	2218.77	116.037	1262.66	2372.62	42.9833	1280.79	2327.65	44.9654	1342.19	2328.77	716.245	1005.31	2282.91	407.813	1079.57	2280.33	357.783	1074.37	2324.83	345.715	1126.73	2225.59	56.531	1102.18	2170.52	40.5501	1150.03	2353.57	30.5607	1158	2312.13	18.7555	1085.29
0.04	2404.07	794.633	1372.14	2416.71	784.52	1046.47	2178.23	841.002	1240.66	2180.98	850.023	1160.05	2332.94	872.667	1035.67	2305.99	862.274	1377.51	2308.17	701.718	1412.57	2429.49	424.966	1361.47	2433.25	380.241	1369.78	2481.08	363.965	1320.94	2276.32	106.389	1315.12	2237.97	107.305	1262.14	2396.42	45.6898	1280.97	2350.44	42.2901	1342.09	2327.86	715.31	1004.99	2275.7	407.839	1079.42	2272.37	358.022	1074.16	2318.07	344.887	1127.11	2215.37	57.1599	1102.21	2160.12	41.4057	1150.06	2343.11	30.2604	1157.93	2301.3	18.8726	1085.27
0.047	2404.05	794.667	1371.69	2415.66	782.894	1046.97	2177.78	840.012	1240.77	2180.51	849.273	1160.1	2332.82	871.71	1035.68	2305.79	862.049	1377.16	2309.03	701.977	1413.42	2434.61	426.045	1361.32	2439.94	381.054	1369.47	2488.18	366.959	1320.55	2296.07	99.693	1314.97	2257.78	98.311	1261.75	2419.24	45.4754	1281.02	2373.28	39.5204	1342.22	2326.94	714.303	1004.82	2268.4	407.941	1079.08	2263.39	358.157	1074.17	NaN	NaN	NaN	2205.26	57.4798	1102.23	2149.79	42.3025	1150.02	2332.75	30.1579	1157.79	2291.48	18.7171	1085.52
0.053	2403.97	794.425	1371.2	2414.63	781.058	1047.42	2177.32	838.816	1241.04	2180.01	848.327	1160.22	2332.68	870.55	1035.75	2305.56	861.592	1377.02	2309.88	701.899	1414.26	2439.33	427.063	1361.29	2446.34	381.527	1368.68	2494.6	369.7	1320.08	2316.14	93.1428	1315.25	2278.17	89.8092	1261.74	2442.31	45.5609	1281.32	2396.56	37.2118	1342.35	2325.81	713.055	1004.72	2261.12	408.087	1078.82	2256.14	358.248	1073.62	NaN	NaN	NaN	2195.19	58.0593	1102.2	2139.51	43.2448	1149.83	2322.33	30.4144	1157.88	2280.98	18.6532	1085.44
0.06	2403.84	793.875	1370.65	2413.45	779.11	1047.76	2176.82	837.454	1241.31	2179.43	847.322	1160.4	2332.28	869.279	1035.71	2305.3	860.804	1376.96	2310.65	701.506	1415.27	2443.49	427.645	1361.21	2452.7	381.919	1367.54	2500.53	372.21	1319.61	2336.63	86.9169	1315.51	2299.11	81.4733	1261.98	2465.98	46.8006	1282.12	2419.96	35.4644	1342.79	2324.45	711.806	1004.83	2254.13	408.099	1078.56	2248.49	358.26	1073.23	NaN	NaN	NaN	2185.03	58.6508	1102	2129.22	44.2999	1149.68	2311.91	30.1807	1157.86	2270.62	18.5613	1085.43
