Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	822.837	930.551	1332.2	823.849	931.989	1117.92	647.877	966.424	1274.45	645.872	971.658	1187.44	759.316	1000.88	1080.76	741.966	997.341	1377.8	736.64	861.103	1408.42	688.304	471.366	1386.62	675.089	422.675	1395.69	726.275	401.52	1337.33	684.795	77.9622	1395.56	627.262	50.506	1366.52	832.058	42.0748	1336.2	795.786	33.8122	1411.26	749.539	860.603	1038.18	689.735	478.756	1072.83	677.702	424.363	1064.31	735.171	408.65	1106.04	678.38	76.3084	1054.19	628.8	48.2908	1090.78	825.711	43.4764	1102.82	797.974	30.6001	1033.08	679.456	464.95	1270.79	686.601	80.5943	1316	823.935	40.9195	1367.2	693.702	464.323	1189.81	692.337	82.825	1133.01	824.367	37.4017	1073.8
0.007	822.782	930.558	1332.24	823.883	931.995	1117.94	647.843	966.421	1274.39	645.878	971.648	1187.4	759.309	1000.86	1080.75	741.931	997.334	1377.82	736.542	861.12	1408.41	688.29	471.365	1386.61	675.071	422.677	1395.68	726.267	401.525	1337.3	684.801	77.9532	1395.56	627.271	50.5132	1366.51	832.066	42.085	1336.21	795.792	33.8074	1411.26	749.629	860.588	1038.17	689.776	478.748	1072.83	677.745	424.363	1064.31	735.219	408.644	1106.05	678.393	76.3191	1054.19	628.798	48.2935	1090.79	825.713	43.4671	1102.83	797.968	30.6053	1033.07	679.456	464.949	1270.78	686.604	80.5909	1315.99	823.934	40.9175	1367.19	693.71	464.317	1189.81	692.339	82.82	1133.01	824.38	37.4086	1073.8
0.013	822.733	930.563	1332.26	823.911	932.001	1117.95	647.817	966.411	1274.34	645.874	971.628	1187.35	759.304	1000.86	1080.74	741.888	997.328	1377.82	736.457	861.124	1408.38	688.271	471.38	1386.6	675.043	422.682	1395.67	726.259	401.53	1337.29	684.798	77.9606	1395.55	627.265	50.5171	1366.51	832.07	42.0818	1336.22	795.779	33.8138	1411.27	749.697	860.577	1038.15	689.809	478.746	1072.81	677.773	424.37	1064.31	735.248	408.651	1106.05	678.392	76.3154	1054.19	628.796	48.2922	1090.78	825.71	43.4654	1102.82	797.976	30.5983	1033.07	679.462	464.94	1270.76	686.602	80.5934	1315.98	823.932	40.928	1367.21	693.726	464.323	1189.81	692.343	82.8236	1133.01	824.376	37.4022	1073.81
0.02	822.692	930.57	1332.27	823.961	931.997	1117.96	647.785	966.397	1274.3	645.873	971.614	1187.31	759.29	1000.84	1080.72	741.864	997.334	1377.81	736.378	861.13	1408.36	688.232	471.379	1386.58	675.017	422.684	1395.65	726.246	401.516	1337.28	684.794	77.9547	1395.54	627.266	50.5141	1366.5	832.073	42.0799	1336.22	795.785	33.8073	1411.26	749.765	860.571	1038.15	689.833	478.743	1072.81	677.801	424.366	1064.29	735.252	408.639	1106.04	678.4	76.3152	1054.19	628.801	48.2969	1090.78	825.717	43.4703	1102.82	797.975	30.6001	1033.08	679.463	464.935	1270.74	686.61	80.5872	1315.98	823.932	40.9218	1367.21	693.719	464.322	1189.8	692.342	82.8263	1133.02	824.376	37.4037	1073.8
0.027	822.649	930.573	1332.28	823.995	932.004	1117.98	647.764	966.39	1274.26	645.87	971.603	1187.28	759.295	1000.83	1080.71	741.838	997.349	1377.8	736.304	861.13	1408.34	688.197	471.383	1386.56	674.989	422.678	1395.63	726.215	401.519	1337.28	684.788	77.9642	1395.54	627.266	50.5143	1366.49	832.074	42.0789	1336.22	795.784	33.8108	1411.26	749.826	860.569	1038.13	689.864	478.742	1072.79	677.814	424.375	1064.28	735.288	408.644	1106.04	678.399	76.3154	1054.19	628.807	48.2894	1090.78	825.711	43.4662	1102.82	797.972	30.601	1033.08	679.465	464.927	1270.7	686.622	80.5805	1315.98	823.933	40.9258	1367.22	693.74	464.327	1189.79	692.348	82.8282	1133	824.39	37.4055	1073.8
0.033	822.626	930.614	1332.42	824.011	932.002	1117.98	647.745	966.377	1274.21	645.87	971.583	1187.24	759.287	1000.81	1080.69	741.813	997.356	1377.79	736.251	861.129	1408.32	688.159	471.381	1386.54	674.95	422.685	1395.6	726.211	401.54	1337.26	684.782	77.9569	1395.52	627.264	50.5089	1366.48	832.065	42.0829	1336.23	795.778	33.8117	1411.27	749.878	860.568	1038.1	689.892	478.734	1072.78	677.846	424.372	1064.27	735.304	408.642	1106.02	678.398	76.3166	1054.18	628.804	48.2902	1090.79	825.723	43.4626	1102.82	797.971	30.6084	1033.07	679.448	464.932	1270.68	686.613	80.5799	1315.97	823.935	40.9271	1367.21	693.733	464.326	1189.78	692.336	82.8327	1133.01	824.38	37.4055	1073.8
0.04	822.59	930.567	1332.29	824.035	932.005	1117.98	647.729	966.364	1274.18	645.862	971.583	1187.22	759.281	1000.8	1080.68	741.768	997.364	1377.78	736.2	861.121	1408.3	688.122	471.393	1386.52	674.919	422.687	1395.58	726.192	401.525	1337.25	684.775	77.9653	1395.51	627.265	50.5108	1366.47	832.068	42.0825	1336.22	795.779	33.8049	1411.27	749.919	860.57	1038.09	689.91	478.738	1072.76	677.858	424.366	1064.26	735.315	408.647	1106.02	678.404	76.3144	1054.18	628.807	48.2946	1090.78	825.718	43.4685	1102.83	797.978	30.6045	1033.08	679.432	464.918	1270.66	686.618	80.5832	1315.96	823.932	40.9198	1367.21	693.719	464.327	1189.77	692.339	82.8208	1133	824.389	37.4014	1073.8
0.047	822.561	930.552	1332.28	824.051	932.005	1117.96	647.716	966.351	1274.15	645.857	971.577	1187.2	759.278	1000.79	1080.64	741.715	997.357	1377.76	736.159	861.11	1408.28	688.092	471.387	1386.49	674.883	422.688	1395.55	726.167	401.517	1337.24	684.779	77.9692	1395.51	627.252	50.5061	1366.48	832.063	42.0873	1336.22	795.77	33.8121	1411.27	749.946	860.57	1038.08	689.924	478.731	1072.75	677.861	424.367	1064.25	735.322	408.65	1106.01	678.396	76.3076	1054.18	628.806	48.2942	1090.77	825.721	43.4663	1102.82	797.97	30.6026	1033.07	679.41	464.901	1270.64	686.616	80.5746	1315.96	823.927	40.9285	1367.21	693.708	464.332	1189.76	692.332	82.8285	1133	824.377	37.4087	1073.81
0.053	822.542	930.548	1332.27	824.055	932.005	1117.96	647.698	966.341	1274.12	645.858	971.577	1187.17	759.27	1000.78	1080.62	741.668	997.354	1377.75	736.133	861.088	1408.27	688.044	471.395	1386.46	674.834	422.674	1395.53	726.147	401.526	1337.22	684.769	77.9585	1395.51	627.255	50.5086	1366.46	832.063	42.0839	1336.23	795.768	33.8147	1411.27	749.953	860.574	1038.07	689.922	478.723	1072.73	677.864	424.364	1064.24	735.321	408.637	1105.99	678.397	76.3121	1054.17	628.804	48.2975	1090.77	825.718	43.4639	1102.82	797.971	30.5963	1033.07	679.399	464.897	1270.61	686.617	80.5709	1315.95	823.927	40.9275	1367.21	693.706	464.325	1189.74	692.328	82.8368	1133	824.383	37.401	1073.81
0.06	822.535	930.526	1332.25	824.066	931.996	1117.92	647.693	966.335	1274.09	645.856	971.58	1187.14	759.275	1000.8	1080.59	741.614	997.334	1377.74	736.116	861.079	1408.24	688.022	471.399	1386.45	674.818	422.674	1395.5	726.125	401.521	1337.2	684.763	77.963	1395.49	627.254	50.5103	1366.46	832.075	42.0828	1336.23	795.761	33.8007	1411.27	749.965	860.58	1038.05	689.906	478.724	1072.72	677.857	424.367	1064.23	735.301	408.636	1105.98	678.398	76.312	1054.17	628.806	48.2932	1090.77	825.714	43.4726	1102.83	797.963	30.5956	1033.08	679.368	464.887	1270.58	686.623	80.5714	1315.94	823.92	40.9266	1367.21	693.687	464.339	1189.73	692.322	82.8275	1133	824.38	37.4017	1073.8
