Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.901385	13.9547	9.22613	0.525933	9.13828	6.31618	-9.1716	-0.252915	29.6775	-6.07966	-2.69794	27.6114	7.71647	-27.1494	1.05672	7.68184	-23.341	0.980201	3.17373	7.11365	6.81164	1.21909	10.3733	3.97923	5.70536	8.2227	26.4234	5.21655	7.68326	24.3338
1	1.08155	14.3036	9.20112	0.767244	9.30946	6.3354	-8.99103	-0.136055	29.3307	-5.7432	-2.56491	27.3511	7.79916	-27.0871	1.45934	7.84485	-23.4451	1.98697	3.33423	7.04949	6.58658	1.02222	10.258	3.74049	6.08085	7.70363	25.4201	5.32302	7.51704	22.6617
2	1.25347	14.5297	9.23275	1.02236	9.42948	6.38811	-8.741	0.03168	29.1078	-5.36796	-2.37685	27.0564	7.96614	-26.9985	2.23958	8.03271	-23.6018	2.98073	3.19193	6.82779	5.86331	0.605565	10.0036	2.96711	6.30113	7.37544	23.5201	5.38177	7.47242	20.3398
3	1.43274	14.6095	9.32686	1.3107	9.47295	6.47124	-8.40732	0.267845	29.0426	-4.93616	-2.13876	26.7415	8.22084	-26.9165	3.38959	8.22321	-23.7849	3.891	2.69317	6.39649	4.60311	0.0534027	9.57177	1.60502	6.30754	7.30779	20.7082	5.45954	7.56426	17.4313
4	1.64029	14.5224	9.46024	1.64697	9.40588	6.57449	-7.95892	0.53487	29.154	-4.43124	-1.89488	26.4451	8.51677	-26.7051	4.94628	8.39398	-23.8018	4.78167	1.99297	5.74588	3.09526	-0.422569	8.95918	-0.0626418	6.13979	7.43098	17.3232	5.6407	7.69668	14.2673
5	1.89064	14.2677	9.57992	2.03236	9.20159	6.68547	-7.37289	0.7501	29.4139	-3.85135	-1.70903	26.2103	8.78908	-26.1039	6.9201	8.55433	-23.4126	5.8059	1.34102	4.90435	1.80119	-0.675336	8.19574	-1.57627	5.89241	7.56361	13.9133	5.92189	7.74789	11.249
6	2.19014	13.8736	9.62743	2.45705	8.85641	6.79517	-6.65236	0.84099	29.7206	-3.20673	-1.61072	26.0417	9.00149	-25.0136	9.18098	8.72943	-22.6198	7.03421	0.867835	3.96796	0.977115	-0.78389	7.38895	-2.62556	5.637	7.56653	10.863	6.16723	7.69545	8.60419
7	2.53322	13.3931	9.57332	2.90274	8.39911	6.90436	-5.83212	0.80754	29.9205	-2.51821	-1.56943	25.891	9.15293	-23.6861	11.4483	8.92706	-21.7104	8.35858	0.53701	3.14764	0.567485	-1.01446	6.71924	-3.13212	5.39644	7.40965	8.26579	6.15182	7.6026	6.39995
8	2.90109	12.8931	9.43356	3.347	7.88518	7.02308	-4.97285	0.723	29.8786	-1.81803	-1.52611	25.6896	9.27408	-22.5569	13.4143	9.14578	-20.9988	9.58831	0.157745	2.66993	0.39265	-1.63559	6.31968	-3.14896	5.07536	7.14327	6.05111	5.67653	7.53482	4.62913
9	3.26787	12.437	9.25555	3.76807	7.37518	7.1603	-4.13924	0.66839	29.5427	-1.13875	-1.44455	25.3939	9.40981	-21.9155	14.908	9.38028	-20.5827	10.6101	-0.4742	2.59405	0.37181	-2.68208	6.18971	-2.75701	4.5236	6.86641	4.16122	4.74057	7.50019	3.25715
