Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-64.62	702.67	-58.29	2495.66	0	1336.5	10643.2
2	-0	-0	-0	2149	0	976.7	-0	-70.57	707.7	-55.62	2478.72	0	1341.31	15601.5
3	-0	-0	-0	2149	0	976.7	-0	-62.1	698.85	-55.54	2493.26	0	1338.73	11980.2
4	-0	-0	-0	2149	0	976.7	-0	-65.84	698.55	-62.79	2483.24	0	1336.56	6764.59
5	-0	-0	-0	2149	0	976.7	-0	-66.22	690.92	-60.96	2482.72	0	1335.8	7398.93
6	-0	-0	-0	2149	0	976.7	-0	-58.82	686.34	-67.52	2495.56	0	1327.5	2845.08
7	-0	-0	-0	2149	0	976.7	-0	-67.44	684.36	-66.22	2489.17	0	1329.71	1198.26
8	-0	-0	-0	2149	0	976.7	-0	-60.5	680.85	-66.53	2497.15	0	1327.19	3439
9	-0	-0	-0	2149	0	976.7	-0	-61.65	670.01	-65.99	2488.89	0	1324.96	1269.48
10	-0	-0	-0	2149	0	976.7	-0	-60.42	683.59	-63.55	2484.28	0	1331.69	3511.05
11	-0	-0	-0	2149	0	976.7	-0	-57.22	672.45	-65.16	2483.76	0	1328.02	1953.72
12	-0	-0	-0	2149	0	976.7	-0	-56.92	685.27	-60.2	2483.29	0	1333.47	6150.86
13	-0	-0	-0	2149	0	976.7	-0	-59.89	672.61	-55.39	2477.43	0	1332.92	11319.9
14	-0	-0	-0	2149	0	976.7	-0	-52.34	685.88	-56.76	2472.51	0	1338.94	7572.6
15	0	0	0	2149	0	976.7	0	-59.28	676.42	-52.72	2466.54	0	1338.65	7808.55
16	-0	-0	-0	2149	0	976.7	-0	-49.82	683.44	-54.02	2463.18	0	1340.36	10790.6
17	-0	-0	-0	2149	0	976.7	-0	-55.92	686.95	-52.64	2453.29	0	1341.38	10604.6
18	-0	-0	-0	2149	0	976.7	-0	-48.75	676.88	-53.41	2457.84	0	1337.48	9079.04
19	-0	-0	-0	2149	0	976.7	-0	-48.07	687.41	-54.7	2451.24	0	1340.36	6678.89
20	-0	-0	-0	2149	0	976.7	-0	-47.23	680.85	-53.71	2457.28	0	1338.34	8737.05
21	-0	-0	-0	2149	0	976.7	-0	-44.02	680.54	-55.01	2447.31	0	1336.19	6368.79
22	-0	-0	-0	2149	0	976.7	-0	-46.84	687.26	-58.29	2440.87	0	1339.14	2754.35
23	-0	-0	-0	2149	0	976.7	-0	-37	675.96	-60.04	2455.22	0	1330.17	7806.01
24	-0	-0	-0	2149	0	976.7	-0	-46.54	685.58	-52.57	2439.35	0	1337.03	7898.89
