Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0436617	0.0222733	-0.504228	-0.0750622	-0.00194222	-0.501871	-0.0172	0.00790167	-0.256313	0.00330222	0.000132222	-0.217877	0.00328333	0.00685	0.00240667	-0.000633333	-0.00185222	-0.00165111	-0.0158283	0.531708	-0.0523667	-0.0143867	0.389974	-0.0235967
1	-0.00502	0.0210017	-0.51053	-0.0510922	0.00309667	-0.51431	-0.00211833	0.009885	-0.24228	0.0167	0.00567222	-0.198722	0.00378	0.00445667	-0.0110167	-0.00395556	-0.00233667	-0.0125922	-0.141063	1.57849	-0.133917	-0.124918	1.37825	-0.0595844
2	0.049765	0.0146067	-0.497113	-0.0100144	0.00580556	-0.503389	0.0151383	0.0101433	-0.219917	0.0354256	0.00916444	-0.174946	0.000645	-0.00408833	-0.0405783	-0.01133	-0.00814333	-0.0388233	-0.370342	3.05037	-0.233258	-0.330049	2.89818	-0.104628
3	0.0954183	0.00379333	-0.464767	0.0458711	0.00283333	-0.464571	0.0280233	0.00503333	-0.185227	0.0538311	0.00504778	-0.139233	-0.00494	-0.021445	-0.0849267	-0.0212033	-0.0226744	-0.0817056	-0.675462	4.46849	-0.287923	-0.606998	4.49162	-0.128448
4	0.108708	-0.00628167	-0.471507	0.101568	-0.00456778	-0.440947	0.034395	-0.00563	-0.168057	0.0732156	-0.00780333	-0.10889	-0.00680667	-0.0421733	-0.127472	-0.0275144	-0.0424189	-0.125054	-0.958817	5.5084	-0.24444	-0.8751	5.68126	-0.0898167
5	0.126983	-0.0109933	-0.485563	0.157339	-0.01014	-0.422876	0.0587333	-0.0147233	-0.144115	0.106199	-0.02014	-0.0610133	-0.001635	-0.0555383	-0.149428	-0.0259522	-0.0562833	-0.145676	-1.1259	6.14737	-0.10911	-1.05837	6.39435	0.0235944
6	0.175617	-0.014425	-0.457822	0.213719	-0.0138789	-0.390171	0.118135	-0.0177017	-0.0617883	0.158688	-0.0243444	0.0529644	0.00766167	-0.0585217	-0.14754	-0.0184844	-0.0590189	-0.136738	-1.19853	6.50501	0.0802333	-1.18928	6.8141	0.193291
7	0.251705	-0.02388	-0.448332	0.270577	-0.0235733	-0.42098	0.206242	-0.0147317	0.0630283	0.227403	-0.0209089	0.21401	0.0155817	-0.05296	-0.129573	-0.0111611	-0.0530589	-0.10639	-1.27502	6.77133	0.28003	-1.35925	7.19168	0.379383
8	0.355828	-0.0435417	-0.519495	0.34345	-0.04523	-0.561563	0.306795	-0.008615	0.17462	0.304493	-0.0140256	0.36219	0.0187583	-0.0416133	-0.104507	-0.00850667	-0.0423078	-0.0628778	-1.39618	7.1595	0.449132	-1.57852	7.72429	0.540922
9	0.472728	-0.07204	-0.62363	0.430442	-0.0764011	-0.716892	0.400703	-0.00436167	0.258082	0.3757	-0.00811889	0.477447	0.0172533	-0.0296783	-0.0788467	-0.0113267	-0.0302289	-0.00995111	-1.53593	7.77756	0.560035	-1.78288	8.46757	0.65271
10	0.572163	-0.10228	-0.690335	0.5182	-0.10967	-0.780943	0.472485	-0.00502	0.326183	0.4313	-0.00550333	0.568784	0.0133267	-0.0211133	-0.0537683	-0.0172656	-0.0181067	0.05209	-1.65499	8.56592	0.60797	-1.92245	9.34481	0.709488
11	0.638273	-0.126615	-0.696102	0.594791	-0.138613	-0.747467	0.516763	-0.00919	0.385047	0.468741	-0.00617111	0.637258	0.00932333	-0.015965	-0.027105	-0.0225044	-0.00571444	0.123303	-1.72259	9.38866	0.603245	-1.99074	10.2296	0.721946
12	0.679202	-0.141955	-0.645033	0.647997	-0.158292	-0.651227	0.538527	-0.0135483	0.434807	0.487491	-0.00871	0.679259	0.006535	-0.0120567	0.0029	-0.0236033	0.00703333	0.202061	-1.72849	10.1278	0.561883	-2.00511	10.9952	0.709006
13	0.705082	-0.148393	-0.552488	0.672143	-0.164803	-0.518983	0.545027	-0.015955	0.474143	0.490057	-0.01049	0.696062	0.005555	-0.00730333	0.0368767	-0.0193967	0.0202889	0.285047	-1.68212	10.7097	0.507263	-1.98399	11.5605	0.690333
14	0.719002	-0.147303	-0.449103	0.678864	-0.15722	-0.384171	0.540058	-0.01615	0.49962	0.482619	-0.0088	0.691711	0.006385	-0.000928333	0.0742533	-0.0121222	0.0343344	0.367674	-1.5966	11.1026	0.459343	-1.93477	11.9021	0.674888
15	0.729107	-0.141275	-0.365738	0.686986	-0.140176	-0.290062	0.527587	-0.0141467	0.509403	0.471428	-0.00239778	0.668911	0.008005	0.00740833	0.113807	-0.00585222	0.0493056	0.445639	-1.48618	11.2909	0.425838	-1.85738	12.018	0.661809
16	0.742977	-0.133105	-0.315045	0.700394	-0.120748	-0.262592	0.511798	-0.009835	0.504847	0.45812	0.00790889	0.627979	0.009005	0.0177183	0.1547	-0.00335	0.06493	0.516022	-1.36853	11.2684	0.407788	-1.753	11.9201	0.64847
17	0.756225	-0.123997	-0.290025	0.711873	-0.104094	-0.288356	0.493747	-0.00362167	0.487052	0.441322	0.0198711	0.569634	0.00845167	0.0295383	0.196568	-0.00443222	0.08072	0.577392	-1.25523	11.055	0.403728	-1.62621	11.6453	0.634347
18	0.762148	-0.114822	-0.27314	0.716933	-0.0909078	-0.324236	0.474125	0.00359833	0.456378	0.421443	0.0310389	0.496652	0.00629667	0.0423933	0.238957	-0.00673667	0.0962889	0.629216	-1.14704	10.7011	0.411595	-1.48433	11.2446	0.620658
19	0.759513	-0.106433	-0.248462	0.709944	-0.07788	-0.324859	0.454368	0.010645	0.413972	0.399477	0.03999	0.414506	0.00341167	0.0558433	0.281085	-0.00758556	0.111266	0.671081	-1.04087	10.2666	0.43004	-1.33738	10.764	0.607659
20	0.746727	-0.0978867	-0.209613	0.689012	-0.0628233	-0.274821	0.434483	0.0166133	0.36235	0.376442	0.04665	0.330452	0.000828333	0.0693783	0.321668	-0.00550889	0.125083	0.702541	-0.935647	9.80037	0.455917	-1.19525	10.2401	0.593689
21	0.721905	-0.0871	-0.162377	0.663709	-0.0471311	-0.194437	0.41307	0.02123	0.305	0.354873	0.0518178	0.25123	-0.000896667	0.0825533	0.359415	-0.000621111	0.13719	0.723356	-0.832685	9.33559	0.482518	-1.06321	9.70409	0.577848
22	0.687907	-0.0729067	-0.115815	0.641623	-0.0324733	-0.113851	0.388612	0.02494	0.24656	0.336771	0.0561056	0.181264	-0.00192333	0.0950117	0.393653	0.00615333	0.147188	0.733814	-0.734643	8.89432	0.501373	-0.941448	9.18132	0.561303
23	0.650775	-0.056295	-0.0735817	0.61783	-0.0202278	-0.0564367	0.360388	0.0285683	0.192073	0.321567	0.0594667	0.121837	-0.00300833	0.10654	0.424382	0.0138822	0.154918	0.734866	-0.644633	8.48887	0.505822	-0.827797	8.68917	0.544952
24	0.616342	-0.0395667	-0.0381283	0.585014	-0.0113922	-0.0339711	0.32894	0.0325033	0.14432	0.307036	0.0617011	0.0723489	-0.00483833	0.117055	0.45199	0.0218056	0.160488	0.728077	-0.564633	8.12406	0.493168	-0.720886	8.23622	0.527392
25	0.58642	-0.0250733	-0.015475	0.544632	-0.00503667	-0.0374344	0.295657	0.0364633	0.102263	0.291883	0.0629656	0.0321922	-0.00753167	0.126613	0.47721	0.0293222	0.16421	0.715528	-0.493873	7.80237	0.465088	-0.621567	7.82502	0.505736
26	0.558485	-0.0138067	-0.00817833	0.504592	0.000453333	-0.0456089	0.262138	0.0399117	0.0630933	0.276706	0.0635956	0.000113333	-0.0106967	0.135417	0.500968	0.0360256	0.166564	0.699648	-0.42955	7.52754	0.427418	-0.531692	7.45622	0.477902
27	0.53236	-0.00552167	-0.00581667	0.470456	0.00553111	-0.0457211	0.230703	0.0428467	0.0264317	0.262432	0.0638911	-0.02597	-0.0137867	0.143868	0.524193	0.0418311	0.168159	0.682933	-0.369752	7.30389	0.388427	-0.452242	7.13073	0.444156
28	0.511765	0.000351667	0.00671833	0.44582	0.0101944	-0.03696	0.204188	0.0458	-0.00522	0.250291	0.0642589	-0.0481056	-0.01634	0.152537	0.547537	0.0470211	0.169781	0.667612	-0.314622	7.13292	0.355595	-0.382608	6.8506	0.407669
29	0.498208	0.00476167	0.02776	0.432854	0.0146844	-0.02288	0.184565	0.0490433	-0.032595	0.242006	0.0652344	-0.06764	-0.0180417	0.161882	0.571197	0.0520567	0.172401	0.655318	-0.264665	7.01227	0.333305	-0.321032	6.61895	0.373282
30	0.490337	0.00882333	0.0457833	0.42772	0.0198633	-0.00110556	0.172197	0.0526383	-0.05871	0.237366	0.0671589	-0.0849711	-0.0186667	0.172145	0.59522	0.0574556	0.176799	0.647097	-0.218425	6.93832	0.32283	-0.264404	6.43885	0.345223
31	0.488085	0.0136467	0.0601117	0.427093	0.0262056	0.02821	0.166472	0.0567467	-0.0846667	0.236328	0.0699567	-0.101509	-0.018025	0.183542	0.619753	0.0636167	0.183386	0.643559	-0.172125	6.90895	0.323413	-0.209241	6.31352	0.325972
32	0.490485	0.020055	0.077	0.429026	0.0334011	0.0618256	0.165608	0.0613417	-0.110158	0.238728	0.0733722	-0.118668	-0.0158167	0.196307	0.645113	0.0707256	0.192241	0.645303	-0.121765	6.92304	0.333122	-0.153403	6.24764	0.316087
33	0.495952	0.02798	0.100368	0.432188	0.0407633	0.0967556	0.16807	0.06633	-0.134568	0.244524	0.0774122	-0.136551	-0.0116917	0.21069	0.671785	0.0785733	0.203207	0.653133	-0.0653483	6.97923	0.34954	-0.0964689	6.24676	0.314579
