Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	789.987	919.53	1355.4	809.36	916.85	1097.67	613.973	967.455	1245.47	624.106	972.653	1178.79	727.274	994.677	1038.9	674.297	988.449	1392.05	680.822	836.576	1396.41	725.589	477.308	1412.37	706.17	416.291	1420.26	768.286	398.43	1373.55	662.525	70.017	1401.3	621.245	61.1637	1353.36	802.953	49.0838	1342.5	776.617	33.3841	1414.55	702.624	838.014	1042.41	702.182	478.309	1038.92	690.561	420.825	1030.81	730.324	400.674	1073.29	654.451	71.3206	1038.51	604.972	57.6445	1077.55	795.02	43.3654	1105.79	763.13	30.6492	1034.35	750.918	452.583	1295.6	677.202	90.4732	1322.01	803.462	42.742	1369.94	707.958	458.083	1153.92	661.778	91.9896	1118.24	790.777	39.8847	1080.12
0.007	789.921	919.547	1355.4	809.349	916.836	1097.69	613.925	967.464	1245.46	624.08	972.642	1178.77	727.284	994.676	1038.89	674.238	988.466	1392.04	680.776	836.579	1396.42	725.553	477.315	1412.38	706.135	416.291	1420.26	768.263	398.447	1373.56	662.527	70.0051	1401.3	621.248	61.1638	1353.35	802.952	49.0805	1342.49	776.618	33.3786	1414.54	702.619	838.008	1042.4	702.174	478.316	1038.92	690.551	420.827	1030.81	730.309	400.671	1073.29	654.447	71.3108	1038.5	604.968	57.6499	1077.56	795.029	43.3676	1105.78	763.134	30.6448	1034.34	750.882	452.587	1295.61	677.205	90.4654	1322.02	803.464	42.7408	1369.94	707.938	458.088	1153.94	661.778	91.9882	1118.23	790.785	39.8847	1080.12
0.013	789.855	919.56	1355.4	809.329	916.817	1097.7	613.881	967.458	1245.44	624.036	972.637	1178.76	727.287	994.674	1038.89	674.168	988.463	1392.02	680.713	836.578	1396.42	725.529	477.308	1412.38	706.112	416.301	1420.27	768.237	398.448	1373.56	662.526	70.014	1401.3	621.238	61.1641	1353.34	802.948	49.0875	1342.5	776.618	33.3772	1414.55	702.604	838.007	1042.4	702.159	478.308	1038.93	690.548	420.825	1030.82	730.293	400.669	1073.3	654.449	71.3157	1038.52	604.975	57.6446	1077.56	795.022	43.3682	1105.79	763.119	30.645	1034.35	750.841	452.583	1295.61	677.192	90.4726	1322.01	803.468	42.7509	1369.95	707.908	458.077	1153.94	661.769	91.9855	1118.23	790.786	39.8802	1080.13
0.02	789.791	919.582	1355.42	809.308	916.817	1097.7	613.83	967.467	1245.43	623.996	972.646	1178.75	727.294	994.671	1038.88	674.107	988.475	1392.03	680.661	836.589	1396.42	725.496	477.319	1412.39	706.084	416.301	1420.28	768.217	398.458	1373.58	662.522	70.0096	1401.3	621.245	61.1616	1353.35	802.955	49.0877	1342.5	776.627	33.3802	1414.55	702.588	838.007	1042.4	702.158	478.31	1038.94	690.543	420.825	1030.82	730.29	400.683	1073.31	654.441	71.3247	1038.51	604.978	57.6414	1077.55	795.017	43.373	1105.78	763.135	30.6554	1034.35	750.821	452.588	1295.63	677.2	90.4649	1322.01	803.467	42.7526	1369.95	707.894	458.09	1153.95	661.767	91.9907	1118.24	790.786	39.8744	1080.12
0.027	789.727	919.602	1355.42	809.272	916.805	1097.71	613.777	967.464	1245.42	623.961	972.644	1178.74	727.292	994.663	1038.88	674.035	988.49	1392.02	680.605	836.592	1396.41	725.456	477.32	1412.4	706.064	416.316	1420.27	768.198	398.467	1373.57	662.518	69.9967	1401.3	621.245	61.159	1353.35	802.946	49.0919	1342.51	776.617	33.38	1414.55	702.562	838.008	1042.41	702.147	478.306	1038.94	690.547	420.836	1030.83	730.274	400.678	1073.31	654.451	71.3253	1038.51	604.975	57.6411	1077.54	795.033	43.3711	1105.79	763.132	30.6474	1034.35	750.791	452.598	1295.63	677.195	90.473	1322.03	803.46	42.751	1369.95	707.862	458.084	1153.96	661.774	91.9887	1118.23	790.779	39.8916	1080.13
0.033	789.665	919.614	1355.42	809.254	916.811	1097.72	613.741	967.462	1245.41	623.912	972.652	1178.72	727.289	994.66	1038.87	673.968	988.498	1392.01	680.54	836.595	1396.41	725.42	477.331	1412.39	706.037	416.312	1420.27	768.162	398.466	1373.59	662.509	70.0011	1401.3	621.234	61.1547	1353.35	802.95	49.0912	1342.51	776.611	33.3781	1414.56	702.547	838.008	1042.4	702.135	478.307	1038.94	690.524	420.822	1030.82	730.268	400.675	1073.32	654.444	71.3202	1038.51	604.97	57.644	1077.55	795.024	43.3704	1105.79	763.139	30.6473	1034.36	750.752	452.603	1295.63	677.192	90.4621	1322.03	803.459	42.7562	1369.95	707.855	458.082	1153.95	661.763	91.9804	1118.23	790.786	39.8785	1080.12
0.04	789.605	919.633	1355.43	809.233	916.8	1097.73	613.676	967.469	1245.39	623.88	972.653	1178.72	727.276	994.653	1038.85	673.894	988.503	1392.01	680.492	836.601	1396.4	725.387	477.338	1412.39	705.998	416.307	1420.27	768.142	398.483	1373.6	662.506	70.0032	1401.3	621.234	61.1549	1353.36	802.951	49.0898	1342.51	776.614	33.3802	1414.56	702.524	838.014	1042.41	702.132	478.31	1038.95	690.527	420.831	1030.83	730.253	400.674	1073.32	654.447	71.3119	1038.5	604.975	57.6378	1077.55	795.024	43.3756	1105.79	763.141	30.644	1034.36	750.737	452.613	1295.64	677.189	90.4733	1322.03	803.46	42.7582	1369.95	707.83	458.088	1153.95	661.768	91.9861	1118.24	790.779	39.8796	1080.13
0.047	789.543	919.648	1355.44	809.205	916.786	1097.74	613.632	967.475	1245.38	623.832	972.652	1178.71	727.262	994.641	1038.85	673.823	988.503	1392.01	680.436	836.605	1396.42	725.354	477.339	1412.4	705.971	416.314	1420.28	768.117	398.492	1373.61	662.504	69.9947	1401.3	621.235	61.1458	1353.35	802.942	49.0934	1342.51	776.624	33.3827	1414.57	702.509	838.009	1042.41	702.118	478.304	1038.95	690.519	420.837	1030.83	730.255	400.675	1073.32	654.448	71.3179	1038.5	604.967	57.6426	1077.54	795.019	43.3667	1105.79	763.132	30.6431	1034.36	750.71	452.63	1295.65	677.184	90.4664	1322.03	803.459	42.755	1369.95	707.806	458.09	1153.96	661.761	91.9825	1118.23	790.783	39.8838	1080.13
0.053	789.489	919.662	1355.44	809.181	916.79	1097.74	613.582	967.48	1245.37	623.796	972.647	1178.68	727.252	994.626	1038.84	673.751	988.508	1392.01	680.384	836.603	1396.4	725.32	477.335	1412.4	705.943	416.322	1420.29	768.09	398.495	1373.62	662.506	69.9934	1401.3	621.233	61.1429	1353.35	802.946	49.0977	1342.52	776.611	33.3784	1414.56	702.48	838.014	1042.4	702.109	478.31	1038.95	690.499	420.833	1030.83	730.239	400.668	1073.32	654.438	71.305	1038.5	604.973	57.6351	1077.53	795.024	43.3802	1105.79	763.133	30.6446	1034.35	750.69	452.638	1295.66	677.187	90.4733	1322.03	803.456	42.7603	1369.95	707.781	458.08	1153.97	661.755	91.9764	1118.23	790.782	39.884	1080.13
0.06	789.433	919.672	1355.45	809.163	916.775	1097.76	613.533	967.477	1245.37	623.741	972.653	1178.68	727.246	994.62	1038.83	673.683	988.505	1392.01	680.327	836.608	1396.4	725.291	477.35	1412.39	705.923	416.324	1420.29	768.07	398.505	1373.62	662.496	70.0039	1401.3	621.223	61.1424	1353.36	802.94	49.0941	1342.51	776.61	33.382	1414.55	702.46	838.008	1042.39	702.1	478.308	1038.96	690.495	420.833	1030.83	730.235	400.688	1073.32	654.456	71.3092	1038.5	604.972	57.6481	1077.54	795.026	43.3733	1105.78	763.131	30.6425	1034.35	750.659	452.642	1295.67	677.185	90.4764	1322.03	803.456	42.7658	1369.95	707.765	458.083	1153.96	661.752	91.9812	1118.23	790.784	39.8825	1080.13
