Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-1.38411	6.44875	3.55392	-1.69383	4.58119	5.13468	-1.06526	-7.05165	26.1044	-2.11846	-10.2708	25.3195	-0.49248	-19.7066	0.570072	1.98994	-20.5041	0.189464	7.17176	9.4548	0.195638	7.23725	13.3089	4.92448	9.09918	12.3753	24.8363	7.50251	14.4909	28.0568
1	-1.14916	6.54195	3.59435	-1.63167	4.58841	5.13116	-0.689858	-6.50391	26.0177	-1.95035	-9.81072	25.3672	-0.419754	-20.6031	2.10749	2.00008	-20.7841	1.84666	6.9598	9.42622	-0.020064	7.12978	13.5649	4.5733	9.27626	12.4712	22.8663	7.90996	14.0158	26.0571
2	-0.890448	6.62704	3.6466	-1.50347	4.57301	5.10883	-0.306028	-5.93521	25.8524	-1.72928	-9.34034	25.3289	-0.311936	-21.6118	3.65777	2.02766	-21.0608	3.56421	6.73387	9.48172	-0.835304	6.96615	13.7142	3.6414	9.62691	12.5266	20.2183	8.50497	13.5903	23.3747
3	-0.608928	6.67009	3.71674	-1.27376	4.51491	5.04862	0.06914	-5.27517	25.6171	-1.43055	-8.77816	25.1582	-0.171294	-22.7159	4.984	2.08919	-21.4266	5.08694	6.44859	9.63394	-2.31135	6.75104	13.6978	2.08119	10.1011	12.474	17.0625	9.26536	13.2742	20.1867
4	-0.290064	6.62666	3.78843	-0.930546	4.38284	4.93354	0.437824	-4.49916	25.3557	-1.05105	-8.09972	24.8725	0.022466	-23.6945	6.09464	2.20863	-21.6419	6.41735	6.00947	9.75516	-4.04968	6.50488	13.2978	0.308238	10.4659	12.2401	13.7684	10.0278	13.0497	16.8793
5	0.080434	6.45556	3.81796	-0.510964	4.14106	4.75068	0.822938	-3.68693	25.1261	-0.62131	-7.38705	24.5406	0.327518	-24.2174	7.26497	2.42183	-21.3404	7.80009	5.28134	9.65599	-5.38656	6.21812	12.3359	-1.09623	10.3896	11.8198	10.7025	10.5738	12.8882	13.793
6	0.503374	6.13525	3.75563	-0.0739912	3.76742	4.48916	1.27025	-2.98762	24.9425	-0.160901	-6.82955	24.1998	0.76379	-24.1203	8.74465	2.71382	-20.4547	9.40842	4.1316	9.27439	-5.89627	5.75598	11.0389	-1.83859	9.64143	11.3087	8.04446	10.7027	12.7558	11.058
7	0.970388	5.67849	3.57347	0.351617	3.27225	4.14272	1.83222	-2.52963	24.7195	0.363787	-6.62504	23.7846	1.24799	-23.5569	10.4701	2.98221	-19.3232	11.1085	2.64978	8.76906	-5.60322	4.88317	9.9997	-1.97236	8.34681	10.8511	5.88582	10.2462	12.5994	8.70638
8	1.47139	5.13129	3.28048	0.772689	2.69882	3.72334	2.53467	-2.32661	24.3093	1.00785	-6.82045	23.1731	1.65424	-22.8724	12.1206	3.11092	-18.4108	12.5961	1.11151	8.38576	-4.82123	3.52027	9.71551	-1.70829	6.87811	10.5333	4.24609	9.20925	12.3845	6.74109
9	1.99199	4.55108	2.92034	1.20238	2.10402	3.27746	3.35936	-2.28714	23.6161	1.7878	-7.28424	22.3089	1.90751	-22.3424	13.4081	3.06151	-17.9185	13.6797	-0.256386	8.2671	-3.85149	1.86646	10.1922	-1.19747	5.52476	10.3447	3.05512	7.81051	12.1274	5.13973
