Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0584267	0.0199833	-0.49812	-0.0700133	0.0199033	-0.513927	-0.00698667	0.0116433	-0.26658	-0.02622	0.0176067	-0.282933	0.000933333	0.0108133	0.00358333	-0.00335	0.0123333	0.00582667	0.03248	0.39808	-0.0733967	0.0214933	0.314327	-0.06367
1	-0.00251333	0.0176667	-0.483577	-0.02346	0.0228133	-0.484467	0.0129333	0.0133333	-0.23806	-0.0175967	0.0192633	-0.259997	-0.00167	0.00662	-0.00913333	-0.00983	0.00845	-0.00479667	0.00172	1.14929	-0.178113	-0.0199233	1.04165	-0.16424
2	0.0650833	0.0143	-0.44996	0.03209	0.0225733	-0.418913	0.03778	0.01544	-0.192967	-0.00875	0.0183433	-0.212607	-0.00892333	-0.00154333	-0.03444	-0.0210667	-0.0025	-0.0291533	-0.09397	2.21256	-0.30778	-0.122577	2.12466	-0.29444
3	0.129143	0.0114233	-0.414473	0.07241	0.01608	-0.335653	0.0634367	0.0154633	-0.143947	-0.00329	0.01164	-0.149707	-0.0198133	-0.0131	-0.06932	-0.0322733	-0.0216267	-0.0648033	-0.280813	3.30739	-0.404667	-0.306593	3.2795	-0.392683
4	0.151637	0.0105133	-0.429573	0.05965	0.00433	-0.294513	0.0792267	0.0102633	-0.12561	-0.00715333	-0.00160333	-0.106333	-0.0303933	-0.0261633	-0.103843	-0.03859	-0.04574	-0.1031	-0.537623	4.24577	-0.41775	-0.560807	4.25583	-0.394417
5	0.134407	0.01464	-0.445953	0.01327	-0.00430333	-0.28426	0.08911	0.00057	-0.129067	-0.000453333	-0.0153533	-0.0864533	-0.03719	-0.03828	-0.128397	-0.04054	-0.06552	-0.133163	-0.800327	5.03916	-0.33689	-0.830633	4.99766	-0.2924
6	0.125643	0.0246867	-0.371497	0.000903333	-0.00419333	-0.239717	0.116773	-0.00895333	-0.10808	0.0466867	-0.02346	-0.05181	-0.0398767	-0.04722	-0.139247	-0.0411067	-0.0742333	-0.14837	-1.03524	5.72945	-0.184097	-1.06239	5.50546	-0.12978
7	0.15621	0.03508	-0.24718	0.04857	0.000926667	-0.168723	0.177063	-0.01439	-0.0490133	0.13219	-0.0252267	0.0184033	-0.0407867	-0.0512533	-0.136113	-0.04112	-0.0736067	-0.148967	-1.25536	6.29727	-0.00444	-1.23872	5.79405	0.0412
8	0.229823	0.0371933	-0.19452	0.14639	0.00513333	-0.14592	0.264477	-0.0140633	0.0228333	0.234393	-0.02149	0.103793	-0.0421933	-0.0494433	-0.12023	-0.04077	-0.0680333	-0.139917	-1.45771	6.72212	0.157197	-1.37083	5.96869	0.187973
9	0.34145	0.0255467	-0.24306	0.265847	0.00275333	-0.204993	0.36398	-0.00876	0.09341	0.329207	-0.01451	0.180383	-0.0443767	-0.04403	-0.0963767	-0.04116	-0.0616833	-0.127403	-1.62588	7.06915	0.288417	-1.47514	6.18929	0.29416
