Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-19.91	751.34	-43.03	2427.81	0	1332.84	5512.55
2	3.05	-25.18	-7.86	2338.09	0	977.78	-1246.6	-28.38	748.75	-45.17	2412.48	0	1331.24	-396.46
3	-0	-0	-0	2149	0	976.7	-0	-20.83	751.95	-41.43	2431.38	0	1332.47	5863.8
4	2.52	-22.58	-7.32	2182.46	0	975.05	429	-29.53	742.19	-41.96	2412.38	0	1330.69	1911.2
5	-0	-0	-0	2149	0	976.7	-0	-17.4	751.19	-40.89	2425.17	0	1332.91	2494.2
6	1.22	-32.2	-8.39	2272.13	0	981.69	-1992.18	-29.14	730.9	-41.28	2404.14	0	1328.05	2201.83
7	13.12	18.16	3.74	2880.01	0	1127.54	-1024.01	-9.69	754.85	-39.22	2423.34	0	1335.57	4287.99
8	2.98	-27.92	-5.34	2165.43	0	961.98	-1789.34	-26.63	739.75	-38.99	2404.73	0	1330.95	1646.94
9	-0	-0	-0	2149	0	976.7	-0	-16.56	752.87	-40.13	2416.24	0	1332.95	4920.44
10	3.05	-28.84	-3.2	2064.34	0	961.56	-988.67	-24.64	736.54	-37.54	2406.65	0	1331.15	708.54
11	-0	-0	-0	2149	0	976.7	-0	-12.82	754.39	-37.46	2414.12	0	1333.61	6051.08
12	3.36	-21.36	-3.13	2046.64	0	943.04	-1244.68	-21.06	733.64	-36.01	2404.64	0	1331.46	2564.79
13	-0	-0	-0	2149	0	976.7	-0	-17.78	760.96	-40.21	2404.13	0	1335.14	3372.54
14	-0	-0	-0	2149	0	976.7	-0	-20.37	740.2	-37.46	2402.99	0	1330.6	3268.28
15	-0	-0	-0	2149	0	976.7	-0	-17.78	758.51	-39.14	2399.97	0	1333.2	2476.77
16	3.59	-18.46	0.08	1801.46	0	931.99	-1462.32	-13.05	744.32	-36.62	2403.47	0	1331.63	4499.37
17	-0	-0	-0	2149	0	976.7	-0	-13.81	760.65	-38.83	2399.06	0	1333.41	4172.72
18	0	0	0	2149	0	976.7	0	-13.81	757.29	-36.77	2406.09	0	1333.9	4153.75
19	-0	-0	-0	2149	0	976.7	-0	-15.11	765.08	-42.34	2390.47	0	1332.07	2190.67
20	-0	-0	-0	2149	0	976.7	-0	-14.8	762.02	-35.48	2396.81	0	1334.3	4458.4
21	0.99	-18.31	-7.93	2128.19	0	1023.53	1830.8	-10.68	765.84	-38.22	2383.2	0	1333.57	3909.92
22	-0	-0	-0	2149	0	976.7	-0	-4.27	771.48	-38.6	2399.87	0	1334.68	4510.24
23	6.41	-25.18	-4.27	2161.55	0	957.46	-1304.49	-16.63	775.3	-39.67	2385.62	0	1334.19	3182.52
24	-0	-0	-0	2149	0	976.7	-0	-0.38	783.39	-38.07	2393.36	0	1336.96	6401.36
25	4.81	-26.86	-8.24	2269.04	0	940.01	-607.45	-14.04	781.86	-40.59	2376.6	0	1334.29	2382.29
26	-0	-0	-0	2149	0	976.7	-0	-3.43	788.42	-38.3	2388.32	0	1336.87	7089.93
27	-1.53	-24.87	-5.19	2231.52	0	997.57	-2131.18	-4.04	785.22	-41.73	2379.28	0	1334.36	2464.21
28	-0	-0	-0	2149	0	976.7	-0	-6.79	798.65	-38.68	2385.9	0	1337.7	5018.09
29	0.76	-23.19	-3.05	2037.98	0	947.84	-1960.8	-6.56	789.34	-40.59	2374.41	0	1335.03	6435.05
30	-0	-0	-0	2149	0	976.7	-0	-4.81	806.12	-44.1	2376.6	0	1337.35	3543.88
31	6.1	-30.06	-4.27	2212.45	0	951.57	-1783.96	-5.34	792.85	-41.05	2370.69	0	1334.9	2866.15
32	-0	-0	-0	2149	0	976.7	-0	6.64	811.61	-42.8	2377.46	0	1338.2	8481.64
33	7.78	-24.72	-2.21	2054.15	0	946.46	-2155.4	-4.27	802.31	-43.79	2372.54	0	1335.64	2364.8
34	-0	-0	-0	2149	0	976.7	-0	5.04	813.45	-42.57	2375.64	0	1336.5	5973.99
35	-0	-0	-0	2149	0	976.7	-0	-1.22	805.21	-42.57	2366.58	0	1335.77	6105.23
36	-0	-0	-0	2149	0	976.7	-0	1.3	819.85	-46.62	2358.57	0	1338.69	-95.97
37	4.2	-16.63	-1.45	1729.62	0	948.31	-1780.34	8.09	812.53	-41.35	2366.6	0	1337.19	8243.09
38	-0	-0	-0	2149	0	976.7	-0	2.98	829.32	-45.55	2358.16	0	1338.05	6674.65
39	0	0	0	2149	0	976.7	0	13.96	824.43	-42.8	2368.04	0	1339.05	4140.03
40	-0	-0	-0	2149	0	976.7	-0	9.46	825.81	-44.25	2353.24	0	1337.79	6830.99
41	-0	-0	-0	2149	0	976.7	-0	7.25	826.26	-43.26	2361.74	0	1338.43	4840.79
42	-0.99	-27.77	-9.16	2238.55	0	981.78	1440.38	10.99	829.47	-44.17	2350.3	0	1338.88	4730.23
43	-0	-0	-0	2149	0	976.7	-0	13.2	835.88	-46.39	2358.11	0	1339.26	6284.75
44	4.58	-27.62	-7.25	2240.99	0	997.3	-278.87	12.82	833.13	-45.01	2343.74	0	1339.16	4714.04
45	8.47	16.94	2.14	2899.74	0	1122.98	-1418.24	20.68	842.74	-43.11	2356.45	0	1342.01	7390.26
46	7.17	-28.69	-8.54	2232.48	0	992.16	-1346.22	2.9	826.72	-47	2342	0	1337.09	4763.17
47	-0	-0	-0	2149	0	976.7	-0	25.33	837.1	-45.17	2359.19	0	1339.91	6012.54
48	0.99	-31.89	-6.26	2193.99	0	975.88	-1879.68	12.51	829.16	-45.55	2342.79	0	1339.27	6438.94
49	16.33	16.78	2.14	2972.68	0	1169.7	-1178.05	20.37	839.54	-46.16	2346.27	0	1342.37	8206.08
50	0.23	-23.04	-3.43	1995.87	0	942.89	-3344.48	14.42	823.21	-49.59	2333.08	0	1337.27	1460.87
51	-0	-0	-0	2149	0	976.7	-0	20.68	838.32	-48.07	2345.11	0	1341.3	4838.15
52	2.98	-25.63	-1.53	2123.45	0	951.85	-1434.1	22.58	819.24	-47.3	2337.44	0	1337.89	8707.41
53	-0	-0	-0	2149	0	976.7	-0	23.04	835.57	-49.59	2341.89	0	1342.21	4295.37
54	8.24	-16.02	1.22	1782.24	0	882.56	-3505.31	19.84	824.13	-46.31	2339.83	0	1340.93	4630.11
55	-0	-0	-0	2149	0	976.7	-0	26.7	823.67	-54.17	2330.03	0	1339.24	4713.06
56	-0	-0	-0	2149	0	976.7	-0	27.62	829.32	-48.6	2332.11	0	1343.24	4696.21
57	-0	-0	-0	2149	0	976.7	-0	20.98	819.55	-49.82	2319.58	0	1339.79	6833.14
58	-0	-0	-0	2149	0	976.7	-0	34.41	824.74	-50.81	2338.54	0	1341.77	6214.03
59	6.87	-21.06	-9.16	2206.43	0	1019.21	77.29	25.79	823.06	-52.19	2322.66	0	1341.56	3060.14
60	-0	-0	-0	2149	0	976.7	-0	37.61	825.35	-48.14	2335.58	0	1344.22	10472
61	2.75	-18.77	-9.16	2111.85	0	972.72	1941.96	23.5	815.73	-52.64	2314.75	0	1341.2	3007.69
62	-0	-0	-0	2149	0	976.7	-0	33.87	821.38	-52.19	2330.21	0	1344.15	5547.8
63	-1.3	-30.82	-8.39	2366.46	0	986.55	-2214.24	28.31	811	-52.19	2311.88	0	1342.26	7396.13
64	-0	-0	-0	2149	0	976.7	-0	36.93	816.8	-50.05	2326.61	0	1345.37	6968.91
65	3.51	-27.92	-6.87	2147.66	0	1003.78	-2052.56	27.16	810.7	-55.77	2309.09	0	1342.2	2223.8
66	11.6	17.24	0.53	2781.21	0	1116.91	-1306.31	35.4	807.5	-53.18	2324.49	0	1343.39	8048.22
67	4.04	-29.91	-5.65	2120.44	0	962.3	-1083.55	28.76	803.53	-52.72	2310.84	0	1344.63	4114.16
68	-0	-0	-0	2149	0	976.7	-0	39.83	812.99	-53.86	2317	0	1347.16	5028.94
69	2.98	-27.47	-2.75	2211.82	0	957.42	-3249.1	32.73	796.36	-54.93	2310.36	0	1343.99	6918.51
70	14.19	19.23	-0.46	2879.12	0	1082.55	-325.52	36.85	808.56	-56.08	2311.77	0	1346.74	3729.93
71	1.6	-24.87	-2.52	2003.86	0	933.07	-3623.75	36.85	792.08	-53.02	2309.22	0	1343.75	4655.14
72	-0	-0	-0	2149	0	976.7	-0	34.87	797.73	-58.06	2305.2	0	1345.33	5362.75
73	2.59	-23.19	1.6	1747.32	0	913.58	-1865.49	41.89	794.53	-53.63	2308.67	0	1347.45	4621.54
74	-0	-0	-0	2149	0	976.7	-0	38.99	794.68	-55.31	2304.27	0	1346.38	4827.44
75	-0	-0	-0	2149	0	976.7	-0	43.87	794.53	-56.53	2307.79	0	1347.3	5557.43
76	-0	-0	-0	2149	0	976.7	-0	41.66	792.39	-57.98	2296.12	0	1346.54	4175.44
77	-0	-0	-0	2149	0	976.7	-0	42.88	791.02	-56.61	2302.9	0	1347.53	3493.13
78	-0.46	-20.6	-8.77	2203.41	0	1012.31	1824.56	41.05	787.35	-58.67	2290.71	0	1346.05	6075.16
79	-0	-0	-0	2149	0	976.7	-0	47.61	790.25	-56.46	2310.96	0	1348.58	5101.37
80	7.25	-20.9	-7.25	2084.68	0	981.6	-1933.27	36.54	783.39	-58.36	2290.29	0	1346.7	4334.09
81	-0	-0	-0	2149	0	976.7	-0	50.13	785.68	-59.81	2303.05	0	1348.99	5092.5
82	7.32	-23.04	-6.79	2134.3	0	969.91	-722.32	39.22	781.25	-60.81	2286.32	0	1348.4	1835.09
83	-0	-0	-0	2149	0	976.7	-0	50.35	782.17	-56.23	2297.49	0	1351.4	9146.37
84	1.22	-22.43	-2.14	2124.37	0	942.61	-1697.77	44.1	774.23	-61.65	2289.51	0	1348.37	3321.85
85	-0	-0	-0	2149	0	976.7	-0	51.27	781.86	-60.27	2299.01	0	1351.13	5644.15
86	0.15	-20.29	-3.13	2115.05	0	922.1	-3165.05	45.47	769.5	-59.81	2283.87	0	1349.07	6332.41
87	-0	-0	-0	2149	0	976.7	-0	50.05	783.39	-62.79	2291.49	0	1353	3065.1
88	0.76	-24.57	-2.67	2222.45	0	937.19	-2388.43	49.9	768.74	-62.79	2285.62	0	1350.04	5418.57
89	-0	-0	-0	2149	0	976.7	-0	53.48	780.03	-63.48	2289.78	0	1352.92	4964.71
90	4.43	-17.24	0.31	1953.12	0	899.36	-1189.58	54.47	774.23	-62.26	2286.56	0	1352.45	5044.44
91	-0	-0	-0	2149	0	976.7	-0	55.69	774.08	-65.61	2287.1	0	1351.23	4103.76
92	-0	-0	-0	2149	0	976.7	-0	54.17	771.64	-63.78	2284.5	0	1353	5589.91
93	-0	-0	-0	2149	0	976.7	-0	54.7	775.15	-65.61	2278.56	0	1353.49	4917.86
94	-0	-0	-0	2149	0	976.7	-0	56.53	771.18	-67.29	2282.47	0	1353.66	3994.98
95	-0	-0	-0	2149	0	976.7	-0	59.66	775.91	-68.51	2283.94	0	1353.44	5099.2
