Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	36.93	253.75	3.51	2299.41	0	1197.23	-10317.1	-22.96	148.32	-2.59	2649.97	0	1235.7	-17792.2
2	47.91	278.32	3.13	2297.63	0	1169.45	-8747.62	-18.08	179.44	-8.39	2683.54	0	1264.97	-15301.8
3	39.06	245.36	7.32	2297.16	0	1195.12	-11446.1	-20.83	152.13	-2.75	2704.12	0	1222.97	-13808.3
4	46.08	259.25	2.06	2313	0	1174.23	-9807.54	-10.3	187.99	-6.41	2681.3	0	1272.11	-14347.3
5	40.28	228.58	3.36	2296.24	0	1199.21	-12612.1	-26.47	159.3	-5.34	2696.32	0	1229.51	-15776.9
6	39.6	229.95	0.15	2297.9	0	1187.26	-8705.13	-10.83	194.4	-6.87	2662.92	0	1269.59	-12329.6
7	39.83	215	2.06	2283.43	0	1188.07	-11814.1	-27.47	171.05	-6.03	2683.88	0	1240.29	-19438.5
8	45.09	220.79	1.53	2294.77	0	1177.65	-9877.07	-14.42	198.06	-7.63	2670.4	0	1258.39	-11417.3
9	39.98	199.58	0.99	2320.51	0	1190.01	-11625.3	-28.38	180.05	-6.26	2689.35	0	1238.69	-18688.5
10	44.02	210.72	1.6	2283.85	0	1176.79	-10401.2	-18.01	211.64	-9.69	2668.92	0	1261.37	-14366.2
11	34.41	176.24	-0.46	2306.13	0	1206.82	-10965	-20.07	200.96	-7.78	2668.91	0	1243.81	-15067.9
12	37.99	179.29	-4.2	2244.18	0	1182.5	-9570.02	-25.56	218.96	-7.48	2663.28	0	1261.32	-14745.4
13	38.83	167.08	3.28	2321.34	0	1195.87	-11316.8	-22.96	210.72	-7.4	2659.68	0	1246.55	-14705.1
14	36.39	163.57	-3.28	2279.2	0	1177.9	-8253.48	-23.12	229.03	-7.71	2666.27	0	1255.66	-15534.6
15	39.9	163.12	-0.15	2283.91	0	1176.62	-12826.4	-28.15	227.81	-8.77	2673.54	0	1248.31	-16304.5
16	33.65	139.47	-3.81	2286.32	0	1193.36	-9046.47	-20.45	247.5	-8.85	2632.22	0	1261.96	-13380.6
17	32.2	139.92	-0.69	2293.24	0	1186.46	-11143.8	-28.46	244.9	-4.96	2671.81	0	1254.81	-13990.9
18	29.07	108.95	-6.94	2246.84	0	1215.94	-9837.03	-26.78	263.67	-9.23	2656.27	0	1259.53	-14216.4
19	30.36	124.05	1.37	2329.18	0	1183.74	-10595.2	-29.3	258.03	-8.62	2647.65	0	1249.45	-16357.5
20	25.94	103.45	-6.71	2215.59	0	1183.32	-9790.79	-34.41	283.51	-6.94	2640.08	0	1263.1	-15224.9
21	30.14	110.02	-0.46	2356.02	0	1173.3	-11008.2	-30.06	282.14	-7.78	2648.81	0	1251.15	-12989.5
22	16.94	85.91	-5.42	2235.26	0	1193.68	-8616.61	-29.83	307.62	-9.54	2645.16	0	1263.17	-15130.8
23	23.19	85.45	-1.53	2338.79	0	1195.93	-12078.4	-37.92	308.69	-7.02	2654.18	0	1255.44	-13316.8
24	-0	-0	-0	2149	0	976.7	-0	-33.34	327.91	-11.22	2631.19	0	1260.42	-14883.4
25	17.17	83.01	-2.44	2325.63	0	1153.3	-11235.1	-40.13	330.35	-9	2643.58	0	1258.87	-15165
26	-2.9	55.08	-4.35	2181.17	0	1219.36	-8016.89	-36.62	350.65	-9.23	2634.73	0	1260.96	-12038.3
27	15.41	72.63	0.53	2418.57	0	1157.13	-14018.7	-40.59	354	-13.12	2650.04	0	1252.97	-16252.6
28	-0	-0	-0	2149	0	976.7	-0	-41.5	377.5	-13.43	2631.99	0	1264.96	-14526.6
29	6.56	50.35	-2.14	2395.2	0	1200.49	-9966.83	-37.08	385.13	-11.52	2630.44	0	1262.04	-11419.4
