Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0769921	0.0185207	-0.702425	-0.0233667	0.0154367	-0.70951	0.0126293	0.00638857	-0.434927	0.0854267	0.00827	-0.430233	0.003185	0.00962857	0.0220443	-0.00287333	0.0112433	0.0212567	0.0487679	0.61454	0.0137343	-0.00918333	0.579217	0.0299933
1	-0.0869829	0.0149086	-0.742676	0.00581	0.0197067	-0.74538	0.019075	0.00302429	-0.452644	0.11328	0.00891333	-0.456487	0.00344571	0.00371357	0.00890429	-0.01146	0.00787667	0.00964333	0.0100771	1.71733	-0.0002	-0.142607	1.77552	0.0464567
2	-0.0935057	0.00764857	-0.758701	0.0374133	0.0197	-0.756317	0.0230021	-0.000695714	-0.448508	0.13594	0.00694333	-0.458477	-0.00111714	-0.0110936	-0.0280764	-0.0268933	-0.00783	-0.03065	-0.120616	3.22179	-0.0434486	-0.398943	3.51673	0.0470167
3	-0.0901979	-0.00250929	-0.708384	0.0621667	0.0143567	-0.693657	0.0211657	-0.00552214	-0.402701	0.142133	0.00104	-0.41488	-0.0126779	-0.034445	-0.0849829	-0.0469967	-0.0361767	-0.09553	-0.384587	4.64943	-0.117101	-0.763517	5.26564	0.0125167
4	-0.0659164	-0.0113093	-0.637031	0.0760067	0.00633667	-0.60563	0.0204686	-0.0115886	-0.353771	0.140503	-0.00777333	-0.363973	-0.0289764	-0.0603079	-0.144232	-0.06761	-0.0686433	-0.16301	-0.736976	5.74596	-0.196476	-1.13256	6.61404	-0.0421733
5	-0.0144121	-0.0140529	-0.548084	0.0954367	0.000843333	-0.505313	0.0255157	-0.0157121	-0.312412	0.14275	-0.0151133	-0.31899	-0.0444943	-0.08214	-0.189114	-0.0839233	-0.09549	-0.212493	-1.03841	6.54468	-0.257275	-1.36054	7.4951	-0.08636
6	0.0677171	-0.00779714	-0.4462	0.159103	0.00275	-0.394727	0.0454029	-0.0140471	-0.254555	0.16291	-0.0164067	-0.25355	-0.05501	-0.0956179	-0.215274	-0.0928133	-0.11123	-0.240073	-1.20248	7.1133	-0.278727	-1.42007	7.9725	-0.0946567
7	0.163339	0.003305	-0.37348	0.26598	0.00770667	-0.327963	0.0835536	-0.00808429	-0.171444	0.204037	-0.0133433	-0.167897	-0.0604929	-0.0995743	-0.225097	-0.0941667	-0.116277	-0.250677	-1.28453	7.5067	-0.248034	-1.40466	8.17757	-0.0537733
8	0.24654	0.0101343	-0.354626	0.38347	0.00684667	-0.330743	0.130816	-0.00346786	-0.0807157	0.257857	-0.0107967	-0.08557	-0.0629243	-0.0963529	-0.220246	-0.09078	-0.113857	-0.248363	-1.36786	7.79349	-0.166392	-1.38928	8.29399	0.0377867
9	0.314316	0.00827571	-0.380628	0.488223	-0.00291333	-0.352883	0.178099	-0.00312429	-0.010395	0.31429	-0.0116533	-0.0136633	-0.0653936	-0.0886079	-0.198647	-0.08589	-0.107833	-0.236103	-1.46577	8.09614	-0.0519957	-1.40913	8.47938	0.17152
10	0.380581	-0.000223571	-0.394719	0.567493	-0.0171467	-0.33985	0.223254	-0.00618286	0.04334	0.363467	-0.0151933	0.05132	-0.0680486	-0.0801536	-0.169743	-0.08142	-0.101013	-0.215713	-1.54006	8.41291	0.0655407	-1.46894	8.77629	0.319743
11	0.451941	-0.00943786	-0.369482	0.62294	-0.0287	-0.289943	0.265932	-0.00909857	0.0824714	0.40096	-0.018	0.10685	-0.0712443	-0.0714307	-0.136899	-0.0785467	-0.0936833	-0.188287	-1.56682	8.74401	0.160449	-1.53147	9.12467	0.439747
12	0.523648	-0.0149107	-0.308076	0.67382	-0.0324333	-0.226613	0.304195	-0.00941714	0.108651	0.430283	-0.0170867	0.148203	-0.07446	-0.0622821	-0.10306	-0.07777	-0.0847733	-0.155787	-1.53836	9.04956	0.225569	-1.54922	9.44572	0.50501
13	0.586711	-0.015315	-0.229465	0.72667	-0.0279167	-0.1657	0.334471	-0.006705	0.122799	0.451647	-0.0124333	0.172713	-0.0773814	-0.0525343	-0.0692264	-0.0788533	-0.0740633	-0.121133	-1.46326	9.29699	0.267355	-1.50469	9.69457	0.517987
14	0.635535	-0.0119757	-0.15572	0.768553	-0.01902	-0.11114	0.354993	-0.00219357	0.125486	0.46182	-0.00640333	0.180137	-0.0800793	-0.0420079	-0.0350314	-0.0809533	-0.06229	-0.0866933	-1.3596	9.47003	0.294271	-1.40963	9.86165	0.496173
15	0.66822	-0.00678143	-0.098685	0.78974	-0.0100667	-0.05817	0.366753	0.00225143	0.116591	0.462457	-0.00115333	0.173077	-0.08264	-0.0304543	0.000667857	-0.0831167	-0.0499	-0.0534	-1.24558	9.56686	0.312928	-1.28566	9.95001	0.45819
16	0.68427	-0.000939286	-0.0535821	0.79028	-0.00276667	-0.00042	0.371586	0.00564929	0.0984293	0.457543	0.00278	0.15701	-0.0848314	-0.017675	0.0388307	-0.0844033	-0.0368067	-0.02104	-1.13519	9.59296	0.327429	-1.15246	9.9575	0.418767
17	0.685671	0.00525357	-0.0108564	0.774533	0.00342	0.06201	0.370719	0.00832571	0.0747207	0.44979	0.00603	0.13751	-0.086365	-0.00381357	0.0796	-0.08392	-0.0229333	0.01124	-1.03557	9.55584	0.338418	-1.02301	9.87319	0.388017
18	0.678877	0.0121636	0.0301336	0.75029	0.00929	0.119583	0.365849	0.0112564	0.0478929	0.441157	0.00943	0.1173	-0.0871186	0.0107471	0.122466	-0.0811567	-0.00840333	0.0444933	-0.94668	9.46139	0.345826	-0.9023	9.68942	0.370867
19	0.67228	0.0202093	0.0660936	0.72515	0.01557	0.16419	0.359411	0.0154757	0.0198071	0.433193	0.01379	0.0976	-0.0873007	0.0257871	0.166786	-0.0762033	0.00685667	0.0795067	-0.865533	9.31289	0.351415	-0.792983	9.41317	0.367547
20	0.669404	0.0293921	0.096775	0.703413	0.02253	0.192217	0.352559	0.0213864	-0.00822286	0.426493	0.0195933	0.0787067	-0.0873586	0.04124	0.212069	-0.06976	0.02289	0.116803	-0.790694	9.11208	0.357477	-0.698367	9.06875	0.37436
