Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.729962	0.590707	26.4586	-1.51213	2.98034	26.493	-0.954709	-2.36478	45.5102	-3.56181	7.15344	45.66	0.170518	-23.1465	3.82724	-0.344921	-26.791	4.20535	7.00489	14.0989	2.67089	4.98372	7.29803	4.46789	4.48383	10.5526	20.5646	1.98686	11.2305	20.9363
1	0.682412	0.704053	26.2927	-1.51424	3.08949	26.3842	-0.853549	-2.25188	45.046	-3.4624	7.46248	45.3858	0.194445	-23.419	4.36595	-0.100271	-27.7262	5.10405	6.82596	14.3582	2.08518	4.87207	7.92993	3.73087	4.78622	10.4432	19.1284	2.31819	11.1944	19.1539
2	0.702972	0.823441	26.0975	-1.45024	3.18164	26.2486	-0.705316	-2.105	44.3851	-3.28962	7.81614	44.8916	0.215889	-23.7734	4.86642	0.09753	-28.699	5.87691	6.3652	14.4675	0.937998	4.67771	8.54685	2.53792	5.05613	10.4749	16.9368	2.7044	11.1192	16.8516
3	0.80003	0.943983	25.8884	-1.31312	3.25748	26.095	-0.520778	-1.94695	43.5355	-3.06414	8.1409	44.2227	0.245231	-24.1689	5.11883	0.235854	-29.5042	6.41726	5.6863	14.2608	-0.752934	4.45329	8.85924	0.941312	5.33312	10.7755	14.2333	3.17755	11.1494	14.2322
4	0.971127	1.0499	25.6849	-1.10734	3.31008	25.937	-0.31643	-1.78266	42.5873	-2.81367	8.39957	43.4942	0.302067	-24.4474	5.16163	0.362768	-29.8731	6.83171	4.90961	13.6325	-2.61735	4.23203	8.61908	-0.708297	5.56719	11.2978	11.4219	3.65367	11.3081	11.6067
5	1.20504	1.11499	25.5093	-0.845918	3.32398	25.7907	-0.0985104	-1.63999	41.7028	-2.54864	8.57315	42.8521	0.425044	-24.3661	5.27551	0.56529	-29.6089	7.37215	4.08481	12.6284	-4.07821	3.94414	7.80011	-1.90869	5.57304	11.8188	8.88596	3.90569	11.4756	9.27087
6	1.495	1.10674	25.3823	-0.539276	3.27799	25.6691	0.163684	-1.5991	41.0392	-2.24033	8.62559	42.3958	0.628686	-23.7902	5.73102	0.888997	-28.7792	8.20664	3.18752	11.4849	-4.75642	3.46753	6.68027	-2.36755	5.19425	12.1035	6.83272	3.75449	11.5165	7.38647
7	1.84298	0.9973	25.3137	-0.190028	3.15422	25.5779	0.531931	-1.727	40.6365	-1.83998	8.51748	42.1037	0.869509	-22.8682	6.56046	1.29101	-27.7274	9.26437	2.25678	10.5327	-4.64238	2.76779	5.70514	-2.13864	4.49656	12.0777	5.32945	3.23392	11.3888	5.99401
8	2.25113	0.77531	25.2933	0.202446	2.94733	25.5122	1.05401	-1.99587	40.3896	-1.31879	8.26784	41.8419	1.08206	-21.9181	7.58276	1.68454	-26.8554	10.3121	1.38863	9.96775	-3.9676	1.943	5.2054	-1.47619	3.6825	11.8452	4.32351	2.53366	11.1425	5.03521
9	2.71741	0.451918	25.2969	0.637886	2.66761	25.4575	1.73418	-2.30072	40.1286	-0.68158	7.9651	41.4538	1.2318	-21.1707	8.55425	2.0055	-26.4103	11.1237	0.680302	9.74201	-3.01268	1.15665	5.2321	-0.63299	2.9384	11.5676	3.68894	1.85499	10.8735	4.40196
