Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	34.48	406.19	-28.69	2044.86	0	1295.54	57701.2
2	-0	-0	-0	2149	0	976.7	-0	35.71	421.91	-24.72	2032.62	0	1299.41	57865.4
3	-0	-0	-0	2149	0	976.7	-0	44.71	432.89	-19.07	2041.53	0	1298.28	61521.7
4	-0	-0	-0	2149	0	976.7	-0	43.03	443.73	-24.72	2033.4	0	1300.11	56480.4
5	-0	-0	-0	2149	0	976.7	-0	56.23	452.42	-24.19	2031.98	0	1299.21	60240.8
6	-0	-0	-0	2149	0	976.7	-0	52.49	465.09	-19.99	2023.66	0	1303.53	57784.9
7	-0	-0	-0	2149	0	976.7	-0	56.23	484.47	-22.81	2030.84	0	1303.03	58380.7
8	-0	-0	-0	2149	0	976.7	-0	65.84	475.01	-29.6	2014.07	0	1293.86	61673.1
9	-0	-0	-0	2149	0	976.7	-0	66.22	507.97	-19.07	2026.44	0	1307.72	60309.8
10	-0	-0	-0	2149	0	976.7	-0	72.02	497.74	-23.27	1995.5	0	1301.65	59674.8
11	-0	-0	-0	2149	0	976.7	-0	84.76	521.85	-30.44	2017.75	0	1303.07	62188.6
12	-0	-0	-0	2149	0	976.7	-0	70.19	517.43	-25.94	1992.53	0	1302.39	57816.1
13	-0	-0	-0	2149	0	976.7	-0	97.5	537.26	-29.07	2006.05	0	1306.08	64247.5
14	-0	-0	-0	2149	0	976.7	-0	83.92	529.02	-30.21	1986.08	0	1303.17	58273.3
15	-0	-0	-0	2149	0	976.7	-0	94.07	548.55	-32.27	1979.69	0	1306.01	61724.4
16	-0	-0	-0	2149	0	976.7	-0	100.86	539.86	-28.84	1970.85	0	1306.97	59130.3
17	-0	-0	-0	2149	0	976.7	-0	98.8	554.05	-37.92	1982.27	0	1305.03	60296.4
18	-0	-0	-0	2149	0	976.7	-0	111.39	552.22	-36.77	1964.49	0	1305.45	63223.4
19	-0	-0	-0	2149	0	976.7	-0	106.96	561.07	-33.11	1954.82	0	1310.41	58355.1
20	-0	-0	-0	2149	0	976.7	-0	115.59	554.66	-38.91	1965.63	0	1305.45	62244.1
21	-0	-0	-0	2149	0	976.7	-0	120.54	555.11	-43.11	1938.13	0	1303.12	60383.1
