Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	1.52714	0.108234	18.8956	-0.407728	-6.81575	18.3937	2.10595	1.83334	41.4415	4.78355	5.7655	40.5424	2.72891	-31.9062	18.342	2.36548	-23.5711	15.099	6.20227	16.2617	7.85894	-0.102114	8.94446	8.0943	4.38766	12.7299	13.9279	-0.376288	14.3158	14.6642
1	1.50093	0.331254	18.7938	-0.441012	-6.57189	18.2744	2.17686	2.2514	41.1452	4.83253	6.01536	40.2414	2.82025	-32.115	18.6474	2.43358	-23.931	15.5992	6.15079	16.1419	7.63887	-0.146996	8.84267	8.04183	4.63043	12.4818	13.169	-0.177922	14.3528	13.9102
2	1.50151	0.576583	18.6772	-0.453029	-6.29732	18.1447	2.26309	2.67032	40.7939	4.891	6.27417	39.8927	2.91229	-32.2843	19.2791	2.42956	-24.1786	16.394	5.97448	16.1508	7.10808	-0.148228	8.87531	7.64826	4.88168	12.0257	11.7041	0.131397	14.0773	12.5371
3	1.55816	0.812234	18.5541	-0.411603	-6.01827	18.0097	2.3913	3.04677	40.4932	4.98097	6.51813	39.6034	2.99289	-32.2978	20.2696	2.35447	-24.1388	17.5303	5.59489	16.0637	6.45089	-0.15886	8.83584	6.93859	4.96277	11.5033	9.72263	0.469198	13.5367	10.6085
4	1.67992	0.997916	18.4386	-0.311004	-5.76946	17.8759	2.57653	3.36178	40.3682	5.09615	6.74466	39.4877	3.07684	-32.0313	21.6527	2.27726	-23.6618	19.0508	5.12062	15.6005	6.03954	-0.2054	8.42433	6.20661	4.80539	11.1172	7.68631	0.717444	12.9187	8.44735
5	1.83676	1.10349	18.3448	-0.187086	-5.57899	17.7414	2.8059	3.63905	40.4615	5.19921	6.96796	39.5575	3.19091	-31.436	23.3707	2.28294	-22.7065	20.8841	4.78111	14.6198	6.13186	-0.233675	7.42341	5.81368	4.53611	10.9983	6.02472	0.850687	12.459	6.48734
6	1.97041	1.12894	18.2814	-0.0854927	-5.45238	17.5893	3.04046	3.93311	40.674	5.25986	7.18096	39.677	3.35801	-30.6336	25.2113	2.40074	-21.4209	22.8004	4.55155	13.2828	6.6679	-0.284274	5.91103	5.85295	4.21049	11.1014	4.78899	0.868924	12.2899	4.91032
7	2.02928	1.10705	18.245	-0.023775	-5.36727	17.4051	3.23612	4.27435	40.8211	5.27667	7.35098	39.6598	3.57514	-29.884	26.8757	2.59492	-20.1132	24.5188	4.21755	11.989	7.41669	-0.53098	4.28114	6.1898	3.75341	11.2634	3.81043	0.687966	12.3519	3.64997
8	2.00003	1.08496	18.2168	0.00311577	-5.28969	17.1992	3.36584	4.62514	40.7231	5.26277	7.46986	39.3816	3.80292	-29.4354	28.1139	2.81125	-19.1538	25.8293	3.6914	11.1028	8.17933	-0.998764	3.00812	6.679	3.13808	11.3724	2.97009	0.30596	12.5067	2.64082
9	1.90941	1.10322	18.1784	0.00172038	-5.19555	17.0028	3.42858	4.88318	40.2827	5.23259	7.55277	38.8155	3.96946	-29.3603	28.8285	2.99672	-18.7915	26.6521	3.04802	10.7436	8.86761	-1.55414	2.37301	7.23469	2.41769	11.4217	2.22949	-0.183158	12.6667	1.84992
10	1.80034	1.18558	18.1281	-0.0246681	-5.07318	16.8451	3.44223	4.93734	39.5183	5.19491	7.5932	38.0127	4.00665	-29.5196	29.0785	3.10186	-18.9857	27.0398	2.44122	10.7885	9.48495	-2.06693	2.33882	7.8188	1.7034	11.4439	1.59954	-0.693596	12.8057	1.23235
11	1.71048	1.33821	18.0792	-0.063465	-4.91822	16.7428	3.43504	4.72242	38.5402	5.15908	7.54869	37.0712	3.88773	-29.6794	29.0104	3.09496	-19.428	27.1329	1.98945	11.0142	10.0651	-2.46405	2.6255	8.42581	1.10018	11.4545	1.10043	-1.16253	12.9136	0.749472
12	1.66298	1.55193	18.047	-0.0866188	-4.7338	16.6997	3.4362	4.24813	37.4911	5.14576	7.37018	36.0966	3.63598	-29.6688	28.7845	2.97004	-19.7705	27.0785	1.71963	11.2315	10.6293	-2.73513	2.92664	9.04555	0.652766	11.4562	0.729897	-1.55473	12.9781	0.371707
13	1.66456	1.80639	18.0379	-0.0668488	-4.53026	16.7054	3.46548	3.59321	36.4861	5.17816	7.03606	35.1566	3.30557	-29.4603	28.5239	2.74159	-19.8455	26.9613	1.6009	11.3512	11.1816	-2.90246	3.08773	9.64771	0.352129	11.4544	0.465179	-1.85784	13.0017	0.0732565
14	1.7093	2.07659	18.0471	0.00520192	-4.32278	16.738	3.52781	2.8597	35.5746	5.26499	6.55529	34.2606	2.95482	-29.1143	28.2897	2.43559	-19.6722	26.7965	1.58783	11.3652	11.7202	-3.00143	3.12065	10.2021	0.166969	11.4543	0.276881	-2.08203	12.9976	-0.169096
15	1.7866	2.33979	18.059	0.119607	-4.12567	16.7733	3.61826	2.12272	34.7336	5.39342	5.95549	33.3828	2.62721	-28.677	28.0819	2.08563	-19.3306	26.5705	1.63819	11.2817	12.2457	-3.06252	3.09687	10.6991	0.0687907	11.4578	0.140057	-2.24452	12.9774	-0.370715
16	1.88756	2.5801	18.0525	0.255028	-3.94617	16.7966	3.73279	1.40935	33.8945	5.53422	5.27819	32.4995	2.33796	-28.1665	27.8598	1.73144	-18.8683	26.2807	1.72202	11.1186	12.7588	-3.09925	3.04617	11.1518	0.0369374	11.465	0.0366241	-2.35119	12.9509	-0.536617
17	2.00452	2.79016	18.0095	0.386701	-3.78477	16.8082	3.87082	0.708596	32.9858	5.65401	4.57649	31.6069	2.07864	-27.6174	27.5681	1.41316	-18.2947	25.942	1.82456	10.9355	13.2508	-3.12226	2.94578	11.5809	0.0558444	11.4745	-0.0458748	-2.40479	12.925	-0.669847
18	2.12516	2.96976	17.9241	0.492227	-3.63933	16.8184	4.02699	-0.00107	31.9704	5.72714	3.9019	30.7129	1.83017	-27.0803	27.167	1.15876	-17.6344	25.5673	1.9432	10.8137	13.7078	-3.14614	2.78262	11.9982	0.110244	11.4823	-0.114874	-2.41647	12.9038	-0.777572
19	2.22975	3.12206	17.8059	0.554956	-3.50946	16.8373	4.1854	-0.72626	30.8568	5.74229	3.28775	29.8195	1.57595	-26.5867	26.6512	0.973298	-16.9631	25.1499	2.07789	10.8	14.1205	-3.17815	2.60503	12.4014	0.182496	11.4844	-0.17447	-2.40398	12.8889	-0.868883
20	2.29688	3.25073	17.6773	0.56675	-3.39637	16.8682	4.32489	-1.4524	29.6858	5.70157	2.73981	28.9161	1.31047	-26.1231	26.0427	0.840567	-16.3716	24.6683	2.22003	10.8723	14.4894	-3.21158	2.49673	12.7808	0.256474	11.4808	-0.227174	-2.3826	12.8796	-0.950926
21	2.31285	3.36029	17.5641	0.52932	-3.29897	16.9082	4.42943	-2.15669	28.5057	5.61602	2.2398	27.9886	1.03774	-25.6414	25.3702	0.734169	-15.8969	24.1072	2.3547	10.9575	14.82	-3.23512	2.50377	13.1279	0.324903	11.4756	-0.274633	-2.36	12.8732	-1.02824
22	2.2762	3.45756	17.485	0.451037	-3.21375	16.952	4.49433	-2.82238	27.3508	5.50041	1.76282	27.0292	0.76902	-25.1094	24.6497	0.629422	-15.5124	23.4685	2.46531	10.9964	15.1147	-3.24152	2.6106	13.4411	0.387476	11.4742	-0.31883	-2.33715	12.8676	-1.10278
23	2.19616	3.55241	17.445	0.341788	-3.13615	16.9948	4.52552	-3.44561	26.2328	5.36819	1.29284	26.0402	0.509574	-24.5488	23.8917	0.511251	-15.1692	22.7675	2.55097	10.9876	15.3774	-3.2307	2.77081	13.7236	0.442045	11.48	-0.362598	-2.31383	12.8612	-1.17468
24	2.08756	3.65689	17.4368	0.210569	-3.06124	17.0344	4.53432	-4.0323	25.1452	5.22918	0.825303	25.0328	0.264974	-24.0284	23.0995	0.375198	-14.8322	22.0255	2.62253	10.9851	15.6086	-3.20962	2.93907	13.9805	0.487287	11.493	-0.40999	-2.29369	12.8571	-1.2448
25	1.96553	3.78236	17.4481	0.0659658	-2.98319	17.0712	4.53133	-4.58792	24.0739	5.0897	0.36035	24.0232	0.0458041	-23.6174	22.2704	0.223974	-14.4846	21.2667	2.69322	11.0485	15.8035	-3.18674	3.07976	14.2176	0.528073	11.5109	-0.464914	-2.28162	12.8633	-1.3156
26	1.8417	3.93644	17.4682	-0.0836735	-2.89517	17.1072	4.52325	-5.11069	23.006	4.95249	-0.102484	23.0284	-0.147324	-23.3286	21.4141	0.065355	-14.1144	20.5148	2.77991	11.1783	15.9701	-3.16939	3.16553	14.4423	0.569851	11.5309	-0.52647	-2.27961	12.8862	-1.38966
27	1.72299	4.12129	17.4917	-0.231366	-2.79004	17.1456	4.51275	-5.59305	21.9344	4.81593	-0.564068	22.0609	-0.3118	-23.109	20.5414	-0.0881715	-13.7078	19.7873	2.87927	11.3112	16.1243	-3.16273	3.17971	14.6606	0.615973	11.552	-0.589586	-2.28419	12.9227	-1.46848
28	1.61214	4.33386	17.5172	-0.372687	-2.66182	17.1902	4.50001	-6.02662	20.8579	4.67488	-1.02039	21.126	-0.443962	-22.8871	19.6618	-0.220862	-13.2545	19.0917	2.97256	11.3727	16.2802	-3.16771	3.11546	14.8763	0.664239	11.573	-0.652453	-2.28628	12.9623	-1.55218
29	1.5087	4.56754	17.5463	-0.506145	-2.50699	17.2449	4.48407	-6.40294	19.7783	4.52329	-1.45971	20.222	-0.542094	-22.6332	18.7829	-0.318213	-12.7609	18.4262	3.04483	11.3334	16.4443	-3.18459	2.97729	15.0915	0.708264	11.592	-0.718575	-2.28016	12.9953	-1.64102
30	1.40967	4.81526	17.5825	-0.632458	-2.32493	17.313	4.46201	-6.71152	18.6971	4.35785	-1.8651	19.3415	-0.59792	-22.3861	17.8992	-0.372037	-12.2576	17.7817	3.09115	11.2298	16.609	-3.21833	2.78381	15.3074	0.744264	11.6096	-0.7938	-2.27243	13.0183	-1.73706
31	1.31106	5.072	17.6296	-0.753002	-2.11727	17.3952	4.42868	-6.94183	17.6135	4.17955	-2.22065	18.4741	-0.60621	-22.2287	17.0042	-0.381318	-11.793	17.144	3.12471	11.136	16.7639	-3.26954	2.56585	15.5235	0.770346	11.6283	-0.883956	-2.27209	13.0344	-1.84123
32	1.21058	5.33575	17.6901	-0.868376	-1.88713	17.4901	4.37959	-7.0891	16.5258	3.9928	-2.51871	17.6096	-0.561646	-22.2289	16.0903	-0.350317	-11.4148	16.4999	3.15674	11.1145	16.8992	-3.32652	2.35816	15.7396	0.786757	11.6504	-0.993295	-2.2786	13.0497	-1.95039
33	1.10937	5.60599	17.7645	-0.978221	-1.63871	17.5947	4.31478	-7.15654	15.4348	3.80297	-2.76295	16.7406	-0.464046	-22.3988	15.1531	-0.28592	-11.1498	15.8416	3.18885	11.1792	17.0086	-3.37217	2.18835	15.9563	0.795858	11.6765	-1.12284	-2.28368	13.0682	-2.06002
34	1.01148	5.88051	17.8507	-1.08171	-1.37676	17.706	4.23998	-7.15247	14.3449	3.61417	-2.96607	15.8655	-0.327116	-22.7019	14.2042	-0.195257	-10.9971	15.1695	3.22997	11.3002	17.0971	-3.39083	2.07049	16.1713	0.80658	11.705	-1.26879	-2.27485	13.0892	-2.16934
35	0.921138	6.15426	17.9464	-1.17733	-1.10643	17.823	4.16311	-7.08599	13.2648	3.42937	-3.14626	14.9887	-0.163345	-23.0821	13.2621	-0.0853958	-10.9314	14.4913	3.29087	11.4345	17.1736	-3.37393	2.0041	16.3786	0.836223	11.7326	-1.42438	-2.24142	13.1089	-2.28343
36	0.840612	6.41904	18.0512	-1.26257	-0.834605	17.9476	4.0914	-6.96383	12.2065	3.25234	-3.32008	14.12	0.0231481	-23.4868	12.3425	0.0361285	-10.9134	13.818	3.37445	11.5468	17.2443	-3.32361	1.97513	16.5728	0.90311	11.7569	-1.58389	-2.18115	13.1234	-2.40872
37	0.771649	6.66472	18.1652	-1.3341	-0.569785	18.0841	4.03231	-6.79361	11.1829	3.08815	-3.49767	13.2709	0.223354	-23.8781	11.4634	0.161942	-10.8987	13.1596	3.48014	11.6152	17.3139	-3.25203	1.95869	16.7508	1.01397	11.778	-1.74771	-2.10052	13.1302	-2.55041
38	0.715843	6.88272	18.2874	-1.38867	-0.320993	18.2362	3.99267	-6.58859	10.2041	2.94197	-3.68349	12.4502	0.421469	-24.2405	10.6436	0.286122	-10.8446	12.5227	3.60677	11.639	17.3833	-3.17245	1.92574	16.9118	1.16198	11.7989	-1.92449	-2.00654	13.129	-2.71016
