Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	796.174	962.345	1344.22	796.955	971.857	1082.62	599.481	988.512	1257.27	597.629	991.948	1164.05	702.977	1020.5	1034.94	696.535	1023.2	1386.79	709.634	867.839	1406.2	683.966	488.812	1386.6	672.679	437.079	1390.91	731.149	415.986	1354.49	668.072	77.4398	1406.77	622.912	45.0321	1372.19	823.555	42.9938	1352.15	797.781	28.8986	1426.61	712.531	856.762	1013.66	683.907	487.192	1046.15	668.358	432.143	1040.53	727.297	412.498	1076.32	667.503	73.3581	1040.66	624.896	46.0204	1067.69	819.169	40.8655	1107.22	799.203	29.0639	1030.56	693.313	468.702	1262.55	692.72	86.9172	1328.65	823.56	36.3648	1378.59	695.109	470.195	1167.4	687.468	86.6617	1119.66	822.498	36.5403	1077.83
0.007	796.172	962.348	1344.24	796.976	971.845	1082.65	599.494	988.51	1257.28	597.645	991.945	1164.05	703.011	1020.5	1034.96	696.538	1023.2	1386.81	709.628	867.848	1406.21	683.974	488.801	1386.62	672.684	437.085	1390.92	731.151	415.984	1354.5	668.073	77.4256	1406.78	622.914	45.037	1372.2	823.561	42.9906	1352.16	797.786	28.8955	1426.6	712.549	856.764	1013.66	683.915	487.184	1046.16	668.379	432.143	1040.55	727.323	412.5	1076.32	667.485	73.4046	1040.67	624.908	46.0129	1067.7	819.168	40.8595	1107.22	799.198	29.069	1030.57	693.336	468.697	1262.56	692.725	86.9143	1328.66	823.562	36.3643	1378.59	695.122	470.188	1167.41	687.469	86.6545	1119.67	822.497	36.5431	1077.83
0.013	796.183	962.345	1344.26	797.001	971.843	1082.68	599.496	988.511	1257.29	597.666	991.941	1164.06	703.043	1020.49	1034.98	696.543	1023.21	1386.83	709.635	867.844	1406.23	683.989	488.801	1386.62	672.689	437.083	1390.94	731.156	415.984	1354.52	668.073	77.4264	1406.78	622.914	45.0308	1372.2	823.555	42.9878	1352.16	797.781	28.895	1426.6	712.573	856.752	1013.68	683.931	487.188	1046.16	668.383	432.138	1040.57	727.325	412.495	1076.34	667.496	73.3592	1040.66	624.896	46.0115	1067.7	819.164	40.8678	1107.22	799.203	29.0701	1030.57	693.338	468.701	1262.58	692.715	86.925	1328.64	823.562	36.3634	1378.6	695.141	470.175	1167.43	687.476	86.6454	1119.67	822.489	36.5417	1077.84
0.02	796.191	962.343	1344.28	797.034	971.831	1082.71	599.513	988.511	1257.31	597.681	991.938	1164.06	703.075	1020.48	1035	696.546	1023.21	1386.83	709.642	867.841	1406.25	683.96	488.716	1386.49	672.702	437.075	1390.94	731.163	415.979	1354.52	668.078	77.4209	1406.78	622.917	45.0281	1372.19	823.566	42.9835	1352.15	797.783	28.8933	1426.6	712.593	856.743	1013.69	683.944	487.186	1046.19	668.409	432.133	1040.59	727.341	412.484	1076.34	667.496	73.3928	1040.66	624.896	46.0147	1067.71	819.166	40.8551	1107.23	799.202	29.07	1030.58	693.337	468.694	1262.59	692.723	86.9084	1328.65	823.56	36.3605	1378.59	695.157	470.181	1167.44	687.474	86.646	1119.69	822.501	36.5446	1077.83
0.027	796.201	962.348	1344.29	797.068	971.83	1082.73	599.525	988.509	1257.32	597.706	991.932	1164.08	703.106	1020.46	1035.02	696.56	1023.21	1386.85	709.66	867.846	1406.26	684.001	488.8	1386.64	672.702	437.085	1390.96	731.167	415.982	1354.52	668.084	77.4177	1406.78	622.917	45.0225	1372.2	823.565	42.9811	1352.15	797.796	28.8962	1426.6	712.618	856.744	1013.71	683.967	487.19	1046.19	668.414	432.145	1040.59	727.353	412.473	1076.37	667.495	73.3749	1040.68	624.897	46.0218	1067.7	819.171	40.864	1107.22	799.203	29.068	1030.59	693.34	468.696	1262.6	692.711	86.9162	1328.66	823.562	36.3596	1378.59	695.175	470.17	1167.44	687.477	86.6456	1119.69	822.491	36.5399	1077.83
0.033	796.214	962.355	1344.31	797.085	971.821	1082.76	599.54	988.514	1257.33	597.725	991.93	1164.09	703.126	1020.44	1035.03	696.57	1023.22	1386.87	709.665	867.845	1406.29	684.001	488.788	1386.65	672.705	437.084	1390.96	731.165	415.977	1354.54	668.072	77.4206	1406.78	622.912	45.0249	1372.2	823.554	42.9869	1352.16	797.783	28.8967	1426.61	712.647	856.735	1013.73	683.972	487.184	1046.2	668.444	432.139	1040.61	727.371	412.479	1076.37	667.502	73.3775	1040.67	624.895	46.0145	1067.7	819.171	40.8639	1107.23	799.198	29.0693	1030.58	693.356	468.689	1262.61	692.72	86.918	1328.66	823.565	36.363	1378.59	695.19	470.17	1167.46	687.479	86.6403	1119.69	822.497	36.5356	1077.85
0.04	796.231	962.352	1344.32	797.103	971.811	1082.77	599.559	988.51	1257.34	597.741	991.923	1164.11	703.147	1020.43	1035.05	696.581	1023.22	1386.89	709.683	867.836	1406.3	684.009	488.787	1386.66	672.711	437.085	1390.97	731.174	415.976	1354.54	668.075	77.4217	1406.78	622.915	45.0244	1372.2	823.562	42.9886	1352.16	797.788	28.8929	1426.6	712.664	856.737	1013.75	683.989	487.204	1046.2	668.458	432.136	1040.63	727.382	412.483	1076.38	667.493	73.3762	1040.67	624.906	46.0177	1067.7	819.176	40.8616	1107.22	799.194	29.0704	1030.57	693.35	468.701	1262.61	692.724	86.9105	1328.66	823.562	36.3649	1378.59	695.215	470.181	1167.48	687.478	86.6388	1119.69	822.49	36.5394	1077.84
0.047	796.244	962.353	1344.33	797.122	971.796	1082.79	599.581	988.507	1257.36	597.771	991.918	1164.13	703.162	1020.42	1035.07	696.589	1023.22	1386.9	709.703	867.842	1406.31	684.023	488.791	1386.66	672.717	437.085	1390.99	731.181	415.98	1354.56	668.075	77.4241	1406.79	622.909	45.0243	1372.19	823.549	42.989	1352.15	797.782	28.8901	1426.6	712.682	856.729	1013.76	684.003	487.196	1046.22	668.469	432.14	1040.64	727.388	412.479	1076.4	667.496	73.407	1040.69	624.896	46.0204	1067.71	819.176	40.8539	1107.23	799.202	29.0659	1030.6	693.359	468.69	1262.62	692.717	86.9153	1328.66	823.549	36.3653	1378.6	695.226	470.179	1167.48	687.479	86.64	1119.69	822.494	36.5276	1077.85
0.053	796.258	962.352	1344.35	797.138	971.786	1082.8	599.598	988.507	1257.38	597.79	991.912	1164.15	703.185	1020.4	1035.09	696.602	1023.21	1386.92	709.717	867.842	1406.34	684.001	488.728	1386.52	672.725	437.09	1390.99	731.189	415.97	1354.56	668.076	77.4191	1406.78	622.91	45.0249	1372.21	823.556	42.9859	1352.16	797.779	28.8905	1426.61	712.715	856.73	1013.78	684.02	487.2	1046.23	668.491	432.142	1040.65	727.404	412.476	1076.41	667.512	73.3629	1040.68	624.906	46.0207	1067.71	819.173	40.8581	1107.24	799.201	29.0724	1030.59	693.384	468.674	1262.65	692.716	86.9236	1328.66	823.566	36.3668	1378.58	695.227	470.167	1167.5	687.472	86.6411	1119.7	822.491	36.5374	1077.84
0.06	796.276	962.344	1344.37	797.17	971.783	1082.82	599.626	988.506	1257.39	597.818	991.912	1164.15	703.201	1020.4	1035.09	696.608	1023.21	1386.93	709.74	867.841	1406.35	684.039	488.802	1386.69	672.741	437.087	1391	731.193	415.973	1354.58	668.073	77.4193	1406.78	622.909	45.0264	1372.2	823.555	42.9884	1352.16	797.776	28.8865	1426.61	712.74	856.724	1013.8	684.044	487.198	1046.24	668.494	432.138	1040.66	727.424	412.479	1076.42	667.508	73.3866	1040.68	624.901	46.0285	1067.71	819.17	40.8506	1107.23	799.203	29.0636	1030.59	693.393	468.703	1262.63	692.713	86.9179	1328.65	823.558	36.3577	1378.6	695.251	470.163	1167.51	687.482	86.6353	1119.69	822.496	36.5365	1077.85
