Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-28.69	274.05	13.35	2581.06	0	1146.32	32917.4	74.92	275.12	-10.38	2055.3	0	1302.7	49456.5
2	-28.53	281.52	20.75	2575.18	0	1155.4	40469.1	72.94	249.63	-10.99	2058.27	0	1283.53	53308.7
3	-28.53	289.31	21.21	2595.62	0	1150.15	39528.8	75.61	239.41	-1.14	1961.45	0	1309.17	56247.5
4	-30.82	303.19	20.29	2588.99	0	1141.72	32141.2	74.01	214.54	1.37	1959.15	0	1311.04	48714.9
5	-23.96	294.95	19.76	2564.28	0	1154	33861.8	59.89	192.72	-6.94	1985.89	0	1271.9	50097.2
6	-30.52	319.82	23.5	2557.49	0	1143.08	37137.4	62.56	171.81	-1.53	1943.63	0	1272.07	54210.5
7	-29.83	322.11	27.08	2576.27	0	1148.04	38969.9	57.91	154.27	3.43	1875.01	0	1279.01	52421.7
8	-22.89	327.91	25.86	2578.43	0	1145.07	32325	50.05	125.12	7.1	1719.39	0	1267.17	48018.5
9	-30.52	343.48	26.93	2562.28	0	1140.58	32405.3	50.66	117.03	0.46	1845.84	0	1239.07	49515.9
10	-27.31	348.97	28.61	2541.4	0	1145.73	37548.5	-0	-0	-0	2149	0	1465.7	-0
11	-25.33	363.16	32.73	2579.72	0	1143.77	37584	-0	-0	-0	2149	0	1465.7	-0
12	-30.67	368.35	32.2	2577.99	0	1145.95	36022.8	-0	-0	-0	2149	0	1465.7	-0
13	-23.65	386.2	33.04	2548.75	0	1142.83	33632.1	-0	-0	-0	2149	0	1465.7	-0
14	-34.94	397.49	33.34	2536.59	0	1142.44	40914.9	-0	-0	-0	2149	0	1465.7	-0
15	-20.07	413.51	36.7	2554.55	0	1144.26	39424.4	-0	-0	-0	2149	0	1465.7	-0
16	-29.14	427.7	36.16	2547.73	0	1141.68	35663.1	-0	-0	-0	2149	0	1465.7	-0
17	-30.9	437.01	34.41	2531.46	0	1142.88	36018.8	-0	-0	-0	2149	0	1465.7	-0
18	-20.6	457.15	38.15	2530.03	0	1140.91	36686.9	-0	-0	-0	2149	0	1465.7	-0
19	-31.13	472.72	37.92	2529.35	0	1140	40077.8	-0	-0	-0	2149	0	1465.7	-0
20	-25.79	471.95	40.28	2536.51	0	1145.91	33625.1	-0	-0	-0	2149	0	1465.7	-0
21	-24.41	496.52	39.67	2526.44	0	1139.48	35317.9	-0	-0	-0	2149	0	1465.7	-0
22	-33.65	504.76	40.44	2515.71	0	1140.58	37627.8	-0	-0	-0	2149	0	1465.7	-0
23	-17.93	514.68	41.89	2521.17	0	1142.94	36513.8	-0	-0	-0	2149	0	1465.7	-0
24	-31.13	525.97	44.56	2524.82	0	1143.08	38765.2	-0	-0	-0	2149	0	1465.7	-0
25	-28.92	531.62	39.67	2510.87	0	1141.32	33284.1	-0	-0	-0	2149	0	1465.7	-0
26	-20.75	543.37	41.89	2501.78	0	1139.59	36665.3	-0	-0	-0	2149	0	1465.7	-0
27	-30.59	548.86	45.09	2507.21	0	1142.49	41407	-0	-0	-0	2149	0	1465.7	-0
28	-23.57	554.66	47.23	2512.52	0	1144.74	35669.6	-0	-0	-0	2149	0	1465.7	-0
29	-25.41	556.18	42.27	2502.64	0	1141.29	33923.4	-0	-0	-0	2149	0	1465.7	-0
30	-26.25	571.29	45.62	2498.52	0	1138.01	35636.8	-0	-0	-0	2149	0	1465.7	-0
31	-22.96	565.8	48.52	2489.6	0	1144.24	38558.4	-0	-0	-0	2149	0	1465.7	-0
