Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	790.617	845.442	1393.51	799.36	857.646	1088.36	622.703	894.299	1282.68	622.608	894.685	1196.21	715.566	911.151	1069.27	710.613	893.022	1409	727.238	756.382	1416.87	716.574	437.791	1392.53	718.229	381.432	1396.95	765.849	362.528	1346.07	675.931	74.0735	1405.27	623.197	48.0627	1368.63	807.879	41.2115	1345.31	767.622	33.1647	1421.86	702.162	776.351	1059.01	700.379	442.043	1051.13	699.551	385.896	1044.59	747.374	367.125	1093.87	686.083	71.5719	1048.76	629.812	56.0033	1088.8	808.257	41.759	1115.77	780.819	31.2047	1042.76	713.001	423.643	1262.28	686.291	81.0744	1322.1	804.047	40.7096	1374.36	694.232	419.957	1179.85	693.177	85.1293	1133.28	806.223	39.1787	1087.77
0.007	790.614	845.442	1393.5	799.379	857.644	1088.36	622.699	894.315	1282.66	622.609	894.698	1196.2	715.576	911.148	1069.26	710.613	893.015	1408.99	727.24	756.38	1416.86	716.571	437.785	1392.53	718.24	381.442	1396.94	765.849	362.525	1346.07	675.928	74.0708	1405.27	623.194	48.0665	1368.63	807.932	41.3725	1345.41	767.624	33.178	1421.85	702.164	776.349	1059	700.338	442.009	1050.96	699.557	385.904	1044.58	747.369	367.129	1093.86	686.088	71.4698	1048.9	629.81	56.0129	1088.81	808.272	41.754	1115.77	780.823	31.2058	1042.75	713.001	423.644	1262.28	686.323	81.0766	1322.13	804.053	40.7089	1374.36	694.221	419.962	1179.84	693.182	85.122	1133.28	806.217	39.1794	1087.76
0.013	790.617	845.437	1393.5	799.379	857.64	1088.35	622.707	894.308	1282.66	622.627	894.697	1196.2	715.589	911.141	1069.26	710.612	893.029	1408.98	727.235	756.383	1416.84	716.578	437.786	1392.53	718.239	381.439	1396.94	765.854	362.52	1346.07	675.919	74.0758	1405.27	623.198	48.0693	1368.63	807.887	41.2051	1345.3	767.629	33.1657	1421.85	702.168	776.354	1058.99	700.363	442.045	1051.12	699.55	385.902	1044.58	747.367	367.131	1093.85	686.094	71.4732	1048.89	629.846	55.9841	1088.82	808.265	41.7544	1115.78	780.819	31.206	1042.77	712.995	423.754	1262.19	686.302	81.0769	1322.1	804.052	40.7122	1374.37	694.225	419.962	1179.84	693.179	85.1273	1133.28	806.224	39.1853	1087.77
0.02	790.615	845.442	1393.49	799.392	857.643	1088.34	622.717	894.312	1282.65	622.63	894.696	1196.18	715.599	911.142	1069.24	710.609	893.033	1408.97	727.237	756.388	1416.85	716.581	437.788	1392.53	718.238	381.442	1396.94	765.856	362.518	1346.08	675.933	74.075	1405.27	623.202	48.0677	1368.62	807.896	41.2071	1345.3	767.626	33.1704	1421.86	702.176	776.359	1058.98	700.336	442.017	1050.95	699.542	385.905	1044.57	747.362	367.135	1093.85	686.079	71.5711	1048.76	629.816	56.0145	1088.8	808.267	41.7517	1115.77	780.827	31.2073	1042.76	713.026	423.645	1262.25	686.305	81.0684	1322.1	804.056	40.7084	1374.36	694.221	419.964	1179.83	693.176	85.1358	1133.28	806.222	39.1837	1087.77
0.027	790.615	845.441	1393.49	799.396	857.642	1088.34	622.717	894.317	1282.63	622.632	894.717	1196.17	715.601	911.146	1069.24	710.613	893.029	1408.97	727.232	756.39	1416.84	716.588	437.798	1392.52	718.237	381.442	1396.93	765.846	362.525	1346.06	675.922	74.0854	1405.27	623.197	48.0651	1368.63	807.938	41.3673	1345.41	767.632	33.1756	1421.85	702.183	776.357	1058.98	700.368	442.041	1051.1	699.539	385.91	1044.56	747.364	367.124	1093.85	686.092	71.5717	1048.77	629.818	56.0152	1088.81	808.278	41.7434	1115.78	780.829	31.2031	1042.77	713.019	423.733	1262.17	686.293	81.0868	1322.09	804.051	40.7097	1374.36	694.228	419.968	1179.83	693.183	85.1236	1133.3	806.226	39.1824	1087.77
0.033	790.625	845.438	1393.48	799.411	857.645	1088.33	622.728	894.327	1282.63	622.65	894.714	1196.17	715.618	911.144	1069.22	710.622	893.036	1408.96	727.236	756.388	1416.83	716.581	437.796	1392.51	718.239	381.439	1396.93	765.848	362.531	1346.05	675.929	74.085	1405.28	623.2	48.068	1368.63	807.888	41.2112	1345.3	767.622	33.1633	1421.85	702.195	776.362	1058.96	700.323	442.014	1050.93	699.529	385.908	1044.55	747.363	367.142	1093.84	686.087	71.4865	1048.89	629.832	56.0209	1088.81	808.275	41.7484	1115.77	780.82	31.1968	1042.76	713.015	423.729	1262.17	686.32	81.0796	1322.1	804.049	40.713	1374.37	694.216	419.968	1179.82	693.187	85.1404	1133.28	806.226	39.1741	1087.77
0.04	790.624	845.438	1393.47	799.427	857.64	1088.32	622.741	894.335	1282.6	622.652	894.718	1196.15	715.626	911.15	1069.21	710.611	893.044	1408.95	727.234	756.39	1416.82	716.581	437.803	1392.51	718.236	381.45	1396.93	765.851	362.535	1346.06	675.929	74.0897	1405.27	623.21	48.0672	1368.63	807.887	41.2113	1345.3	767.616	33.1736	1421.85	702.201	776.355	1058.95	700.313	441.962	1050.89	699.534	385.91	1044.55	747.356	367.139	1093.84	686.091	71.4853	1048.89	629.821	56.0219	1088.82	808.277	41.7497	1115.77	780.827	31.2089	1042.76	713.024	423.732	1262.17	686.307	81.0738	1322.09	804.063	40.7067	1374.36	694.201	419.971	1179.82	693.184	85.1376	1133.28	806.228	39.1832	1087.77
0.047	790.63	845.441	1393.47	799.428	857.638	1088.31	622.742	894.344	1282.6	622.668	894.719	1196.13	715.64	911.14	1069.2	710.62	893.043	1408.94	727.232	756.396	1416.8	716.578	437.806	1392.5	718.239	381.455	1396.91	765.864	362.531	1346.05	675.92	74.0922	1405.28	623.188	48.0743	1368.62	807.896	41.2082	1345.3	767.617	33.1664	1421.85	702.204	776.362	1058.94	700.315	442.021	1050.92	699.517	385.902	1044.52	747.353	367.132	1093.83	686.09	71.4851	1048.89	629.826	56.029	1088.82	808.272	41.7491	1115.77	780.83	31.2085	1042.76	713.022	423.746	1262.15	686.304	81.0778	1322.1	804.058	40.7122	1374.36	694.211	419.978	1179.81	693.193	85.1304	1133.28	806.232	39.1771	1087.77
0.053	790.629	845.442	1393.46	799.451	857.637	1088.29	622.749	894.343	1282.58	622.677	894.734	1196.13	715.649	911.146	1069.17	710.617	893.042	1408.92	727.23	756.405	1416.8	716.582	437.812	1392.5	718.244	381.453	1396.91	765.866	362.546	1346.03	675.924	74.0932	1405.27	623.199	48.0706	1368.62	807.888	41.2116	1345.3	767.619	33.1655	1421.85	702.222	776.362	1058.91	700.309	442.017	1050.9	699.523	385.897	1044.53	747.353	367.137	1093.81	686.084	71.5756	1048.76	629.826	56.0327	1088.83	808.272	41.7548	1115.78	780.823	31.2016	1042.76	713.011	423.752	1262.15	686.324	81.0775	1322.1	804.051	40.7054	1374.36	694.198	419.976	1179.81	693.196	85.1413	1133.29	806.234	39.179	1087.77
0.06	790.633	845.444	1393.45	799.463	857.636	1088.27	622.753	894.356	1282.56	622.687	894.729	1196.1	715.661	911.136	1069.14	710.611	893.046	1408.91	727.24	756.395	1416.77	716.569	437.801	1392.48	718.243	381.452	1396.91	765.863	362.537	1346.04	675.924	74.0914	1405.26	623.2	48.0716	1368.62	807.889	41.2079	1345.3	767.618	33.1714	1421.84	702.232	776.36	1058.91	700.308	442.019	1050.88	699.509	385.904	1044.51	747.351	367.138	1093.81	686.097	71.4757	1048.9	629.861	55.9987	1088.84	808.265	41.754	1115.77	780.826	31.2082	1042.76	713.015	423.748	1262.14	686.309	81.0892	1322.09	804.052	40.7061	1374.36	694.206	419.976	1179.8	693.19	85.1374	1133.28	806.231	39.1833	1087.76
