Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.23484	-0.0104	-0.59724	-0.135733	0.064025	-0.729585	-0.1008	-0.00478	-0.31021	-0.0409775	0.01513	-0.402467	0.00674	0.00164	0.01279	0.004165	0.0130425	0.017225	-0.02573	0.37595	-0.04487	-0.071545	0.511045	-0.030655
1	-0.27487	-0.0085	-0.76635	-0.09702	0.0675	-0.764483	-0.10744	-0.00738	-0.37655	-0.03015	0.0127425	-0.419577	0.01088	0.00354	0.01914	0.0072	0.0136225	0.0184325	-0.12271	1.09447	-0.12969	-0.26024	1.58797	-0.102133
2	-0.26785	-0.00563	-0.86083	-0.037915	0.0680125	-0.797453	-0.09276	-0.0089	-0.38696	-0.019165	0.0095525	-0.416868	0.01043	0.00133	0.01421	0.0042075	0.00567	-0.0021525	-0.31973	2.34969	-0.27539	-0.558945	3.21865	-0.21246
3	-0.19914	-0.00343	-0.8988	0.0400025	0.0624475	-0.816205	-0.05567	-0.0083	-0.34125	-0.0074275	0.0059425	-0.377845	0.00058	-0.00719	-0.0092	-0.00923	-0.0119775	-0.047875	-0.62791	4.05449	-0.46914	-0.932192	5.11766	-0.343143
4	-0.07252	-0.00348	-0.90145	0.13815	0.05133	-0.823802	-0.00345	-0.00635	-0.25672	0.0086275	0.0014825	-0.304957	-0.01849	-0.02205	-0.05186	-0.03112	-0.0365025	-0.109983	-1.01395	5.84223	-0.65727	-1.32708	6.88807	-0.451623
5	0.08142	-0.00452	-0.91743	0.255603	0.0393575	-0.837762	0.05313	-0.00481	-0.17113	0.0356325	-0.0034375	-0.21049	-0.03838	-0.03992	-0.10385	-0.052485	-0.062165	-0.170803	-1.40153	7.39472	-0.76315	-1.70353	8.33808	-0.494348
6	0.24167	-0.00273	-0.94207	0.384025	0.0299575	-0.846283	0.11707	-0.00272	-0.0849	0.08392	-0.006055	-0.0904975	-0.049	-0.05482	-0.1487	-0.064845	-0.082505	-0.214915	-1.72211	8.60549	-0.74282	-2.02985	9.41896	-0.459275
7	0.40904	0.00381	-0.93799	0.520428	0.026465	-0.880393	0.20743	0.0033	0.03063	0.16179	-0.0027775	0.0372325	-0.04653	-0.06135	-0.17296	-0.06853	-0.0895425	-0.224167	-1.95683	9.46266	-0.59571	-2.30209	10.2898	-0.35992
8	0.56493	0.0109	-0.92179	0.658675	0.0180825	-0.912413	0.33094	0.01392	0.1726	0.273195	0.0043675	0.178633	-0.03513	-0.05782	-0.17216	-0.06548	-0.0875425	-0.212898	-2.13291	10.0324	-0.35483	-2.51388	10.8799	-0.208985
9	0.6874	0.01076	-0.92401	0.787838	0.0011825	-0.966722	0.47453	0.02597	0.3065	0.400083	0.011935	0.299773	-0.023	-0.04577	-0.1503	-0.0608775	-0.07837	-0.183757	-2.26818	10.4132	-0.076	-2.64933	11.3404	-0.0259425
