Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-2.36898	-3.19063	21.4531	1.13003	-0.722435	23.0749	-5.93275	-7.11696	41.282	-3.84541	-8.17198	38.6285	7.25308	-3.28147	13.2919	6.59255	-9.21719	7.25933	5.8847	2.37267	0.619955	6.54296	8.16628	0.526453	9.03234	13.3393	10.0134	8.45086	9.88405	11.901
1	-2.30046	-2.89034	21.3319	1.24061	-0.398397	22.92	-5.81361	-7.68644	40.3782	-3.57744	-8.78366	37.4869	7.28708	-3.61022	12.4879	6.43123	-9.1386	6.10065	4.65183	2.79202	0.021084	5.60929	8.3759	-0.481885	8.24289	13.3534	9.23984	7.94173	9.71705	10.838
2	-2.20077	-2.60988	21.2159	1.38086	-0.0929458	22.766	-5.66502	-8.20275	39.5767	-3.31593	-9.32288	36.3821	7.27489	-3.95142	12.138	6.29651	-9.01221	5.15364	2.52154	3.3982	-0.653779	4.08157	8.69329	-1.92425	6.64461	13.1269	7.74652	6.99134	9.29227	8.97386
3	-2.04201	-2.39653	21.119	1.56799	0.157382	22.6256	-5.47553	-8.59584	38.9933	-3.06558	-9.74681	35.3591	7.2362	-4.17151	12.2565	6.26664	-8.81956	4.32588	0.126825	3.87805	-1.21875	2.29435	8.80271	-3.50793	4.76307	12.8402	5.96759	5.84323	8.89879	6.83806
4	-1.83366	-2.29892	21.0568	1.79363	0.318013	22.5159	-5.26621	-8.78811	38.7335	-2.8387	-10.0276	34.4992	7.21968	-4.08794	12.8847	6.38676	-8.45323	3.72836	-1.67253	3.87711	-1.42407	0.791859	8.39708	-4.69071	3.33635	12.6888	4.4672	4.8774	8.79595	5.09355
5	-1.63358	-2.33256	21.0344	1.9485	0.34684	22.5204	-5.09339	-8.75967	38.8102	-2.71209	-9.93732	33.9841	7.2677	-3.5717	14.0172	6.65327	-7.9338	3.57158	-2.65803	3.35771	-1.15684	-0.171042	7.50824	-5.15252	2.55546	12.623	3.46625	4.23511	8.89429	3.99872
6	-1.4897	-2.45746	21.0411	2.18547	0.304615	22.5031	-4.99165	-8.59837	39.1185	-2.51797	-10.1133	33.6602	7.37517	-2.72092	15.5029	6.89089	-6.85871	3.90717	-3.16756	2.62651	-0.506779	-0.722469	6.48986	-4.96643	2.15345	12.4903	2.851	3.80537	8.93127	3.42122
7	-1.37095	-2.59222	21.0715	2.39674	0.212823	22.5216	-4.90843	-8.4409	39.4803	-2.31995	-10.3493	33.5152	7.48599	-1.83173	17.0527	7.07279	-5.66925	4.53233	-3.51455	1.99092	0.334144	-1.03464	5.66912	-4.41009	1.88801	12.2782	2.45128	3.51495	8.82753	3.1504
8	-1.27151	-2.63928	21.0668	2.56689	0.126832	22.5505	-4.83069	-8.34665	39.6548	-2.1163	-10.633	33.3768	7.55871	-1.16003	18.3639	7.18289	-4.67488	5.15344	-3.821	1.53629	1.19074	-1.23716	5.18097	-3.75446	1.66242	12.0852	2.15594	3.32612	8.6631	3.01705
9	-1.15463	-2.55941	21.0216	2.68238	0.0971219	22.5657	-4.71157	-8.33061	39.5314	-1.92208	-10.8928	33.1132	7.57569	-0.788497	19.2718	7.23969	-4.04925	5.56881	-4.10924	1.20975	1.97278	-1.45524	4.99357	-3.15754	1.45112	11.9799	1.91448	3.15543	8.50956	2.90674
10	-1.02283	-2.33903	20.9416	2.74106	0.161434	22.5526	-4.56155	-8.3821	39.1242	-1.75119	-11.0717	32.6797	7.54153	-0.652905	19.7847	7.26039	-3.75805	5.72785	-4.38839	0.930066	2.66257	-1.76742	4.94159	-2.65931	1.23906	11.9582	1.70674	2.92373	8.4033	2.76729
11	-0.875692	-1.9941	20.8507	2.75869	0.343513	22.5107	-4.39618	-8.49774	38.5352	-1.61155	-11.1836	32.0977	7.47094	-0.61243	20.0092	7.25679	-3.63581	5.67592	-4.66392	0.618976	3.26975	-2.18522	4.83731	-2.24036	1.02374	11.9796	1.52562	2.60576	8.35541	2.59206
12	-0.698448	-1.56021	20.7814	2.76383	0.648371	22.4504	-4.22236	-8.687	37.8823	-1.50941	-11.3017	31.4162	7.38846	-0.544886	20.0643	7.24939	-3.52954	5.49024	-4.92942	0.24526	3.80997	-2.66914	4.60041	-1.86962	0.820464	12	1.37181	2.23381	8.35321	2.39814
13	-0.477177	-1.08445	20.7612	2.79339	1.05758	22.3756	-4.046	-8.92992	37.2519	-1.44095	-11.5254	30.6787	7.3357	-0.414275	20.037	7.26771	-3.3498	5.24535	-5.17653	-0.164404	4.30148	-3.15524	4.26988	-1.5214	0.647482	11.9868	1.24648	1.87352	8.3706	2.21176
14	-0.210787	-0.616002	20.7967	2.69462	1.51004	22.4248	-3.8756	-9.15971	36.6768	-1.57996	-11.4119	30.086	7.36354	-0.266918	19.9712	7.41816	-3.44436	4.98136	-5.3989	-0.561443	4.76212	-3.58633	3.92638	-1.18012	0.518528	11.929	1.14848	1.58696	8.37896	2.05485
15	0.0905784	-0.191176	20.8675	2.81698	1.99209	22.3229	-3.71691	-9.31854	36.1398	-1.56988	-11.8976	29.3231	7.50002	-0.181526	19.8796	7.58454	-3.09855	4.74928	-5.58928	-0.890008	5.20605	-3.93245	3.62975	-0.83826	0.441016	11.8377	1.07401	1.40666	8.3565	1.93749
16	0.408464	0.177692	20.9398	2.97565	2.43517	22.2067	-3.57248	-9.40892	35.6059	-1.57473	-12.3861	28.559	7.72832	-0.208736	19.7673	7.84734	-2.75773	4.52985	-5.74525	-1.10195	5.64248	-4.19389	3.40608	-0.495528	0.408771	11.7367	1.01626	1.33072	8.29511	1.85794
17	0.715147	0.498278	20.9895	3.17894	2.8106	22.0672	-3.4467	-9.47977	35.0592	-1.55386	-12.822	27.7725	7.99658	-0.331878	19.65	8.18413	-2.46956	4.29746	-5.87315	-1.19207	6.07717	-4.38819	3.26044	-0.159795	0.403254	11.6525	0.967995	1.336	8.20187	1.80651
18	0.977018	0.784144	21.0161	3.41786	3.11079	21.919	-3.34751	-9.57808	34.5188	-1.48381	-13.1544	26.9693	8.24481	-0.479984	19.5568	8.55723	-2.29163	4.025	-5.97816	-1.20529	6.51281	-4.53442	3.18899	0.1607	0.408749	11.6014	0.923742	1.39249	8.09648	1.77304
19	1.16749	1.04343	21.0386	3.6761	3.34236	21.7837	-3.28083	-9.71855	34.0264	-1.35361	-13.388	26.1714	8.42811	-0.576552	19.5199	8.91873	-2.22869	3.70463	-6.06344	-1.20644	6.9496	-4.65118	3.17796	0.46455	0.414812	11.5846	0.878695	1.46661	8.00176	1.75049
20	1.27951	1.27622	21.0775	3.93437	3.5208	21.6804	-3.24277	-9.89706	33.6179	-1.16774	-13.5671	25.4095	8.52298	-0.565029	19.5607	9.22686	-2.23234	3.355	-6.1341	-1.2498	7.38716	-4.75309	3.20304	0.75603	0.413008	11.5935	0.830238	1.53038	7.93208	1.73267
21	1.32521	1.47714	21.1391	4.17591	3.66987	21.6215	-3.21855	-10.1148	33.3004	-0.946243	-13.7457	24.7155	8.52139	-0.413854	19.682	9.45832	-2.2367	3.01593	-6.19602	-1.35901	7.82422	-4.8454	3.23635	1.04518	0.397718	11.616	0.778493	1.56995	7.89004	1.71418
22	1.32614	1.64044	21.2138	4.38261	3.81224	21.6064	-3.18918	-10.3862	33.051	-0.72179	-13.9547	24.1084	8.42414	-0.1146	19.8662	9.6095	-2.19445	2.73214	-6.25367	-1.52587	8.25577	-4.92473	3.25764	1.34555	0.366855	11.6408	0.723803	1.58516	7.86831	1.69164
23	1.3012	1.76494	21.2846	4.53197	3.95985	21.6192	-3.14316	-10.7288	32.8301	-0.531285	-14.1979	23.5859	8.23973	0.309723	20.0825	9.68811	-2.079	2.53928	-6.30271	-1.71455	8.67549	-4.9808	3.25491	1.66809	0.325407	11.662	0.667382	1.58654	7.8559	1.66328
24	1.25974	1.85713	21.3381	4.60365	4.11379	21.6349	-3.08434	-11.1453	32.5983	-0.403491	-14.4676	23.13	7.98738	0.813455	20.2931	9.70385	-1.87582	2.45764	-6.33707	-1.88606	9.07631	-5.00317	3.21953	2.01794	0.278806	11.68	0.610439	1.58681	7.84617	1.62815
25	1.20298	1.92988	21.3705	4.5894	4.26952	21.634	-3.02808	-11.616	32.328	-0.349703	-14.7527	22.7188	7.69644	1.34484	20.4614	9.66494	-1.58534	2.48795	-6.355	-2.01898	9.44947	-4.98974	3.14762	2.39409	0.229995	11.6976	0.552461	1.59164	7.83838	1.58548
26	1.12897	1.99762	21.388	4.49865	4.42184	21.6112	-2.99227	-12.1021	32.0074	-0.361702	-15.0375	22.3369	7.40182	1.8529	20.5584	9.57903	-1.236	2.61114	-6.35587	-2.10999	9.78878	-4.94938	3.04792	2.79165	0.183017	11.7181	0.494184	1.59622	7.83435	1.53417
27	1.03741	2.07214	21.4039	4.35627	4.56821	21.5765	-2.98977	-12.5559	31.6385	-0.418222	-15.3052	21.979	7.13867	2.29555	20.5658	9.45699	-0.875148	2.79528	-6.33874	-2.17071	10.0944	-4.89676	2.93884	3.20341	0.144324	11.7452	0.440904	1.591	7.83548	1.47403
28	0.931749	2.16014	21.4322	4.19087	4.70762	21.5463	-3.02482	-12.9369	31.2314	-0.49633	-15.5458	21.6462	6.93426	2.64485	20.4768	9.31413	-0.536939	3.00781	-6.3022	-2.21616	10.3686	-4.84567	2.83266	3.62085	0.12164	11.7796	0.397306	1.56937	7.84099	1.40635
29	0.817856	2.26266	21.4825	4.02329	4.83824	21.5326	-3.09367	-13.2251	30.7983	-0.580447	-15.7592	21.3378	6.80111	2.88542	20.2969	9.1661	-0.232362	3.2251	-6.25151	-2.24957	10.6134	-4.80215	2.73471	4.03691	0.11374	11.8189	0.362082	1.53205	7.84901	1.33312
30	0.703348	2.37671	21.5581	3.86468	4.95895	21.5407	-3.18667	-13.4285	30.3497	-0.664562	-15.9535	21.0496	6.73532	3.02407	20.0408	9.02647	0.0412315	3.43254	-6.20031	-2.2679	10.8311	-4.76696	2.64962	4.44626	0.10888	11.8591	0.329237	1.48349	7.85727	1.25654
31	0.599327	2.49648	21.6608	3.71845	5.06679	21.5686	-3.28744	-13.5746	29.8981	-0.748045	-16.1321	20.7714	6.72121	3.0907	19.7293	8.90624	0.284817	3.61764	-6.15819	-2.2754	11.0252	-4.73724	2.58228	4.84434	0.0986556	11.8989	0.294098	1.43078	7.86524	1.17973
