Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.309652	-3.0116	5.0847	-2.06734	0.00342	5.41061	1.17312	-5.22626	19.946	-3.73627	-5.27464	18.2879	3.28999	-5.18909	1.38381	5.53055	-5.25509	-0.449134	-0.877822	7.23181	-2.01264	-3.39742	8.35244	-0.2358	2.86907	5.79924	11.8553	0.39254	2.77816	12.9921
1	0.406461	-2.71646	5.10392	-1.91616	0.311622	5.49343	1.28892	-5.18061	19.3377	-3.51904	-5.05789	17.5323	3.36217	-5.60263	1.36367	5.55752	-5.73892	-0.809684	-1.46913	7.14477	-3.27571	-3.8409	8.68209	-1.57715	2.79469	5.85095	9.87683	0.388479	2.24531	11.0914
2	0.592201	-2.4673	5.11063	-1.68436	0.600614	5.57373	1.48428	-5.0585	18.6154	-3.21666	-4.83308	16.697	3.42951	-5.84052	0.82762	5.54573	-6.19479	-1.80812	-1.62293	6.89068	-5.41477	-3.86451	8.67193	-3.9833	3.23175	5.76185	7.55755	0.888919	1.90076	8.77958
3	0.826496	-2.2996	5.14952	-1.41103	0.81752	5.68985	1.72871	-5.01081	18.0162	-2.8885	-4.74375	16.0825	3.51131	-5.50281	0.512168	5.57083	-6.29679	-2.4019	-1.72128	6.19557	-7.25541	-3.82889	8.12118	-6.20934	3.59928	5.67858	5.41932	1.41093	1.94925	6.45588
4	1.05719	-2.20819	5.25644	-1.13909	0.941353	5.86902	1.99772	-5.11362	17.6571	-2.57776	-4.83326	15.7836	3.6183	-5.01968	0.709935	5.6855	-6.43971	-2.33088	-2.16538	5.51173	-8.12975	-4.04036	7.6895	-7.56017	3.48648	5.71655	3.82215	1.64538	2.2625	4.54212
5	1.27082	-2.17395	5.39886	-0.866557	0.984491	6.06725	2.30413	-5.25739	17.3957	-2.24492	-5.02792	15.6226	3.71447	-4.82647	1.13189	5.84636	-6.80025	-2.01306	-2.80958	5.1924	-8.0825	-4.42555	7.78177	-7.97914	3.09254	5.84936	2.93316	1.66217	2.52935	3.37895
6	1.46284	-2.16998	5.52601	-0.579594	0.984229	6.21206	2.64795	-5.32147	17.0819	-1.83574	-5.18763	15.4174	3.77545	-4.78919	1.55885	5.99542	-6.96249	-1.60875	-3.43581	5.04632	-7.52646	-4.9186	7.93277	-7.68355	2.65184	5.9734	2.50112	1.46388	2.61445	2.82367
7	1.61599	-2.14822	5.60997	-0.290501	1.00701	6.27682	2.98946	-5.26293	16.6311	-1.37009	-5.19761	15.0648	3.81001	-4.74764	1.86264	6.09364	-6.69563	-1.20111	-4.01508	4.85651	-6.84182	-5.4499	7.66074	-7.04705	2.21465	6.03578	2.22789	1.09416	2.56859	2.54066
8	1.7267	-2.05385	5.65177	-0.0287606	1.12236	6.29766	3.28561	-5.11953	16.0138	-0.92504	-5.08826	14.5471	3.84429	-4.71502	1.95987	6.15119	-6.26773	-0.945173	-4.54387	4.59073	-6.21185	-5.96358	7.0894	-6.3831	1.81368	6.05327	1.99046	0.675053	2.47268	2.33094
9	1.81184	-1.87486	5.67306	0.186202	1.35222	6.32613	3.5285	-4.97852	15.2874	-0.557596	-4.9641	13.9149	3.89761	-4.70677	1.9091	6.21527	-6.04035	-0.897828	-4.99554	4.29873	-5.62863	-6.41566	6.58836	-5.79022	1.4919	6.05864	1.78163	0.334956	2.38917	2.14188
10	1.89663	-1.65282	5.69067	0.364241	1.65653	6.38017	3.74115	-4.91511	14.544	-0.258919	-4.87219	13.2364	3.97579	-4.67666	1.84743	6.31364	-6.11956	-0.987138	-5.33555	4.04197	-5.01925	-6.79496	6.33339	-5.22569	1.28539	6.05264	1.62178	0.115056	2.33357	1.98075
11	2.00312	-1.44128	5.7057	0.534961	1.97371	6.44074	3.95485	-4.93238	13.8351	0.0215119	-4.84387	12.565	4.07798	-4.58749	1.85612	6.44034	-6.31006	-1.08437	-5.60072	3.85023	-4.34743	-7.1138	6.23916	-4.63504	1.15514	6.01766	1.51229	-0.0152188	2.28882	1.8536
12	2.13961	-1.27292	5.70946	0.723735	2.26762	6.48139	4.19302	-4.95446	13.1533	0.328717	-4.87671	11.9216	4.19999	-4.46599	1.92259	6.5721	-6.37517	-1.10524	-5.83746	3.70884	-3.63149	-7.38453	6.12566	-4.00854	1.05786	5.94853	1.43966	-0.0984956	2.23089	1.75105
13	2.29821	-1.13446	5.69586	0.937263	2.53987	6.48598	4.45295	-4.91395	12.472	0.672082	-4.9047	11.2948	4.33572	-4.38422	1.99981	6.69861	-6.27692	-1.05048	-6.03725	3.58843	-2.91134	-7.62765	5.89424	-3.36152	1.00502	5.86748	1.38529	-0.164941	2.15146	1.66524
14	2.45546	-0.990162	5.66256	1.15747	2.80347	6.4445	4.70589	-4.82433	11.782	1.02767	-4.88123	10.663	4.48174	-4.35943	2.06773	6.82449	-6.09267	-0.949094	-6.19512	3.47345	-2.20908	-7.86707	5.55502	-2.70626	1.00182	5.79024	1.3371	-0.231021	2.05997	1.59274
15	2.5991	-0.806303	5.61426	1.36174	3.07375	6.3548	4.93055	-4.72244	11.0927	1.36576	-4.80395	10.0072	4.63559	-4.39081	2.12478	6.95778	-5.87904	-0.829383	-6.34391	3.37555	-1.52714	-8.11815	5.14688	-2.05601	1.01044	5.70971	1.28841	-0.303908	1.95862	1.52657
16	2.74035	-0.561968	5.55691	1.55371	3.36814	6.23297	5.13301	-4.66079	10.4177	1.68355	-4.65826	9.32894	4.79224	-4.44012	2.18016	7.10288	-5.70405	-0.722873	-6.48394	3.29353	-0.866286	-8.38416	4.69904	-1.42548	1.02346	5.61686	1.23704	-0.381076	1.85118	1.46097
17	2.89676	-0.261148	5.4864	1.74791	3.69592	6.09358	5.33398	-4.67928	9.76226	1.99167	-4.46156	8.64202	4.94678	-4.45398	2.24794	7.25712	-5.6284	-0.638994	-6.59523	3.20607	-0.225129	-8.66122	4.27096	-0.81158	1.05781	5.51942	1.18747	-0.46124	1.74482	1.39722
18	3.07043	0.0700741	5.38869	1.95214	4.05769	5.93784	5.54572	-4.74187	9.11336	2.29843	-4.31547	7.96199	5.09202	-4.45538	2.32779	7.41686	-5.60073	-0.556853	-6.68217	3.11405	0.394275	-8.93219	3.90504	-0.207341	1.10685	5.42864	1.13777	-0.532667	1.64661	1.3389
19	3.24353	0.395972	5.24627	2.15714	4.4342	5.75904	5.76102	-4.8224	8.44671	2.60281	-4.26143	7.28476	5.22063	-4.45338	2.41074	7.57345	-5.56087	-0.472414	-6.76197	3.03355	0.992464	-9.18353	3.60607	0.379377	1.15	5.35059	1.0893	-0.589027	1.55279	1.285
20	3.38689	0.680809	5.05881	2.34058	4.78598	5.55084	5.96428	-4.92556	7.75525	2.89585	-4.2324	6.5864	5.31866	-4.40622	2.49371	7.71037	-5.54469	-0.40971	-6.82784	2.96528	1.56771	-9.39594	3.38007	0.942903	1.18927	5.28662	1.04544	-0.621164	1.46758	1.2371
