Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0675233	-0.00364167	-0.319747	-0.0608217	0.00447	-0.315733	-0.0505067	0.00561333	-0.213872	-0.0386383	0.00407833	-0.188097	-0.000883333	0.00617833	-0.00304167	-0.00422	0.004225	-0.003065	-0.0367633	0.43958	-0.0115083	-0.016305	0.498117	-0.0301217
1	-0.0460817	-0.00443667	-0.401258	-0.0425317	0.004295	-0.365978	-0.038945	0.00601667	-0.195092	-0.0388	0.006685	-0.152248	-0.00867667	-0.00476833	-0.023745	-0.0166967	-0.00591167	-0.0222833	-0.127413	1.41445	-0.0652383	-0.084235	1.47662	-0.0993517
2	-0.0139517	-0.00475	-0.434945	-0.0128333	0.00389167	-0.355025	-0.0185183	0.00474333	-0.151933	-0.0326067	0.00669667	-0.0978567	-0.0242317	-0.0240017	-0.0620767	-0.035435	-0.0225817	-0.05422	-0.26716	2.72592	-0.153723	-0.205058	2.72484	-0.187815
3	0.0145267	-0.00767167	-0.392293	0.00859667	0.00158	-0.282338	0.0108917	-0.00123333	-0.08649	-0.01633	0.00071	-0.0347233	-0.0416483	-0.0479067	-0.108177	-0.0521083	-0.0432883	-0.09215	-0.434822	3.87783	-0.216187	-0.38021	3.79228	-0.226178
4	0.0501467	-0.01483	-0.336943	0.0233133	-0.00149833	-0.233398	0.0557183	-0.0105017	-0.019245	0.01925	-0.00615333	0.0153533	-0.0517667	-0.0693033	-0.14641	-0.0604033	-0.05894	-0.121248	-0.614223	4.62305	-0.18581	-0.597477	4.55644	-0.169007
5	0.11809	-0.023025	-0.3136	0.077645	-0.00564	-0.24596	0.121355	-0.0173733	0.04487	0.0840867	-0.00856	0.0610683	-0.0511333	-0.08342	-0.167715	-0.0602617	-0.0648317	-0.131855	-0.77762	5.01847	-0.0651817	-0.817947	5.11262	-0.0347933
6	0.220423	-0.0329817	-0.347377	0.18674	-0.0141233	-0.306958	0.20516	-0.019725	0.102002	0.169628	-0.00759833	0.112952	-0.0450167	-0.090045	-0.17464	-0.056165	-0.064235	-0.126268	-0.90755	5.33043	0.098985	-1.00165	5.63488	0.13086
7	0.33944	-0.0471767	-0.411695	0.319417	-0.0273717	-0.366592	0.294087	-0.0206783	0.15054	0.254573	-0.00728167	0.170775	-0.0404983	-0.0913	-0.171085	-0.05188	-0.06142	-0.109702	-1.0174	5.76994	0.255525	-1.1356	6.19277	0.279687
8	0.445465	-0.0647383	-0.469617	0.43462	-0.0427183	-0.409938	0.36913	-0.0237783	0.189173	0.321295	-0.00990333	0.222062	-0.0403733	-0.0900517	-0.158787	-0.04931	-0.05848	-0.086765	-1.11055	6.37321	0.370553	-1.21849	6.77817	0.38072
9	0.523593	-0.0800367	-0.488703	0.512658	-0.0558083	-0.443215	0.422218	-0.0288467	0.222287	0.365055	-0.0134467	0.25835	-0.04421	-0.0882983	-0.14002	-0.0497783	-0.055215	-0.0616483	-1.17801	7.08249	0.427852	-1.25132	7.39076	0.423973
10	0.584372	-0.0879367	-0.459493	0.566187	-0.0632117	-0.441792	0.457865	-0.03288	0.253465	0.38994	-0.0154283	0.285967	-0.0505617	-0.086165	-0.11731	-0.053005	-0.0511767	-0.036235	-1.2187	7.80253	0.429755	-1.24492	7.99653	0.41717
11	0.642155	-0.0885367	-0.412837	0.611035	-0.06464	-0.399333	0.481525	-0.03413	0.27901	0.400488	-0.0155267	0.30973	-0.0575233	-0.0830783	-0.0923083	-0.057165	-0.0462667	-0.0100483	-1.23099	8.44788	0.398227	-1.21256	8.53792	0.380183
