Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	1.93563	5.37673	10.6334	0.733522	7.27383	12.5016	1.66447	-3.80323	34.7181	-1.34321	3.36808	33.0998	0.128908	-16.9407	3.51801	2.59496	-28.8037	1.67795	11.3547	13.3788	0.18392	10.8866	11.9914	2.43527	14.0442	2.11748	23.4296	13.7651	7.57871	24.3371
1	2.09377	5.34956	10.6027	0.913415	7.28102	12.5084	2.07782	-3.89687	34.7856	-0.884918	3.37325	32.8518	0.0426225	-16.9953	5.11469	2.69473	-29.2906	2.85616	11.0647	13.3693	0.0202325	10.7047	12.0661	2.19195	13.9416	2.08034	21.6393	13.8147	7.82099	22.6023
2	2.28802	5.28858	10.5539	1.11016	7.23905	12.5028	2.55854	-3.95026	34.71	-0.377108	3.48702	32.5411	-0.0673275	-17.292	6.71863	2.79355	-29.801	4.10116	10.623	13.4196	-0.573895	10.4035	12.1086	1.5965	13.7722	2.14994	19.2862	13.854	7.99776	20.3562
3	2.53796	5.20772	10.4605	1.34473	7.14791	12.4691	3.1022	-3.98356	34.4427	0.174578	3.71145	32.1408	-0.197233	-17.8812	8.12547	2.88095	-30.3533	5.24339	10.0143	13.6353	-1.64696	9.94868	12.1881	0.612513	13.532	2.27708	16.5099	13.8519	8.04293	17.713
4	2.8696	5.10411	10.304	1.64504	7.00092	12.3941	3.72197	-3.99361	33.9872	0.77869	4.03102	31.6539	-0.327455	-18.684	9.29523	2.96683	-30.8853	6.24647	9.21848	14.0034	-2.9621	9.27805	12.3039	-0.5619	13.1652	2.39601	13.578	13.679	7.90982	14.8814
5	3.30324	4.9611	10.0816	2.03441	6.78482	12.2717	4.43837	-3.95451	33.4173	1.45631	4.40046	31.1287	-0.413863	-19.3805	10.4028	3.09093	-31.1916	7.24181	8.20532	14.2864	-4.04023	8.31799	12.331	-1.54039	12.5462	2.41689	10.788	13.1502	7.58462	12.0998
6	3.84521	4.76164	9.80954	2.52249	6.48612	12.1057	5.27036	-3.8675	32.8632	2.2361	4.743	30.6488	-0.422697	-19.5127	11.7201	3.29116	-31.0205	8.43301	6.97347	14.121	-4.43998	7.02395	12.0902	-1.96828	11.5513	2.2699	8.34539	12.1252	7.11042	9.55752
7	4.48336	4.50191	9.51861	3.10079	6.09931	11.909	6.224	-3.79563	32.4456	3.14075	4.96965	30.2881	-0.372798	-18.7699	13.3954	3.55739	-30.2398	9.93366	5.60497	13.2674	-4.016	5.44681	11.4763	-1.71561	10.2034	1.96737	6.36192	10.6271	6.58816	7.38689
8	5.18465	4.19627	9.2426	3.74059	5.63264	11.6998	7.27952	-3.81131	32.1969	4.16559	5.02224	30.0575	-0.329777	-17.1984	15.3387	3.8234	-28.9174	11.6812	4.23304	11.7639	-2.95342	3.74265	10.5293	-0.909728	8.69466	1.59689	4.86668	8.85882	6.12348	5.65319
9	5.89878	3.87268	9.00677	4.39724	5.11299	11.4958	8.38597	-3.93303	32.0365	5.26496	4.90183	29.8903	-0.358025	-15.1825	17.2919	4.01059	-27.2799	13.4852	2.97672	9.91672	-1.58504	2.09428	9.40808	0.195327	7.25769	1.25725	3.80706	7.07849	5.77342	4.33812
10	6.56954	3.56501	8.82021	5.02106	4.58408	11.3092	9.46674	-4.13401	31.8138	6.35947	4.65835	29.6735	-0.479708	-13.2378	18.9725	4.08221	-25.6005	15.1335	1.92617	8.16787	-0.18838	0.653768	8.30063	1.38518	6.05715	1.00912	3.08812	5.49256	5.5476	3.37464
11	7.14982	3.30864	8.67421	5.5672	4.09481	11.1441	10.4374	-4.37848	31.38	7.36033	4.35801	29.2951	-0.667448	-11.755	20.1796	4.05339	-24.0923	16.4642	1.13048	6.88377	1.08804	-0.4809	7.3465	2.5438	5.15513	0.86512	2.61143	4.22272	5.4329	2.68688
12	7.61064	3.13729	8.55081	6.00108	3.68753	10.9987	11.2308	-4.63551	30.6458	8.19543	4.05339	28.6806	-0.865553	-10.8815	20.8311	3.96272	-22.8782	17.3848	0.582535	6.21671	2.19487	-1.28136	6.63084	3.62066	4.53085	0.806	2.29446	3.30478	5.40319	2.20493
13	7.94024	3.07545	8.4365	6.30059	3.391	10.8706	11.815	-4.88324	29.6008	8.82244	3.76618	27.8053	-1.02647	-10.5911	20.9424	3.84457	-22.0279	17.8605	0.240205	6.14331	3.12718	-1.77252	6.22548	4.59264	4.12806	0.803925	2.0785	2.71436	5.42632	1.87207
14	8.13581	3.13011	8.33201	6.45664	3.21819	10.7625	12.1899	-5.11545	28.3011	9.22789	3.48666	26.6875	-1.13516	-10.7926	20.5888	3.71851	-21.5788	17.8997	0.0579775	6.57067	3.8924	-2.00557	6.19224	5.44749	3.88761	0.836717	1.92601	2.3945	5.47808	1.64515
15	8.19579	3.28784	8.25451	6.47141	3.16584	10.684	12.3704	-5.33443	26.8455	9.42202	3.19037	25.3774	-1.20052	-11.3599	19.8818	3.59023	-21.5194	17.5466	-0.00151	7.36771	4.50707	-2.04409	6.54672	6.1809	3.76032	0.891755	1.81384	2.27103	5.54453	1.49009
16	8.11944	3.51804	8.22979	6.35358	3.21331	10.6484	12.3759	-5.54749	25.3421	9.43169	2.85563	23.9457	-1.23773	-12.1	18.949	3.45524	-21.7651	16.88	0.0270475	8.34156	5.00124	-1.95374	7.23047	6.79823	3.71094	0.965027	1.72694	2.26779	5.61524	1.37991
17	7.91207	3.78224	8.27917	6.1151	3.32505	10.6673	12.2314	-5.77137	23.8779	9.29223	2.46895	22.4715	-1.26239	-12.7729	17.9078	3.30331	-22.1585	16.0027	0.10579	9.26792	5.41292	-1.79066	8.11182	7.3129	3.71408	1.05499	1.65366	2.32385	5.682	1.29422
18	7.58973	4.04602	8.41044	5.77239	3.45924	10.7454	11.9695	-6.02488	22.5011	9.04147	2.02217	21.0278	-1.28797	-13.1828	16.8419	3.12466	-22.5065	15.0228	0.19828	9.97703	5.77595	-1.59552	9.02222	7.74199	3.74876	1.15532	1.58377	2.40228	5.73972	1.21828
19	7.17948	4.28385	8.61562	5.34867	3.57951	10.8759	11.6296	-6.32831	21.2239	8.7157	1.5054	19.6644	-1.32664	-13.2324	15.7938	2.91524	-22.6394	14.0302	0.27762	10.404	6.10898	-1.39561	9.81454	8.10211	3.79721	1.25481	1.50838	2.48559	5.78774	1.14113
20	6.7151	4.47634	8.87356	4.87111	3.66183	11.0413	11.2527	-6.69957	20.0315	8.34613	0.911153	18.3952	-1.38699	-12.9165	14.7718	2.68017	-22.4586	13.0781	0.330547	10.5736	6.41258	-1.20955	10.4004	8.40747	3.84722	1.34444	1.42007	2.56663	5.83187	1.05367
21	6.22955	4.61097	9.15675	4.36455	3.69449	11.22	10.8727	-7.14396	18.8917	7.9565	0.242747	17.2009	-1.4675	-12.2928	13.7628	2.43237	-21.9384	12.1806	0.354978	10.5556	6.67709	-1.05146	10.7461	8.66951	3.89224	1.42308	1.31318	2.64174	5.88261	0.948215
22	5.74822	4.68361	9.43975	3.8475	3.67455	11.3935	10.5102	-7.64687	17.7654	7.5619	-0.477412	16.0438	-1.55312	-11.4447	12.7452	2.18966	-21.0978	11.3223	0.35241	10.4177	6.89478	-0.93454	10.8418	8.89671	3.92916	1.49637	1.18449	2.70747	5.94987	0.819362
23	5.2857	4.69551	9.70464	3.33213	3.60398	11.5503	10.1725	-8.17532	16.6156	7.16881	-1.19716	14.8826	-1.62016	-10.451	11.7009	1.97453	-19.9987	10.4729	0.32262	10.2014	7.06778	-0.867628	10.6947	9.09456	3.95592	1.57315	1.03376	2.7622	6.0386	0.665023
24	4.84613	4.6492	9.94182	2.82675	3.48789	11.6842	9.85817	-8.68983	15.4166	6.77767	-1.8563	13.6857	-1.64725	-9.38559	10.6226	1.80919	-18.7501	9.60383	0.26529	9.93389	7.20676	-0.84593	10.3534	9.26537	3.97045	1.6635	0.863285	2.81062	6.14753	0.485877
25	4.42618	4.54666	10.148	2.33789	3.33274	11.793	9.55996	-9.14846	14.1584	6.38641	-2.4231	12.4394	-1.62047	-8.34066	9.51335	1.70924	-17.4876	8.70151	0.185818	9.65761	7.32266	-0.850185	9.91999	9.40964	3.97227	1.77616	0.67638	2.86268	6.27219	0.283488
26	4.02024	4.39092	10.3248	1.87073	3.14407	11.8764	9.26703	-9.51043	12.8481	5.99323	-2.89615	11.1462	-1.53207	-7.44126	8.38425	1.68366	-16.3489	7.76873	0.098575	9.44791	7.42121	-0.856135	9.52439	9.52972	3.96477	1.91641	0.47672	2.92749	6.411	0.0596967
27	3.62565	4.18874	10.4764	1.42888	2.92627	11.9344	8.97065	-9.75305	11.5067	5.59973	-3.29297	9.81806	-1.38111	-6.80973	7.25181	1.73337	-15.4362	6.8208	0.0217625	9.39171	7.50424	-0.84388	9.27405	9.63246	3.95487	2.08598	0.267428	3.00996	6.56816	-0.18267
28	3.24405	3.95111	10.6079	1.01508	2.6838	11.9686	8.66986	-9.88544	10.1594	5.21228	-3.63996	8.47422	-1.17685	-6.49422	6.13712	1.84906	-14.782	5.8819	-0.0334425	9.53262	7.57508	-0.802287	9.21352	9.72791	3.94854	2.28145	0.0488325	3.1112	6.74973	-0.440448
29	2.87841	3.69093	10.7236	0.632128	2.42046	11.9844	8.36977	-9.94356	8.82935	4.84072	-3.96798	7.13975	-0.939462	-6.43178	5.06827	2.01148	-14.3394	4.98283	-0.066525	9.83471	7.64299	-0.728893	9.31721	9.82686	3.94767	2.49288	-0.183545	3.22931	6.95831	-0.711847
30	2.53087	3.41978	10.8267	0.282705	2.1367	11.9903	8.07711	-9.97476	7.53658	4.49545	-4.30551	5.84194	-0.694963	-6.48043	4.0822	2.19571	-14.0161	4.15869	-0.080465	10.1985	7.72437	-0.624428	9.52155	9.94058	3.95311	2.70912	-0.436437	3.36077	7.19108	-0.997323
31	2.20271	3.14437	10.9202	-0.03153	1.82804	11.9964	7.7972	-10.0199	6.30184	4.18428	-4.66201	4.60562	-0.46763	-6.49095	3.22138	2.37799	-13.7194	3.44245	-0.07	10.5106	7.84188	-0.48744	9.75497	10.0787	3.97142	2.92569	-0.711187	3.50464	7.44036	-1.29959
32	1.89545	2.86616	11.0072	-0.309837	1.48906	12.0128	7.53477	-10.1062	5.14588	3.91179	-5.03763	3.44994	-0.27641	-6.35629	2.52325	2.53798	-13.3673	2.85887	-0.02272	10.6864	8.01688	-0.313273	9.95355	10.2461	4.01314	3.1454	-1.00298	3.66441	7.6949	-1.62246
33	1.61086	2.58269	11.0894	-0.551922	1.11817	12.0452	7.29662	-10.2508	4.08272	3.68019	-5.44329	2.38395	-0.136393	-6.02722	2.00839	2.65943	-12.8939	2.4203	0.0713725	10.6908	8.26	-0.0966083	10.0784	10.4436	4.08502	3.37447	-1.3076	3.84466	7.94213	-1.96892
34	1.35046	2.28727	11.1677	-0.758497	0.715108	12.0924	7.0907	-10.4604	3.1164	3.48852	-5.89344	1.40335	-0.0588725	-5.51637	1.67717	2.73382	-12.268	2.12433	0.218243	10.5453	8.56767	0.165515	10.1266	10.6678	4.18867	3.61924	-1.62573	4.04802	8.17106	-2.34095
35	1.11616	1.97115	11.2417	-0.931143	0.278148	12.1472	6.92396	-10.7347	2.2406	3.33238	-6.39395	0.491248	-0.0477775	-4.88137	1.51264	2.76224	-11.5033	1.95455	0.424503	10.3143	8.92317	0.472813	10.1291	10.9104	4.32735	3.88391	-1.9635	4.27464	8.37461	-2.74132
