Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	862.688	949.63	1331.49	852.822	961.056	1066.97	669.667	943.191	1247.32	667.804	947.259	1167.6	752.339	1011.21	1033.71	778.359	998.322	1373.65	803.845	844.778	1391.12	762.859	477.971	1372	750.776	426.374	1381.48	798.485	407.336	1329.6	675.747	81.0021	1387.36	624.786	60.6122	1350.75	829.959	48.4605	1334.19	793.292	30.9458	1413.4	757.849	864.885	1017.01	734.215	482.733	1029.07	731.579	424.502	1024.76	780.043	407.471	1076.42	675.268	70.0997	1051.09	628.683	54.8243	1088.55	832.665	46.785	1112.16	797.062	28.0761	1033.56	761.727	464.408	1247.68	703.23	89.2395	1300.05	829.061	41.9962	1363.27	735.292	463.664	1156.14	697.574	93.0876	1136.61	835.407	37.2069	1081.3
0.007	862.695	949.633	1331.49	852.81	961.061	1066.96	669.662	943.175	1247.33	667.792	947.243	1167.61	752.307	1011.2	1033.72	778.357	998.312	1373.66	803.845	844.774	1391.12	762.888	477.963	1371.99	750.791	426.378	1381.46	798.509	407.342	1329.61	675.751	81.0016	1387.34	624.796	60.613	1350.76	829.964	48.4628	1334.18	793.303	30.9426	1413.41	757.847	864.884	1017.01	734.219	482.728	1029.07	731.583	424.509	1024.76	780.036	407.467	1076.43	675.267	70.1015	1051.1	628.68	54.8349	1088.54	832.676	46.7881	1112.16	797.075	28.0674	1033.56	761.749	464.405	1247.67	703.223	89.2384	1300.05	829.058	42.0015	1363.28	735.316	463.656	1156.13	697.586	93.0913	1136.6	835.406	37.1994	1081.29
0.013	862.698	949.638	1331.49	852.788	961.069	1066.96	669.661	943.162	1247.34	667.782	947.223	1167.61	752.283	1011.19	1033.74	778.358	998.308	1373.67	803.851	844.776	1391.12	762.903	477.967	1371.99	750.809	426.367	1381.45	798.513	407.339	1329.6	675.76	81.0042	1387.34	624.793	60.6206	1350.74	829.967	48.4701	1334.18	793.304	30.9451	1413.4	757.843	864.869	1017.02	734.235	482.72	1029.08	731.587	424.505	1024.76	780.048	407.469	1076.41	675.273	70.0961	1051.09	628.68	54.8325	1088.54	832.669	46.7859	1112.15	797.068	28.0715	1033.56	761.782	464.403	1247.67	703.226	89.2341	1300.04	829.071	41.9943	1363.26	735.323	463.673	1156.13	697.579	93.0898	1136.6	835.402	37.2013	1081.29
0.02	862.698	949.647	1331.48	852.769	961.074	1066.97	669.654	943.151	1247.34	667.766	947.213	1167.62	752.249	1011.19	1033.75	778.348	998.302	1373.67	803.855	844.775	1391.12	762.9	477.963	1372	750.812	426.36	1381.45	798.521	407.345	1329.6	675.776	80.9992	1387.33	624.795	60.6113	1350.75	829.975	48.4634	1334.18	793.295	30.9463	1413.39	757.826	864.876	1017.01	734.235	482.73	1029.08	731.592	424.508	1024.76	780.049	407.469	1076.42	675.269	70.0923	1051.09	628.68	54.829	1088.53	832.67	46.7823	1112.16	797.069	28.0801	1033.56	761.8	464.404	1247.67	703.235	89.2445	1300.02	829.069	41.9932	1363.26	735.328	463.666	1156.14	697.585	93.0899	1136.6	835.412	37.2051	1081.29
0.027	862.69	949.654	1331.48	852.755	961.075	1066.96	669.636	943.145	1247.35	667.757	947.198	1167.63	752.235	1011.18	1033.76	778.338	998.299	1373.69	803.845	844.781	1391.13	762.9	477.981	1371.99	750.804	426.362	1381.45	798.525	407.348	1329.59	675.763	81.0113	1387.34	624.798	60.6234	1350.74	829.977	48.4608	1334.17	793.297	30.9381	1413.4	757.816	864.882	1017.02	734.24	482.734	1029.07	731.589	424.506	1024.77	780.054	407.463	1076.43	675.274	70.0964	1051.09	628.678	54.8255	1088.54	832.676	46.7876	1112.16	797.073	28.0752	1033.55	761.808	464.407	1247.68	703.238	89.2442	1300.03	829.069	41.9941	1363.26	735.323	463.671	1156.13	697.578	93.092	1136.6	835.407	37.2064	1081.29
0.033	862.673	949.657	1331.49	852.744	961.08	1066.98	669.621	943.138	1247.35	667.74	947.19	1167.64	752.218	1011.18	1033.77	778.329	998.302	1373.7	803.854	844.784	1391.13	762.903	477.967	1371.99	750.806	426.367	1381.45	798.524	407.354	1329.61	675.759	81.007	1387.33	624.797	60.6247	1350.73	829.977	48.469	1334.18	793.293	30.9419	1413.39	757.799	864.877	1017.03	734.24	482.728	1029.08	731.591	424.495	1024.77	780.049	407.46	1076.42	675.279	70.0893	1051.1	628.683	54.828	1088.53	832.673	46.7839	1112.16	797.071	28.0755	1033.56	761.83	464.416	1247.68	703.236	89.2415	1300.02	829.066	41.9918	1363.26	735.323	463.675	1156.13	697.591	93.0841	1136.6	835.412	37.194	1081.29
0.04	862.675	949.662	1331.5	852.721	961.078	1066.98	669.615	943.125	1247.36	667.733	947.181	1167.65	752.204	1011.18	1033.77	778.324	998.31	1373.7	803.845	844.787	1391.15	762.887	477.97	1371.99	750.8	426.36	1381.45	798.527	407.367	1329.63	675.752	81.0035	1387.32	624.797	60.6163	1350.74	829.98	48.4651	1334.17	793.299	30.9363	1413.39	757.802	864.871	1017.03	734.241	482.724	1029.09	731.585	424.513	1024.77	780.054	407.468	1076.42	675.279	70.0902	1051.09	628.683	54.8209	1088.54	832.667	46.7863	1112.17	797.076	28.0773	1033.57	761.83	464.411	1247.7	703.26	89.2434	1300.03	829.068	41.9889	1363.25	735.33	463.663	1156.14	697.58	93.0834	1136.6	835.408	37.2014	1081.29
0.047	862.657	949.676	1331.51	852.715	961.093	1066.99	669.604	943.11	1247.38	667.711	947.172	1167.67	752.172	1011.17	1033.78	778.308	998.313	1373.72	803.846	844.782	1391.16	762.882	477.976	1372.01	750.782	426.366	1381.45	798.521	407.362	1329.62	675.761	81.0048	1387.33	624.796	60.614	1350.72	829.984	48.4626	1334.17	793.298	30.9432	1413.39	757.786	864.872	1017.05	734.246	482.74	1029.09	731.59	424.513	1024.78	780.056	407.468	1076.42	675.277	70.0834	1051.09	628.683	54.8205	1088.54	832.673	46.7825	1112.16	797.082	28.0722	1033.57	761.826	464.424	1247.71	703.25	89.2407	1300.03	829.073	41.9898	1363.26	735.308	463.664	1156.15	697.577	93.0864	1136.6	835.409	37.1985	1081.29
0.053	862.643	949.675	1331.52	852.685	961.09	1067	669.576	943.109	1247.39	667.7	947.166	1167.69	752.162	1011.16	1033.79	778.29	998.315	1373.73	803.835	844.788	1391.18	762.857	477.984	1372.03	750.785	426.363	1381.46	798.51	407.374	1329.63	675.757	81.0008	1387.32	624.793	60.6159	1350.73	829.981	48.467	1334.18	793.292	30.9355	1413.4	757.77	864.872	1017.06	734.218	482.741	1029.09	731.58	424.511	1024.78	780.052	407.469	1076.44	675.275	70.0906	1051.09	628.687	54.8148	1088.54	832.677	46.7797	1112.16	797.075	28.0758	1033.57	761.807	464.445	1247.7	703.246	89.2365	1300.04	829.072	41.9789	1363.26	735.307	463.663	1156.16	697.577	93.0801	1136.6	835.403	37.1956	1081.29
0.06	862.635	949.69	1331.54	852.672	961.093	1067.03	669.56	943.108	1247.4	667.682	947.164	1167.71	752.14	1011.15	1033.81	778.279	998.322	1373.73	803.836	844.784	1391.18	762.845	477.981	1372.02	750.755	426.368	1381.48	798.514	407.389	1329.64	675.756	80.9951	1387.33	624.807	60.6085	1350.72	829.981	48.4586	1334.18	793.288	30.9387	1413.4	757.761	864.872	1017.08	734.224	482.735	1029.1	731.582	424.513	1024.8	780.037	407.467	1076.44	675.267	70.0836	1051.09	628.676	54.8175	1088.54	832.67	46.7798	1112.16	797.075	28.0817	1033.57	761.815	464.46	1247.72	703.255	89.2339	1300.04	829.072	41.9799	1363.27	735.295	463.661	1156.17	697.581	93.0784	1136.6	835.412	37.1903	1081.3
